gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
ADAMTS12	hypermethylated	3	3	0	cg18519308,cg23236370,cg26573704
ADAMTS20	hypermethylated	2	2	0	cg01345315,cg19619405
ADAMTS7	hypermethylated	1	1	0	cg20246113
ADCY4	hypermethylated	8	8	0	cg05031016,cg12265829,cg13631572,cg14287235,cg16215203,cg16761581,cg23179456,cg25556905
ADCYAP1	hypermethylated	4	4	0	cg11859607,cg14200170,cg17059658,cg19962990
ADGRG1	hypermethylated	1	1	0	cg26955845
ADGRL1	hypermethylated	3	3	0	cg04416414,cg14565903,cg15417798
ADGRL4	hypermethylated	3	3	0	cg04360793,cg15084543,cg26422458
ADM2	hypermethylated	1	1	0	cg02893180
ADORA2A-AS1	hypermethylated	1	1	0	cg15223899
ADORA2B	hypermethylated	1	1	0	cg17580614
AEBP2	hypermethylated	1	1	0	cg05694021
AF106564.1	hypermethylated	8	8	0	cg02002551,cg04118306,cg16459364,cg17078116,cg20585869,cg22562942,cg23290344,cg26980244
AFAP1	hypermethylated	1	1	0	cg23750206
AFAP1L1	hypermethylated	1	1	0	cg09651145
AGGF1P3	hypermethylated	1	1	0	cg10989214
AHDC1	hypermethylated	2	2	0	cg13375463,cg13920090
AHRR	hypermethylated	4	4	0	cg03604011,cg14453201,cg14454127,cg14714797
AJ003147.1	hypermethylated	1	1	0	cg05576262
AJ003147.2	hypermethylated	4	4	0	cg03281661,cg05048377,cg05107535,cg08151623
AK4	hypermethylated	1	1	0	cg26036018
AK5	hypermethylated	1	1	0	cg15824100
AKNAD1	hypermethylated	1	1	0	cg06756164
AKR1B1	hypermethylated	2	2	0	cg08167706,cg13801416
AKR1C3	hypermethylated	1	1	0	cg14981189
AL009179.2	hypermethylated	7	7	0	cg01461847,cg02925601,cg03161803,cg04274288,cg10903903,cg14558529,cg27641532
AL021808.1	hypermethylated	4	4	0	cg01518607,cg05422029,cg09513990,cg14334441
AL021918.1	hypermethylated	1	1	0	cg17553149
AL021918.3	hypermethylated	3	3	0	cg07951347,cg13974773,cg17553149
AL024498.2	hypermethylated	5	5	0	cg05452406,cg14000361,cg17991695,cg24329557,cg26640601
AL031283.1	hypermethylated	1	1	0	cg03048488
AL031719.1	hypermethylated	1	1	0	cg04905421
AL031848.1	hypermethylated	1	1	0	cg19809453
AL034348.1	hypermethylated	1	1	0	cg23997263
AL034417.2	hypermethylated	1	1	0	cg11426075
AL035078.4	hypermethylated	10	10	0	cg03405909,cg07329360,cg07441518,cg08364561,cg09656389,cg12500879,cg13502741,cg20512711,cg24935332,cg27104448
AL035252.2	hypermethylated	2	2	0	cg04299389,cg18009321
AL035401.1	hypermethylated	1	1	0	cg07904452
AL035448.1	hypermethylated	4	4	0	cg01444716,cg04682802,cg05822633,cg20981848
AL049629.2	hypermethylated	1	1	0	cg21697812
AL049637.1	hypermethylated	4	4	0	cg00152008,cg06645033,cg17800654,cg26560222
AL049651.2	hypermethylated	3	3	0	cg07676859,cg18197392,cg22534145
AL049692.2	hypermethylated	2	2	0	cg06845853,cg25247290
AL049692.4	hypermethylated	2	2	0	cg06845853,cg25247290
AL049775.1	hypermethylated	6	6	0	cg01537995,cg01711160,cg03506640,cg16800165,cg17410236,cg18070676
AL049777.1	hypermethylated	11	11	0	cg02681442,cg02991338,cg07489048,cg08120263,cg10300684,cg14006181,cg16038120,cg16804284,cg17007640,cg21195256,cg25078444
AL049836.2	hypermethylated	1	1	0	cg20981086
AL049870.3	hypermethylated	1	1	0	cg20557595
AL078459.1	hypermethylated	1	1	0	cg15991082
AL079303.1	hypermethylated	6	6	0	cg04415798,cg05917460,cg07068674,cg11089489,cg13023870,cg23655970
AL096711.2	hypermethylated	2	2	0	cg01047555,cg21097036
AL096814.2	hypermethylated	1	1	0	cg19653212
AL096828.1	hypermethylated	1	1	0	cg19267861
AL096870.1	hypermethylated	8	8	0	cg05031016,cg12265829,cg13631572,cg14287235,cg16215203,cg16761581,cg23179456,cg25556905
AL117335.1	hypermethylated	1	1	0	cg19256731
AL121758.1	hypermethylated	3	3	0	cg01235820,cg20543681,cg24595510
AL121821.2	hypermethylated	1	1	0	cg02454806
AL121932.2	hypermethylated	2	2	0	cg01735384,cg17357285
AL121974.1	hypermethylated	2	2	0	cg12440062,cg26715042
AL122058.1	hypermethylated	1	1	0	cg18759209
AL132642.1	hypermethylated	1	1	0	cg09341793
AL132857.1	hypermethylated	15	15	0	cg04224064,cg04347874,cg04926361,cg05295557,cg07068674,cg07345734,cg11089489,cg13012916,cg13023870,cg13209481,cg13980454,cg18396984,cg18468354,cg23906738,cg23929344
AL133405.1	hypermethylated	1	1	0	cg24071719
AL136114.1	hypermethylated	1	1	0	cg22081371
AL136366.1	hypermethylated	1	1	0	cg13474848
AL137856.1	hypermethylated	1	1	0	cg03469607
AL139020.1	hypermethylated	3	3	0	cg07445246,cg19992633,cg27089768
AL139381.1	hypermethylated	1	1	0	cg24590788
AL139420.1	hypermethylated	3	3	0	cg01439876,cg02063759,cg12659883
AL139420.2	hypermethylated	2	2	0	cg01439876,cg02063759
AL157394.3	hypermethylated	1	1	0	cg26478401
AL158013.1	hypermethylated	2	2	0	cg11667020,cg21200408
AL158077.2	hypermethylated	1	1	0	cg07837260
AL160191.1	hypermethylated	1	1	0	cg23241781
AL160272.2	hypermethylated	1	1	0	cg13601435
AL161668.4	hypermethylated	2	2	0	cg18081258,cg20902783
AL161757.4	hypermethylated	1	1	0	cg04548856
AL161781.2	hypermethylated	1	1	0	cg13482308
AL162718.1	hypermethylated	1	1	0	cg01128736
AL162718.2	hypermethylated	1	1	0	cg01128736
AL353576.1	hypermethylated	1	1	0	cg08949408
AL353604.1	hypermethylated	1	1	0	cg01765111
AL354833.1	hypermethylated	1	1	0	cg27485906
AL355338.1	hypermethylated	1	1	0	cg18161327
AL355481.1	hypermethylated	3	3	0	cg16727923,cg18789918,cg21448057
AL355835.1	hypermethylated	3	3	0	cg05057720,cg16404157,cg23288059
AL356275.1	hypermethylated	1	1	0	cg16291276
AL357497.1	hypermethylated	5	5	0	cg05452406,cg14000361,cg17991695,cg24329557,cg26640601
AL357507.1	hypermethylated	1	1	0	cg09217350
AL358613.3	hypermethylated	2	2	0	cg05127821,cg17538572
AL358976.1	hypermethylated	2	2	0	cg14189141,cg17869514
AL359764.2	hypermethylated	1	1	0	cg16003102
AL359922.1	hypermethylated	1	1	0	cg12840719
AL365214.2	hypermethylated	1	1	0	cg11934419
AL390816.2	hypermethylated	1	1	0	cg01779765
AL391415.1	hypermethylated	2	2	0	cg03166753,cg11764900
AL391832.3	hypermethylated	1	1	0	cg13475583
AL445209.1	hypermethylated	4	4	0	cg13438893,cg23619399,cg24221648,cg26132774
AL445288.1	hypermethylated	4	4	0	cg04413320,cg11312408,cg12432236,cg26444528
AL445433.2	hypermethylated	1	1	0	cg14991984
AL513128.2	hypermethylated	1	1	0	cg25324047
AL513128.3	hypermethylated	1	1	0	cg25324047
AL513542.1	hypermethylated	1	1	0	cg04972745
AL513548.2	hypermethylated	1	1	0	cg16519587
AL589693.1	hypermethylated	1	1	0	cg18393175
AL589843.1	hypermethylated	1	1	0	cg00767010
AL591428.1	hypermethylated	1	1	0	cg10182317
AL592424.1	hypermethylated	2	2	0	cg07119434,cg16399136
AL592490.1	hypermethylated	1	1	0	cg12581627
AL645929.2	hypermethylated	1	1	0	cg22425474
AL662791.1	hypermethylated	3	3	0	cg05404698,cg08377819,cg09556826
AL662884.4	hypermethylated	4	4	0	cg00403498,cg12387154,cg13035743,cg17218813
