probe_id	tumor_mean_beta	normal_mean_beta	delta_beta	tumor_n	normal_n	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand
cg17656890	0.37383670688415904	0.815671157836914	-0.441834450952755	322	25	3.3306064545816913e-74	4.689911745183958e-73	0.441834450952755	hypomethylated		chr7	156062877.0	156062879.0	+
cg11630939	0.25467415245211855	0.6963492772912466	-0.4416751248391281	784	93	8.591900560797929e-55	7.166963023452696e-54	0.4416751248391281	hypomethylated	AC129492.2	chr17	8057130.0	8057132.0	+
cg26579145	0.31369481688021217	0.75417456755767	-0.4404797506774578	341	37	1.6957113652178753e-60	1.6439242042735862e-59	0.4404797506774578	hypomethylated	HS3ST2	chr16	22818369.0	22818371.0	+
cg18450582	0.34704961003483953	0.7872908321427711	-0.44024122210793154	703	81	1.4719873629466699e-74	2.093392612069582e-73	0.44024122210793154	hypomethylated	DYNC1I1	chr7	95917226.0	95917228.0	+
cg26479667	0.42612300028327765	0.8660773401675017	-0.43995433988422405	786	92	6.146171808122028e-148	1.0934681008895224e-145	0.43995433988422405	hypomethylated		chr5	3339466.0	3339468.0	+
cg22511877	0.45203835761743505	0.8914814585262967	-0.43944310090886163	789	97	2.8554742271399504e-150	5.536280726002822e-148	0.43944310090886163	hypomethylated	MYT1L	chr2	1939169.0	1939171.0	-
cg14555736	0.42696669008276705	0.8663664355720442	-0.4393997454892771	791	97	3.416758251508439e-167	1.4078715600056013e-164	0.4393997454892771	hypomethylated	TMEM132C	chr12	128368436.0	128368438.0	+
cg18362003	0.42345108098281925	0.8620415913689997	-0.43859051038618047	693	97	6.317115294318249e-184	5.429032020513337e-181	0.43859051038618047	hypomethylated	MIR100HG	chr11	122180921.0	122180923.0	-
cg03441279	0.44466130691548966	0.8821870757312309	-0.43752576881574123	739	82	5.3960831692470794e-176	3.312487124977135e-173	0.43752576881574123	hypomethylated	BCL9	chr1	147612149.0	147612151.0	-
cg08513547	0.4450851485440865	0.8822906336833521	-0.43720548513926566	678	97	3.8124308028648017e-202	9.730109000712776e-199	0.43720548513926566	hypomethylated	ZNF300P1	chr5	150943995.0	150943997.0	-
cg22348992	0.43760860554035635	0.8741324742635092	-0.4365238687231528	791	96	1.743110544826887e-102	5.74327716120984e-101	0.4365238687231528	hypomethylated	CHRNA4	chr20	63348210.0	63348212.0	-
cg18221016	0.3653199782065295	0.7999298261559528	-0.43460984794942326	654	92	1.7911188593159834e-187	1.8762816600049528e-184	0.43460984794942326	hypomethylated	HMCN1	chr1	185965118.0	185965120.0	-
cg23253309	0.4481113592984553	0.8826040680875483	-0.434492708789093	791	97	6.28401686282211e-167	2.5692111428839516e-164	0.434492708789093	hypomethylated	AJ011931.1,AJ011931.2;PCBP3	chr21	45872338.0	45872340.0	+
cg18166959	0.35758187542898096	0.7911482158460115	-0.4335663404170305	774	95	6.6360648804816125e-202	1.6733771413647508e-198	0.4335663404170305	hypomethylated	AL512328.1	chr1	230744337.0	230744339.0	+
cg18705861	0.3953842091783185	0.8278946625558954	-0.4325104533775769	107	19	1.14828011656754e-25	4.378536672234404e-25	0.4325104533775769	hypomethylated	AC025043.1,CTDSPL2	chr15	44426197.0	44426199.0	-
cg27632318	0.43169935597669357	0.8641336294320914	-0.4324342734553978	596	65	6.142073619666706e-156	1.5268672905975948e-153	0.4324342734553978	hypomethylated	RGS7	chr1	240869178.0	240869180.0	+
cg26765743	0.47155595820411267	0.9038807977106154	-0.4323248395065027	791	97	2.73289590927036e-257	3.8362024264549276e-252	0.4323248395065027	hypomethylated	MIR646HG	chr20	60472429.0	60472431.0	-
cg14215310	0.4806172792868846	0.9109010991361952	-0.43028381984931063	782	97	1.0107954389574458e-198	2.007830709816631e-195	0.43028381984931063	hypomethylated	DLGAP2	chr8	1466021.0	1466023.0	+
cg11785980	0.5409530851843987	0.9707065857562822	-0.42975350057188355	791	97	6.053440711132393e-256	6.372971579069516e-251	0.42975350057188355	hypomethylated	RIMBP2	chr12	130638433.0	130638435.0	+
cg10013324	0.3207530763884077	0.7503961216319691	-0.4296430452435614	451	44	1.041692301653128e-49	7.63610305008713e-49	0.4296430452435614	hypomethylated	RBFOX1	chr16	6285192.0	6285194.0	-
cg22347967	0.35879232794763743	0.7882994413375854	-0.429507113389948	457	64	1.4761130868938553e-91	3.433940373849403e-90	0.429507113389948	hypomethylated		chr12	127757428.0	127757430.0	-
cg15700197	0.3535232254587745	0.7827357655947971	-0.42921254013602256	791	97	1.1828305121763849e-152	2.549163195008424e-150	0.42921254013602256	hypomethylated	AL513323.1,OR10J1	chr1	159439416.0	159439418.0	-
cg10578996	0.36119202226170066	0.7903389059087281	-0.42914688364702747	647	93	1.7268849844622642e-158	4.765500939363316e-156	0.42914688364702747	hypomethylated	AC011524.2,LINC00906	chr19	28964965.0	28964967.0	-
cg18023455	0.2818743624208585	0.7108862996101379	-0.42901193718927944	538	16	4.4117391248538625e-19	1.3679837932859451e-18	0.42901193718927944	hypomethylated	VWC2,ZPBP	chr7	49855067.0	49855069.0	-
cg26429674	0.48302875427168934	0.9119284718307024	-0.428899717559013	791	97	1.1501749525402997e-148	2.100410992905706e-146	0.428899717559013	hypomethylated	CDH4	chr20	61895210.0	61895212.0	+
cg09633240	0.2594530131173738	0.6882522017867477	-0.42879918866937394	671	54	5.5699935307724574e-39	3.0814128239483355e-38	0.42879918866937394	hypomethylated	AC010601.1,AC091489.1	chr16	18041809.0	18041811.0	+
cg27403658	0.4124280489408053	0.841168855365954	-0.42874080642514867	676	95	6.843219854589398e-188	7.295634647710279e-185	0.42874080642514867	hypomethylated	CDK14	chr7	90706488.0	90706490.0	-
cg00297966	0.39055218612938597	0.819087300981794	-0.4285351148524081	171	7	3.9980969246931085e-19	1.2415141530275222e-18	0.4285351148524081	hypomethylated	NSMCE2	chr8	125174466.0	125174468.0	+
cg10956848	0.4226653028654572	0.8505782233344183	-0.4279129204689611	745	90	1.4264203489137419e-99	4.272909224729417e-98	0.4279129204689611	hypomethylated	AL117329.1,LINC00898	chr22	47631891.0	47631893.0	+
cg17520909	0.4615231096896979	0.8892415364583334	-0.4277184267686355	782	93	2.0492841669316727e-172	1.089624056405637e-169	0.4277184267686355	hypomethylated	CRP	chr1	159714064.0	159714066.0	+
cg17463633	0.5126798600714824	0.9393017169126531	-0.4266218568411707	788	97	1.2474237593916706e-161	3.9856419500186947e-159	0.4266218568411707	hypomethylated	AL359924.1	chr1	237861162.0	237861164.0	-
cg27518240	0.4069955064842738	0.8334581827379993	-0.4264626762537255	772	97	6.108068922786938e-150	1.174517505182876e-147	0.4264626762537255	hypomethylated	LINC02817	chr1	221337011.0	221337013.0	+
cg06974428	0.38760581234384917	0.8136637579534471	-0.426057945609598	788	97	2.4547284374579253e-98	7.083188373383971e-97	0.426057945609598	hypomethylated	PIP4K2A	chr10	22683369.0	22683371.0	+
cg12107530	0.4368869169258777	0.8625897418011675	-0.4257028248752898	648	91	7.170185106669018e-144	1.0787657488423782e-141	0.4257028248752898	hypomethylated		chr10	131993353.0	131993355.0	+
cg05968010	0.18636096001905117	0.6118652657286762	-0.425504305709625	773	73	3.978738993336551e-34	1.932774276367161e-33	0.425504305709625	hypomethylated	UTP25	chr1	209827537.0	209827539.0	-
cg21959598	0.3630810315095926	0.788032689045385	-0.42495165753579245	790	97	1.955994929497367e-121	1.255826877176939e-119	0.42495165753579245	hypomethylated	VOPP1	chr7	55570025.0	55570027.0	-
cg20972294	0.4116048800167485	0.836540064860865	-0.42493518484411646	751	97	1.632440029744656e-137	1.9191606663481047e-135	0.42493518484411646	hypomethylated	OPCML	chr11	133136023.0	133136025.0	+
cg11751344	0.39857767199382127	0.8229001232029236	-0.42432245120910234	789	97	1.0616544778724625e-139	1.3722454382896998e-137	0.42432245120910234	hypomethylated	AC103409.1	chr8	91610363.0	91610365.0	-
cg22963629	0.41445043204557125	0.8385368425821521	-0.42408641053658086	791	97	7.224871601050456e-203	1.9378946365635426e-199	0.42408641053658086	hypomethylated	ADCYAP1R1	chr7	31107726.0	31107728.0	-
cg21974506	0.4443938861755294	0.8679758445503786	-0.4235819583748492	791	97	2.5403402116015023e-151	5.135731290774628e-149	0.4235819583748492	hypomethylated	COL11A2	chr6	33173513.0	33173515.0	+
cg05384697	0.2943327065670129	0.7177877880278087	-0.42345508146079586	264	21	7.126683445573787e-24	2.5730873593910625e-23	0.42345508146079586	hypomethylated	TMEM132D	chr12	129849463.0	129849465.0	+
cg10699171	0.3414919203606205	0.7648113529856612	-0.4233194326250407	690	82	3.439527469589039e-110	1.4784456168505855e-108	0.4233194326250407	hypomethylated	RIPOR2	chr6	24936736.0	24936738.0	-
cg19368016	0.32951399348629107	0.7521325337518122	-0.42261854026552115	791	97	2.1011332216548687e-123	1.446015060473882e-121	0.42261854026552115	hypomethylated	CELF2	chr10	11145800.0	11145802.0	-
cg23279503	0.3290580286385533	0.7513177805933459	-0.42225975195479254	626	87	2.423038570219997e-146	3.990518046381008e-144	0.42225975195479254	hypomethylated	UNC5D	chr8	35791497.0	35791499.0	+
cg12072262	0.42312774658203123	0.8453426922068876	-0.4222149456248564	530	68	8.450545040488505e-110	3.5754474270875884e-108	0.4222149456248564	hypomethylated		chr10	127581088.0	127581090.0	-
cg15811568	0.4216284739039336	0.843262530387716	-0.42163405648378244	371	47	1.4673679881120528e-113	7.079037724204593e-112	0.42163405648378244	hypomethylated	AC063926.1,RIMBP2	chr12	130420300.0	130420302.0	-
cg07944396	0.44432357765613495	0.8659062435752467	-0.42158266591911175	679	95	5.733203067107684e-208	2.0288504843714163e-204	0.42158266591911175	hypomethylated	RBFOX1	chr16	7332512.0	7332514.0	+
cg21789085	0.45201458574152314	0.8735098587839227	-0.4214952730423996	588	95	1.686165469699407e-182	1.3525102582990403e-179	0.4214952730423996	hypomethylated	MIR7160,MYOM2	chr8	2076513.0	2076515.0	+
cg07568841	0.2972016502829159	0.7182233116843484	-0.4210216614014325	680	88	2.374524371067214e-72	3.1753372582566406e-71	0.4210216614014325	hypomethylated	ZNRF2	chr7	30323164.0	30323166.0	-
cg11735242	0.4318567717651678	0.8524122729743879	-0.42055550120922014	786	97	3.2292315791142337e-121	2.056676689665928e-119	0.42055550120922014	hypomethylated	LINC01646	chr1	4583969.0	4583971.0	-
cg11388664	0.4362684209296044	0.8566729637884325	-0.4204045428588281	752	93	1.2877614000723922e-210	5.7083616234745826e-207	0.4204045428588281	hypomethylated	CADM3	chr1	159170581.0	159170583.0	+
cg13130398	0.40251081580113246	0.8227891809800092	-0.42027836517887673	723	85	1.962951725138471e-117	1.0937105752579547e-115	0.42027836517887673	hypomethylated	RABGAP1L	chr1	174875258.0	174875260.0	-
cg06288900	0.35356989136515765	0.773807879575749	-0.4202379882105914	789	97	2.809140249327459e-150	5.451466760162597e-148	0.4202379882105914	hypomethylated	AC093516.1,HS3ST4	chr16	25856817.0	25856819.0	+
cg17144184	0.4481235938736155	0.8679299895296392	-0.4198063956560237	790	97	1.7427001541502464e-217	1.1119324738103437e-213	0.4198063956560237	hypomethylated	AC103758.1	chr8	142140137.0	142140139.0	-
cg11686819	0.23497813456767314	0.6544291552375344	-0.4194510206698613	407	17	2.4581134015567646e-05	4.2599651307570366e-05	0.4194510206698613	hypomethylated		chr5	2136965.0	2136967.0	+
cg05502478	0.44057375606671856	0.8597920735677084	-0.4192183175009898	763	96	1.47942505183179e-194	2.232998570885636e-191	0.4192183175009898	hypomethylated	MCF2L2	chr3	183193771.0	183193773.0	-
cg08443563	0.1782621086323669	0.5971629742494563	-0.4189008656170894	789	97	1.023318778457005e-71	1.3435194515078511e-70	0.4189008656170894	hypomethylated	AC017002.3,ANAPC1	chr2	111699233.0	111699235.0	-
cg25601879	0.4001965766405537	0.8189172744750977	-0.41872069783454396	274	13	6.988308615523869e-25	2.6024253146546034e-24	0.41872069783454396	hypomethylated	LINC02646	chr10	130359535.0	130359537.0	-
cg07196505	0.262648418200966	0.6808027287119442	-0.41815431051097823	778	97	1.4952510000284478e-90	3.37083045838319e-89	0.41815431051097823	hypomethylated	RBFOX1	chr16	7515834.0	7515836.0	+
cg23230830	0.4193344405568505	0.837472345411163	-0.4181379048543125	791	97	2.1356832637285873e-172	1.134131301288525e-169	0.4181379048543125	hypomethylated	CR589904.2,LYPD8	chr1	248739798.0	248739800.0	+
cg22039357	0.31740345333981906	0.7354383960212629	-0.41803494268144387	791	97	2.0951330510533298e-95	5.497475603846171e-94	0.41803494268144387	hypomethylated	C1orf21	chr1	184419540.0	184419542.0	+
cg25724842	0.45456428166493995	0.8724329840276659	-0.41786870236272594	739	97	5.485598259884739e-196	8.919159172251358e-193	0.41786870236272594	hypomethylated	PACRG	chr6	163153531.0	163153533.0	-
cg08985530	0.4315280648164971	0.8492262363433838	-0.4176981715268867	645	96	1.334284382496449e-173	7.442196469544499e-171	0.4176981715268867	hypomethylated	LINC02464	chr12	77300264.0	77300266.0	-
cg06712013	0.3518957338049565	0.7693493884542714	-0.4174536546493149	639	92	2.8719400050824323e-127	2.279333100829784e-125	0.4174536546493149	hypomethylated	SPATS2	chr12	49365761.0	49365763.0	+
cg24926465	0.3785736239290116	0.7959527871043411	-0.4173791631753295	786	97	8.306180941883464e-126	6.257332882218807e-124	0.4173791631753295	hypomethylated	AC091607.2,KCNAB1	chr3	156289997.0	156289999.0	+
cg25267258	0.47253360023981406	0.8896787977710212	-0.41714519753120716	790	97	2.2395217091657208e-145	3.566921123425164e-143	0.41714519753120716	hypomethylated	OR14J1	chr6	29306842.0	29306844.0	+
cg10083417	0.3998874548709754	0.8164847918919155	-0.4165973370209401	330	28	1.4797465530458698e-80	2.487294894580922e-79	0.4165973370209401	hypomethylated		chr16	17724650.0	17724652.0	-
cg05343184	0.42154324190354375	0.8375592575859778	-0.41601601568243407	791	97	5.712224797766872e-187	5.782446715112496e-184	0.41601601568243407	hypomethylated	PRDM16	chr1	3141586.0	3141588.0	+
cg03779973	0.4845040274666739	0.9003792219264533	-0.41587519445977933	715	93	2.6919867850306955e-159	7.701313335539513e-157	0.41587519445977933	hypomethylated	DCLK2	chr4	150080818.0	150080820.0	-
cg16179938	0.2782089543897052	0.6933771604067319	-0.4151682060170267	688	77	2.0465225642708444e-64	2.201101555729561e-63	0.4151682060170267	hypomethylated	NFATC1	chr18	79517582.0	79517584.0	+
cg05492975	0.45161023959992036	0.8667457029991543	-0.41513546339923396	785	97	6.794493834753122e-164	2.4206907586533217e-161	0.41513546339923396	hypomethylated	CDH4	chr20	61544451.0	61544453.0	+
cg21991633	0.4212090917845291	0.8362010680523115	-0.41499197626778245	791	97	6.079751050349083e-154	1.3914501542482087e-151	0.41499197626778245	hypomethylated	AC011451.3	chr19	9404534.0	9404536.0	+
cg06351425	0.3656448407730146	0.7800377466345346	-0.41439290586152	702	93	2.0236967555550567e-139	2.5824455621782187e-137	0.41439290586152	hypomethylated	GPX6	chr6	28514413.0	28514415.0	-
cg05915794	0.4692898800498561	0.8835633221794578	-0.41427344212960165	380	68	1.0903796120229238e-73	1.512032797475703e-72	0.41427344212960165	hypomethylated	RBFOX3	chr17	79131137.0	79131139.0	+
cg20701926	0.4159006063994166	0.830080397585605	-0.4141797911861884	766	94	7.642436359372652e-156	1.8920264227165522e-153	0.4141797911861884	hypomethylated		chr1	226221025.0	226221027.0	+
cg22669120	0.3432820833646334	0.7571030344281878	-0.41382095106355443	520	56	8.559721828153332e-80	1.409981888496367e-78	0.41382095106355443	hypomethylated	AC005906.2,KCNA1	chr12	4915419.0	4915421.0	-
cg05353872	0.3890627243370762	0.8025415951443702	-0.41347887080729395	789	97	2.5887204404636417e-116	1.3806312304526418e-114	0.41347887080729395	hypomethylated	OR2M3	chr1	248203096.0	248203098.0	+
cg12671632	0.3097063975729001	0.7228793901266511	-0.41317299255375106	785	97	1.4618311955270605e-109	6.1449149737790236e-108	0.41317299255375106	hypomethylated		chr6	422934.0	422936.0	+
cg15873474	0.442318223397943	0.8553519494754752	-0.4130337260775322	790	97	8.527443602864236e-228	1.0561840839342853e-223	0.4130337260775322	hypomethylated	CDH4	chr20	61870941.0	61870943.0	+
cg04438395	0.36358269369526275	0.7764975950889981	-0.4129149013937353	785	97	1.4846491183067718e-138	1.8185181175294878e-136	0.4129149013937353	hypomethylated	LINC02646	chr10	130401917.0	130401919.0	+
cg04786142	0.15343159942048237	0.5663226412743637	-0.41289104185388137	791	97	2.2009733836049454e-125	1.633234723283547e-123	0.41289104185388137	hypomethylated		chr1	234772633.0	234772635.0	-
cg05799811	0.3295692017840855	0.7419087518121779	-0.41233955002809236	788	97	5.80775642416406e-96	1.5515622272444485e-94	0.41233955002809236	hypomethylated	AKR1D1P1,CD247	chr1	167518158.0	167518160.0	-
