probe_id	tumor_mean_beta	normal_mean_beta	delta_beta	tumor_n	normal_n	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand
cg15881107	0.2028800831284634	0.7157400571382962	-0.5128599740098329	86	26	1.211604337399148e-15	9.24897877506558e-15	0.5128599740098329	hypomethylated		chr5	13579467.0	13579469.0	-
cg17098965	0.17452273830290763	0.6868357254286944	-0.5123129871257868	124	59	7.1146338114020775e-62	4.132483529590815e-59	0.5123129871257868	hypomethylated	ZNF217	chr20	53582980.0	53582982.0	-
cg22347967	0.27733765226421936	0.7882994413375854	-0.5109617890733661	66	64	4.228882342799461e-33	1.6746557008262401e-31	0.5109617890733661	hypomethylated		chr12	127757428.0	127757430.0	-
cg01850245	0.3891538081278328	0.8994096579010954	-0.5102558497732625	131	97	1.3448834059356953e-62	8.40274771449535e-60	0.5102558497732625	hypomethylated		chr6	27601314.0	27601316.0	-
cg18582260	0.1522163753091854	0.6609182456105026	-0.5087018703013172	137	97	3.0476143169210223e-68	3.5475084761696354e-65	0.5087018703013172	hypomethylated	PARP4,TPTE2P6	chr13	24511162.0	24511164.0	+
cg04800142	0.4047809238851505	0.9131277025360423	-0.5083467786508917	137	97	6.111671305325683e-71	9.97555044595738e-68	0.5083467786508917	hypomethylated		chr10	3287649.0	3287651.0	-
cg10168086	0.2370610870091261	0.7447005440207088	-0.5076394570115828	113	68	1.7039671546383905e-56	5.833815548430303e-54	0.5076394570115828	hypomethylated		chr16	26488644.0	26488646.0	+
cg11546385	0.22092143227072322	0.7268282703517639	-0.5059068380810406	136	97	3.138417569278302e-85	2.541581078877606e-81	0.5059068380810406	hypomethylated		chr11	269374.0	269376.0	-
cg24626659	0.3177260230569279	0.8207531171975676	-0.5030270941406397	136	97	8.238060505890804e-54	2.1818477344001146e-51	0.5030270941406397	hypomethylated	CFAP46	chr10	132940781.0	132940783.0	-
cg13279926	0.294154364215441	0.7962758200509208	-0.5021214558354798	121	84	5.352432695094028e-46	6.794102127481777e-44	0.5021214558354798	hypomethylated	PTPRN2	chr7	157671468.0	157671470.0	+
cg19666600	0.37986306583180146	0.8811618850891849	-0.5012988192573835	102	83	1.3402838376791316e-34	6.0970969770864936e-33	0.5012988192573835	hypomethylated	FAM216A,GPN3	chr12	110469803.0	110469805.0	-
cg15928106	0.2204865782800382	0.7214632329252577	-0.5009766546452195	137	97	6.875262532555643e-66	6.239760086954826e-63	0.5009766546452195	hypomethylated	AC016831.6,LINC-PINT	chr7	130961318.0	130961320.0	-
cg12422154	0.33032584557166467	0.8310768293297809	-0.5007509837581162	130	92	5.532716641324144e-50	1.0073012700149814e-47	0.5007509837581162	hypomethylated	TRIM15	chr6	30163041.0	30163043.0	+
cg03850936	0.4187377873998489	0.917141786555654	-0.49840399915580513	137	97	7.901039598715327e-48	1.1827993908477107e-45	0.49840399915580513	hypomethylated	AL009178.3	chr6	167815843.0	167815845.0	-
cg14069088	0.33381736365548015	0.8312483325447004	-0.4974309688892203	137	97	3.889680494224775e-48	6.00097075221773e-46	0.4974309688892203	hypomethylated	AL359922.1,CDKN2A;CDKN2B-AS1	chr9	21996207.0	21996209.0	-
cg07896832	0.3218668916799726	0.818804554103576	-0.4969376624236034	137	97	3.645014596352748e-72	6.70286350080656e-69	0.4969376624236034	hypomethylated	COPS5,CSPP1	chr8	67063638.0	67063640.0	+
cg06879394	0.36502403760478447	0.8613134954393524	-0.49628945783456796	137	97	3.0365192507914254e-41	2.4685553247490886e-39	0.49628945783456796	hypomethylated	AL008729.1,PHACTR1;TBC1D7	chr6	13273918.0	13273920.0	-
cg04311653	0.36948854209732834	0.8644859864539707	-0.49499744435664234	137	97	3.518171796328662e-63	2.385734047220224e-60	0.49499744435664234	hypomethylated		chr10	131405977.0	131405979.0	+
cg19579500	0.2963260944073017	0.7904161200465927	-0.494090025639291	130	83	1.1103044213179043e-41	9.415251815658559e-40	0.494090025639291	hypomethylated		chr17	82388737.0	82388739.0	-
cg12512771	0.35253387338974895	0.844994063229905	-0.49246018984015605	136	97	5.46975450964553e-64	4.012846326326374e-61	0.49246018984015605	hypomethylated		chr7	17690402.0	17690404.0	+
cg16252110	0.3647335052490234	0.8564801897321429	-0.4917466844831195	130	91	2.9375271800323997e-44	3.1484474632492334e-42	0.4917466844831195	hypomethylated		chr5	2866762.0	2866764.0	-
cg23192683	0.354236881228259	0.8437978213595361	-0.48956094013127704	137	97	3.004586523260015e-45	3.5342581994316992e-43	0.48956094013127704	hypomethylated	ATP13A3,LINC00884	chr3	194488177.0	194488179.0	-
cg07661904	0.36559250775505514	0.8546867763873228	-0.4890942686322677	136	97	1.423405227386891e-67	1.5369528172054387e-64	0.4890942686322677	hypomethylated	SAR1A	chr10	70171242.0	70171244.0	+
cg07912922	0.3450927455929944	0.8331573804219564	-0.488064634828962	137	96	1.473684709426695e-48	2.350700157846155e-46	0.488064634828962	hypomethylated	AL008729.1,PHACTR1;TBC1D7	chr6	13274081.0	13274083.0	-
cg24452821	0.3218180524171704	0.8065080151115496	-0.4846899626943792	137	97	2.0710451873140373e-54	5.8376165319611885e-52	0.4846899626943792	hypomethylated	ZBTB16	chr11	114083089.0	114083091.0	+
cg25601879	0.3375396728515625	0.8189172744750977	-0.48137760162353516	46	13	1.6526212492092004e-17	1.5205090384001215e-16	0.48137760162353516	hypomethylated	LINC02646	chr10	130359535.0	130359537.0	-
cg04421974	0.43201961656556515	0.9124755859375	-0.48045596937193485	137	97	3.044610838800018e-58	1.2269082439597266e-55	0.48045596937193485	hypomethylated	CCN4	chr8	133212570.0	133212572.0	-
cg12438155	0.33768695458433684	0.8175006665681538	-0.47981371198381695	133	76	2.0525819286629297e-59	9.354597711701028e-57	0.47981371198381695	hypomethylated		chr1	4163832.0	4163834.0	+
cg02768721	0.27295359033737737	0.7525107786827481	-0.4795571883453707	137	97	2.5355408878514095e-62	1.5452158593690231e-59	0.4795571883453707	hypomethylated	PTPRN2	chr7	158428677.0	158428679.0	+
cg03930153	0.19893563440603804	0.6781472726301714	-0.4792116382241334	129	88	1.038065234145593e-88	1.2857079082831907e-84	0.4792116382241334	hypomethylated	TBL1XR1	chr3	177151107.0	177151109.0	+
cg23960736	0.37440615742146466	0.8503194768378075	-0.47591331941634285	119	94	2.552396952235799e-59	1.1507948960952567e-56	0.47591331941634285	hypomethylated		chr1	4111533.0	4111535.0	+
cg02394578	0.4992261455006843	0.9747123324993959	-0.47548618699871165	137	97	4.791487901574958e-36	2.474550235124028e-34	0.47548618699871165	hypomethylated	AL513325.1	chr1	197222235.0	197222237.0	+
cg22738642	0.3056354976835705	0.7802068922254775	-0.47457139454190694	21	9	2.5961365962987247e-10	1.142372261735982e-09	0.47457139454190694	hypomethylated		chr12	42744174.0	42744176.0	-
cg04786142	0.09227651053101477	0.5663226412743637	-0.47404613074334895	137	97	4.7728712662664375e-89	6.731900329328228e-85	0.47404613074334895	hypomethylated		chr1	234772633.0	234772635.0	-
cg12785694	0.30580036163330077	0.7790615476410965	-0.4732611860077957	50	29	7.078973431000329e-20	8.206561818312401e-19	0.4732611860077957	hypomethylated	AC079594.1,MIR15B;MIR16-2;SMC4	chr3	160404379.0	160404381.0	-
cg01808879	0.1497490090059947	0.6219106316566467	-0.47216162265065204	83	32	1.8579660674957138e-23	3.027902278054131e-22	0.47216162265065204	hypomethylated	TMPO,TMPO-AS1	chr12	98517557.0	98517559.0	-
cg27104173	0.48521467891052694	0.9572670533485019	-0.472052374437975	137	97	3.130869057739684e-44	3.348002538785719e-42	0.472052374437975	hypomethylated	PTPRN2	chr7	157951623.0	157951625.0	-
cg15732840	0.21884524213136547	0.6905630011307565	-0.47171775899939106	137	95	2.5291085136511926e-41	2.0704420981574017e-39	0.47171775899939106	hypomethylated	AC007098.1	chr2	63047479.0	63047481.0	-
cg09313140	0.3279103745509238	0.79825607771726	-0.4703457031663362	137	97	4.7476928658614276e-79	2.271938284586104e-75	0.4703457031663362	hypomethylated		chr12	127825047.0	127825049.0	+
cg06315208	0.3913646336019474	0.8616775040774002	-0.4703128704754528	137	97	1.508695870996374e-66	1.453840793892801e-63	0.4703128704754528	hypomethylated	MDC1	chr6	30716628.0	30716630.0	+
cg23668057	0.4254038754631491	0.8946649740030478	-0.46926109853989867	136	91	1.3466448193690127e-50	2.5894381120059556e-48	0.46926109853989867	hypomethylated	SYNGR2	chr17	78168029.0	78168031.0	-
cg23541926	0.2704881964058712	0.7393640875816345	-0.46887589117576334	29	1			0.46887589117576334	hypomethylated	PLCH1	chr3	155704302.0	155704304.0	-
cg12536921	0.1943263380151046	0.6628295183181763	-0.4685031803030717	19	4	9.408261732227418e-10	3.89839371730173e-09	0.4685031803030717	hypomethylated	CATSPERG	chr19	38335482.0	38335484.0	+
cg09170112	0.44711521289966727	0.9154573139391448	-0.4683421010394775	135	95	2.8187196325734643e-43	2.775295401432416e-41	0.4683421010394775	hypomethylated		chr12	131617642.0	131617644.0	+
cg26056277	0.4421656707237507	0.9103514205577762	-0.4681857498340255	116	86	6.660102532182746e-32	2.371389564073737e-30	0.4681857498340255	hypomethylated	SCN1A,SCN1A-AS1	chr2	166126414.0	166126416.0	-
cg01952226	0.3040764735295222	0.7721806576377467	-0.46810418410822446	65	19	4.146797278166302e-25	7.881666133805243e-24	0.46810418410822446	hypomethylated	GRHL2	chr8	101495153.0	101495155.0	+
cg18751133	0.30090074281434753	0.768223762512207	-0.4673230196978595	111	52	1.0557029369205016e-41	8.984804354679251e-40	0.4673230196978595	hypomethylated	COQ3	chr6	99394474.0	99394476.0	-
cg19991916	0.4008698846301893	0.8681711413196682	-0.4673012566894789	137	97	1.1872960363619749e-48	1.914178488393674e-46	0.4673012566894789	hypomethylated	PIGB,PIGBOS1;RAB27A	chr15	55318425.0	55318427.0	+
cg20228731	0.24466268163527885	0.711446073866382	-0.4667833922311032	137	97	2.5233140569131177e-61	1.3693238477071392e-58	0.4667833922311032	hypomethylated	AC016831.6,LINC-PINT	chr7	130961291.0	130961293.0	-
cg26383138	0.3632982073039034	0.8282043614338354	-0.46490615412993197	137	97	1.3643306435722425e-49	2.3948922119439375e-47	0.46490615412993197	hypomethylated	MYT1L	chr2	2115760.0	2115762.0	+
cg13894852	0.38636187712351483	0.8486618995666504	-0.46230002244313556	6	2	0.037071717276117556	0.05459587377156685	0.46230002244313556	hypomethylated	AC091180.5,EIF4EP2	chr17	49424935.0	49424937.0	+
cg22453826	0.4271736701909643	0.8876520530464723	-0.460478382855508	137	97	1.9024236335259787e-54	5.383948378613968e-52	0.460478382855508	hypomethylated	AL109924.4	chr6	168999587.0	168999589.0	-
cg08549497	0.2900148800441197	0.7489687331179355	-0.45895385307381587	56	47	1.1482009702121969e-32	4.368236143888594e-31	0.45895385307381587	hypomethylated	WWOX	chr16	79047492.0	79047494.0	+
cg25368103	0.4021000109220806	0.860846450648357	-0.4587464397262764	133	97	4.72349653860864e-55	1.4147342467069864e-52	0.4587464397262764	hypomethylated	AC091096.1	chr8	92504360.0	92504362.0	-
cg06841499	0.3763810873031616	0.8349812030792236	-0.458600115776062	5	12	0.009856554769488298	0.016208937364186222	0.458600115776062	hypomethylated		chr11	67582169.0	67582171.0	+
cg04077303	0.26860077381134034	0.725745439529419	-0.4571446657180786	40	4	0.00010428393601684252	0.00023464944312638159	0.4571446657180786	hypomethylated	GPR137B	chr1	236144793.0	236144795.0	+
cg08387538	0.4337373081641861	0.8908289349268353	-0.45709162676264925	79	63	3.055106063804992e-19	3.3303273786207555e-18	0.45709162676264925	hypomethylated	DLGAP2,DLGAP2-AS1	chr8	1579828.0	1579830.0	+
cg04348247	0.4725646415766138	0.9293087831477529	-0.4567441415711391	137	97	3.5695999447267736e-54	9.87646387860602e-52	0.4567441415711391	hypomethylated	AXDND1	chr1	179364851.0	179364853.0	+
cg10754395	0.464893758732037	0.9194738643685567	-0.45458010563651974	137	97	3.3202674210819032e-40	2.4607552516001785e-38	0.45458010563651974	hypomethylated	PTPRN2	chr7	158317001.0	158317003.0	-
cg07162097	0.4132272137535943	0.8664544423421224	-0.45322722858852815	72	42	5.5127190351374986e-18	5.3098504702785617e-17	0.45322722858852815	hypomethylated	ZFAND1	chr8	81721854.0	81721856.0	-
cg14260083	0.38962772488594055	0.8427872657775879	-0.45315954089164734	128	96	4.352613884276319e-37	2.444563330783522e-35	0.45315954089164734	hypomethylated	RADIL	chr7	4837226.0	4837228.0	-
cg22657044	0.30684228738149005	0.7584085464477539	-0.45156625906626385	24	11	2.693009154871392e-14	1.7976061283894413e-13	0.45156625906626385	hypomethylated	RNF114	chr20	49935444.0	49935446.0	+
cg18813601	0.49181588722841585	0.9418193384544137	-0.45000345122599783	137	97	4.230034274072337e-52	9.45997856181028e-50	0.45000345122599783	hypomethylated		chr10	3288378.0	3288380.0	-
cg03148503	0.3479309487850108	0.7971881791657093	-0.4492572303806985	47	51	8.068248063553659e-19	8.449498918930503e-18	0.4492572303806985	hypomethylated		chr18	10588982.0	10588984.0	+
cg24923516	0.4068910935345818	0.8559236034904558	-0.449032509955874	136	97	3.0601240106802286e-43	3.001052357386031e-41	0.449032509955874	hypomethylated	CYP27C1	chr2	127197579.0	127197581.0	-
cg05384697	0.26951125462849934	0.7177877880278087	-0.4482765333993094	30	21	1.1588648114504542e-19	1.3167414592162111e-18	0.4482765333993094	hypomethylated	TMEM132D	chr12	129849463.0	129849465.0	+
cg12072262	0.3988174958662553	0.8453426922068876	-0.4465251963406323	88	68	7.442686979621139e-23	1.146168351316598e-21	0.4465251963406323	hypomethylated		chr10	127581088.0	127581090.0	-
cg08822075	0.2607328158158522	0.7067567110061646	-0.4460238951903123	26	2	1.9224487971732353e-07	6.134643282560798e-07	0.4460238951903123	hypomethylated	NFE2L3	chr7	26153986.0	26153988.0	+
cg19984355	0.4601193170477874	0.9058841823302594	-0.44576486528247194	137	97	4.430079208405097e-54	1.2074790197609572e-51	0.44576486528247194	hypomethylated		chr5	1794117.0	1794119.0	-
cg01671212	0.27970178922017414	0.7249106566111246	-0.4452088673909505	3	3	0.008460216098273436	0.014078161979570564	0.4452088673909505	hypomethylated	ZFHX2-AS1	chr14	23512131.0	23512133.0	-
cg18721397	0.4215873502335458	0.8663507835152223	-0.4447634332816765	106	97	4.690550783140118e-36	2.4253960349200865e-34	0.4447634332816765	hypomethylated	SUB1	chr5	32584805.0	32584807.0	+
cg02323003	0.37171947172958486	0.8163194164787371	-0.4445999447491522	137	97	1.791168342328971e-56	6.117442755932647e-54	0.4445999447491522	hypomethylated		chr10	128727394.0	128727396.0	-
cg26530341	0.41026166929815805	0.854845263294338	-0.4445835939961799	137	97	2.6756333495337137e-73	5.807931110595318e-70	0.4445835939961799	hypomethylated	AC100861.1,AC100861.2;TNFRSF10A	chr8	23225839.0	23225841.0	+
cg06176750	0.34401056322000795	0.7884700262724463	-0.4444594630524384	59	67	6.242802650907488e-23	9.680780921808453e-22	0.4444594630524384	hypomethylated	RBMXL2	chr11	7091124.0	7091126.0	-
cg08079763	0.44726256210438525	0.8910281781068782	-0.4437656160024929	137	97	4.9756962776176465e-46	6.345610039866277e-44	0.4437656160024929	hypomethylated	DIP2C	chr10	633230.0	633232.0	+
cg10020892	0.1670920813261573	0.6106958950267118	-0.4436038137005546	134	68	9.593142525514694e-41	7.464482339360714e-39	0.4436038137005546	hypomethylated	BCL9	chr1	147545130.0	147545132.0	+
cg14555736	0.4230501495138572	0.8663664355720442	-0.44331628605818696	137	97	2.755461954324429e-69	3.6489161605267757e-66	0.44331628605818696	hypomethylated	TMEM132C	chr12	128368436.0	128368438.0	+
cg16738929	0.2324044068654378	0.6756881872812907	-0.4432837804158528	30	6	1.302566812502177e-09	5.3162485872086784e-09	0.4432837804158528	hypomethylated		chr10	34967206.0	34967208.0	-
cg03889013	0.2119948950997234	0.6550622527132329	-0.4430673576135095	137	97	4.120741123668682e-56	1.3599446828599078e-53	0.4430673576135095	hypomethylated	STK32C	chr10	132329984.0	132329986.0	-
cg23507945	0.2102060805272012	0.6525655136894934	-0.44235943316229226	137	97	1.149526200800745e-57	4.364996645134378e-55	0.44235943316229226	hypomethylated	IL22RA2	chr6	137156046.0	137156048.0	-
cg25096745	0.36760154137244594	0.8097797911844136	-0.4421782498119676	91	81	4.320168553976387e-37	2.4266646657777114e-35	0.4421782498119676	hypomethylated	CD44	chr11	35173965.0	35173967.0	+
cg19486070	0.3480302305782543	0.7902081138209293	-0.442177883242675	136	95	5.3148079074912136e-36	2.7310848965607473e-34	0.442177883242675	hypomethylated	PSMG3-AS1	chr7	1586516.0	1586518.0	-
cg00297966	0.377205116804256	0.819087300981794	-0.44188218417753805	43	7	1.5745902817641567e-13	9.72311115232544e-13	0.44188218417753805	hypomethylated	NSMCE2	chr8	125174466.0	125174468.0	+
cg06051311	0.3094769378206623	0.7506805105307668	-0.44120357271010446	134	97	2.3990889467069897e-45	2.8514895439930203e-43	0.44120357271010446	hypomethylated	TRIM15	chr6	30163223.0	30163225.0	-
cg17117459	0.19663409769099993	0.6376319570639699	-0.44099785937297	137	97	5.964345810863107e-96	5.219293055912332e-91	0.44099785937297	hypomethylated	PARP4,TPTE2P6	chr13	24511266.0	24511268.0	+
cg24141382	0.305039705151189	0.7450713324792606	-0.4400316273280716	137	97	5.104181242664039e-92	1.343391792049685e-87	0.4400316273280716	hypomethylated	CTPS1	chr1	40981053.0	40981055.0	+
cg08822897	0.47608790678136487	0.9159768487989288	-0.43988894201756396	136	97	8.986216717242987e-39	5.866968539558002e-37	0.43988894201756396	hypomethylated	AP005273.2	chr11	64490630.0	64490632.0	+
cg08387835	0.3736273736664743	0.8133758073000564	-0.4397484336335821	132	97	4.832526725251751e-49	8.072313216174098e-47	0.4397484336335821	hypomethylated	DLGAP2	chr8	1144501.0	1144503.0	+
cg17315844	0.4611072401060675	0.9007127112949017	-0.4396054711888342	137	97	7.578930545074262e-57	2.681992454425855e-54	0.4396054711888342	hypomethylated	AC012640.1,ATPSCKMT;CCT5	chr5	10249000.0	10249002.0	+
cg02088626	0.46612977633511066	0.9054177667676788	-0.43928799043256817	137	97	2.6028432640584265e-37	1.4914762957829748e-35	0.43928799043256817	hypomethylated	PARP1	chr1	226408720.0	226408722.0	+
cg14684457	0.16338929675874256	0.6025791931152343	-0.43918989635649175	126	50	5.180164589263691e-25	9.768154622736083e-24	0.43918989635649175	hypomethylated	NFE2L3	chr7	26153345.0	26153347.0	-
cg02039404	0.3524634802519386	0.7913163175287935	-0.4388528372768549	134	97	4.143102871735185e-68	4.664989821976672e-65	0.4388528372768549	hypomethylated		chr2	70141651.0	70141653.0	-
cg00744433	0.4444154614079608	0.8823627589904156	-0.4379472975824548	137	97	2.953323412723269e-54	8.23553610877883e-52	0.4379472975824548	hypomethylated	CXADR	chr21	17511748.0	17511750.0	+
cg05328339	0.5256756455151003	0.9635322806761437	-0.43785663516104345	134	97	2.1276299497676615e-33	8.645005555544284e-32	0.43785663516104345	hypomethylated	PTPRN2	chr7	158279994.0	158279996.0	-
cg13033070	0.436355284530751	0.8740621350475193	-0.4377068505167683	137	97	6.924361917012883e-52	1.5218815089954135e-49	0.4377068505167683	hypomethylated		chr5	3188197.0	3188199.0	+
cg14766621	0.4347083318801153	0.8723447672526041	-0.4376364353724888	105	75	1.9226522716174102e-25	3.7700224471646455e-24	0.4376364353724888	hypomethylated	MYT1L	chr2	1887284.0	1887286.0	-
cg24428372	0.5126322168503364	0.9499031145548084	-0.4372708977044719	137	97	3.632768721783588e-42	3.2342470807590035e-40	0.4372708977044719	hypomethylated	AC079779.3	chr2	314849.0	314851.0	+
cg10956848	0.4133285464662494	0.8505782233344183	-0.43724967686816896	132	90	7.991939217093242e-38	4.7996199595683854e-36	0.43724967686816896	hypomethylated	AL117329.1,LINC00898	chr22	47631891.0	47631893.0	+
cg06041466	0.39503336996927746	0.8317852216897551	-0.43675185172047765	137	97	3.5320162397385157e-65	2.951132719707393e-62	0.43675185172047765	hypomethylated	BX284613.2,FMO6P	chr1	171137257.0	171137259.0	+
cg07450210	0.2612912254611941	0.6976870507309118	-0.43639582526971765	137	97	3.2909896758310723e-65	2.766211483790217e-62	0.43639582526971765	hypomethylated	UBAC2	chr13	99228692.0	99228694.0	-
cg19254793	0.4921794807823905	0.9280607872402545	-0.43588130645786405	137	97	5.56278198418708e-35	2.6135765749670928e-33	0.43588130645786405	hypomethylated	AL133334.1	chr6	44727610.0	44727612.0	-
cg17667625	0.44142387557203755	0.8771034319376209	-0.4356795563655833	137	97	1.2815544407968008e-48	2.057478734725054e-46	0.4356795563655833	hypomethylated	CCN4	chr8	133212467.0	133212469.0	-
cg22420514	0.32877526459870515	0.7638329870906877	-0.43505772249198255	108	81	1.047525150438039e-49	1.8612842347093376e-47	0.43505772249198255	hypomethylated	PTPRN2	chr7	158204786.0	158204788.0	-
cg04094178	0.3085272016316435	0.7429729343689594	-0.4344457327373159	137	97	7.333996628108223e-102	1.544213327029641e-96	0.4344457327373159	hypomethylated		chr1	4135508.0	4135510.0	+
cg03315940	0.4196341954744779	0.853749402364095	-0.43411520688961713	52	60	1.2502857708315348e-19	1.4152709296291557e-18	0.43411520688961713	hypomethylated		chr6	27601387.0	27601389.0	-
cg15548427	0.3086978594462077	0.7419214663298234	-0.43322360688361566	36	23	1.0492185152198779e-18	1.0862896645590745e-17	0.43322360688361566	hypomethylated	AC080013.4,MFSD1	chr3	158803067.0	158803069.0	+
cg20167074	0.22269408816383	0.6558619737625122	-0.43316788559868225	105	12	5.713730374213152e-07	1.7227757216305264e-06	0.43316788559868225	hypomethylated	AL450992.1,S100A10	chr1	151994546.0	151994548.0	+
cg04788987	0.526729945718807	0.959697605408344	-0.432967659689537	137	97	3.3994518163606253e-59	1.506891109304673e-56	0.432967659689537	hypomethylated	MDGA2	chr14	47626837.0	47626839.0	-
cg10244976	0.4765362147867245	0.9093738831195635	-0.432837668332839	137	97	4.5227173737988173e-39	3.027926925274712e-37	0.432837668332839	hypomethylated	LMF1	chr16	964817.0	964819.0	-
cg18236464	0.22257674001429203	0.6551576313219573	-0.4325808913076652	137	95	1.1152120791465145e-74	2.8635858162284623e-71	0.4325808913076652	hypomethylated	PAPPA2	chr1	176559646.0	176559648.0	-
cg02563407	0.18469605517031543	0.6170632044474283	-0.43236714927711295	134	96	6.461697551091706e-55	1.9095381876756347e-52	0.43236714927711295	hypomethylated		chr11	269467.0	269469.0	-
cg10857250	0.3319028882838007	0.7627604376409471	-0.43085754935714643	134	97	1.6509007008559253e-74	4.113683106734554e-71	0.43085754935714643	hypomethylated	AC127002.2,ZCCHC8	chr12	122501532.0	122501534.0	-
cg09248694	0.24888657414635948	0.6796165334767309	-0.4307299593303714	86	58	1.7478731332113361e-34	7.857890498556196e-33	0.4307299593303714	hypomethylated	AC104389.5,HBE1;HBG2	chr11	5280613.0	5280615.0	+
cg03332623	0.4741214952970806	0.9041242900647615	-0.4300027947676809	133	95	4.859711080607688e-43	4.692680102879578e-41	0.4300027947676809	hypomethylated	AL021918.5,ZNF184	chr6	27474192.0	27474194.0	+
