probe_id	tumor_mean_beta	normal_mean_beta	tumor_mean_m	normal_mean_m	delta_beta	delta_m	tumor_n	normal_n	test_statistic	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand	probe_missing_fraction
cg09568647	0.18411483461894687	0.695039437803338	-2.4726675	1.373164	-0.5109246031843911	-3.8458314	126	631	-26.99053743233337	2.0658755097968843e-65	3.358216819064523e-63	0.5109246031843911	hypomethylated		chr5	54646407	54646409	-	0.029487179487179487
cg26348348	0.16543249650435013	0.6713290461315734	-2.8219187	1.1825881	-0.5058965496272233	-4.004507	132	599	-24.549345984701503	2.6563171381925915e-58	2.9766820260077476e-56	0.5058965496272233	hypomethylated	LYPD1	chr2	132671419	132671421	-	0.06282051282051282
cg24046017	0.3274768970630787	0.8329333840492751	-1.3181171	3.0958512	-0.5054564869861964	-4.413968	135	638	-20.95990604781911	4.6898136432529236e-51	3.56331984860678e-49	0.5054564869861964	hypomethylated	OSGIN2,RNU6-925P	chr8	89901036	89901038	-	0.008974358974358974
cg07570470	0.06136324805934934	0.5653800132490021	-4.5046544	0.38025084	-0.5040167651896528	-4.8849053	137	642	-34.202245754273584	7.591681815839786e-123	1.2079625799178002e-119	0.5040167651896528	hypomethylated	SLC45A4	chr8	141308741	141308743	-	0.001282051282051282
cg15690342	0.12463875930674755	0.6251259146730415	-3.228576	0.91541314	-0.500487155366294	-4.143989	137	643	-29.69972614107619	1.6367565959256858e-94	9.424154483426706e-92	0.500487155366294	hypomethylated		chr5	73299023	73299025	+	0.0
cg01288184	0.15150245610814894	0.6514720976167008	-3.108804	1.0298973	-0.49996964150855183	-4.1387014	137	642	-24.97559906574456	7.805395748936793e-60	9.553600106098122e-58	0.49996964150855183	hypomethylated	CABLES1,TMEM241	chr18	23231443	23231445	+	0.001282051282051282
cg26242687	0.2915855015025419	0.7897744808556899	-1.6376067	2.223591	-0.498188979353148	-3.861198	136	636	-23.03365823524088	3.552922816002849e-54	3.1967218798109537e-52	0.498188979353148	hypomethylated	FOXP4-AS1,LINC01276	chr6	41503275	41503277	+	0.010256410256410256
cg11524039	0.3747954781599871	0.8719637200022429	-0.88366115	3.1298883	-0.4971682418422558	-4.0135493	127	627	-19.804941471053027	6.58206222596675e-43	3.0920372214304737e-41	0.4971682418422558	hypomethylated	TBCD	chr17	82786956	82786958	+	0.03333333333333333
cg06327227	0.3304659242983218	0.82606181640625	-1.3109496	2.5242023	-0.4955958921079282	-3.835152	135	625	-20.987778589008933	3.5149524604008486e-47	2.136443707310784e-45	0.4955958921079282	hypomethylated	SYNJ2	chr6	158018869	158018871	+	0.02564102564102564
cg15205547	0.0949656075804773	0.589373171792987	-4.0248075	0.5458414	-0.4944075642125097	-4.5706487	137	643	-30.436999967737684	7.680502473271314e-74	1.8535242063737097e-71	0.4944075642125097	hypomethylated		chr7	23474727	23474729	+	0.0
cg04399751	0.1438296682694379	0.6358065553090874	-3.1728847	0.9522769	-0.4919768870396495	-4.1251616	136	641	-26.977649559448043	5.390091722206821e-68	9.951583354869388e-66	0.4919768870396495	hypomethylated	DNM3	chr1	171841235	171841237	+	0.0038461538461538464
cg14450725	0.13613827559199645	0.6232278921741349	-3.0049424	0.8235086	-0.48708961658213845	-3.8284512	137	643	-32.056988452415276	1.579392891394304e-90	7.735011129704536e-88	0.48708961658213845	hypomethylated	AC025171.1,AC025171.3	chr5	43020348	43020350	-	0.0
cg14534279	0.35510693849438296	0.8421386908594966	-0.9649979	2.9119623	-0.4870317523651136	-3.8769603	137	643	-30.441589106027774	3.6172516686908404e-81	1.21676413565311e-78	0.4870317523651136	hypomethylated		chr10	3287773	3287775	-	0.0
cg10262052	0.20980626886541193	0.695029268296666	-2.2671556	1.3497914	-0.4852229994312541	-3.6169472	121	598	-23.034579381466195	1.3015749417937268e-51	1.0183967445512798e-49	0.4852229994312541	hypomethylated	AC007991.2,AC007991.3;IDO1	chr8	39913005	39913007	+	0.0782051282051282
cg08481075	0.24442732512061274	0.72938330078125	-2.1577103	1.7806426	-0.4849559756606373	-3.938353	134	625	-20.848926738731933	4.716567102832113e-50	3.378159700205703e-48	0.4849559756606373	hypomethylated	COL11A2	chr6	33193550	33193552	-	0.026923076923076925
cg20892245	0.38857948693045735	0.871814116719722	-0.7424246	3.1463776	-0.4832346297892646	-3.888802	137	643	-27.89993401939887	2.9301579125484665e-66	4.978425276397311e-64	0.4832346297892646	hypomethylated	AL136162.1	chr6	15244386	15244388	-	0.0
cg02090033	0.14860497659711697	0.6313513910904791	-2.982333	0.9346042	-0.48274641449336214	-3.916937	134	621	-27.03756111409948	4.102998676701547e-74	1.0079314577536316e-71	0.48274641449336214	hypomethylated	MAGI1	chr3	65597941	65597943	-	0.03205128205128205
cg03440799	0.3742653505645529	0.8562378119532466	-0.8324532	3.099679	-0.48197246138869365	-3.9321322	137	643	-35.12960207292123	1.6181492532157183e-99	1.1448585097414847e-96	0.48197246138869365	hypomethylated	AXDND1	chr1	179365040	179365042	+	0.0
cg25334934	0.35402100277643134	0.8319739168205676	-1.0752316	2.9100044	-0.4779529140441363	-3.985236	137	643	-22.30260592525101	2.155783915217916e-54	1.966879524242389e-52	0.4779529140441363	hypomethylated		chr2	120511771	120511773	+	0.0
cg18990407	0.38219081907344044	0.859520031156994	-0.98398036	2.99376	-0.4773292120835536	-3.9777405	133	630	-17.88741922803143	8.346813161911059e-39	3.0468927082448316e-37	0.4773292120835536	hypomethylated	EPHB3	chr3	184579591	184579593	+	0.021794871794871794
cg04505435	0.18962458710172284	0.6658530712127686	-2.4306407	1.1556134	-0.4762284841110458	-3.5862541	134	640	-27.236887804693314	3.8485583096960675e-70	7.829233440729235e-68	0.4762284841110458	hypomethylated	SHANK2	chr11	70826405	70826407	-	0.007692307692307693
cg04962865	0.4436848483868499	0.9170155748028621	-0.33475775	3.6513648	-0.4733307264160122	-3.9861226	134	642	-22.309636180993152	3.8888504203935436e-48	2.497925225391512e-46	0.4733307264160122	hypomethylated	LINC00536	chr8	116047731	116047733	-	0.005128205128205128
cg08416194	0.3051341304072627	0.778324097254587	-1.4533678	2.050103	-0.47318996684732423	-3.503471	135	637	-19.812997155161895	1.1414024552595586e-44	5.9974615089180344e-43	0.47318996684732423	hypomethylated		chr5	145856575	145856577	-	0.010256410256410256
cg05543030	0.32493456672219667	0.7980059064565513	-1.2188712	2.2164032	-0.47307133973435467	-3.4352746	136	643	-29.617729490829944	1.2733540972189903e-72	2.92042086731258e-70	0.47307133973435467	hypomethylated		chr2	44778224	44778226	+	0.001282051282051282
cg05739476	0.14516697949125568	0.6180433463748018	-2.7611086	0.8033329	-0.4728763668835462	-3.5644417	131	631	-34.000777240520264	1.3234926717590827e-110	1.429636784034161e-107	0.4728763668835462	hypomethylated	THSD4	chr15	71780473	71780475	-	0.023076923076923078
cg21941030	0.17428321838378907	0.6447728594330742	-2.8583686	1.0265682	-0.4704896410492851	-3.8849368	135	639	-21.65160502446056	7.26643740445651e-56	7.220699709573316e-54	0.4704896410492851	hypomethylated	RCN3	chr19	49527759	49527761	+	0.007692307692307693
cg19993680	0.37661801637524234	0.8469801171571248	-0.83876806	2.6838124	-0.4703621007818825	-3.5225804	137	643	-27.99538169936987	5.230384895382047e-65	8.343181889422e-63	0.4703621007818825	hypomethylated		chr10	5534784	5534786	-	0.0
cg11549953	0.14853690488495097	0.6180323100942846	-4.4882402	0.64373475	-0.46949540520933364	-5.131975	137	643	-20.547382304405506	2.1526304942017386e-45	1.1811008273601871e-43	0.46949540520933364	hypomethylated	AC025171.1,AC025171.3	chr5	43018179	43018181	+	0.0
cg18005901	0.11824262577251796	0.5871888156256075	-3.4200568	0.46735117	-0.46894618985308956	-3.887408	137	643	-29.456873297126588	6.968278710467527e-73	1.6204565223660964e-70	0.46894618985308956	hypomethylated	LEMD2	chr6	33771780	33771782	-	0.0
cg15627089	0.20022784880478017	0.6688395688544907	-2.6333578	1.1432507	-0.4686117200497105	-3.7766085	137	643	-22.54232830646882	2.4800780840825126e-52	2.0282320814271809e-50	0.4686117200497105	hypomethylated	SOX6	chr11	16604203	16604205	+	0.0
cg03687070	0.3805522779478644	0.8487657039755054	-0.91090333	3.2269695	-0.46821342602764104	-4.1378727	137	643	-20.13729097127216	6.425736878054373e-48	4.086374372080247e-46	0.46821342602764104	hypomethylated	GACAT3	chr2	16069985	16069987	+	0.0
cg02074274	0.33563797665338446	0.803333014668243	-1.1438603	2.3047762	-0.46769503801485857	-3.4486365	137	641	-27.876313592582413	2.2126984908941655e-69	4.3357470771674834e-67	0.46769503801485857	hypomethylated	PDXK	chr21	43758449	43758451	+	0.002564102564102564
cg06271630	0.4165240378275405	0.8842044432834371	-0.5561326	3.513144	-0.46768040545589656	-4.069277	137	643	-27.23747771583013	6.146536918020353e-67	1.0782336040668723e-64	0.46768040545589656	hypomethylated		chr10	3287572	3287574	+	0.0
cg08613144	0.21006733135585368	0.6774926586685893	-2.9066517	1.2095368	-0.4674253273127357	-4.1161885	137	642	-18.08731122000436	8.724027392950241e-40	3.376475079130018e-38	0.4674253273127357	hypomethylated	LYPD1	chr2	132671262	132671264	-	0.001282051282051282
cg18659248	0.3343188153566235	0.8017266779257387	-1.0588129	2.2361665	-0.4674078625691152	-3.2949793	137	643	-27.435493889948884	7.324258740838251e-66	1.2200872387523828e-63	0.4674078625691152	hypomethylated		chr10	3636869	3636871	+	0.0
cg07979401	0.11114494991998602	0.5784244804322998	-3.3642342	0.44518715	-0.46727953051231375	-3.8094213	137	643	-34.2371454407009	8.634804489887561e-93	4.6505577423338105e-90	0.46727953051231375	hypomethylated	LEMD2	chr6	33771628	33771630	+	0.0
cg23783862	0.4367365307278103	0.9037730140143662	-0.44982797	3.3944259	-0.46703648328655584	-3.8442538	108	633	-20.630101382193605	4.162180325562363e-40	1.6445908826622618e-38	0.46703648328655584	hypomethylated	CHMP4C	chr8	81745909	81745911	-	0.05
cg11730559	0.4120226186864516	0.877693152501947	-0.5909129	3.1851134	-0.4656705338154954	-3.7760262	136	642	-22.893164072657694	3.806993789259821e-52	3.079248503187625e-50	0.4656705338154954	hypomethylated	TRPS1	chr8	115494434	115494436	-	0.002564102564102564
cg17518842	0.22920153262841442	0.6934715425726404	-2.2322564	1.3100227	-0.464270009944226	-3.5422792	137	641	-21.367177557575257	5.578962593447844e-49	3.7526229866199584e-47	0.464270009944226	hypomethylated	TRAF3IP3	chr1	209769785	209769787	-	0.002564102564102564
cg12850379	0.2611338204711023	0.7248343887447755	-1.8244836	1.8024141	-0.4637005682736732	-3.6268978	137	643	-22.538381654879217	1.7699417694272778e-58	2.0027186198408016e-56	0.4637005682736732	hypomethylated	TCEA1	chr8	54023044	54023046	+	0.0
cg00656735	0.21627243765949333	0.678242827277532	-2.1013365	1.2710881	-0.4619703896180387	-3.3724246	137	643	-29.16900710271724	2.130999438035312e-78	6.399189393131081e-76	0.4619703896180387	hypomethylated	FOXP4-AS1,LINC01276	chr6	41503183	41503185	+	0.0
cg26437825	0.05307371947017029	0.5149574576417915	-5.018271	-0.052803952	-0.46188373817162115	-4.965467	137	643	-35.3556500422555	4.34361839445964e-104	3.668836320136195e-101	0.46188373817162115	hypomethylated	AC025171.1,AC025171.3	chr5	43020058	43020060	+	0.0
cg18888655	0.0888371641618492	0.5497588874021919	-4.5037637	0.17033929	-0.46092172324034275	-4.674103	137	643	-25.217371361729363	1.7427048211774753e-67	3.147794444096786e-65	0.46092172324034275	hypomethylated	ABHD8,MRPL34	chr19	17292366	17292368	+	0.0
cg26056277	0.4421656707237507	0.9023904120348777	-0.4019304	3.6382728	-0.460224741311127	-4.040203	116	603	-17.338554915331176	2.6445157376824084e-35	7.70413351397714e-34	0.460224741311127	hypomethylated	SCN1A,SCN1A-AS1	chr2	166126414	166126416	-	0.0782051282051282
cg00177787	0.31604669389933565	0.7761607785617953	-1.2678314	2.6851628	-0.4601140846624597	-3.9529943	137	643	-26.348635302157973	5.2992653945213165e-83	1.9316678708198513e-80	0.4601140846624597	hypomethylated		chr10	3288287	3288289	+	0.0
cg04016621	0.46414432386412235	0.9241728834564541	-0.167661	3.9385002	-0.46002855959233174	-4.106161	137	643	-30.583924313842076	3.910072017329644e-69	7.57654990680857e-67	0.46002855959233174	hypomethylated	AC112504.2,GRK7	chr3	141777104	141777106	-	0.0
cg22081371	0.22898190909058508	0.688203802746525	-2.2492688	1.2944881	-0.45922189365593996	-3.543757	137	643	-22.011540939917936	3.819590121534623e-52	3.0887854143715805e-50	0.45922189365593996	hypomethylated	AL136114.1	chr1	177858767	177858769	+	0.0
cg10020892	0.1670920813261573	0.6257568160239091	-2.7707236	0.905172	-0.4586647346977518	-3.6758957	134	613	-23.7029231358857	1.2349534318129838e-61	1.6641192704095066e-59	0.4586647346977518	hypomethylated	BCL9	chr1	147545130	147545132	+	0.04230769230769231
cg08750951	0.06856095529820798	0.5257067338699863	-4.531084	-0.05011053	-0.45714577857177835	-4.4809737	137	642	-29.026367212196018	3.975031640463646e-94	2.248243891150789e-91	0.45714577857177835	hypomethylated	HERC5	chr4	88457742	88457744	+	0.001282051282051282
cg15928106	0.2204865782800382	0.6757631108466995	-2.1253097	1.2800772	-0.4552765325666613	-3.405387	137	641	-22.800606234579895	3.632916874919555e-58	4.043884664563938e-56	0.4552765325666613	hypomethylated	AC016831.6,LINC-PINT	chr7	130961318	130961320	-	0.002564102564102564
cg07519235	0.2015434181603202	0.6563380880637636	-2.4006622	1.1420338	-0.4547946699034434	-3.542696	137	643	-22.091391269929577	4.914692940274523e-58	5.4375136079054e-56	0.4547946699034434	hypomethylated	GPRC5B	chr16	19883655	19883657	+	0.0
cg11863717	0.07944196813246783	0.5338607739022307	-3.8955631	0.13300572	-0.4544188057697629	-4.0285687	136	622	-29.120482063586557	4.391462456855967e-111	4.784086647139246e-108	0.4544188057697629	hypomethylated	CHST3	chr10	71965282	71965284	+	0.028205128205128206
cg08452338	0.3310717669400302	0.7853979914443298	-1.214839	2.029787	-0.45432622450429955	-3.244626	132	636	-24.38209923058557	4.144982521880012e-55	3.931438517555899e-53	0.45432622450429955	hypomethylated	WWTR1	chr3	149554202	149554204	-	0.015384615384615385
cg11668813	0.3316592102050781	0.7840133405140893	-1.2012292	2.1137936	-0.4523541303090112	-3.315023	125	641	-18.994665962407772	1.830120836391931e-41	7.850970659492674e-40	0.4523541303090112	hypomethylated		chr5	145856698	145856700	-	0.017948717948717947
cg04800142	0.4047809238851505	0.8565977580069012	-0.6108125	2.980296	-0.45181683412175067	-3.5911083	137	643	-31.517868637884277	4.4186809206762775e-82	1.555955914906017e-79	0.45181683412175067	hypomethylated		chr10	3287649	3287651	-	0.0
cg10797552	0.3499112094405794	0.8013945441594577	-1.0193858	2.3216588	-0.45148333471887825	-3.3410447	137	643	-28.132935417081146	6.772177396508834e-72	1.4907770599406655e-69	0.45148333471887825	hypomethylated	AC100822.1	chr8	128369904	128369906	-	0.0
cg17029019	0.169470947154247	0.6207055645078003	-3.3351524	0.8063479	-0.45123461735355336	-4.1415005	137	643	-19.62437358677224	2.0312272243474614e-46	1.1821471163268255e-44	0.45123461735355336	hypomethylated	HIC1	chr17	2055829	2055831	+	0.0
cg13100449	0.4022794110434396	0.8534765198045012	-0.7074069	2.7710118	-0.4511971087610616	-3.4784188	112	629	-18.40583895237968	5.646589596832704e-37	1.839523710209017e-35	0.4511971087610616	hypomethylated	NIBAN1	chr1	184867070	184867072	-	0.05
cg23590389	0.46928160730069574	0.9202613711728486	-0.2229598	3.9870472	-0.45097976387215283	-4.210007	137	642	-21.56424228532113	2.2962926933835157e-48	1.492983478169668e-46	0.45097976387215283	hypomethylated		chr7	157310074	157310076	-	0.001282051282051282
cg04599026	0.19174302929509296	0.6423819202286645	-2.938437	0.92912614	-0.4506388909335715	-3.8675632	137	643	-19.841789547029926	1.3693873167059612e-45	7.621485104855611e-44	0.4506388909335715	hypomethylated	DLX6,DLX6-AS1	chr7	97005450	97005452	+	0.0
cg27214730	0.3374001440340585	0.7875191553569693	-1.2251059	2.2291276	-0.45011901132291077	-3.4542336	137	643	-21.987750900349	1.322003336794206e-52	1.097531806806259e-50	0.45011901132291077	hypomethylated	EPHB3	chr3	184579733	184579735	+	0.0
cg02394578	0.4992261455006843	0.9493107298855463	0.2981079	5.144258	-0.45008458438486204	-4.84615	137	643	-18.504453885575288	1.962178370534717e-40	7.899616818134577e-39	0.45008458438486204	hypomethylated	AL513325.1	chr1	197222235	197222237	+	0.0
cg19640166	0.2005588921317219	0.6501351885995821	-2.654088	0.95600355	-0.4495762964678602	-3.6100917	137	643	-20.629242583756575	3.3844697424429145e-46	1.9457960968580614e-44	0.4495762964678602	hypomethylated	ITPRIP	chr10	104328952	104328954	+	0.0
cg23247845	0.44302426637524234	0.892393690616495	-0.29329044	3.3551471	-0.44936942424125265	-3.6484375	137	643	-26.88950009506766	4.209132589446905e-62	5.803956430089155e-60	0.44936942424125265	hypomethylated		chr10	3636892	3636894	+	0.0
cg17264670	0.1306556785193673	0.5792117200409458	-3.9604666	0.3848595	-0.44855604152157846	-4.345326	137	643	-21.314944085349474	6.040588337755364e-51	4.5535491457978905e-49	0.44855604152157846	hypomethylated	RGS17	chr6	153131596	153131598	-	0.0
cg27485596	0.3162718051817359	0.7639428264091098	-1.4895905	1.9295201	-0.4476710212273739	-3.4191108	123	601	-19.1909308221325	1.3749288667915165e-41	5.9407926476327845e-40	0.4476710212273739	hypomethylated	ARHGEF7	chr13	111177182	111177184	+	0.07179487179487179
cg01682111	0.15417253536029454	0.6017701054962588	-2.9986758	0.8415925	-0.44759757013596424	-3.8402684	137	639	-19.847273592078242	3.8619825979080824e-60	4.806745630647226e-58	0.44759757013596424	hypomethylated	UNKL	chr16	1380085	1380087	-	0.005128205128205128
cg13656752	0.19668960571289062	0.6442863025338987	-2.6387112	0.9960941	-0.4475966968210081	-3.6348052	137	643	-21.36622211959952	4.770175561388786e-51	3.622225728121424e-49	0.4475966968210081	hypomethylated	STK10	chr5	172111329	172111331	-	0.0
cg14069088	0.33381736365548015	0.7811744213104248	-1.2616026	2.3393664	-0.44735705765494466	-3.600969	137	640	-18.054338899985964	6.1744587512452235e-43	2.907325481088847e-41	0.44735705765494466	hypomethylated	AL359922.1,CDKN2A;CDKN2B-AS1	chr9	21996207	21996209	-	0.0038461538461538464
cg07661904	0.36559250775505514	0.8125290915230724	-0.90505344	2.6142695	-0.44693658376801726	-3.5193229	136	642	-26.171818974692385	4.264011173844483e-70	8.651453062673638e-68	0.44693658376801726	hypomethylated	SAR1A	chr10	70171242	70171244	+	0.002564102564102564
cg24635971	0.110868433096113	0.5576198927907514	-3.5709078	0.3714106	-0.4467514596946384	-3.9423184	137	643	-28.790667708634174	2.115774332128362e-73	5.055066036857291e-71	0.4467514596946384	hypomethylated		chr8	66533848	66533850	+	0.0
cg22839308	0.1929217289834127	0.6380919460931425	-2.5006847	0.9188819	-0.44517021710972976	-3.4195666	137	643	-23.9046371517163	9.936507845525004e-57	1.0351433306251884e-54	0.44517021710972976	hypomethylated	TLR1	chr4	38805637	38805639	+	0.0
cg23179456	0.17754435017161127	0.6226719311941097	-3.6870084	0.64997715	-0.4451275810224984	-4.3369856	137	643	-17.175463189302995	1.354594148618472e-39	5.18255584919559e-38	0.4451275810224984	hypomethylated	ADCY4,AL096870.1	chr14	24334666	24334668	+	0.0
cg03917666	0.2698693379868556	0.7149176946138706	-1.682408	1.5779399	-0.445048356627015	-3.2603478	137	643	-23.147345157414705	2.068128582003669e-58	2.3304946678505115e-56	0.445048356627015	hypomethylated	LINC02660	chr10	3935415	3935417	-	0.0
cg22729539	0.27419604002124204	0.7191385177208884	-1.5912844	1.5080168	-0.4449424776996464	-3.0993013	137	643	-28.24477797466674	7.145082958358257e-70	1.4352708785356726e-67	0.4449424776996464	hypomethylated	MLXIP	chr12	122081212	122081214	+	0.0
cg07137955	0.09884938706446739	0.543595475690732	-5.056241	0.16804215	-0.4447460886262646	-5.224283	137	643	-24.515418319192165	1.958117733210708e-55	1.89664401432696e-53	0.4447460886262646	hypomethylated	AC008875.3	chr5	42992671	42992673	+	0.0
cg25892587	0.3608256508322323	0.8042791434802683	-0.95024365	2.241827	-0.443453492648036	-3.1920707	136	643	-24.1829723617483	2.567117167556958e-56	2.612566314650303e-54	0.443453492648036	hypomethylated		chr10	3623976	3623978	-	0.001282051282051282
cg05255811	0.40424617539104235	0.8468970393827874	-0.64556444	2.680353	-0.442650863991745	-3.3259172	117	622	-22.172528989028997	8.85775971330864e-47	5.259668589380887e-45	0.442650863991745	hypomethylated	KCNK5	chr6	39224232	39224234	-	0.052564102564102565
cg18350739	0.20029580858018664	0.6421016141378305	-2.5012057	1.012832	-0.44180580555764387	-3.5140376	135	643	-20.887461365926132	5.462475211344397e-50	3.897117826547809e-48	0.44180580555764387	hypomethylated		chr11	68855782	68855784	-	0.002564102564102564
cg02011074	0.07639549422438127	0.5179161439601964	-4.279655	0.057375733	-0.44152064973581506	-4.337031	137	643	-34.26196908350554	4.8256403616688867e-82	1.6961440285330244e-79	0.44152064973581506	hypomethylated	DNM3	chr1	171841327	171841329	+	0.0
cg26562638	0.2651762301034301	0.7062159133365329	-1.5531579	1.4536179	-0.4410396832331028	-3.0067759	137	643	-37.47348082864234	1.679204263624121e-116	2.228118125177181e-113	0.4410396832331028	hypomethylated	LEFTY2	chr1	225942665	225942667	-	0.0
cg04262428	0.12221570258593037	0.5626291894986878	-3.568969	0.3763846	-0.4404134869127574	-3.9453535	137	643	-25.82279573047784	1.0893042237311609e-62	1.558062588505826e-60	0.4404134869127574	hypomethylated	SHANK2	chr11	70827150	70827152	+	0.0
cg18011760	0.42461905846228964	0.8649413298366588	-0.53380275	2.8874302	-0.4403222713743692	-3.421233	130	639	-23.196684439999746	6.816730210349639e-51	5.122512934534561e-49	0.4403222713743692	hypomethylated	LINC01376	chr2	19121166	19121168	+	0.014102564102564103
cg24066731	0.21157111261124	0.6515802383422852	-2.2819357	1.0391176	-0.44000912573104517	-3.3210533	133	640	-22.398346691930996	6.8242616187548e-54	6.0660788762297675e-52	0.44000912573104517	hypomethylated	AL359736.1,SPATA13	chr13	24270757	24270759	+	0.008974358974358974
cg14654171	0.2612155704047736	0.7011266836343101	-1.7963569	1.3888412	-0.43991111322953647	-3.185198	127	626	-21.892199634724385	7.098261596934549e-50	5.0351044632595047e-48	0.43991111322953647	hypomethylated	GARNL3	chr9	127388721	127388723	+	0.03461538461538462
cg11691825	0.39417374222366897	0.8338981853858864	-0.7212756	2.6026921	-0.4397244431622175	-3.3239677	135	643	-22.30519386819998	2.6012024785885728e-51	2.0017774747478195e-49	0.4397244431622175	hypomethylated		chr1	178061120	178061122	+	0.002564102564102564
cg19275745	0.4732311833513914	0.9128320198593021	-0.12095862	3.6206331	-0.43960083650791065	-3.7415917	137	643	-24.64098849872151	1.0452466636166801e-54	9.728684061741552e-53	0.43960083650791065	hypomethylated	AC112504.2,GRK7	chr3	141777160	141777162	+	0.0
cg16683160	0.22307537942037095	0.6617808482880541	-2.3869042	1.11368	-0.43870546886768313	-3.5005841	137	643	-18.24089598885265	1.0490724385306615e-41	4.570944859399969e-40	0.43870546886768313	hypomethylated	AC093155.3,LINC01140	chr1	87152026	87152028	+	0.0
cg12512771	0.35253387338974895	0.7911803155071443	-1.030091	2.1194532	-0.43864644211739534	-3.1495442	136	643	-22.788116991480805	1.438834657965788e-52	1.1924602661007104e-50	0.43864644211739534	hypomethylated		chr7	17690402	17690404	+	0.001282051282051282
cg06223834	0.36790062015892094	0.8057131807751485	-1.029135	2.7624745	-0.4378125606162276	-3.7916095	117	589	-17.349331832152913	1.947245854928812e-39	7.382227535693588e-38	0.4378125606162276	hypomethylated	ADCY9	chr16	4053159	4053161	+	0.09487179487179487
