probe_id	tumor_mean_beta	normal_mean_beta	tumor_mean_m	normal_mean_m	delta_beta	delta_m	tumor_n	normal_n	test_statistic	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand	probe_missing_fraction
cg11584098	0.8864751662651118	0.4347810404111586	3.205866	-0.41826534	0.4516941258539532	3.6241314	137	643	39.47047807065722	2.4135114689382875e-107	2.33715064774049e-104	0.4516941258539532	hypermethylated	SEMA6A-AS2	chr5	116579302	116579304	+	0.0
cg20512044	0.862484289098669	0.41126736284444887	3.0731196	-0.5862096	0.45121692625422016	3.6593292	135	626	29.425190385044928	5.778611518178993e-74	1.4060469146495028e-71	0.45121692625422016	hypermethylated	NIN	chr14	50763610	50763612	+	0.02435897435897436
cg20669414	0.8640148970332459	0.41281042366384346	2.9105937	-0.59788257	0.4512044733694024	3.5084763	137	642	34.99242874217019	1.3961093945151615e-101	1.0664690550281344e-98	0.4512044733694024	hypermethylated	STARD3	chr17	39652375	39652377	+	0.001282051282051282
cg08843859	0.8912699344384409	0.4417934697759482	3.2130785	-0.36611056	0.44947646466249275	3.579189	137	613	39.48874917103873	7.358651162680934e-138	1.946089186209945e-134	0.44947646466249275	hypermethylated	C1orf21	chr1	184597210	184597212	-	0.038461538461538464
cg10330955	0.9302117006622092	0.4814728644200627	3.9222243	-0.10204748	0.44873883624214644	4.024272	137	638	49.07107053724553	9.796366100235823e-163	5.869722351286768e-159	0.44873883624214644	hypermethylated	AC048382.5,ZSCAN2	chr15	84606865	84606867	+	0.00641025641025641
cg23092956	0.8581779090157391	0.40979276021321615	2.9085968	-0.5787424	0.44838514880252295	3.487339	137	600	32.22078031078258	3.197649273297231e-82	1.1301435617332374e-79	0.44838514880252295	hypermethylated	SPTBN1	chr2	54619424	54619426	+	0.05512820512820513
cg01589587	0.6885177990621771	0.24057407834830952	1.2753893	-1.9104542	0.4479437207138676	3.1858435	121	586	26.734971691570195	5.472426393661598e-65	8.722015052384898e-63	0.4479437207138676	hypermethylated	BATF	chr14	75536096	75536098	-	0.09358974358974359
cg06266582	0.8092845164946396	0.3613956148850603	2.325797	-0.9153672	0.44788890160957934	3.2411642	137	643	31.28223454474135	4.331665539231144e-78	1.2699297522893777e-75	0.44788890160957934	hypermethylated	VPS51	chr11	65104305	65104307	+	0.0
cg20748132	0.8282655033751996	0.3805694580078125	2.416615	-0.790409	0.44769604536738705	3.207024	137	643	37.836126309346774	1.8516957606015645e-109	1.9295424592762027e-106	0.44769604536738705	hypermethylated		chr12	124733160	124733162	+	0.0
cg20251943	0.7856500444621065	0.3379810861258262	2.2767067	-1.0617172	0.4476689583362803	3.3384237	137	643	21.779467373284696	2.4365521845379083e-51	1.878839941196333e-49	0.4476689583362803	hypermethylated	DIP2C	chr10	361780	361782	+	0.0
cg08651590	0.7465154271926323	0.2989508123086363	1.7337453	-1.3127618	0.447564614883996	3.0465071	137	643	30.223912191410715	1.3408874975868521e-70	2.7899699923338456e-68	0.447564614883996	hypermethylated	SPRED2	chr2	65316275	65316277	-	0.0
cg06346857	0.8669297155672616	0.419861029688715	3.439859	-0.50330955	0.4470686858785466	3.9431684	137	643	25.79109485468309	4.386175591962852e-59	5.13108950709453e-57	0.4470686858785466	hypermethylated	ALPL	chr1	21551085	21551087	-	0.0
cg25893560	0.8738204510542598	0.4269463285502527	3.3491359	-0.48986134	0.44687412250400704	3.8389971	137	643	27.043820498128234	1.1766524375134256e-66	2.039837644058367e-64	0.44687412250400704	hypermethylated	KCNJ1	chr11	128840226	128840228	+	0.0
cg17470627	0.7949042039759019	0.34900016104576076	2.25409	-1.0084275	0.44590404293014113	3.2625175	136	617	27.108246369810615	2.9820053946973887e-68	5.57267344400586e-66	0.44590404293014113	hypermethylated	CAPN2	chr1	223720788	223720790	-	0.03461538461538462
cg19246018	0.9297940887673928	0.4839441943131561	3.9920356	-0.049501516	0.4458498944542367	4.0415373	137	643	43.70087995653427	8.96616058692408e-134	2.03447489137773e-130	0.4458498944542367	hypermethylated	HDAC4	chr2	239109891	239109893	-	0.0
cg20349803	0.8853015203545563	0.4397293968853276	3.1533885	-0.33042622	0.44557212346922875	3.4838147	137	643	40.10322924413106	1.5473145460144966e-109	1.6256171404786985e-106	0.44557212346922875	hypermethylated	RALB	chr2	120278863	120278865	-	0.0
cg21775245	0.8091946637188947	0.3644720989724864	2.603637	-0.9020711	0.4447225647464083	3.5057082	135	621	21.23884313796864	6.7147990408207806e-49	4.495759028554792e-47	0.4447225647464083	hypermethylated	TMCC1	chr3	129688704	129688706	-	0.03076923076923077
cg27268104	0.9185445186865591	0.4743619069132107	3.804823	-0.153264	0.4441826117733484	3.958087	137	642	39.78835543067282	1.934416994068796e-119	2.778250258923428e-116	0.4441826117733484	hypermethylated		chr12	69000166	69000168	-	0.001282051282051282
cg10023454	0.8161840865861124	0.372393743886495	2.400735	-0.8658762	0.4437903426996174	3.266611	134	611	29.779954573680836	2.895081168179867e-79	9.025850980838226e-77	0.4437903426996174	hypermethylated	QSOX1	chr1	180168782	180168784	+	0.04487179487179487
cg02384419	0.94909857311388	0.505698931570544	4.3749933	0.08628486	0.443399641543336	4.2887087	137	641	55.81424955111136	6.409282025421368e-216	1.2288868937851786e-210	0.443399641543336	hypermethylated	LHFPL3-AS2	chr7	104927732	104927734	-	0.002564102564102564
cg02609724	0.9043807983398438	0.4611609305680821	3.453666	-0.23422706	0.44321986777176164	3.687893	137	641	42.91351754891398	2.574260035836398e-123	4.2549744405268076e-120	0.44321986777176164	hypermethylated	IGIP	chr5	140126861	140126863	+	0.002564102564102564
cg22581896	0.7875211395486428	0.34434729972115574	2.1708398	-1.0294178	0.44317383982748704	3.2002575	137	643	26.42836164624586	1.5236269958159792e-64	2.382817160328505e-62	0.44317383982748704	hypermethylated	FOXK1	chr7	4739593	4739595	+	0.0
cg02212575	0.9680170212348882	0.525456358819134	5.8145204	0.20374785	0.4425606624157542	5.6107726	137	643	48.73208029833105	1.982392169604142e-105	1.7678835062099302e-102	0.4425606624157542	hypermethylated	LINC00880,LINC00881	chr3	157120613	157120615	-	0.0
cg04017512	0.7939150176779197	0.3516375124917987	2.3096766	-0.98704696	0.442277505186121	3.2967236	137	643	24.123056335212617	1.6517047948234407e-59	1.9836545235694944e-57	0.442277505186121	hypermethylated		chr10	34906209	34906211	-	0.0
cg24788034	0.8305038003360524	0.38845839545270866	2.6906862	-0.7749521	0.44204540488334376	3.4656384	136	638	24.67563788794847	5.060116613937869e-64	7.730709075949676e-62	0.44204540488334376	hypermethylated	GNG7	chr19	2588242	2588244	+	0.007692307692307693
cg22964758	0.855302017100536	0.4134622102206454	3.0329206	-0.5520487	0.4418398068798906	3.5849693	137	643	28.0320887024761	4.471410047560017e-67	7.890732086276516e-65	0.4418398068798906	hypermethylated	PCED1B	chr12	47088204	47088206	-	0.0
cg13378781	0.9282003806455292	0.4866157401219868	4.3789597	-0.008916005	0.44158464052354246	4.3878756	137	643	33.83597715262743	3.282265632309965e-84	1.267526368869622e-81	0.44158464052354246	hypermethylated	COL23A1	chr5	178426640	178426642	-	0.0
cg01364826	0.7397658633489679	0.29891283267012264	1.7012845	-1.3764986	0.44085303067884524	3.077783	137	642	26.892387805732128	1.4601806351226263e-66	2.5199681743074198e-64	0.44085303067884524	hypermethylated	LEMD1	chr1	205423071	205423073	+	0.001282051282051282
cg20268352	0.7115423383503935	0.27205303186206015	1.5242658	-1.5676444	0.43948930648833334	3.0919101	137	643	24.892270523395755	8.801210837818095e-59	1.0138207032709351e-56	0.43948930648833334	hypermethylated	AOX2P	chr2	200748220	200748222	+	0.0
cg22445447	0.7910924201464131	0.3529781395113226	2.2744455	-0.9800248	0.4381142806350905	3.2544703	137	641	25.052092936959703	1.9315341392938465e-60	2.4469353416886377e-58	0.4381142806350905	hypermethylated	RTF1	chr15	41420392	41420394	-	0.002564102564102564
cg14081251	0.9027831362981866	0.46479894658825816	3.423249	-0.2156883	0.4379841897099285	3.6389372	137	643	43.90443422437415	2.0294308722393467e-114	2.439585849556409e-111	0.4379841897099285	hypermethylated	ST6GALNAC4	chr9	127913158	127913160	-	0.0
cg24659037	0.8943558300242704	0.4568256150966154	3.879667	-0.2373928	0.43753021492765504	4.1170597	136	638	24.882614354650258	1.0324954349204806e-66	1.797240385494288e-64	0.43753021492765504	hypermethylated		chr6	167664220	167664222	+	0.007692307692307693
cg10173620	0.8515877271220632	0.4141083714375243	2.839126	-0.5478248	0.4374793556845389	3.386951	137	642	28.279637736185837	1.3077394808513386e-68	2.4776688066281803e-66	0.4374793556845389	hypermethylated	ABHD2	chr15	89115672	89115674	+	0.001282051282051282
cg01922997	0.8935293309828815	0.4561677448490123	3.2478535	-0.26023006	0.43736158613386916	3.5080836	136	579	37.622308211368384	5.4161391380415845e-135	1.2900200567726363e-131	0.43736158613386916	hypermethylated	NVL	chr1	224300102	224300104	-	0.08333333333333333
cg16319142	0.835975257149578	0.39880413875401577	2.7059748	-0.66766804	0.4371711183955622	3.373643	137	642	27.928965065808214	3.939997983218001e-71	8.351989865243725e-69	0.4371711183955622	hypermethylated		chr8	117616760	117616762	+	0.001282051282051282
cg16593865	0.850656718233206	0.4139083458884137	2.6797	-0.5448841	0.4367483723447923	3.224584	137	643	37.099343795603964	1.8680064783109368e-104	1.6025197141932285e-101	0.4367483723447923	hypermethylated	WASHC5	chr8	125070477	125070479	+	0.0
cg14568971	0.9318149872939953	0.49514209592825154	3.948849	0.03011775	0.4366728913657437	3.9187312	137	642	46.61287841857517	1.4891118140409654e-169	1.2689582143157844e-165	0.4366728913657437	hypermethylated	AC121761.1,GLIPR1	chr12	75489271	75489273	+	0.001282051282051282
cg21586453	0.787464678729022	0.3511691403079343	2.1100662	-0.9999379	0.43629553842108776	3.110004	135	616	28.856481311324387	5.622173476563932e-74	1.3697207657124825e-71	0.43629553842108776	hypermethylated	NADK2	chr5	36239570	36239572	+	0.03717948717948718
cg18317154	0.8026453653971354	0.36637002632165644	2.294876	-0.8988546	0.43627533907547894	3.1937308	135	622	27.542115618306134	7.757751169921656e-71	1.6291744791243303e-68	0.43627533907547894	hypermethylated	ATF3	chr1	212564961	212564963	+	0.029487179487179487
cg02313130	0.7667513102510549	0.33110015536911935	1.9267396	-1.1192	0.43565115488193557	3.0459394	137	643	28.722055517394516	8.992728457648473e-74	2.166112169838516e-71	0.43565115488193557	hypermethylated	CAPN8	chr1	223666744	223666746	-	0.0
cg13720048	0.9399327187642564	0.5044084848549281	4.1055617	0.0638259	0.4355242339093284	4.0417356	137	643	55.62527868156576	5.605092586455001e-202	2.3882116213560952e-197	0.4355242339093284	hypermethylated	ATP8B1	chr18	57798838	57798840	+	0.0
cg16937168	0.8226022093835539	0.3876551602899009	2.4263277	-0.7215915	0.434947049093653	3.1479192	137	643	32.2786179392636	8.9377953379845e-82	3.101706168373081e-79	0.434947049093653	hypermethylated	SNED1	chr2	240997426	240997428	-	0.0
cg17041511	0.7981126448687386	0.36319852505649786	2.2540257	-0.888697	0.4349141198122407	3.1427226	136	643	25.699354925956225	4.632160344823522e-61	6.064524273096008e-59	0.4349141198122407	hypermethylated	AC005828.3,AC005828.4	chr17	63432258	63432260	+	0.001282051282051282
cg20688917	0.7962511716967952	0.3618295620649289	2.3035822	-0.91350126	0.43442160963186627	3.2170835	137	624	24.892049351038366	1.667230594073689e-59	2.0016737105198238e-57	0.43442160963186627	hypermethylated	HOXA-AS2,HOXA3	chr7	27121054	27121056	-	0.02435897435897436
cg09645818	0.8106370612756529	0.3763444571659483	2.4184747	-0.8287347	0.43429260410970466	3.2472093	134	580	25.977936421434983	1.0935166039350434e-64	1.7185733837195696e-62	0.43429260410970466	hypermethylated		chr11	10743044	10743046	+	0.08461538461538462
