probe_id	tumor_mean_beta	normal_mean_beta	tumor_mean_m	normal_mean_m	delta_beta	delta_m	tumor_n	normal_n	test_statistic	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand	probe_missing_fraction
cg10883503	0.16755924931278934	0.7102085065238083	-2.6569662	1.4989802	-0.542649257211019	-4.1559463	135	632	-30.568501520361725	3.416545846709349e-79	1.0599888773329132e-76	0.542649257211019	hypomethylated	AC025171.1,AC025171.3	chr5	43019557	43019559	+	0.016666666666666666
cg17627629	0.09952093053747106	0.6411203387441438	-3.6782575	1.0835048	-0.5415994082066727	-4.761762	135	627	-32.84620015155837	1.2998433573543038e-105	1.1618933148904713e-102	0.5415994082066727	hypomethylated		chr5	180090139	180090141	+	0.023076923076923078
cg15732840	0.21884524213136547	0.7601758085500699	-2.4442916	1.9641255	-0.5413305664187045	-4.408417	137	626	-22.399551905093134	1.924247200762069e-52	1.5855027896936642e-50	0.5413305664187045	hypomethylated	AC007098.1	chr2	63047479	63047481	-	0.021794871794871794
cg10558233	0.2011000218282219	0.7420296945879536	-2.2837732	1.7406625	-0.5409296727597317	-4.0244355	131	620	-29.001099090107196	2.3000815881947436e-70	4.734377813776847e-68	0.5409296727597317	hypomethylated	PDP1	chr8	93880384	93880386	+	0.03717948717948718
cg08960448	0.9297313272517963	0.3993722016852158	4.911057	-0.63162225	0.5303591255665805	5.5426793	137	643	33.42674995884896	4.023078491655042e-74	9.889320078675965e-72	0.5303591255665805	hypermethylated	AC020663.4,SEPTIN12;SMIM22	chr16	4788656	4788658	+	0.0
cg03228065	0.8943526553411554	0.3651281804726988	3.2783504	-0.8851775	0.5292244748684566	4.163528	137	643	49.257114867012845	1.322788983152399e-134	3.092995208283131e-131	0.5292244748684566	hypermethylated	E4F1	chr16	2226768	2226770	+	0.0
cg07810039	0.1820964674009894	0.7023336312633651	-2.5232427	1.3924129	-0.5202371638623757	-3.9156556	137	643	-30.428164202668107	3.805009553489068e-74	9.35927401209754e-72	0.5202371638623757	hypomethylated	TGFB2	chr1	218351215	218351217	-	0.0
cg05327192	0.8870982706111713	0.36958873030928024	3.192122	-0.8666973	0.517509540301891	4.0588193	137	643	45.78873403290425	4.5631663127083365e-123	7.414821006744508e-120	0.517509540301891	hypermethylated	KLHL35	chr11	75422548	75422550	-	0.0
cg13722700	0.27698748553240743	0.7917446932949863	-1.7172679	2.415719	-0.5147572077625788	-4.132987	135	637	-25.13681899241178	1.17720278113038e-63	1.7709812776886934e-61	0.5147572077625788	hypomethylated	GPRIN2	chr10	46556113	46556115	+	0.010256410256410256
cg19579500	0.2963260944073017	0.8086668799154735	-1.6788399	2.5379546	-0.5123407855081719	-4.2167945	130	598	-18.700567347016833	6.032590536267118e-42	2.669424792906633e-40	0.5123407855081719	hypomethylated		chr17	82388737	82388739	-	0.06666666666666667
cg10180415	0.1842552519192661	0.6961260644074913	-2.4663544	1.3683549	-0.5118708124882252	-3.8347092	137	642	-30.21743462157026	2.737683937085261e-75	7.088604976624051e-73	0.5118708124882252	hypomethylated	CD58	chr1	116515345	116515347	-	0.001282051282051282
cg09568647	0.18411483461894687	0.695039437803338	-2.4726675	1.373164	-0.5109246031843911	-3.8458314	126	631	-26.99053743233337	2.0658755097968843e-65	3.358216819064523e-63	0.5109246031843911	hypomethylated		chr5	54646407	54646409	-	0.029487179487179487
cg23703633	0.903153245466469	0.39411656856536864	3.630854	-0.7052692	0.5090366769011003	4.336123	137	640	38.193835873561845	4.04509375613004e-101	3.041521858346946e-98	0.5090366769011003	hypermethylated	ANK3	chr10	60375782	60375784	+	0.0038461538461538464
cg26348348	0.16543249650435013	0.6713290461315734	-2.8219187	1.1825881	-0.5058965496272233	-4.004507	132	599	-24.549345984701503	2.6563171381925915e-58	2.9766820260077476e-56	0.5058965496272233	hypomethylated	LYPD1	chr2	132671419	132671421	-	0.06282051282051282
cg24046017	0.3274768970630787	0.8329333840492751	-1.3181171	3.0958512	-0.5054564869861964	-4.413968	135	638	-20.95990604781911	4.6898136432529236e-51	3.56331984860678e-49	0.5054564869861964	hypomethylated	OSGIN2,RNU6-925P	chr8	89901036	89901038	-	0.008974358974358974
cg20776543	0.9448965030865077	0.439660720469236	4.805335	-0.35784328	0.5052357826172718	5.1631784	137	643	43.28414969585991	2.0560486228488293e-98	1.3905379567062849e-95	0.5052357826172718	hypermethylated	AC073957.3,GET4;SUN1	chr7	881518	881520	+	0.0
cg07570470	0.06136324805934934	0.5653800132490021	-4.5046544	0.38025084	-0.5040167651896528	-4.8849053	137	642	-34.202245754273584	7.591681815839786e-123	1.2079625799178002e-119	0.5040167651896528	hypomethylated	SLC45A4	chr8	141308741	141308743	-	0.001282051282051282
cg20035127	0.9169069833128992	0.4163933897170777	3.7497067	-0.57846755	0.5005135935958216	4.328174	137	626	42.50473921830134	1.0856200538713813e-138	2.973598626272232e-135	0.5005135935958216	hypermethylated	AC036214.4	chr8	79907241	79907243	+	0.021794871794871794
cg15690342	0.12463875930674755	0.6251259146730415	-3.228576	0.91541314	-0.500487155366294	-4.143989	137	643	-29.69972614107619	1.6367565959256858e-94	9.424154483426706e-92	0.500487155366294	hypomethylated		chr5	73299023	73299025	+	0.0
cg07222900	0.9009296946281934	0.4007411262666456	3.561601	-0.6307184	0.5001885683615478	4.1923194	137	643	37.40635874101902	3.7123159651405944e-97	2.3965749418660418e-94	0.5001885683615478	hypermethylated	HDAC4	chr2	239358280	239358282	-	0.0
cg01288184	0.15150245610814894	0.6514720976167008	-3.108804	1.0298973	-0.49996964150855183	-4.1387014	137	642	-24.97559906574456	7.805395748936793e-60	9.553600106098122e-58	0.49996964150855183	hypomethylated	CABLES1,TMEM241	chr18	23231443	23231445	+	0.001282051282051282
cg20415486	0.8934467065073278	0.3947231494749075	3.5902734	-0.76379716	0.49872355703242033	4.3540707	137	642	29.638691814280158	2.5997386256577566e-92	1.3750680972684214e-89	0.49872355703242033	hypermethylated		chr10	3907013	3907015	+	0.001282051282051282
cg26242687	0.2915855015025419	0.7897744808556899	-1.6376067	2.223591	-0.498188979353148	-3.861198	136	636	-23.03365823524088	3.552922816002849e-54	3.1967218798109537e-52	0.498188979353148	hypomethylated	FOXP4-AS1,LINC01276	chr6	41503275	41503277	+	0.010256410256410256
cg11524039	0.3747954781599871	0.8719637200022429	-0.88366115	3.1298883	-0.4971682418422558	-4.0135493	127	627	-19.804941471053027	6.58206222596675e-43	3.0920372214304737e-41	0.4971682418422558	hypomethylated	TBCD	chr17	82786956	82786958	+	0.03333333333333333
cg00955911	0.5462771784650148	0.04960254710718039	0.18138288	-4.595944	0.4966746313578344	4.7773266	137	643	23.513915693026547	2.4038104036606474e-51	1.855024049600587e-49	0.4966746313578344	hypermethylated	FOXA1	chr14	37592782	37592784	+	0.0
cg06327227	0.3304659242983218	0.82606181640625	-1.3109496	2.5242023	-0.4955958921079282	-3.835152	135	625	-20.987778589008933	3.5149524604008486e-47	2.136443707310784e-45	0.4955958921079282	hypomethylated	SYNJ2	chr6	158018869	158018871	+	0.02564102564102564
cg10505610	0.8907822440652287	0.3955946903021117	3.5559123	-0.69072884	0.49518755376311696	4.246641	136	643	30.390283448238534	2.2124334171761102e-82	7.884796049423235e-80	0.49518755376311696	hypermethylated	SH3PXD2B	chr5	172355202	172355204	+	0.001282051282051282
cg15205547	0.0949656075804773	0.589373171792987	-4.0248075	0.5458414	-0.4944075642125097	-4.5706487	137	643	-30.436999967737684	7.680502473271314e-74	1.8535242063737097e-71	0.4944075642125097	hypomethylated		chr7	23474727	23474729	+	0.0
cg09322899	0.9343947807367701	0.4414553249234545	4.244791	-0.3284588	0.49293945581331555	4.57325	137	643	43.33101072337499	1.9743481148909277e-119	2.8250195744975335e-116	0.49293945581331555	hypermethylated	HDAC4	chr2	239358521	239358523	+	0.0
cg14800014	0.8919968987903456	0.3991278712152508	3.4188404	-0.6289674	0.4928690275750948	4.0478077	137	643	36.25866461504191	7.048998173027975e-86	2.8940967648920888e-83	0.4928690275750948	hypermethylated	AC093535.1,GRAMD2B	chr5	126465071	126465073	+	0.0
cg04399751	0.1438296682694379	0.6358065553090874	-3.1728847	0.9522769	-0.4919768870396495	-4.1251616	136	641	-26.977649559448043	5.390091722206821e-68	9.951583354869388e-66	0.4919768870396495	hypomethylated	DNM3	chr1	171841235	171841237	+	0.0038461538461538464
cg10970143	0.7262520509607652	0.23531960908685956	1.6541102	-1.912261	0.4909324418739056	3.5663712	136	627	26.63392416323683	4.4886293523732367e-63	6.564680344713644e-61	0.4909324418739056	hypermethylated	CFAP45	chr1	159896767	159896769	+	0.021794871794871794
cg12047425	0.8826738343621693	0.3917492381521554	4.0503635	-0.6984559	0.4909245962100139	4.7488194	137	643	25.945349540151287	4.083375524941921e-59	4.787086811143392e-57	0.4909245962100139	hypermethylated	ALPL	chr1	21551082	21551084	-	0.0
cg14450725	0.13613827559199645	0.6232278921741349	-3.0049424	0.8235086	-0.48708961658213845	-3.8284512	137	643	-32.056988452415276	1.579392891394304e-90	7.735011129704536e-88	0.48708961658213845	hypomethylated	AC025171.1,AC025171.3	chr5	43020348	43020350	-	0.0
cg14534279	0.35510693849438296	0.8421386908594966	-0.9649979	2.9119623	-0.4870317523651136	-3.8769603	137	643	-30.441589106027774	3.6172516686908404e-81	1.21676413565311e-78	0.4870317523651136	hypomethylated		chr10	3287773	3287775	-	0.0
cg16373000	0.8749749956339815	0.38845488220499613	3.4369297	-0.72788495	0.4865201134289854	4.1648145	137	643	29.441342226961584	2.6193133433053725e-70	5.377038046416779e-68	0.4865201134289854	hypermethylated	C7orf50,GPR146	chr7	1046583	1046585	-	0.0
cg13723853	0.8851169112825046	0.39927523836933804	3.4578154	-0.5702836	0.48584167291316654	4.028099	137	643	29.20495689735353	3.765503919813557e-75	9.691017138488754e-73	0.48584167291316654	hypermethylated		chr14	68855530	68855532	+	0.0
cg10262052	0.20980626886541193	0.695029268296666	-2.2671556	1.3497914	-0.4852229994312541	-3.6169472	121	598	-23.034579381466195	1.3015749417937268e-51	1.0183967445512798e-49	0.4852229994312541	hypomethylated	AC007991.2,AC007991.3;IDO1	chr8	39913005	39913007	+	0.0782051282051282
cg08481075	0.24442732512061274	0.72938330078125	-2.1577103	1.7806426	-0.4849559756606373	-3.938353	134	625	-20.848926738731933	4.716567102832113e-50	3.378159700205703e-48	0.4849559756606373	hypomethylated	COL11A2	chr6	33193550	33193552	-	0.026923076923076925
cg20892245	0.38857948693045735	0.871814116719722	-0.7424246	3.1463776	-0.4832346297892646	-3.888802	137	643	-27.89993401939887	2.9301579125484665e-66	4.978425276397311e-64	0.4832346297892646	hypomethylated	AL136162.1	chr6	15244386	15244388	-	0.0
cg02090033	0.14860497659711697	0.6313513910904791	-2.982333	0.9346042	-0.48274641449336214	-3.916937	134	621	-27.03756111409948	4.102998676701547e-74	1.0079314577536316e-71	0.48274641449336214	hypomethylated	MAGI1	chr3	65597941	65597943	-	0.03205128205128205
cg03440799	0.3742653505645529	0.8562378119532466	-0.8324532	3.099679	-0.48197246138869365	-3.9321322	137	643	-35.12960207292123	1.6181492532157183e-99	1.1448585097414847e-96	0.48197246138869365	hypomethylated	AXDND1	chr1	179365040	179365042	+	0.0
cg00602115	0.8813109571916343	0.40062231766550166	3.2649903	-0.69240403	0.48068863952613267	3.9573944	137	608	32.574300224587134	3.395627838175484e-94	1.9290737818266533e-91	0.48068863952613267	hypermethylated	DTNA	chr18	34819022	34819024	-	0.04487179487179487
cg12911556	0.9204445720589074	0.44051307690087965	3.6545053	-0.36502638	0.47993149515802774	4.0195317	137	643	57.32634156719075	1.8903818204927137e-196	5.177904336329724e-192	0.47993149515802774	hypermethylated	SNX10	chr7	26364159	26364161	+	0.0
cg20995304	0.850429562756615	0.3708208743656907	2.6918573	-0.8745604	0.47960868839092424	3.5664177	137	642	38.09354991597423	3.555645677111526e-111	3.895677152707526e-108	0.47960868839092424	hypermethylated	HDAC7	chr12	47802383	47802385	-	0.001282051282051282
cg06886374	0.8916499009772912	0.4135420227050781	3.5673077	-0.5556719	0.4781078782722131	4.1229796	134	600	28.98786019349647	3.1348997366151407e-80	1.0179027408124848e-77	0.4781078782722131	hypermethylated	IGFALS,SPSB3	chr16	1794150	1794152	+	0.05897435897435897
cg25334934	0.35402100277643134	0.8319739168205676	-1.0752316	2.9100044	-0.4779529140441363	-3.985236	137	643	-22.30260592525101	2.155783915217916e-54	1.966879524242389e-52	0.4779529140441363	hypomethylated		chr2	120511771	120511773	+	0.0
cg13985135	0.9347867199974339	0.45715898858571724	4.0592866	-0.2614724	0.47762773141171666	4.320759	137	603	47.96976027975099	5.773352441091853e-174	5.534783084844835e-170	0.47762773141171666	hypermethylated	YY1AP1	chr1	155672035	155672037	+	0.05128205128205128
cg18990407	0.38219081907344044	0.859520031156994	-0.98398036	2.99376	-0.4773292120835536	-3.9777405	133	630	-17.88741922803143	8.346813161911059e-39	3.0468927082448316e-37	0.4773292120835536	hypomethylated	EPHB3	chr3	184579591	184579593	+	0.021794871794871794
cg15023858	0.8632231663613423	0.3867863600816184	2.913832	-0.74994963	0.47643680627972396	3.6637816	137	615	33.26966965110777	4.924469977380678e-97	3.1684419911009157e-94	0.47643680627972396	hypermethylated	MITF	chr3	69763282	69763284	-	0.035897435897435895
cg07700920	0.9268050924704893	0.45047335624694823	3.9808195	-0.23712881	0.476331736223541	4.2179484	137	640	35.77511494811555	3.491606984818248e-139	9.63259008687222e-136	0.476331736223541	hypermethylated	USP10	chr16	84747119	84747121	+	0.0038461538461538464
cg04505435	0.18962458710172284	0.6658530712127686	-2.4306407	1.1556134	-0.4762284841110458	-3.5862541	134	640	-27.236887804693314	3.8485583096960675e-70	7.829233440729235e-68	0.4762284841110458	hypomethylated	SHANK2	chr11	70826405	70826407	-	0.007692307692307693
cg02693150	0.9163519354427562	0.441631833968624	3.745423	-0.37649804	0.4747201014741322	4.121921	136	620	38.744799193097585	2.1318984983720762e-128	4.171026780965502e-125	0.4747201014741322	hypermethylated	NDUFAF6	chr8	95027893	95027895	+	0.03076923076923077
cg21386863	0.8282322570355269	0.35461829201800643	2.4820604	-0.95071656	0.4736139650175205	3.432777	137	643	35.84589515293111	1.0683260473576703e-90	5.2997678875329e-88	0.4736139650175205	hypermethylated		chr2	150120507	150120509	+	0.0
cg19755714	0.8757310755112592	0.4021780483258037	3.1165822	-0.64751834	0.47355302718545544	3.7641006	136	626	34.79067482035794	1.859685069003703e-87	8.150117635381932e-85	0.47355302718545544	hypermethylated	MAML3	chr4	139921747	139921749	-	0.023076923076923078
cg19320820	0.7784489638932789	0.3049774922822651	2.0776682	-1.5620836	0.47347147161101377	3.639752	131	608	25.033185728243367	2.3602569072324675e-69	4.617806512619089e-67	0.47347147161101377	hypermethylated	AFF1	chr4	87045173	87045175	-	0.052564102564102565
cg04962865	0.4436848483868499	0.9170155748028621	-0.33475775	3.6513648	-0.4733307264160122	-3.9861226	134	642	-22.309636180993152	3.8888504203935436e-48	2.497925225391512e-46	0.4733307264160122	hypomethylated	LINC00536	chr8	116047731	116047733	-	0.005128205128205128
cg08416194	0.3051341304072627	0.778324097254587	-1.4533678	2.050103	-0.47318996684732423	-3.503471	135	637	-19.812997155161895	1.1414024552595586e-44	5.9974615089180344e-43	0.47318996684732423	hypomethylated		chr5	145856575	145856577	-	0.010256410256410256
cg05543030	0.32493456672219667	0.7980059064565513	-1.2188712	2.2164032	-0.47307133973435467	-3.4352746	136	643	-29.617729490829944	1.2733540972189903e-72	2.92042086731258e-70	0.47307133973435467	hypomethylated		chr2	44778224	44778226	+	0.001282051282051282
cg05739476	0.14516697949125568	0.6180433463748018	-2.7611086	0.8033329	-0.4728763668835462	-3.5644417	131	631	-34.000777240520264	1.3234926717590827e-110	1.429636784034161e-107	0.4728763668835462	hypomethylated	THSD4	chr15	71780473	71780475	-	0.023076923076923078
cg19171161	0.873806640179488	0.40100005619109624	3.0737484	-0.6708665	0.4728065839883917	3.7446148	137	630	35.94971875995441	2.804198139172624e-100	2.056077752632247e-97	0.4728065839883917	hypermethylated		chr17	79829860	79829862	+	0.016666666666666666
cg03190578	0.8992281168916799	0.42666160856398233	3.3392153	-0.4538511	0.4725665083276976	3.7930665	137	643	46.69322593556344	3.539152080006263e-128	6.854354481172129e-125	0.4725665083276976	hypermethylated		chr3	13476396	13476398	-	0.0
cg17463633	0.9028524134280907	0.4309068202972412	3.7952762	-0.41819534	0.47194559313084955	4.2134714	137	640	26.173904740777427	2.154929633426766e-84	8.397896559550766e-82	0.47194559313084955	hypermethylated	AL359924.1	chr1	237861162	237861164	-	0.0038461538461538464
cg04557423	0.9479775533188869	0.47674641230985126	4.3677692	-0.054920275	0.4712311410090356	4.4226894	137	643	48.21899609995793	1.755983170186311e-206	1.1222810370908581e-201	0.4712311410090356	hypermethylated	CASC8	chr8	127482482	127482484	+	0.0
cg25979244	0.8188862487347457	0.3478220795769343	2.3763258	-0.97571856	0.4710641691578114	3.3520443	137	643	36.07481357367258	7.868530060577924e-88	3.52494519960266e-85	0.4710641691578114	hypermethylated	DISC1	chr1	231855968	231855970	-	0.0
cg08435683	0.9278508207223711	0.4571211364079563	3.9397182	-0.1380937	0.4707296843144148	4.0778117	137	641	33.523874178903355	4.1130112816738474e-141	1.2419059442478363e-137	0.4707296843144148	hypermethylated	SLC23A2	chr20	4855691	4855693	-	0.002564102564102564
cg21941030	0.17428321838378907	0.6447728594330742	-2.8583686	1.0265682	-0.4704896410492851	-3.8849368	135	639	-21.65160502446056	7.26643740445651e-56	7.220699709573316e-54	0.4704896410492851	hypomethylated	RCN3	chr19	49527759	49527761	+	0.007692307692307693
cg19993680	0.37661801637524234	0.8469801171571248	-0.83876806	2.6838124	-0.4703621007818825	-3.5225804	137	643	-27.99538169936987	5.230384895382047e-65	8.343181889422e-63	0.4703621007818825	hypomethylated		chr10	5534784	5534786	-	0.0
cg11549953	0.14853690488495097	0.6180323100942846	-4.4882402	0.64373475	-0.46949540520933364	-5.131975	137	643	-20.547382304405506	2.1526304942017386e-45	1.1811008273601871e-43	0.46949540520933364	hypomethylated	AC025171.1,AC025171.3	chr5	43018179	43018181	+	0.0
cg18005901	0.11824262577251796	0.5871888156256075	-3.4200568	0.46735117	-0.46894618985308956	-3.887408	137	643	-29.456873297126588	6.968278710467527e-73	1.6204565223660964e-70	0.46894618985308956	hypomethylated	LEMD2	chr6	33771780	33771782	-	0.0
cg15627089	0.20022784880478017	0.6688395688544907	-2.6333578	1.1432507	-0.4686117200497105	-3.7766085	137	643	-22.54232830646882	2.4800780840825126e-52	2.0282320814271809e-50	0.4686117200497105	hypomethylated	SOX6	chr11	16604203	16604205	+	0.0
cg03687070	0.3805522779478644	0.8487657039755054	-0.91090333	3.2269695	-0.46821342602764104	-4.1378727	137	643	-20.13729097127216	6.425736878054373e-48	4.086374372080247e-46	0.46821342602764104	hypomethylated	GACAT3	chr2	16069985	16069987	+	0.0
cg26607528	0.9276143094919024	0.45945571258687307	3.8829048	-0.23306394	0.4681585969050293	4.1159687	137	643	50.19780014118127	2.24901478820015e-150	9.582577220509997e-147	0.4681585969050293	hypermethylated		chr2	69441171	69441173	-	0.0
cg02074274	0.33563797665338446	0.803333014668243	-1.1438603	2.3047762	-0.46769503801485857	-3.4486365	137	641	-27.876313592582413	2.2126984908941655e-69	4.3357470771674834e-67	0.46769503801485857	hypomethylated	PDXK	chr21	43758449	43758451	+	0.002564102564102564
cg06271630	0.4165240378275405	0.8842044432834371	-0.5561326	3.513144	-0.46768040545589656	-4.069277	137	643	-27.23747771583013	6.146536918020353e-67	1.0782336040668723e-64	0.46768040545589656	hypomethylated		chr10	3287572	3287574	+	0.0
cg08613144	0.21006733135585368	0.6774926586685893	-2.9066517	1.2095368	-0.4674253273127357	-4.1161885	137	642	-18.08731122000436	8.724027392950241e-40	3.376475079130018e-38	0.4674253273127357	hypomethylated	LYPD1	chr2	132671262	132671264	-	0.001282051282051282
cg18659248	0.3343188153566235	0.8017266779257387	-1.0588129	2.2361665	-0.4674078625691152	-3.2949793	137	643	-27.435493889948884	7.324258740838251e-66	1.2200872387523828e-63	0.4674078625691152	hypomethylated		chr10	3636869	3636871	+	0.0
cg18948877	0.9205920969256918	0.45323314575777524	3.8730235	-0.17026895	0.46735895116791654	4.0432925	131	629	32.03954580212587	1.1331210813992518e-117	1.546331224929724e-114	0.46735895116791654	hypermethylated	LINC01237	chr2	241962586	241962588	-	0.02564102564102564
cg07979401	0.11114494991998602	0.5784244804322998	-3.3642342	0.44518715	-0.46727953051231375	-3.8094213	137	643	-34.2371454407009	8.634804489887561e-93	4.6505577423338105e-90	0.46727953051231375	hypomethylated	LEMD2	chr6	33771628	33771630	+	0.0
cg23783862	0.4367365307278103	0.9037730140143662	-0.44982797	3.3944259	-0.46703648328655584	-3.8442538	108	633	-20.630101382193605	4.162180325562363e-40	1.6445908826622618e-38	0.46703648328655584	hypomethylated	CHMP4C	chr8	81745909	81745911	-	0.05
cg26308909	0.8761375594313128	0.4094883632345168	3.1985598	-0.5733049	0.46664919619679596	3.7718647	137	606	28.073652073552662	1.0226555940997234e-76	2.807149343772477e-74	0.46664919619679596	hypermethylated	AC069288.1,MAD1L1	chr7	2193454	2193456	-	0.047435897435897434
cg11730559	0.4120226186864516	0.877693152501947	-0.5909129	3.1851134	-0.4656705338154954	-3.7760262	136	642	-22.893164072657694	3.806993789259821e-52	3.079248503187625e-50	0.4656705338154954	hypomethylated	TRPS1	chr8	115494434	115494436	-	0.002564102564102564
cg10371483	0.8874888733355668	0.4226216094542219	3.272949	-0.5010452	0.4648672638813449	3.7739942	137	641	36.30293149487099	5.789310257139713e-104	4.87919251344093e-101	0.4648672638813449	hypermethylated	ADCY9	chr16	4102043	4102045	+	0.002564102564102564
cg17518842	0.22920153262841442	0.6934715425726404	-2.2322564	1.3100227	-0.464270009944226	-3.5422792	137	641	-21.367177557575257	5.578962593447844e-49	3.7526229866199584e-47	0.464270009944226	hypomethylated	TRAF3IP3	chr1	209769785	209769787	-	0.002564102564102564
cg12850379	0.2611338204711023	0.7248343887447755	-1.8244836	1.8024141	-0.4637005682736732	-3.6268978	137	643	-22.538381654879217	1.7699417694272778e-58	2.0027186198408016e-56	0.4637005682736732	hypomethylated	TCEA1	chr8	54023044	54023046	+	0.0
cg00656735	0.21627243765949333	0.678242827277532	-2.1013365	1.2710881	-0.4619703896180387	-3.3724246	137	643	-29.16900710271724	2.130999438035312e-78	6.399189393131081e-76	0.4619703896180387	hypomethylated	FOXP4-AS1,LINC01276	chr6	41503183	41503185	+	0.0
cg26437825	0.05307371947017029	0.5149574576417915	-5.018271	-0.052803952	-0.46188373817162115	-4.965467	137	643	-35.3556500422555	4.34361839445964e-104	3.668836320136195e-101	0.46188373817162115	hypomethylated	AC025171.1,AC025171.3	chr5	43020058	43020060	+	0.0
cg04807036	0.8462138489215043	0.3846784149691996	2.629938	-0.7303304	0.46153543395230473	3.3602684	137	643	40.15778524154737	1.3665151911240758e-101	1.0459460017076656e-98	0.46153543395230473	hypermethylated		chr6	33714010	33714012	-	0.0
cg06411879	0.8278057348989222	0.3663939243156469	2.5649319	-0.87806004	0.4614118105832753	3.442992	137	643	30.2366865084746	1.5164592570383202e-74	3.8007722075538676e-72	0.4614118105832753	hypermethylated	NEBL	chr10	21167109	21167111	-	0.0
cg18888655	0.0888371641618492	0.5497588874021919	-4.5037637	0.17033929	-0.46092172324034275	-4.674103	137	643	-25.217371361729363	1.7427048211774753e-67	3.147794444096786e-65	0.46092172324034275	hypomethylated	ABHD8,MRPL34	chr19	17292366	17292368	+	0.0
cg26056277	0.4421656707237507	0.9023904120348777	-0.4019304	3.6382728	-0.460224741311127	-4.040203	116	603	-17.338554915331176	2.6445157376824084e-35	7.70413351397714e-34	0.460224741311127	hypomethylated	SCN1A,SCN1A-AS1	chr2	166126414	166126416	-	0.0782051282051282
cg00177787	0.31604669389933565	0.7761607785617953	-1.2678314	2.6851628	-0.4601140846624597	-3.9529943	137	643	-26.348635302157973	5.2992653945213165e-83	1.9316678708198513e-80	0.4601140846624597	hypomethylated		chr10	3288287	3288289	+	0.0
cg04016621	0.46414432386412235	0.9241728834564541	-0.167661	3.9385002	-0.46002855959233174	-4.106161	137	643	-30.583924313842076	3.910072017329644e-69	7.57654990680857e-67	0.46002855959233174	hypomethylated	AC112504.2,GRK7	chr3	141777104	141777106	-	0.0
cg14181111	0.8462342867886063	0.3869110866801735	2.9627907	-0.7216454	0.45932320010843286	3.684436	137	643	26.5428672659311	8.542435715683406e-64	1.2917099236312427e-61	0.45932320010843286	hypermethylated	AL135926.1	chr1	168804074	168804076	-	0.0
cg25950520	0.920333082658531	0.46104836945956457	3.8700013	-0.17626327	0.4592847131989664	4.0462646	137	643	39.43793055945062	4.658367651543213e-115	5.689009241098496e-112	0.4592847131989664	hypermethylated	RALB	chr2	120279183	120279185	-	0.0
