probe_id	group_a_mean_beta	group_b_mean_beta	delta_beta	group_a_n	group_b_n	p_value	abs_delta_beta	direction	fdr	significant
cg00266983	0.7115218390804601	0.15136153846153844	0.5601603006189216	87	39	3.263978979748165e-41	0.5601603006189216	hypermethylated	5.97743350491214e-39	True
cg25708982	0.3102441860465116	0.8438052631578947	-0.5335610771113831	86	38	6.501245080121989e-41	0.5335610771113831	hypomethylated	1.116182514693444e-38	True
cg11157172	0.4556116279069765	0.9355948717948718	-0.47998324388789526	86	39	2.137337276706165e-40	0.47998324388789526	hypomethylated	3.3615037994070634e-38	True
cg06594404	0.5400977011494253	0.07061794871794873	0.4694797524314766	87	39	2.2026599340854436e-40	0.4694797524314766	hypermethylated	3.3615037994070634e-38	True
cg08604097	0.585743023255814	0.07021794871794872	0.5155250745378652	86	39	4.0548365491790165e-40	0.5155250745378652	hypermethylated	5.862440000313031e-38	True
cg00777546	0.5446344827586206	0.9483205128205129	-0.4036860300618923	87	39	6.227193703755619e-40	0.4036860300618923	hypomethylated	8.553050552108343e-38	True
cg26132774	0.5422172413793105	0.057012820512820514	0.48520442086648996	87	39	1.0998648336229227e-39	0.48520442086648996	hypermethylated	1.4387279514105567e-37	True
cg08387538	0.37473488372093045	0.9136487179487179	-0.5389138342277875	86	39	1.696842191082198e-39	0.5389138342277875	hypomethylated	2.1187388631376354e-37	True
cg17144184	0.45741046511627914	0.8976897435897436	-0.4402792784734645	86	39	1.9345447432536455e-39	0.4402792784734645	hypomethylated	2.3105193085729407e-37	True
cg05915794	0.45780459770114934	0.9351210526315787	-0.4773164549304294	87	38	2.3820950647407714e-39	0.4773164549304294	hypomethylated	2.7265063095178746e-37	True
cg08860070	0.7538162790697673	0.1625578947368421	0.5912583843329252	86	38	4.729158897411149e-39	0.5912583843329252	hypermethylated	5.196399796475371e-37	True
cg02027945	0.5788597701149429	0.06399999999999999	0.514859770114943	87	39	7.120422307237847e-39	0.514859770114943	hypermethylated	7.523000029993217e-37	True
cg15659132	0.5622000000000001	0.09890769230769232	0.46329230769230784	87	39	7.802228324857702e-39	0.46329230769230784	hypermethylated	7.938044891994114e-37	True
cg06237543	0.6169241379310344	0.15206666666666666	0.4648574712643677	87	39	8.365243372708005e-39	0.4648574712643677	hypermethylated	8.206901266010317e-37	True
cg17231999	0.510041379310345	0.0567923076923077	0.4532490716180373	87	39	8.72942277598245e-39	0.4532490716180373	hypermethylated	8.268870470904756e-37	True
cg04519387	0.3623388235294119	0.8322974358974358	-0.4699586123680239	85	39	9.748469174944099e-39	0.4699586123680239	hypomethylated	8.926348274523812e-37	True
cg07403258	0.5437267441860465	0.9540948717948715	-0.410368127608825	86	39	1.3037896702811655e-38	0.410368127608825	hypomethylated	1.1553258787943102e-36	True
cg17797940	0.7013609195402297	0.25596842105263157	0.44539249848759815	87	38	2.9569250074228875e-38	0.44539249848759815	hypermethylated	2.538335311059585e-36	True
cg27429080	0.617175581395349	0.06766315789473684	0.5495124235006121	86	38	4.3572626667360196e-38	0.5495124235006121	hypermethylated	3.6270910744011657e-36	True
cg06841499	0.32244022988505755	0.8646052631578947	-0.5421650332728372	87	38	5.883169449278616e-38	0.5421650332728372	hypomethylated	4.7532548462259876e-36	True
cg11906781	0.6884643678160919	0.2171846153846154	0.47127975243147646	87	39	6.892944346690403e-38	0.47127975243147646	hypermethylated	5.409976605816726e-36	True
cg14858267	0.6857953488372093	0.1864487179487179	0.4993466308884914	86	39	2.45392893914251e-37	0.4993466308884914	hypermethylated	1.8556254221755485e-35	True
cg07790615	0.5504348837209304	0.0666871794871795	0.4837477042337509	86	39	2.499386262122144e-37	0.4837477042337509	hypermethylated	1.8556254221755485e-35	True
cg02008627	0.4658229885057472	0.8784923076923078	-0.4126693191865606	87	39	2.5794876203834873e-37	0.4126693191865606	hypomethylated	1.8646980245245894e-35	True
cg13294849	0.7045045977011494	0.07495128205128204	0.6295533156498674	87	39	3.15244588409599e-37	0.6295533156498674	hypermethylated	2.1649422109029212e-35	True
cg10389812	0.3013267441860465	0.7539435897435897	-0.45261684555754317	86	39	3.0919832246951353e-37	0.45261684555754317	hypomethylated	2.1649422109029212e-35	True
cg20395967	0.6442406976744186	0.07043333333333333	0.5738073643410853	86	39	3.774914394511898e-37	0.5738073643410853	hypermethylated	2.529192644322971e-35	True
cg04574507	0.46510114942528735	0.8834358974358972	-0.4183347480106099	87	39	5.260494255339553e-37	0.4183347480106099	hypomethylated	3.4406137427185123e-35	True
cg00297966	0.40857586206896573	0.8500307692307693	-0.4414549071618035	87	39	7.845855119695452e-37	0.4414549071618035	hypomethylated	5.012224189256606e-35	True
cg11426075	0.7105011627906979	0.1762333333333333	0.5342678294573646	86	39	9.370309901281251e-37	0.5342678294573646	hypermethylated	5.850054840640818e-35	True
cg11589139	0.6018195402298853	0.13135641025641023	0.47046312997347506	87	39	1.2136717668000362e-36	0.47046312997347506	hypermethylated	7.317032137201381e-35	True
cg14817783	0.4835999999999999	0.9019000000000004	-0.41830000000000045	87	38	1.2252765864989571e-36	0.41830000000000045	hypomethylated	7.317032137201381e-35	True
cg10083417	0.4062137931034483	0.8393794871794871	-0.4331656940760388	87	39	1.3373344334026187e-36	0.4331656940760388	hypomethylated	7.816292954376582e-35	True
cg11082691	0.6682701149425285	0.2138564102564103	0.4544137046861182	87	39	1.4962660356026014e-36	0.4544137046861182	hypermethylated	8.563005832917387e-35	True
cg19619405	0.5249034482758619	0.06733589743589743	0.4575675508399645	87	39	2.7620901924168223e-36	0.4575675508399645	hypermethylated	1.548461583381431e-34	True
cg14555736	0.4194482758620688	0.8955948717948717	-0.47614659593280295	87	39	8.174338367447081e-36	0.47614659593280295	hypomethylated	4.490981499075426e-34	True
cg00564737	0.7168930232558142	0.17055789473684208	0.5463351285189721	86	38	1.1328751306796149e-35	0.5463351285189721	hypermethylated	6.101976439170397e-34	True
cg00076195	0.6777091954022989	0.13192051282051281	0.5457886825817861	87	39	1.4112305911955218e-35	0.5457886825817861	hypermethylated	7.314434781158676e-34	True
cg12743248	0.4041103448275864	0.8578256410256412	-0.4537152961980548	87	39	1.3939217459405365e-35	0.4537152961980548	hypomethylated	7.314434781158676e-34	True
cg20386316	0.5785620689655172	0.12177179487179488	0.4567902740937223	87	39	1.5058029620634132e-35	0.4567902740937223	hypermethylated	7.66007543849666e-34	True
cg05548130	0.4386290697674418	0.9021666666666665	-0.46353759689922464	86	39	1.772886341900722e-35	0.46353759689922464	hypomethylated	8.854761420365969e-34	True
cg16692653	0.4670632183908047	0.8556179487179488	-0.3885547303271441	87	39	2.841943746572481e-35	0.3885547303271441	hypomethylated	1.3940749056847509e-33	True
cg15873474	0.4498643678160919	0.8508051282051283	-0.4009407603890364	87	39	6.872803287357477e-35	0.4009407603890364	hypomethylated	3.312208882521226e-33	True
cg02930348	0.4376965517241379	0.8516025641025639	-0.41390601237842595	87	39	7.677493002187603e-35	0.41390601237842595	hypomethylated	3.636219530518853e-33	True
cg05422029	0.5998141176470588	0.08932820512820513	0.5104859125188537	85	39	1.861027822356439e-34	0.5104859125188537	hypermethylated	8.664819369513793e-33	True
cg07936456	0.4922802325581396	0.8824282051282051	-0.3901479725700655	86	39	2.3548042025493372e-34	0.3901479725700655	hypomethylated	1.078107857400505e-32	True
cg10903903	0.6248895348837212	0.07950769230769228	0.545381842576029	86	39	2.7064804600492655e-34	0.545381842576029	hypermethylated	1.2188035776648086e-32	True
cg26151206	0.49061379310344827	0.8878897435897439	-0.39727595048629566	87	39	5.7678563748697785e-34	0.39727595048629566	hypomethylated	2.5555324938334325e-32	True
cg13445796	0.5007114942528736	0.06598974358974359	0.43472175066313007	87	39	6.965665494847451e-34	0.43472175066313007	hypermethylated	3.03725128799142e-32	True
cg13422275	0.5338816091954022	0.9356210526315788	-0.4017394434361766	87	38	7.975437462713654e-34	0.4017394434361766	hypomethylated	3.4232072984491265e-32	True
cg25247290	0.6061068965517241	0.13582564102564107	0.470281255526083	87	39	8.584600510287852e-34	0.470281255526083	hypermethylated	3.627984246424728e-32	True
cg13894852	0.2930197674418605	0.869853846153846	-0.5768340787119854	86	39	1.073450216891816e-33	0.5768340787119854	hypomethylated	4.467829917881543e-32	True
cg12598524	0.6603574712643677	0.1513282051282051	0.5090292661361626	87	39	1.1189412650925774e-33	0.5090292661361626	hypermethylated	4.555035391222548e-32	True
cg01372939	0.4089770114942529	0.826382051282051	-0.4174050397877981	87	39	1.1275660961162479e-33	0.4174050397877981	hypomethylated	4.555035391222548e-32	True
cg05970721	0.4218850574712645	0.8869435897435896	-0.4650585322723251	87	39	1.3999279404347655e-33	0.4650585322723251	hypomethylated	5.573336307788842e-32	True
cg12756527	0.47891954022988503	0.8726105263157894	-0.39369098608590436	87	38	1.8941530682900557e-33	0.39369098608590436	hypomethylated	7.433197826561119e-32	True
cg08533934	0.5012837209302327	0.9196410256410257	-0.418357304710793	86	39	2.0868569471211112e-33	0.418357304710793	hypomethylated	8.074078920762947e-32	True
cg21624902	0.5856402298850576	0.10616153846153846	0.4794786914235191	87	39	2.738877433270853e-33	0.4794786914235191	hypermethylated	1.0449578207215325e-31	True
sim0000268	0.23856896551724144	0.36329230769230764	-0.1247233421750662	87	39	3.106839512081726e-33	0.1247233421750662	hypomethylated	1.1691079643408907e-31	True
cg08958294	0.5035770114942528	0.07177179487179487	0.43180521662245797	87	39	3.865305079107487e-33	0.43180521662245797	hypermethylated	1.4348639259876034e-31	True
cg17326769	0.8573953488372094	0.08739743589743589	0.7699979129397735	86	39	4.329640465683876e-33	0.7699979129397735	hypermethylated	1.5858029812311477e-31	True
cg00098144	0.6452816091954022	0.20373589743589743	0.4415457117595048	87	39	5.166142646106725e-33	0.4415457117595048	hypermethylated	1.8672886643230494e-31	True
cg23205034	0.3419197674418604	0.8485891891891892	-0.5066694217473289	86	37	5.7975026944609816e-33	0.5066694217473289	hypomethylated	2.0682779093096512e-31	True
sim0001341	0.8241804597701151	0.9641999999999998	-0.14001954022988472	87	39	6.467254285046411e-33	0.14001954022988472	hypomethylated	2.277634297566986e-31	True
cg02534163	0.5881395348837208	0.08655897435897435	0.5015805605247465	86	39	6.847638358704296e-33	0.5015805605247465	hypermethylated	2.381071211564646e-31	True
cg08104202	0.5045919540229885	0.0778051282051282	0.4267868258178603	87	39	7.280525351814829e-33	0.4267868258178603	hypermethylated	2.499950392679417e-31	True
cg20072171	0.5379574712643679	0.07109487179487181	0.46686259946949604	87	39	7.700847404745501e-33	0.46686259946949604	hypermethylated	2.6116330643007273e-31	True
cg05502478	0.46711724137931027	0.8781717948717952	-0.41105455349248493	87	39	8.931407864716679e-33	0.41105455349248493	hypomethylated	2.9920216346800876e-31	True
cg15811568	0.4313551724137929	0.8522076923076923	-0.42085251989389943	87	39	9.427534497458788e-33	0.42085251989389943	hypomethylated	3.1201731643999147e-31	True
cg09790780	0.414232183908046	0.822405128205128	-0.408172944297082	87	39	1.0863330514684536e-32	0.408172944297082	hypomethylated	3.552567729028384e-31	True
cg05583676	0.5858302325581395	0.9474615384615385	-0.361631305903399	86	39	1.265686900741889e-32	0.361631305903399	hypomethylated	4.090402254515257e-31	True
cg04311653	0.3760294117647057	0.8950769230769229	-0.5190475113122172	85	39	2.3380259280399996e-32	0.5190475113122172	hypomethylated	7.382249683133193e-31	True
cg13703871	0.5338402298850575	0.08564358974358974	0.44819664014146776	87	39	2.3367493559698504e-32	0.44819664014146776	hypermethylated	7.382249683133193e-31	True
cg06719334	0.3884505747126437	0.8446564102564101	-0.4562058355437664	87	39	2.6980107763127753e-32	0.4562058355437664	hypomethylated	8.422085911967266e-31	True
cg15644639	0.4580551724137934	0.8736384615384619	-0.4155832891246685	87	39	3.39403523472199e-32	0.4155832891246685	hypomethylated	1.0475746954810457e-30	True
cg17560832	0.4938022988505747	0.9115205128205128	-0.41771821396993813	87	39	3.853877743483063e-32	0.41771821396993813	hypomethylated	1.1762891290386638e-30	True
cg17656890	0.36465116279069765	0.8258051282051281	-0.46115396541443043	86	39	5.794549508806362e-32	0.46115396541443043	hypomethylated	1.7491898352407776e-30	True
cg27170427	0.46476091954022974	0.9174368421052632	-0.4526759225650335	87	38	6.665278973120749e-32	0.4526759225650335	hypomethylated	1.9901653629524672e-30	True
cg13879483	0.6348080459770115	0.0811153846153846	0.5536926613616269	87	39	6.900222031589471e-32	0.5536926613616269	hypermethylated	2.0381623570727177e-30	True
cg08481075	0.6387825581395352	0.0880051282051282	0.550777429934407	86	39	7.053990900294911e-32	0.550777429934407	hypermethylated	2.061416276926609e-30	True
cg00602115	0.46603103448275845	0.8961692307692306	-0.43013819628647215	87	39	8.611812710284893e-32	0.43013819628647215	hypomethylated	2.4901736331739577e-30	True
cg19378892	0.5131459770114941	0.9034871794871796	-0.3903412024756855	87	39	9.094084971937226e-32	0.3903412024756855	hypomethylated	2.6022345226991212e-30	True
cg09149672	0.5376873563218392	0.9137564102564104	-0.37606905393457124	87	39	9.683480051416735e-32	0.37606905393457124	hypomethylated	2.7423216186847188e-30	True
cg24138857	0.6854183908045977	0.2061692307692308	0.4792491600353669	87	39	1.224187562722786e-31	0.4792491600353669	hypermethylated	3.431472688570911e-30	True
cg18221016	0.38270000000000004	0.8176500000000001	-0.43495000000000006	87	38	1.3526124682666056e-31	0.43495000000000006	hypomethylated	3.753158030634713e-30	True
cg23822732	0.48865287356321824	0.8642846153846155	-0.3756317418213973	87	39	1.4497502584642204e-31	0.3756317418213973	hypomethylated	3.9824639600012135e-30	True
cg12468774	0.6261850574712643	0.10526153846153849	0.5209235190097258	87	39	1.7731168666236156e-31	0.5209235190097258	hypermethylated	4.8225267649654175e-30	True
cg12620035	0.420789655172414	0.8919153846153847	-0.47112572944297065	87	39	2.0197227642349705e-31	0.47112572944297065	hypomethylated	5.439390620934769e-30	True
cg17154724	0.5889325581395347	0.0651974358974359	0.5237351222420988	86	39	3.448844613144223e-31	0.5237351222420988	hypermethylated	9.19803509932736e-30	True
cg04865841	0.6746701149425284	0.1827846153846154	0.49188549955791294	87	39	3.842015791871763e-31	0.49188549955791294	hypermethylated	1.007073801204502e-29	True
cg07944396	0.4708517241379313	0.8631026315789475	-0.3922509074410162	87	38	3.84939021210312e-31	0.3922509074410162	hypomethylated	1.007073801204502e-29	True
cg27403658	0.4042689655172413	0.8402179487179486	-0.43594898320070735	87	39	3.9515944412239e-31	0.43594898320070735	hypomethylated	1.0240594273624578e-29	True
cg04928338	0.3749298850574712	0.8163000000000001	-0.4413701149425289	87	38	4.0752728442562615e-31	0.4413701149425289	hypomethylated	1.0462406077730795e-29	True
cg11388664	0.44998965517241385	0.8663794871794872	-0.41638983200707336	87	39	5.201910006632574e-31	0.41638983200707336	hypomethylated	1.3231154433536743e-29	True
cg19540425	0.6631709302325579	0.23817435897435893	0.424996571258199	86	39	6.178227527504251e-31	0.424996571258199	hypermethylated	1.5570266989040532e-29	True
cg03582419	0.3762267441860465	0.8764051282051282	-0.5001783840190817	86	39	6.74225846220656e-31	0.5001783840190817	hypomethylated	1.68372581778922e-29	True
cg05280527	0.2608	0.8713435897435895	-0.6105435897435896	87	39	8.291097937812362e-31	0.6105435897435896	hypomethylated	2.0518600031685185e-29	True
cg14861089	0.6036402298850575	0.09273076923076924	0.5109094606542882	87	39	9.570781494387773e-31	0.5109094606542882	hypermethylated	2.3418554288615252e-29	True
cg24926465	0.3716494252873562	0.8236897435897436	-0.45204031830238733	87	39	9.633406023347373e-31	0.45204031830238733	hypomethylated	2.3418554288615252e-29	True
cg14696870	0.4443471264367817	0.835097435897436	-0.3907503094606543	87	39	1.8223841402724293e-30	0.3907503094606543	hypomethylated	4.39130634502488e-29	True
cg21306240	0.5081988505747127	0.07349230769230769	0.434706542882405	87	39	1.9230515194893248e-30	0.434706542882405	hypermethylated	4.593584803510587e-29	True
cg04414975	0.4666848837209301	0.8624179487179486	-0.39573306499701855	86	39	2.889189151085065e-30	0.39573306499701855	hypomethylated	6.841898791405753e-29	True
cg26210445	0.6146744186046512	0.1252307692307692	0.489443649373882	86	39	2.9277013639979985e-30	0.489443649373882	hypermethylated	6.873842433250001e-29	True
cg27390627	0.3294068965517241	0.7838358974358974	-0.4544290008841733	87	39	3.0005046163736572e-30	0.4544290008841733	hypomethylated	6.98507303489698e-29	True
cg13782274	0.4149802325581397	0.9177333333333332	-0.5027531007751935	86	39	4.265584633751121e-30	0.5027531007751935	hypomethylated	9.835927902627195e-29	True
cg26783057	0.5787069767441859	0.10260000000000001	0.4761069767441859	86	39	4.296728606899394e-30	0.4761069767441859	hypermethylated	9.835927902627195e-29	True
cg27632318	0.4461241379310346	0.874105128205128	-0.42798099027409336	87	39	4.9957090797278934e-30	0.42798099027409336	hypomethylated	1.1341498216539274e-28	True
cg05497345	0.5581758620689655	0.1097128205128205	0.448463041556145	87	39	5.6501051292336316e-30	0.448463041556145	hypermethylated	1.2721999008200646e-28	True
cg02482718	0.445619540229885	0.8556102564102565	-0.4099907161803715	87	39	5.9816518239541555e-30	0.4099907161803715	hypomethylated	1.3359022406830947e-28	True
cg19988482	0.4984896551724136	0.890876923076923	-0.3923872679045094	87	39	6.321698062261732e-30	0.3923872679045094	hypomethylated	1.4004600465349175e-28	True
cg18705861	0.4022558139534882	0.8394179487179488	-0.43716213476446064	86	39	9.709642213034818e-30	0.43716213476446064	hypomethylated	2.1337909727365314e-28	True
cg22719314	0.49053647058823535	0.8972923076923078	-0.4067558371040725	85	39	1.0765555482197544e-29	0.4067558371040725	hypomethylated	2.3470619769521154e-28	True
cg18166959	0.3610574712643678	0.7794564102564103	-0.4183989389920425	87	39	1.146876410507823e-29	0.4183989389920425	hypomethylated	2.4806846454055033e-28	True
cg14181111	0.4660574712643678	0.8925025641025641	-0.4264450928381963	87	39	1.2073256714487431e-29	0.4264450928381963	hypomethylated	2.591034077710701e-28	True
cg10578996	0.3603333333333335	0.7914358974358975	-0.431102564102564	87	39	1.6115068977397367e-29	0.431102564102564	hypomethylated	3.4316352310783384e-28	True
cg24804195	0.732227906976744	0.260048717948718	0.472179189028026	86	39	1.8241721651674148e-29	0.472179189028026	hypermethylated	3.8546161059345297e-28	True
cg03713642	0.612679069767442	0.11654473684210527	0.49613433292533676	86	38	2.3737549321576714e-29	0.49613433292533676	hypermethylated	4.977637250868033e-28	True
cg08159989	0.843171264367816	0.29555384615384617	0.5476174182139698	87	39	3.231010100242989e-29	0.5476174182139698	hypermethylated	6.723927837399615e-28	True
cg24833737	0.4657091954022987	0.9198973684210526	-0.4541881730187539	87	38	4.019453699740698e-29	0.4541881730187539	hypomethylated	8.301834070065939e-28	True
cg13804575	0.7037655172413793	0.23425641025641028	0.46950910698496895	87	39	4.934375017610525e-29	0.46950910698496895	hypermethylated	1.0115468786101576e-27	True
cg12072262	0.4224241379310345	0.8674487179487178	-0.4450245800176833	87	39	5.516949105427141e-29	0.4450245800176833	hypomethylated	1.1225969772302485e-27	True
cg01688536	0.522168965517241	0.08703589743589744	0.43513306808134355	87	39	6.24001785901987e-29	0.43513306808134355	hypermethylated	1.2603918425534986e-27	True
cg25025181	0.3763977011494252	0.7961205128205128	-0.41972281167108755	87	39	7.162170401325635e-29	0.41972281167108755	hypomethylated	1.4360935833898919e-27	True
cg12901574	0.5200333333333332	0.9232205128205129	-0.40318717948717964	87	39	8.301911475762383e-29	0.40318717948717964	hypomethylated	1.6525616539071932e-27	True
cg18362003	0.42441279069767457	0.863548717948718	-0.43913592725104345	86	39	8.397225654574145e-29	0.43913592725104345	hypomethylated	1.659509271447135e-27	True
cg00742098	0.32091609195402304	0.7909578947368421	-0.47004180278281904	87	38	8.47858271057715e-29	0.47004180278281904	hypomethylated	1.6636190504253877e-27	True
cg15065340	0.33213218390804594	0.7865564102564103	-0.4544242263483644	87	39	1.1466746055829171e-28	0.4544242263483644	hypomethylated	2.2339823698838818e-27	True
cg05353872	0.38605232558139524	0.846005128205128	-0.4599528026237327	86	39	1.1870252131833028e-28	0.4599528026237327	hypomethylated	2.2963086342355867e-27	True
cg08160063	0.5011593023255813	0.880648717948718	-0.37948941562313676	86	39	1.2445320208819884e-28	0.37948941562313676	hypomethylated	2.3907199030509246e-27	True
cg24432768	0.4428034482758621	0.8378333333333331	-0.395029885057471	87	39	1.3427266385799653e-28	0.395029885057471	hypomethylated	2.5614375529021976e-27	True
cg15232539	0.5807149425287358	0.0990230769230769	0.4816918656056589	87	39	1.4900606606153276e-28	0.4816918656056589	hypermethylated	2.822894230834693e-27	True
cg21291134	0.38186321839080467	0.8231025641025639	-0.4412393457117592	87	39	1.5295875714019817e-28	0.4412393457117592	hypomethylated	2.8779294922200298e-27	True
cg05343184	0.4212793103448277	0.8362230769230768	-0.41494376657824916	87	39	1.540098755220605e-28	0.41494376657824916	hypomethylated	2.8779940684292528e-27	True
cg26479667	0.43994827586206914	0.889325641025641	-0.4493773651635719	87	39	1.6174026921260346e-28	0.4493773651635719	hypomethylated	3.0020305373447414e-27	True
cg12671632	0.2967793103448276	0.7592307692307693	-0.4624514588859417	87	39	1.6536115411304486e-28	0.4624514588859417	hypomethylated	3.0486381902586186e-27	True
cg15700197	0.3445965116279069	0.7787615384615382	-0.4341650268336313	86	39	1.9932302134562567e-28	0.4341650268336313	hypomethylated	3.650268930909558e-27	True
cg06354543	0.49151058823529425	0.8846128205128206	-0.3931022322775264	85	39	2.064049350899521e-28	0.3931022322775264	hypomethylated	3.754929514517208e-27	True
cg03441279	0.44393563218390814	0.8792052631578948	-0.4352696309739867	87	38	2.2249086539845413e-28	0.4352696309739867	hypomethylated	4.020936889799694e-27	True
cg13420985	0.43963448275862055	0.8315564102564102	-0.3919219274977897	87	39	2.530056650888098e-28	0.3919219274977897	hypomethylated	4.542526549012814e-27	True
sim0000123	0.2757279069767442	0.37968717948717956	-0.10395927251043535	86	39	2.5873596999261803e-28	0.10395927251043535	hypomethylated	4.6152448673358556e-27	True
cg03779973	0.5116310344827585	0.8888589743589744	-0.37722793987621595	87	39	3.113100762171901e-28	0.37722793987621595	hypomethylated	5.517217931410459e-27	True
cg02550950	0.4036241379310345	0.8266794871794871	-0.4230553492484526	87	39	3.6517896408552354e-28	0.4230553492484526	hypomethylated	6.430427015018802e-27	True
cg18423935	0.7651781609195402	0.2524051282051281	0.512773032714412	87	39	3.867889540685524e-28	0.512773032714412	hypermethylated	6.767574884244035e-27	True
cg06351425	0.3522413793103449	0.7912974358974357	-0.43905605658709085	87	39	4.105507422502719e-28	0.43905605658709085	hypomethylated	7.137866385832258e-27	True
cg17463633	0.5075058139534885	0.9398025641025642	-0.43229675014907576	86	39	4.847962429260478e-28	0.43229675014907576	hypomethylated	8.37569358061543e-27	True
cg26765743	0.48009195402298827	0.8705923076923074	-0.3905003536693192	87	39	5.2278645636967765e-28	0.3905003536693192	hypomethylated	8.975589972796903e-27	True
cg05809668	0.5337885057471262	0.07949736842105262	0.4542911373260736	87	38	5.60235618913168e-28	0.4542911373260736	hypermethylated	9.558802764934612e-27	True
cg21116284	0.7095218390804598	0.2661564102564103	0.44336542882404956	87	39	6.528482564602538e-28	0.44336542882404956	hypermethylated	1.1070210867261216e-26	True
cg23279503	0.3728126436781608	0.770653846153846	-0.3978412024756852	87	39	7.140908485830673e-28	0.3978412024756852	hypomethylated	1.2034402215077827e-26	True
cg27563985	0.7061816091954022	0.2201871794871795	0.4859944297082227	87	39	9.448424296751365e-28	0.4859944297082227	hypermethylated	1.5826110697058537e-26	True
cg08047907	0.5933790697674418	0.10870769230769231	0.48467137745974953	86	39	1.0008402060005873e-27	0.48467137745974953	hypermethylated	1.6662473005355233e-26	True
cg17627629	0.5643436781609195	0.08538461538461536	0.47895906277630407	87	39	1.0599738611138991e-27	0.47895906277630407	hypermethylated	1.7540651786023377e-26	True
cg02721693	0.31069642857142865	0.7874076923076923	-0.4767112637362636	84	39	1.071255979835222e-27	0.4767112637362636	hypomethylated	1.762119866231949e-26	True
cg07385257	0.35489195402298856	0.7932410256410254	-0.4383490716180368	87	39	1.1979572542529897e-27	0.4383490716180368	hypomethylated	1.9588027246624777e-26	True
cg21026830	0.5975022988505746	0.10872307692307694	0.4887792219274977	87	39	1.3419096016688319e-27	0.4887792219274977	hypermethylated	2.181198624724427e-26	True
cg19214658	0.44333103448275857	0.8548923076923077	-0.41156127320954916	87	39	1.3767527282293483e-27	0.41156127320954916	hypomethylated	2.2246704379094234e-26	True
cg02485729	0.4522091954022988	0.8472641025641028	-0.39505490716180397	87	39	1.85858077494098e-27	0.39505490716180397	hypomethylated	2.985685022668346e-26	True
cg23960736	0.3850058139534884	0.8530333333333334	-0.46802751937984505	86	39	2.160150676461395e-27	0.46802751937984505	hypomethylated	3.449961574557821e-26	True
cg08513547	0.4556620689655172	0.8822153846153844	-0.4265533156498672	87	39	2.178419157905558e-27	0.4265533156498672	hypomethylated	3.459027414315935e-26	True
cg18438793	0.6501689655172411	0.1495076923076923	0.5006612732095488	87	39	3.073065282292663e-27	0.5006612732095488	hypermethylated	4.851557661182727e-26	True
cg21367256	0.386557471264368	0.7704948717948716	-0.3839374005305036	87	39	4.563426045000811e-27	0.3839374005305036	hypomethylated	7.163275054638416e-26	True
sim0001137	0.983831395348837	0.8624538461538461	0.12137754919499089	86	39	5.8252994962509436e-27	0.12137754919499089	hypermethylated	9.092100975114398e-26	True
cg20521198	0.3902839080459771	0.8217153846153846	-0.4314314765694075	87	39	5.987233109075513e-27	0.4314314765694075	hypomethylated	9.292050480582166e-26	True
