probe_id	tumor_mean_beta	normal_mean_beta	delta_beta	tumor_n	normal_n	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand
cg00035316	0.5612430027553014	0.2386330280107321	0.32260997474456926	420	97	6.299038433876347e-72	1.6340446760820403e-70	0.32260997474456926	hypermethylated	HOXD-AS2,HOXD8	chr2	176128288	176128290	-
cg00005112	0.7225979693994953	0.40453932457363484	0.31805864482586044	421	97	3.253561924486775e-104	2.3913680144977797e-102	0.31805864482586044	hypermethylated	WWP2	chr16	69924936	69924938	-
cg00013655	0.6685270144615645	0.3549468300559304	0.31358018440563407	324	77	2.0252428910250823e-24	9.255255077119806e-24	0.31358018440563407	hypermethylated	PIGQ	chr16	579014	579016	+
cg00014830	0.5361902594849502	0.22278797503599188	0.31340228444895835	421	97	6.285229261641532e-98	3.2609248286869593e-96	0.31340228444895835	hypermethylated		chr17	79791933	79791935	-
cg00024086	0.5219300693684122	0.20978841093397632	0.3121416584344359	421	97	1.7899664470488828e-93	7.893752031485573e-92	0.3121416584344359	hypermethylated		chr7	157021796	157021798	-
cg00016934	0.40900999236843083	0.09738433483949642	0.3116256575289344	421	97	1.0077789908774978e-63	1.8911937658594746e-62	0.3116256575289344	hypermethylated	BCOR	chrX	40176707	40176709	-
cg00027650	0.7801459527784779	0.4736479590920841	0.30649799368639374	248	34	1.5767090596778273e-16	5.11271099498472e-16	0.30649799368639374	hypermethylated	TCF12	chr15	57218376	57218378	-
cg00024516	0.5574300685532335	0.254781419580633	0.3026486489726005	403	88	9.910845719149338e-72	2.497533121225633e-70	0.3026486489726005	hypermethylated		chr4	122585038	122585040	-
cg00024471	0.28416178288765587	0.5821554832851764	-0.29799370039752054	421	97	3.577169348759572e-68	7.695276501477909e-67	0.29799370039752054	hypomethylated	TPRG1	chr3	188974757	188974759	-
cg00040312	0.6386789231073289	0.34920364065268605	0.2894752824546428	420	97	1.351579860890251e-27	6.971306650907611e-27	0.2894752824546428	hypermethylated	AC012531.2,AC012531.3;HOXC4	chr12	54030894	54030896	-
cg00023673	0.6215336090595309	0.9063865425660438	-0.28485293350651286	421	97	4.207020698503016e-99	2.4737281707197733e-97	0.28485293350651286	hypomethylated	LINC02188,LINC02189	chr16	86722025	86722027	-
cg00034076	0.4206306882401067	0.138293698890922	0.2823369893491847	413	97	1.988991003609695e-75	5.482156453699222e-74	0.2823369893491847	hypermethylated	RALYL	chr8	84183801	84183803	-
cg00010853	0.7130618867420014	0.4344194290485788	0.27864245769342266	420	94	3.050105275502134e-31	1.793461901995255e-30	0.27864245769342266	hypermethylated	PPP1R18	chr6	30685389	30685391	-
cg00005215	0.6317446943642436	0.9019285837809244	-0.2701838894166808	345	96	1.1998477134081193e-67	2.51968019815705e-66	0.2701838894166808	hypomethylated	SERPINB12	chr18	63556143	63556145	+
cg00014260	0.4305413035485637	0.7006853241281411	-0.2701440205795774	421	97	1.3206857210987064e-105	1.058949823644599e-103	0.2701440205795774	hypomethylated	PRSS51,PRSS55	chr8	10525560	10525562	-
cg00030588	0.41436901681496807	0.6844510737153673	-0.2700820569003992	421	97	6.473791870678742e-90	2.595402013608477e-88	0.2700820569003992	hypomethylated	AC106745.1,LINC02181	chr16	87067204	87067206	-
cg00028935	0.3847651175818364	0.11500581760996396	0.2697592999718724	421	97	2.842420656291051e-94	1.3194815888677405e-92	0.2697592999718724	hypermethylated	ZIC1,ZIC4	chr3	147396618	147396620	+
cg00001747	0.30707551861035853	0.04047741840795143	0.2665981002024071	421	97	2.113276501078973e-73	5.648211739247436e-72	0.2665981002024071	hypermethylated	PANTR1	chr2	104843804	104843806	+
cg00040268	0.5746471196625408	0.30909337702485706	0.2655537426376837	421	97	2.791382577502481e-100	1.758571023826563e-98	0.2655537426376837	hypermethylated	HOXA-AS2,HOXA3	chr7	27113279	27113281	+
cg00018198	0.8363789538023307	0.573552121821138	0.2628268319811927	421	97	1.1029697797182848e-88	4.229649329180553e-87	0.2628268319811927	hypermethylated	CEP68	chr2	65070112	65070114	+
cg00008564	0.8062162059503043	0.5483851035435995	0.2578311024067048	421	96	3.2060246145760957e-46	2.885422153118486e-45	0.2578311024067048	hypermethylated	H2BC15	chr6	27862612	27862614	-
cg00023726	0.47323321387881323	0.7288956789626289	-0.2556624650838156	420	97	5.013863214786722e-99	2.7638920971511805e-97	0.2556624650838156	hypomethylated		chr1	2923369	2923371	-
cg00037457	0.7937618445897046	0.5402552024605348	0.25350664212916973	421	97	9.337471212240783e-30	5.147281005747731e-29	0.25350664212916973	hypermethylated	TBX4	chr17	61454382	61454384	+
cg00028056	0.5416952504898412	0.7937757119365122	-0.25208046144667096	313	87	1.2941385487252358e-54	1.6785738234936146e-53	0.25208046144667096	hypomethylated	CHPF,TMEM198	chr2	219542448	219542450	-
cg00032490	0.6567414717240767	0.9087182122307855	-0.2519767405067088	220	74	4.14941882990297e-31	2.4077548736673814e-30	0.2519767405067088	hypomethylated		chr12	130917803	130917805	+
cg00035630	0.4839562678682631	0.7343673706054688	-0.2504111027372056	414	97	5.40960921487677e-53	6.535993599344262e-52	0.2504111027372056	hypomethylated	DEPDC7	chr11	33015117	33015119	+
cg00033703	0.6450787014431424	0.8929514280507262	-0.24787272660758386	180	71	1.4043970428603066e-35	9.175394013354003e-35	0.24787272660758386	hypomethylated		chr15	63274055	63274057	+
cg00016127	0.6560195596654171	0.9032606931076836	-0.2472411334422665	421	97	1.132620992187125e-71	2.7749214308584564e-70	0.2472411334422665	hypomethylated	OR5M11	chr11	56543194	56543196	-
cg00030296	0.6630690477239831	0.4166602695111147	0.24640877821286844	421	97	5.893157478805266e-95	2.88764716461458e-93	0.24640877821286844	hypermethylated	SEPTIN9	chr17	77322649	77322651	+
cg00037681	0.6091434533516186	0.8536380885802594	-0.2444946352286408	418	97	6.064717349328217e-71	1.4076528163440756e-69	0.2444946352286408	hypomethylated	PCED1B,PCED1B-AS1	chr12	47216587	47216589	-
cg00035000	0.4593520096044221	0.21752530520724267	0.2418267043971794	418	97	5.208837397461301e-50	5.469279267334366e-49	0.2418267043971794	hypermethylated	RUNX3	chr1	24928511	24928513	-
cg00032205	0.45410420832328163	0.21236803113799735	0.24173617718528428	421	97	1.5213326593933122e-63	2.795448761635211e-62	0.24173617718528428	hypermethylated	TSPYL5	chr8	97278143	97278145	-
cg00036299	0.34649946467402	0.10640258579463749	0.2400968788793825	397	91	3.480160254809798e-57	5.031969417610232e-56	0.2400968788793825	hypermethylated	GRIN2A	chr16	10183647	10183649	-
cg00022911	0.3056507971394373	0.06623812311703396	0.23941267402240335	421	97	2.905446057490384e-82	9.15215508109471e-81	0.23941267402240335	hypermethylated	AC138430.1,HAPLN4	chr19	19261582	19261584	-
cg00014333	0.42102558173022225	0.6592907856420144	-0.23826520391179212	412	97	9.555659375061281e-62	1.560757697926676e-60	0.23826520391179212	hypomethylated	LZTS1	chr8	20272511	20272513	+
cg00010445	0.5480619960612753	0.3133397053197487	0.23472229074152656	421	97	1.2001563597206248e-49	1.2308580340390595e-48	0.23472229074152656	hypermethylated	RFX1	chr19	13978817	13978819	+
cg00006081	0.5136485337644745	0.2837186203789465	0.22992991338552798	421	97	1.3855682032628124e-86	4.888284621111202e-85	0.22992991338552798	hypermethylated	HMX2	chr10	123149390	123149392	+
cg00019838	0.6761685499504431	0.9059665203094482	-0.22979797035900518	335	96	5.832090571544182e-59	8.718481159494862e-58	0.22979797035900518	hypomethylated	RBFOX1	chr16	6521081	6521083	+
cg00027995	0.6691881483354365	0.89872710237798	-0.22953895404254354	421	97	4.32778232203227e-87	1.5904600033468592e-85	0.22953895404254354	hypomethylated	FSIP1,THBS1	chr15	39595891	39595893	-
cg00023154	0.3480660264112604	0.12192139183123087	0.22614463458002954	421	97	1.6284791412803622e-86	5.524302317727997e-85	0.22614463458002954	hypermethylated	RNF220	chr1	44406790	44406792	+
cg00019877	0.6685824360247179	0.8839519540059197	-0.21536951798120185	421	97	8.108687796545459e-79	2.466159529845895e-77	0.21536951798120185	hypomethylated	ZNF883	chr9	113011457	113011459	+
cg00017271	0.8335388618523605	0.6185270093150974	0.21501185253726307	421	97	1.6979208227222933e-41	1.3866353385565394e-40	0.21501185253726307	hypermethylated	BIRC5	chr17	78224661	78224663	+
cg00025405	0.4759472192324822	0.681616085091817	-0.20566886585933486	421	97	4.7178118411598014e-70	1.0402775109757361e-68	0.20566886585933486	hypomethylated		chr5	2135748	2135750	+
cg00026909	0.70012616991698	0.4957659437849715	0.20436022613200844	399	74	1.8139151240448427e-19	6.722156047930888e-19	0.20436022613200844	hypermethylated	DAB1	chr1	57623328	57623330	-
cg00028598	0.7646603823277148	0.9639488298868396	-0.19928844755912478	419	97	3.9440544581112635e-49	3.998455209257626e-48	0.19928844755912478	hypomethylated	GABRA5,GABRB3	chr15	26883485	26883487	-
cg00009038	0.7001525443976395	0.5016871186875805	0.19846542571005898	421	97	7.061682390228565e-56	9.731881044033741e-55	0.19846542571005898	hypermethylated		chr2	131394593	131394595	+
cg00012238	0.3910737098017825	0.19299455591150233	0.1980791538902802	79	37	5.428886212391438e-11	1.3564525890451128e-10	0.1980791538902802	hypermethylated	CABYR	chr18	24138493	24138495	+
cg00003298	0.2202421355983707	0.022363564402786727	0.19787857119558397	421	97	4.494880978663596e-50	4.7764879797364955e-49	0.19787857119558397	hypermethylated	LHX5	chr12	113463404	113463406	+
cg00028135	0.6610559748923693	0.46427429828447164	0.1967816766078977	421	97	2.5629863749528583e-24	1.1652340117053717e-23	0.1967816766078977	hypermethylated	ZBTB20	chr3	114624825	114624827	-
cg00022900	0.6641327630905878	0.8596653102599469	-0.19553254716935908	420	97	3.575913415230534e-55	4.852239434205125e-54	0.19553254716935908	hypomethylated		chr8	93131304	93131306	+
cg00004257	0.39017022824754904	0.19645403719496454	0.1937161910525845	408	87	2.451629681765191e-41	1.965761253924453e-40	0.1937161910525845	hypermethylated	CSMD2	chr1	34163573	34163575	-
cg00036011	0.2714974047735581	0.07807361956724186	0.19342378520631626	421	97	7.349490936848323e-49	7.28342809696654e-48	0.19342378520631626	hypermethylated	H2BC10,H3C8	chr6	26271489	26271491	-
cg00009553	0.6928413527005804	0.8861443431107039	-0.19330299041012344	393	97	1.058533086277591e-49	1.0983837436433357e-48	0.19330299041012344	hypomethylated	CDH8	chr16	61820179	61820181	-
cg00015770	0.32082267271934384	0.12761449322258075	0.19320817949676308	421	97	3.9442860179121134e-60	6.212250478211579e-59	0.19320817949676308	hypermethylated	QRFPR	chr4	121380851	121380853	-
cg00028515	0.6305378893492057	0.823370235482442	-0.1928323461332363	421	97	8.569005015508017e-71	1.9379134419687362e-69	0.1928323461332363	hypomethylated		chr3	187830967	187830969	-
cg00008036	0.3356211247749963	0.14310366837019772	0.19251745640479856	421	97	1.3771801556595493e-71	3.282899722410061e-70	0.19251745640479856	hypermethylated	FAM163A	chr1	179742955	179742957	+
cg00012698	0.39348248914415085	0.5853386318560728	-0.19185614271192197	421	97	4.716412810626467e-23	2.0292078531573385e-22	0.19185614271192197	hypomethylated	AVEN	chr15	33866565	33866567	+
cg00038857	0.7121291097005208	0.9038768344455295	-0.19174772474500867	300	90	3.6811560512187347e-51	4.0584745464686546e-50	0.19174772474500867	hypomethylated	CCL8	chr17	34318733	34318735	+
cg00018606	0.7249848644410629	0.5362246405218065	0.1887602239192564	421	97	3.1395112209512922e-27	1.5733232368630906e-26	0.1887602239192564	hypermethylated	CRYGD	chr2	208124700	208124702	-
cg00005166	0.5453957693917411	0.7322053417717058	-0.18680957237996476	420	97	9.084769328435051e-41	7.154255846142602e-40	0.18680957237996476	hypomethylated	AJ003147.2,OR1F2P	chr16	3214441	3214443	-
cg00027114	0.8582334541085214	0.6715546440832394	0.18667881002528197	421	97	3.1424687177592342e-62	5.330110402045471e-61	0.18667881002528197	hypermethylated	LINC01448	chr7	42700886	42700888	-
cg00003305	0.4542422340029762	0.2680746793746948	0.18616755462828138	210	40	6.3929690980708e-20	2.3994037210631684e-19	0.18616755462828138	hypermethylated	AC005597.1	chr19	30224737	30224739	+
cg00003287	0.5128166579294091	0.32825460139009144	0.18456205653931768	421	97	3.424002337161284e-54	4.37676820489312e-53	0.18456205653931768	hypermethylated	AC119427.2,TNNT2	chr1	201377020	201377022	+
cg00011482	0.5115088601010429	0.3275789870429285	0.18392987305811442	421	97	4.2245708858100755e-57	6.009792776265301e-56	0.18392987305811442	hypermethylated	AL079303.1,PAX9	chr14	36659584	36659586	+
cg00032805	0.24949169385461512	0.06590083702323363	0.1835908568313815	421	97	3.2395881246843855e-92	1.360627012367442e-90	0.1835908568313815	hypermethylated	MARCHF1	chr4	164383320	164383322	-
cg00020991	0.4611915951683408	0.27888530062645983	0.18230629454188096	420	97	1.06557451573247e-38	7.703579695705234e-38	0.18230629454188096	hypermethylated	AC021151.1,CBR4	chr4	169009277	169009279	+
cg00026033	0.7131876820906324	0.5314188691758618	0.18176881291477065	421	97	9.776277916407252e-64	1.874495026580695e-62	0.18176881291477065	hypermethylated	IKZF4	chr12	56020705	56020707	-
cg00019759	0.6360340254323783	0.4547937924099952	0.18124023302238312	421	97	5.25505316078825e-32	3.1317276269021874e-31	0.18124023302238312	hypermethylated	AC092803.2	chr1	212514499	212514501	+
cg00009292	0.2557337527603548	0.0746410900784522	0.1810926626819026	421	97	6.2514689043069815e-62	1.0403387874714637e-60	0.1810926626819026	hypermethylated		chr1	50416409	50416411	-
cg00022871	0.6379682309837069	0.8160854221619281	-0.17811719117822122	421	97	8.075817460005401e-60	1.2496264911797832e-58	0.17811719117822122	hypomethylated	CRHR1,LINC02210-CRHR1;MAPT-AS1	chr17	45806991	45806993	+
cg00012529	0.6850553317760911	0.8619311617821762	-0.1768758300060851	421	97	1.1785081492059253e-24	5.442116165443068e-24	0.1768758300060851	hypomethylated	GALNT9	chr12	132320310	132320312	+
cg00033834	0.5381275820335696	0.7147908948131443	-0.1766633127795747	421	97	2.9541986195166507e-46	2.6861888478491606e-45	0.1766633127795747	hypomethylated	KNDC1	chr10	133205339	133205341	-
cg00000363	0.35904053894187943	0.18312934010299212	0.1759111988388873	421	97	2.8470429475128253e-64	5.580204177125137e-63	0.1759111988388873	hypermethylated	AL133516.1,PGBD5	chr1	230425046	230425048	-
cg00014112	0.2979361563567028	0.12204715886066869	0.1758889974960341	421	97	1.4071243201647568e-44	1.2167486768483485e-43	0.1758889974960341	hypermethylated	GYPC	chr2	126655953	126655955	-
cg00019495	0.2285587374218286	0.40364035380255314	-0.17508161638072453	421	97	7.742235999276275e-52	8.75468224533548e-51	0.17508161638072453	hypomethylated	HOPX	chr4	56681358	56681360	+
cg00018229	0.18533203777394783	0.36029367348582475	-0.17496163571187692	421	97	3.9218969051991275e-59	5.963988052389018e-58	0.17496163571187692	hypomethylated	ARV1,TTC13	chr1	230977672	230977674	+
cg00002033	0.6349800454182749	0.4609754896655525	0.1740045557527224	421	97	1.4956328669216956e-33	9.490274738308888e-33	0.1740045557527224	hypermethylated	LRFN1	chr19	39307840	39307842	+
cg00021933	0.5783772955597721	0.7479418725082555	-0.16956457694848337	421	97	5.941094605813756e-56	8.317532448139258e-55	0.16956457694848337	hypomethylated		chr1	85616632	85616634	+
cg00019366	0.7800321239190543	0.9494758684610584	-0.16944374454200406	421	97	4.100558894999999e-42	3.380086864850466e-41	0.16944374454200406	hypomethylated	AC026336.3	chr12	130138820	130138822	+
cg00015343	0.7188212560078311	0.8863990233116543	-0.16757776730382323	421	97	1.3281494300270653e-57	1.9523796621397861e-56	0.16757776730382323	hypomethylated	TSPAN18	chr11	44764715	44764717	+
cg00028507	0.3503990626391775	0.5175252304863684	-0.16712616784719092	421	97	5.2476096859159986e-45	4.62839174297791e-44	0.16712616784719092	hypomethylated		chr1	3001541	3001543	+
cg00025626	0.7772333503052627	0.6120191751067171	0.16521417519854564	421	97	2.3641704955674784e-41	1.9130260340279964e-40	0.16521417519854564	hypermethylated	KLHL30	chr2	238140750	238140752	+
cg00036976	0.6946098708200341	0.5309942973028753	0.16361557351715883	421	97	1.9386664024607546e-48	1.879015128538885e-47	0.16361557351715883	hypermethylated	GSE1	chr16	85309674	85309676	-
cg00000321	0.4171502845021155	0.25355431468216416	0.16359596981995134	421	97	2.2147001574690745e-50	2.382153096204541e-49	0.16359596981995134	hypermethylated	SFRP1	chr8	41310282	41310284	+
cg00035220	0.6594340256449631	0.8226238886515299	-0.1631898630065668	407	96	4.915688794144736e-36	3.2845738760876186e-35	0.1631898630065668	hypomethylated	PTPRN2	chr7	158405287	158405289	-
cg00034755	0.6668029930132868	0.8290218077984053	-0.16221881478511846	421	97	2.5827345986572456e-47	2.423374378740096e-46	0.16221881478511846	hypomethylated		chr22	50479931	50479933	+
cg00020474	0.27280880889530135	0.4348460718528512	-0.16203726295754983	421	97	6.628522337286708e-53	7.90048202903632e-52	0.16203726295754983	hypomethylated		chr1	8154902	8154904	-
cg00003994	0.24188391676226867	0.08023091935619865	0.16165299740607003	412	97	1.1131539973198648e-52	1.2918445074159485e-51	0.16165299740607003	hypermethylated	MEOX2	chr7	15686236	15686238	+
cg00027083	0.2095007092256161	0.048104359931552536	0.16139634929406355	421	97	2.353398043273555e-37	1.634407145013603e-36	0.16139634929406355	hypermethylated	EPB41L3	chr18	5543801	5543803	-
cg00007987	0.8595639770217859	0.6999079124214723	0.15965606460031356	421	97	2.1436989286930605e-22	9.046614617738179e-22	0.15965606460031356	hypermethylated	CCDC106,ZNF581	chr19	55645063	55645065	-
cg00035636	0.314443375322428	0.15505166397881262	0.15939171134361538	421	97	7.577555983805362e-26	3.6722002075364446e-25	0.15939171134361538	hypermethylated	LINC00539	chr13	21326451	21326453	-
cg00019082	0.7919671065450564	0.9510080396514577	-0.15904093310640133	421	97	6.559171510460542e-54	8.264556103180284e-53	0.15904093310640133	hypomethylated	SLC6A1,SLC6A1-AS1	chr3	11015813	11015815	-
cg00000165	0.37409349625485805	0.2161829812186105	0.15791051503624756	394	91	7.177508682914154e-36	4.724300491291257e-35	0.15791051503624756	hypermethylated		chr1	90729116	90729118	+
cg00001809	0.6457934164377969	0.803490156979905	-0.15769674054210814	421	97	1.7120631757197189e-82	5.592739707351082e-81	0.15769674054210814	hypomethylated		chr14	100687687	100687689	-
cg00018850	0.6822030203683036	0.8397547928328367	-0.1575517724645331	420	97	3.3824086549998993e-34	2.1935914953749348e-33	0.1575517724645331	hypomethylated		chr14	72600212	72600214	-
cg00009871	0.8306080145394151	0.6737708652142397	0.15683714932517545	421	97	1.0938283115527696e-44	9.552045255342007e-44	0.15683714932517545	hypermethylated	METTL21EP	chr13	102879909	102879911	+
cg00030627	0.6805021961058121	0.8369733672781089	-0.1564711711722968	421	97	9.324319075561294e-24	4.091566877932867e-23	0.1564711711722968	hypomethylated		chr10	130013340	130013342	+
cg00003578	0.6779877941285629	0.5218403216489812	0.15614747247958172	421	97	4.002089471573873e-77	1.1386590044929535e-75	0.15614747247958172	hypermethylated		chr1	12540502	12540504	+
cg00018866	0.7658924647739955	0.9210017096136034	-0.15510924483960786	420	97	1.5642775519825518e-44	1.339507573639428e-43	0.15510924483960786	hypomethylated	FAM170B,FAM170B-AS1	chr10	49135240	49135242	-
cg00019654	0.5806433987904744	0.4255920008609169	0.15505139792955752	415	95	3.2914836562370594e-21	1.3076975607212101e-20	0.15505139792955752	hypermethylated		chr14	81681944	81681946	+
cg00023185	0.1883708926674306	0.033442829073089916	0.1549280635943407	421	97	1.1693662980020685e-65	2.3440478973586916e-64	0.1549280635943407	hypermethylated	AC090136.3	chr8	64577381	64577383	+
cg00018184	0.6735487550567845	0.5189500789052433	0.15459867615154121	421	97	1.0032860788588339e-78	2.9496610718449716e-77	0.15459867615154121	hypermethylated	S100A3,S100A4	chr1	153547373	153547375	+
cg00014118	0.7084858004101099	0.5551859275581911	0.15329987285191882	421	97	1.9661885387957526e-33	1.2299136817147899e-32	0.15329987285191882	hypermethylated	CFAP74	chr1	2004121	2004123	-
cg00030807	0.750576909695562	0.9024975963474549	-0.15192068665189284	407	97	1.138278441298544e-53	1.4140304017257968e-52	0.15192068665189284	hypomethylated	AC019257.8,ARHGEF10	chr8	1837905	1837907	+
cg00016913	0.4880206545288376	0.3386844359722334	0.14933621855660417	421	97	7.42812337208412e-55	9.926673960876051e-54	0.14933621855660417	hypermethylated	PIPOX	chr17	29042873	29042875	+
cg00037186	0.28125471174009053	0.13192777535350053	0.14932693638659	421	97	6.414934893383474e-31	3.674008166210535e-30	0.14932693638659	hypermethylated	RRAD	chr16	66925498	66925500	-
cg00020052	0.20687683177957059	0.05776037629117671	0.14911645548839386	421	97	9.198783081427783e-55	1.2109442802715382e-53	0.14911645548839386	hypermethylated	CNRIP1	chr2	68319766	68319768	-
cg00039326	0.7900017388433004	0.6411164325216542	0.1488853063216462	417	92	4.0702269997082227e-32	2.4421361998249336e-31	0.1488853063216462	hypermethylated	TRAPPC3	chr1	36150243	36150245	-
cg00025981	0.18211163591036036	0.033429052411895435	0.14868258349846492	421	97	3.167592946277636e-53	3.880301359190104e-52	0.14868258349846492	hypermethylated	RGCC	chr13	41457144	41457146	-
cg00021855	0.40148643076844565	0.549028023002074	-0.14754159223362834	421	97	3.993715132058359e-42	3.3230724023353517e-41	0.14754159223362834	hypomethylated	PYCR3	chr8	143608785	143608787	-
cg00013899	0.9299148958256013	0.782514985074702	0.1473999107508993	421	97	4.0811936610209596e-40	3.130098094800423e-39	0.1473999107508993	hypermethylated	CACHD1	chr1	64526749	64526751	+
cg00030422	0.24111411124113902	0.0937720229945232	0.14734208824661582	421	97	3.1258680417268014e-47	2.9021216976874094e-46	0.14734208824661582	hypermethylated	DLEC1	chr3	38039212	38039214	-
cg00006090	0.7388018740421277	0.8839093561041845	-0.14510748206205681	209	73	1.389151629693725e-27	7.082264377976101e-27	0.14510748206205681	hypomethylated	PMFBP1	chr16	72172755	72172757	+
cg00031187	0.6883068673684308	0.5432508802905525	0.14505598707787837	421	97	6.902618083585654e-19	2.484942510090836e-18	0.14505598707787837	hypermethylated	LINC02387	chr12	31370062	31370064	+
cg00010078	0.7882665783662411	0.6433131031154358	0.14495347525080537	421	97	2.2347668307096508e-21	8.959383384935963e-21	0.14495347525080537	hypermethylated	SH3RF3	chr2	109350715	109350717	-
cg00004608	0.5779811831947743	0.4330521023150572	0.14492908087971712	421	97	4.82549182015843e-37	3.299289756108322e-36	0.14492908087971712	hypermethylated	TBPL1	chr6	133951324	133951326	+
cg00037223	0.7771934092469567	0.9199369764819587	-0.14274356723500203	421	97	1.0955019055239265e-46	1.0064923757001076e-45	0.14274356723500203	hypomethylated	AC009133.1,AC009133.5;MAZ;PRRT2	chr16	29810502	29810504	+
cg00002837	0.5500450860886347	0.40865601215165914	0.14138907393697553	420	97	6.027118438213326e-18	2.092881284450454e-17	0.14138907393697553	hypermethylated	AL139220.2	chr1	44047685	44047687	+
cg00007076	0.22088662915444998	0.3621489141405243	-0.14126228498607432	421	97	1.2233474313248567e-26	6.061755249598447e-26	0.14126228498607432	hypomethylated	AC009879.2,AC009879.4;RRS1;RRS1-AS1	chr8	66430364	66430366	-
cg00031708	0.5598215932234449	0.7010538946721971	-0.1412323014487522	421	97	4.57797475729222e-33	2.843502630937843e-32	0.1412323014487522	hypomethylated	FAM126A	chr7	23011741	23011743	+
cg00028014	0.6591569698056695	0.5179433984271551	0.14121357137851442	358	59	9.188007128330417e-14	2.656990913831944e-13	0.14121357137851442	hypermethylated	AOX3P-AOX2P,LINC01792	chr2	200736682	200736684	-
cg00031346	0.6474998110816592	0.7881851982824581	-0.14068538720079893	420	97	4.26829303268656e-31	2.4605453953134287e-30	0.14068538720079893	hypomethylated	FRMD1	chr6	168077838	168077840	-
cg00010742	0.37323412132972233	0.23368468651404747	0.13954943481567486	269	65	1.3503398051342113e-30	7.634613513643425e-30	0.13954943481567486	hypermethylated	BARHL2	chr1	90717431	90717433	-
cg00027570	0.7475298926943824	0.8854904961340206	-0.13796060343963823	420	97	1.3725453810248985e-32	8.465629552894829e-32	0.13796060343963823	hypomethylated	CD2	chr1	116764046	116764048	+
cg00021256	0.4276832707420947	0.2899686282443017	0.13771464249779303	421	97	1.6437751067177052e-18	5.799238576500064e-18	0.13771464249779303	hypermethylated	FEV,LINC00608	chr2	218983650	218983652	+
cg00021123	0.8923863209341597	0.7553699926002738	0.13701632833388588	421	97	7.955421142766066e-30	4.413007199949478e-29	0.13701632833388588	hypermethylated	CROCCP2	chr1	16618953	16618955	-
cg00028211	0.8692148332115558	0.7323153916225639	0.13689944158899192	417	93	2.0193577815514872e-09	4.711834823620137e-09	0.13689944158899192	hypermethylated		chr2	44801662	44801664	-
cg00021108	0.16325347610437388	0.026740059410173867	0.1365134166942	421	97	3.1960871136865694e-30	1.7841448318174394e-29	0.1365134166942	hypermethylated	RIN3	chr14	92513681	92513683	-
cg00036732	0.6632140968304632	0.5271186042077762	0.13609549262268694	421	97	3.50763041354688e-45	3.12497982297813e-44	0.13609549262268694	hypermethylated	LZTS2,PDZD7	chr10	101007749	101007751	+
