probe_id	tumor_mean_beta	normal_mean_beta	delta_beta	tumor_n	normal_n	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand
cg00034076	0.4206306882401067	0.138293698890922	0.2823369893491847	413	97	1.988991003609695e-75	5.482156453699222e-74	0.2823369893491847	hypermethylated	RALYL	chr8	84183801	84183803	-
cg00010853	0.7130618867420014	0.4344194290485788	0.27864245769342266	420	94	3.050105275502134e-31	1.793461901995255e-30	0.27864245769342266	hypermethylated	PPP1R18	chr6	30685389	30685391	-
cg00028935	0.3847651175818364	0.11500581760996396	0.2697592999718724	421	97	2.842420656291051e-94	1.3194815888677405e-92	0.2697592999718724	hypermethylated	ZIC1,ZIC4	chr3	147396618	147396620	+
cg00001747	0.30707551861035853	0.04047741840795143	0.2665981002024071	421	97	2.113276501078973e-73	5.648211739247436e-72	0.2665981002024071	hypermethylated	PANTR1	chr2	104843804	104843806	+
cg00040268	0.5746471196625408	0.30909337702485706	0.2655537426376837	421	97	2.791382577502481e-100	1.758571023826563e-98	0.2655537426376837	hypermethylated	HOXA-AS2,HOXA3	chr7	27113279	27113281	+
cg00018198	0.8363789538023307	0.573552121821138	0.2628268319811927	421	97	1.1029697797182848e-88	4.229649329180553e-87	0.2628268319811927	hypermethylated	CEP68	chr2	65070112	65070114	+
cg00008564	0.8062162059503043	0.5483851035435995	0.2578311024067048	421	96	3.2060246145760957e-46	2.885422153118486e-45	0.2578311024067048	hypermethylated	H2BC15	chr6	27862612	27862614	-
cg00037457	0.7937618445897046	0.5402552024605348	0.25350664212916973	421	97	9.337471212240783e-30	5.147281005747731e-29	0.25350664212916973	hypermethylated	TBX4	chr17	61454382	61454384	+
cg00030296	0.6630690477239831	0.4166602695111147	0.24640877821286844	421	97	5.893157478805266e-95	2.88764716461458e-93	0.24640877821286844	hypermethylated	SEPTIN9	chr17	77322649	77322651	+
cg00035000	0.4593520096044221	0.21752530520724267	0.2418267043971794	418	97	5.208837397461301e-50	5.469279267334366e-49	0.2418267043971794	hypermethylated	RUNX3	chr1	24928511	24928513	-
cg00032205	0.45410420832328163	0.21236803113799735	0.24173617718528428	421	97	1.5213326593933122e-63	2.795448761635211e-62	0.24173617718528428	hypermethylated	TSPYL5	chr8	97278143	97278145	-
cg00036299	0.34649946467402	0.10640258579463749	0.2400968788793825	397	91	3.480160254809798e-57	5.031969417610232e-56	0.2400968788793825	hypermethylated	GRIN2A	chr16	10183647	10183649	-
cg00022911	0.3056507971394373	0.06623812311703396	0.23941267402240335	421	97	2.905446057490384e-82	9.15215508109471e-81	0.23941267402240335	hypermethylated	AC138430.1,HAPLN4	chr19	19261582	19261584	-
cg00010445	0.5480619960612753	0.3133397053197487	0.23472229074152656	421	97	1.2001563597206248e-49	1.2308580340390595e-48	0.23472229074152656	hypermethylated	RFX1	chr19	13978817	13978819	+
cg00006081	0.5136485337644745	0.2837186203789465	0.22992991338552798	421	97	1.3855682032628124e-86	4.888284621111202e-85	0.22992991338552798	hypermethylated	HMX2	chr10	123149390	123149392	+
cg00023154	0.3480660264112604	0.12192139183123087	0.22614463458002954	421	97	1.6284791412803622e-86	5.524302317727997e-85	0.22614463458002954	hypermethylated	RNF220	chr1	44406790	44406792	+
cg00017271	0.8335388618523605	0.6185270093150974	0.21501185253726307	421	97	1.6979208227222933e-41	1.3866353385565394e-40	0.21501185253726307	hypermethylated	BIRC5	chr17	78224661	78224663	+
cg00026909	0.70012616991698	0.4957659437849715	0.20436022613200844	399	74	1.8139151240448427e-19	6.722156047930888e-19	0.20436022613200844	hypermethylated	DAB1	chr1	57623328	57623330	-
cg00009038	0.7001525443976395	0.5016871186875805	0.19846542571005898	421	97	7.061682390228565e-56	9.731881044033741e-55	0.19846542571005898	hypermethylated		chr2	131394593	131394595	+
cg00012238	0.3910737098017825	0.19299455591150233	0.1980791538902802	79	37	5.428886212391438e-11	1.3564525890451128e-10	0.1980791538902802	hypermethylated	CABYR	chr18	24138493	24138495	+
cg00003298	0.2202421355983707	0.022363564402786727	0.19787857119558397	421	97	4.494880978663596e-50	4.7764879797364955e-49	0.19787857119558397	hypermethylated	LHX5	chr12	113463404	113463406	+
cg00028135	0.6610559748923693	0.46427429828447164	0.1967816766078977	421	97	2.5629863749528583e-24	1.1652340117053717e-23	0.1967816766078977	hypermethylated	ZBTB20	chr3	114624825	114624827	-
cg00004257	0.39017022824754904	0.19645403719496454	0.1937161910525845	408	87	2.451629681765191e-41	1.965761253924453e-40	0.1937161910525845	hypermethylated	CSMD2	chr1	34163573	34163575	-
cg00036011	0.2714974047735581	0.07807361956724186	0.19342378520631626	421	97	7.349490936848323e-49	7.28342809696654e-48	0.19342378520631626	hypermethylated	H2BC10,H3C8	chr6	26271489	26271491	-
cg00015770	0.32082267271934384	0.12761449322258075	0.19320817949676308	421	97	3.9442860179121134e-60	6.212250478211579e-59	0.19320817949676308	hypermethylated	QRFPR	chr4	121380851	121380853	-
cg00008036	0.3356211247749963	0.14310366837019772	0.19251745640479856	421	97	1.3771801556595493e-71	3.282899722410061e-70	0.19251745640479856	hypermethylated	FAM163A	chr1	179742955	179742957	+
cg00018606	0.7249848644410629	0.5362246405218065	0.1887602239192564	421	97	3.1395112209512922e-27	1.5733232368630906e-26	0.1887602239192564	hypermethylated	CRYGD	chr2	208124700	208124702	-
cg00027114	0.8582334541085214	0.6715546440832394	0.18667881002528197	421	97	3.1424687177592342e-62	5.330110402045471e-61	0.18667881002528197	hypermethylated	LINC01448	chr7	42700886	42700888	-
cg00003305	0.4542422340029762	0.2680746793746948	0.18616755462828138	210	40	6.3929690980708e-20	2.3994037210631684e-19	0.18616755462828138	hypermethylated	AC005597.1	chr19	30224737	30224739	+
cg00003287	0.5128166579294091	0.32825460139009144	0.18456205653931768	421	97	3.424002337161284e-54	4.37676820489312e-53	0.18456205653931768	hypermethylated	AC119427.2,TNNT2	chr1	201377020	201377022	+
cg00011482	0.5115088601010429	0.3275789870429285	0.18392987305811442	421	97	4.2245708858100755e-57	6.009792776265301e-56	0.18392987305811442	hypermethylated	AL079303.1,PAX9	chr14	36659584	36659586	+
cg00032805	0.24949169385461512	0.06590083702323363	0.1835908568313815	421	97	3.2395881246843855e-92	1.360627012367442e-90	0.1835908568313815	hypermethylated	MARCHF1	chr4	164383320	164383322	-
cg00020991	0.4611915951683408	0.27888530062645983	0.18230629454188096	420	97	1.06557451573247e-38	7.703579695705234e-38	0.18230629454188096	hypermethylated	AC021151.1,CBR4	chr4	169009277	169009279	+
cg00026033	0.7131876820906324	0.5314188691758618	0.18176881291477065	421	97	9.776277916407252e-64	1.874495026580695e-62	0.18176881291477065	hypermethylated	IKZF4	chr12	56020705	56020707	-
cg00019759	0.6360340254323783	0.4547937924099952	0.18124023302238312	421	97	5.25505316078825e-32	3.1317276269021874e-31	0.18124023302238312	hypermethylated	AC092803.2	chr1	212514499	212514501	+
cg00009292	0.2557337527603548	0.0746410900784522	0.1810926626819026	421	97	6.2514689043069815e-62	1.0403387874714637e-60	0.1810926626819026	hypermethylated		chr1	50416409	50416411	-
cg00000363	0.35904053894187943	0.18312934010299212	0.1759111988388873	421	97	2.8470429475128253e-64	5.580204177125137e-63	0.1759111988388873	hypermethylated	AL133516.1,PGBD5	chr1	230425046	230425048	-
cg00014112	0.2979361563567028	0.12204715886066869	0.1758889974960341	421	97	1.4071243201647568e-44	1.2167486768483485e-43	0.1758889974960341	hypermethylated	GYPC	chr2	126655953	126655955	-
cg00002033	0.6349800454182749	0.4609754896655525	0.1740045557527224	421	97	1.4956328669216956e-33	9.490274738308888e-33	0.1740045557527224	hypermethylated	LRFN1	chr19	39307840	39307842	+
cg00025626	0.7772333503052627	0.6120191751067171	0.16521417519854564	421	97	2.3641704955674784e-41	1.9130260340279964e-40	0.16521417519854564	hypermethylated	KLHL30	chr2	238140750	238140752	+
cg00036976	0.6946098708200341	0.5309942973028753	0.16361557351715883	421	97	1.9386664024607546e-48	1.879015128538885e-47	0.16361557351715883	hypermethylated	GSE1	chr16	85309674	85309676	-
cg00000321	0.4171502845021155	0.25355431468216416	0.16359596981995134	421	97	2.2147001574690745e-50	2.382153096204541e-49	0.16359596981995134	hypermethylated	SFRP1	chr8	41310282	41310284	+
cg00003994	0.24188391676226867	0.08023091935619865	0.16165299740607003	412	97	1.1131539973198648e-52	1.2918445074159485e-51	0.16165299740607003	hypermethylated	MEOX2	chr7	15686236	15686238	+
cg00027083	0.2095007092256161	0.048104359931552536	0.16139634929406355	421	97	2.353398043273555e-37	1.634407145013603e-36	0.16139634929406355	hypermethylated	EPB41L3	chr18	5543801	5543803	-
cg00007987	0.8595639770217859	0.6999079124214723	0.15965606460031356	421	97	2.1436989286930605e-22	9.046614617738179e-22	0.15965606460031356	hypermethylated	CCDC106,ZNF581	chr19	55645063	55645065	-
cg00035636	0.314443375322428	0.15505166397881262	0.15939171134361538	421	97	7.577555983805362e-26	3.6722002075364446e-25	0.15939171134361538	hypermethylated	LINC00539	chr13	21326451	21326453	-
cg00000165	0.37409349625485805	0.2161829812186105	0.15791051503624756	394	91	7.177508682914154e-36	4.724300491291257e-35	0.15791051503624756	hypermethylated		chr1	90729116	90729118	+
cg00009871	0.8306080145394151	0.6737708652142397	0.15683714932517545	421	97	1.0938283115527696e-44	9.552045255342007e-44	0.15683714932517545	hypermethylated	METTL21EP	chr13	102879909	102879911	+
cg00003578	0.6779877941285629	0.5218403216489812	0.15614747247958172	421	97	4.002089471573873e-77	1.1386590044929535e-75	0.15614747247958172	hypermethylated		chr1	12540502	12540504	+
cg00019654	0.5806433987904744	0.4255920008609169	0.15505139792955752	415	95	3.2914836562370594e-21	1.3076975607212101e-20	0.15505139792955752	hypermethylated		chr14	81681944	81681946	+
cg00023185	0.1883708926674306	0.033442829073089916	0.1549280635943407	421	97	1.1693662980020685e-65	2.3440478973586916e-64	0.1549280635943407	hypermethylated	AC090136.3	chr8	64577381	64577383	+
cg00018184	0.6735487550567845	0.5189500789052433	0.15459867615154121	421	97	1.0032860788588339e-78	2.9496610718449716e-77	0.15459867615154121	hypermethylated	S100A3,S100A4	chr1	153547373	153547375	+
cg00014118	0.7084858004101099	0.5551859275581911	0.15329987285191882	421	97	1.9661885387957526e-33	1.2299136817147899e-32	0.15329987285191882	hypermethylated	CFAP74	chr1	2004121	2004123	-
cg00016913	0.4880206545288376	0.3386844359722334	0.14933621855660417	421	97	7.42812337208412e-55	9.926673960876051e-54	0.14933621855660417	hypermethylated	PIPOX	chr17	29042873	29042875	+
cg00037186	0.28125471174009053	0.13192777535350053	0.14932693638659	421	97	6.414934893383474e-31	3.674008166210535e-30	0.14932693638659	hypermethylated	RRAD	chr16	66925498	66925500	-
cg00020052	0.20687683177957059	0.05776037629117671	0.14911645548839386	421	97	9.198783081427783e-55	1.2109442802715382e-53	0.14911645548839386	hypermethylated	CNRIP1	chr2	68319766	68319768	-
cg00039326	0.7900017388433004	0.6411164325216542	0.1488853063216462	417	92	4.0702269997082227e-32	2.4421361998249336e-31	0.1488853063216462	hypermethylated	TRAPPC3	chr1	36150243	36150245	-
cg00025981	0.18211163591036036	0.033429052411895435	0.14868258349846492	421	97	3.167592946277636e-53	3.880301359190104e-52	0.14868258349846492	hypermethylated	RGCC	chr13	41457144	41457146	-
cg00013899	0.9299148958256013	0.782514985074702	0.1473999107508993	421	97	4.0811936610209596e-40	3.130098094800423e-39	0.1473999107508993	hypermethylated	CACHD1	chr1	64526749	64526751	+
cg00030422	0.24111411124113902	0.0937720229945232	0.14734208824661582	421	97	3.1258680417268014e-47	2.9021216976874094e-46	0.14734208824661582	hypermethylated	DLEC1	chr3	38039212	38039214	-
cg00031187	0.6883068673684308	0.5432508802905525	0.14505598707787837	421	97	6.902618083585654e-19	2.484942510090836e-18	0.14505598707787837	hypermethylated	LINC02387	chr12	31370062	31370064	+
cg00010078	0.7882665783662411	0.6433131031154358	0.14495347525080537	421	97	2.2347668307096508e-21	8.959383384935963e-21	0.14495347525080537	hypermethylated	SH3RF3	chr2	109350715	109350717	-
cg00004608	0.5779811831947743	0.4330521023150572	0.14492908087971712	421	97	4.82549182015843e-37	3.299289756108322e-36	0.14492908087971712	hypermethylated	TBPL1	chr6	133951324	133951326	+
cg00002837	0.5500450860886347	0.40865601215165914	0.14138907393697553	420	97	6.027118438213326e-18	2.092881284450454e-17	0.14138907393697553	hypermethylated	AL139220.2	chr1	44047685	44047687	+
cg00028014	0.6591569698056695	0.5179433984271551	0.14121357137851442	358	59	9.188007128330417e-14	2.656990913831944e-13	0.14121357137851442	hypermethylated	AOX3P-AOX2P,LINC01792	chr2	200736682	200736684	-
cg00010742	0.37323412132972233	0.23368468651404747	0.13954943481567486	269	65	1.3503398051342113e-30	7.634613513643425e-30	0.13954943481567486	hypermethylated	BARHL2	chr1	90717431	90717433	-
cg00021256	0.4276832707420947	0.2899686282443017	0.13771464249779303	421	97	1.6437751067177052e-18	5.799238576500064e-18	0.13771464249779303	hypermethylated	FEV,LINC00608	chr2	218983650	218983652	+
cg00021123	0.8923863209341597	0.7553699926002738	0.13701632833388588	421	97	7.955421142766066e-30	4.413007199949478e-29	0.13701632833388588	hypermethylated	CROCCP2	chr1	16618953	16618955	-
cg00028211	0.8692148332115558	0.7323153916225639	0.13689944158899192	417	93	2.0193577815514872e-09	4.711834823620137e-09	0.13689944158899192	hypermethylated		chr2	44801662	44801664	-
cg00021108	0.16325347610437388	0.026740059410173867	0.1365134166942	421	97	3.1960871136865694e-30	1.7841448318174394e-29	0.1365134166942	hypermethylated	RIN3	chr14	92513681	92513683	-
cg00036732	0.6632140968304632	0.5271186042077762	0.13609549262268694	421	97	3.50763041354688e-45	3.12497982297813e-44	0.13609549262268694	hypermethylated	LZTS2,PDZD7	chr10	101007749	101007751	+
cg00031162	0.7004592424333803	0.5645983194567493	0.135860922976631	421	97	2.8175473507689178e-28	1.4880699181905302e-27	0.135860922976631	hypermethylated	TNFSF12,TNFSF12-TNFSF13	chr17	7550059	7550061	+
cg00031105	0.585600538095216	0.4499329242509665	0.13566761384424947	421	97	5.20726441651936e-34	3.352414025817573e-33	0.13566761384424947	hypermethylated	RNY4P10,RXRB	chr6	33198339	33198341	+
cg00003625	0.7005921135039341	0.5655749212835253	0.13501719222040887	421	97	5.399148247407159e-20	2.0350635701765445e-19	0.13501719222040887	hypermethylated	WFIKKN2	chr17	50835181	50835183	+
cg00032246	0.2455267102021786	0.11125959809293452	0.13426711210924408	421	97	1.5225290793480354e-36	1.032977421526898e-35	0.13426711210924408	hypermethylated	AP2B1	chr17	35586933	35586935	-
cg00036664	0.2227153823381365	0.08920068839161667	0.13351469394651982	421	97	7.713667463791473e-53	9.071272937418771e-52	0.13351469394651982	hypermethylated		chr4	185017148	185017150	+
cg00025496	0.3919770455246337	0.25886305582892033	0.13311398969571336	418	97	1.2952644467766805e-15	4.065563138992997e-15	0.13311398969571336	hypermethylated	ABR	chr17	1154049	1154051	-
cg00038167	0.6342673403633462	0.5021270673299573	0.13214027303338893	421	97	2.737052332922162e-29	1.4810307715566546e-28	0.13214027303338893	hypermethylated	AC008878.2,MCOLN1;PNPLA6	chr19	7533551	7533553	-
cg00007644	0.27655018423628636	0.14802540454667867	0.12852477968960768	421	97	4.7409233580473126e-49	4.751698183861056e-48	0.12852477968960768	hypermethylated	SLC6A5	chr11	20601712	20601714	+
cg00029353	0.17233502893153393	0.04671829123246042	0.1256167376990735	421	95	1.0130241220657586e-40	7.90696704125663e-40	0.1256167376990735	hypermethylated	FIGNL2,FIGNL2-DT	chr12	51847256	51847258	+
cg00017826	0.7730323628405211	0.65080713488392	0.12222522795660118	421	97	3.68544448874058e-24	1.6669548918303546e-23	0.12222522795660118	hypermethylated		chr2	30422088	30422090	+
cg00008665	0.572279651487808	0.45137857653431057	0.12090107495349744	421	97	1.3076055773848997e-39	9.773797620792217e-39	0.12090107495349744	hypermethylated	POMGNT2	chr3	43105287	43105289	+
cg00029825	0.8344570712635466	0.7136079453930413	0.12084912587050534	421	97	5.949622653117481e-48	5.70387736961915e-47	0.12084912587050534	hypermethylated	AC026471.3,SLC5A2	chr16	31489117	31489119	+
cg00024280	0.17152999189290752	0.05270252031149324	0.11882747158141428	421	97	5.708262155629906e-43	4.794940210729121e-42	0.11882747158141428	hypermethylated		chr19	17390447	17390449	+
cg00005740	0.9017434983026413	0.7829964955647787	0.11874700273786265	420	96	1.5756110547245284e-17	5.3244787366553033e-17	0.11874700273786265	hypermethylated		chr13	23505278	23505280	+
cg00002646	0.8283575424955463	0.7098381593055332	0.1185193831900131	421	97	3.526738909077698e-31	2.059989217090417e-30	0.1185193831900131	hypermethylated	S100A5	chr1	153543025	153543027	+
cg00023174	0.7600564911034688	0.642556534600012	0.11749995650345679	418	97	3.4725778971005035e-17	1.1557787566953372e-16	0.11749995650345679	hypermethylated	AC022415.2,ZNF788P	chr19	12091570	12091572	+
cg00026362	0.8133908088303519	0.6972480852579334	0.1161427235724185	421	97	1.1964711915600766e-19	4.452690257198259e-19	0.1161427235724185	hypermethylated		chr6	43891003	43891005	-
cg00017461	0.6603474016710585	0.5492648881735261	0.1110825134975324	421	97	4.43760074417979e-36	2.987758668982118e-35	0.1110825134975324	hypermethylated	OSM	chr22	30267326	30267328	+
cg00021476	0.5167356658718082	0.40668908345330623	0.11004658241850196	421	97	1.6303335335184477e-24	7.489344669600369e-24	0.11004658241850196	hypermethylated	GSE1	chr16	85626608	85626610	+
cg00020390	0.9263609390077568	0.8168932727931701	0.1094676662145867	421	97	1.9454533539230797e-38	1.3950324050082572e-37	0.1094676662145867	hypermethylated	TRIM56	chr7	101084606	101084608	+
cg00022688	0.17038291876786113	0.06160645140815027	0.10877646735971086	421	97	9.438206630510494e-48	8.951073385064791e-47	0.10877646735971086	hypermethylated	ACSL5	chr10	112376252	112376254	+
cg00025647	0.15609561802372512	0.0494849706433483	0.10661064738037682	421	97	2.4230553621379796e-38	1.7234958301658855e-37	0.10661064738037682	hypermethylated	AC092957.1	chr3	147359339	147359341	-
cg00001261	0.5735392445906324	0.46784568078739125	0.10569356380324119	421	97	5.0049848775109086e-36	3.319095234559866e-35	0.10569356380324119	hypermethylated	AC025283.2	chr16	3413963	3413965	-
cg00017062	0.17566003142513176	0.0700539411957731	0.10560609022935866	421	97	2.870799431236052e-30	1.6127675785670052e-29	0.10560609022935866	hypermethylated		chr15	70377208	70377210	+
cg00018128	0.49948279591467487	0.395504823665029	0.10397797224964589	421	97	5.578946393565078e-07	1.1157892787130156e-06	0.10397797224964589	hypermethylated	TBR1	chr2	161419234	161419236	-
cg00030774	0.4009389990582319	0.2974146813461461	0.10352431771208576	421	97	4.011455378825293e-26	1.9765942145943625e-25	0.10352431771208576	hypermethylated	FAM189A1	chr15	29139939	29139941	+
cg00004429	0.8836577136839371	0.7806271425227529	0.10303057116118419	421	97	1.3401845244856455e-29	7.34188043848658e-29	0.10303057116118419	hypermethylated	AL590627.1,EHMT1	chr9	137786753	137786755	-
cg00031896	0.3878446746608707	0.28484061329635146	0.10300406136451923	421	97	1.5658249516607372e-62	2.7621152147295407e-61	0.10300406136451923	hypermethylated	KDM2B,KDM2B-DT	chr12	121582299	121582301	+
cg00027729	0.8332995779440692	0.7305168073201916	0.10278277062387753	421	97	6.763484772540625e-18	2.3393700272081694e-17	0.10278277062387753	hypermethylated	ITGAM	chr16	31274451	31274453	-
cg00038736	0.8241082053286446	0.7221544403390786	0.10195376498956599	421	97	7.073489608681819e-20	2.643566879176849e-19	0.10195376498956599	hypermethylated	AC005789.1,GGN	chr19	38386493	38386495	-
cg00025439	0.9106187748729735	0.8097043718610492	0.10091440301192434	266	63	1.4217682793318904e-05	2.673773182027137e-05	0.10091440301192434	hypermethylated		chr16	87822843	87822845	+
cg00030420	0.8664458721097461	0.7685791487546311	0.09786672335511504	421	97	1.872986456436062e-33	1.1799814675547192e-32	0.09786672335511504	hypermethylated	SLC25A2,TAF7	chr5	141304204	141304206	-
cg00014104	0.5448144095284598	0.44702407994221166	0.09779032958624817	420	97	1.5251774443138258e-21	6.142495460661161e-21	0.09779032958624817	hypermethylated	MAPK1	chr22	21866076	21866078	+
cg00005541	0.651128121056636	0.5537045665622986	0.09742355449433737	421	97	2.2385314617411857e-20	8.547120126648164e-20	0.09742355449433737	hypermethylated		chr12	132433276	132433278	+
cg00021762	0.8565631784905731	0.7594941129389498	0.09706906555162331	421	97	2.0144140812517992e-18	7.050449284381296e-18	0.09706906555162331	hypermethylated	AL050402.2	chr22	27436722	27436724	-
cg00015639	0.889572977170242	0.79254150390625	0.09703147326399197	421	97	5.102095773795595e-19	1.844282160855621e-18	0.09703147326399197	hypermethylated	NRL	chr14	24085329	24085331	+
cg00027400	0.24416551135835193	0.1472059721799241	0.09695953917842784	420	97	4.152719529781361e-44	3.5218256012184233e-43	0.09695953917842784	hypermethylated	AC016383.1,DCC	chr18	52340041	52340043	+
cg00030047	0.4696298268515254	0.3729796262131524	0.09665020063837299	421	97	7.194145330690453e-18	2.4786078834644453e-17	0.09665020063837299	hypermethylated	RNF207,RPL22	chr1	6208729	6208731	+
cg00004963	0.8565945659284071	0.7604761025340286	0.09611846339437846	421	97	3.317853335193764e-17	1.1084646369851895e-16	0.09611846339437846	hypermethylated	ADGB,KATNBL1P6	chr6	146803859	146803861	-
cg00001099	0.8530943954359042	0.7576389116110261	0.095455483824878	421	97	6.814816091715995e-14	1.9771933529254957e-13	0.095455483824878	hypermethylated	ATP6V0D2,PSKH2	chr8	86069323	86069325	-
cg00014289	0.25744371390162546	0.16217403411865233	0.09526967978297313	397	80	1.999645132409173e-23	8.688113333915718e-23	0.09526967978297313	hypermethylated		chr11	124839978	124839980	-
cg00004089	0.8475061267118839	0.7532859880899646	0.09422013862191925	421	97	4.896256776420586e-20	1.8534328226622134e-19	0.09422013862191925	hypermethylated	MXRA7	chr17	76682753	76682755	+
cg00026703	0.17603405297793573	0.08195933115851019	0.09407472181942554	421	97	2.172097576240675e-32	1.321234525685707e-31	0.09407472181942554	hypermethylated	NR2F2,NR2F2-AS1	chr15	96326800	96326802	+
cg00035197	0.813913956957022	0.7225974957967541	0.09131646116026781	421	97	1.8870857108991928e-32	1.1558399979257557e-31	0.09131646116026781	hypermethylated	CBFA2T3	chr16	88896577	88896579	-
cg00032879	0.7331294333849837	0.6419214464954495	0.09120798688953424	421	97	2.438967431086354e-19	8.926013585967486e-19	0.09120798688953424	hypermethylated	MORN1	chr1	2372824	2372826	+
cg00017970	0.3040941831901351	0.215818523131695	0.08827566005844009	421	97	1.4136852240712025e-29	7.696730664387658e-29	0.08827566005844009	hypermethylated	FAM110D	chr1	26161245	26161247	-
cg00005619	0.8552773808640143	0.7674827182415834	0.08779466262243085	421	97	1.782824866145386e-27	8.985437325372745e-27	0.08779466262243085	hypermethylated	FAM180B	chr11	47587169	47587171	+
cg00011740	0.16446373349144344	0.07676135879201987	0.08770237469942357	420	97	2.602758732891238e-22	1.0879778210474274e-21	0.08770237469942357	hypermethylated	CBLN1	chr16	49277991	49277993	-
cg00027669	0.6624431111750297	0.5747795104980469	0.08766360067698287	421	97	7.946897575539835e-24	3.504581830813068e-23	0.08766360067698287	hypermethylated	STAC2	chr17	39226445	39226447	+
cg00037856	0.5252970597155089	0.4383339259935462	0.08696313372196268	417	92	7.185701693573695e-10	1.7129159172248646e-09	0.08696313372196268	hypermethylated	KBTBD12,MGLL	chr3	127914783	127914785	-
cg00014168	0.7834097166808937	0.6976774549975837	0.08573226168330994	421	97	2.6381190038992954e-12	7.029670578366099e-12	0.08573226168330994	hypermethylated	ESPN	chr1	6451817	6451819	-
cg00011754	0.8653389031417013	0.7802062673667043	0.08513263577499697	421	97	4.497281806441017e-14	1.322200851093659e-13	0.08513263577499697	hypermethylated	GRIP2	chr3	14543280	14543282	-
cg00011203	0.2903362464451733	0.20606599394808112	0.08427025249709219	421	97	6.080168689073057e-24	2.694828534553988e-23	0.08427025249709219	hypermethylated	MIR34AHG	chr1	9199006	9199008	+
cg00036408	0.2001597799616068	0.11670497747567984	0.08345480248592696	321	65	2.018812600649661e-15	6.2476937325368454e-15	0.08345480248592696	hypermethylated	AC027601.5	chr17	81343040	81343042	+
cg00020649	0.10701949239626633	0.024565814696636396	0.08245367769962994	421	97	4.702499402616917e-25	2.217970306474931e-24	0.08245367769962994	hypermethylated	OCA2	chr15	28096415	28096417	-
cg00026290	0.6788719340344789	0.596911243556701	0.08196069047777788	421	97	3.288789526086015e-12	8.710847933957554e-12	0.08196069047777788	hypermethylated	AC084048.1,CLNK	chr4	10684929	10684931	-
cg00028336	0.8360165122569032	0.7541935714249758	0.08182294083192743	421	97	9.391690208753083e-13	2.5645420322353616e-12	0.08182294083192743	hypermethylated	SORBS2	chr4	185820633	185820635	-
