gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
AC015845.2	hypermethylated	1	1	0	cg06817490
AC016292.1	hypermethylated	1	1	0	cg06237543
AC016876.2	hypermethylated	1	1	0	cg00004421
AC018730.1	hypermethylated	1	1	0	cg19513834
AC020911.2	hypermethylated	1	1	0	cg02381279
AC022915.2	hypermethylated	1	1	0	cg20527270
AC025048.1	hypermethylated	1	1	0	cg20370678
AC026310.2	hypermethylated	1	1	0	cg20399616
AC026316.4	hypermethylated	2	2	0	cg05937737,cg21884231
AC026470.2	hypermethylated	1	1	0	cg27319917
AC026691.1	hypermethylated	1	1	0	cg15613420
AC026904.2	hypermethylated	1	1	0	cg20527270
AC037459.1	hypermethylated	1	1	0	cg01710189
AC051619.3	hypermethylated	2	2	0	cg18582992,cg24033558
AC055788.2	hypermethylated	1	1	0	cg22052659
AC068205.1	hypermethylated	2	2	0	cg01939477,cg14416371
AC068205.2	hypermethylated	2	2	0	cg01939477,cg14416371
AC072026.2	hypermethylated	2	2	0	cg00193200,cg18423935
AC087564.1	hypermethylated	1	1	0	cg01851378
AC090340.1	hypermethylated	1	1	0	cg15222899
AC090707.2	hypermethylated	1	1	0	cg02027945
AC091179.3	hypermethylated	1	1	0	cg12374721
AC091179.4	hypermethylated	1	1	0	cg12374721
AC092574.2	hypermethylated	1	1	0	cg06594404
AC092675.1	hypermethylated	1	1	0	cg21488538
AC092675.2	hypermethylated	1	1	0	cg21488538
AC092805.1	hypermethylated	1	1	0	cg11823511
AC092809.3	hypermethylated	2	2	0	cg10502231,cg17239057
AC097634.4	hypermethylated	1	1	0	cg01295782
AC105285.1	hypermethylated	1	1	0	cg11470941
AC112487.1	hypermethylated	1	1	0	cg23198707
AC112722.1	hypermethylated	1	1	0	cg15990090
AC123768.4	hypermethylated	1	1	0	cg12134633
AC130466.1	hypermethylated	1	1	0	cg03713642
AC138647.1	hypermethylated	1	1	0	cg18343437
AC243773.1	hypermethylated	1	1	0	cg19760241
AC244517.10	hypermethylated	2	2	0	cg11286063,cg18661205
AC244517.11	hypermethylated	2	2	0	cg11286063,cg18661205
AC245100.1	hypermethylated	1	1	0	cg25200152
AC245100.5	hypermethylated	1	1	0	cg25200152
ACSS1	hypermethylated	1	1	0	cg01116137
ACTA1	hypermethylated	1	1	0	cg11589139
ACTL6B	hypermethylated	1	1	0	cg24471254
ADAM5	hypermethylated	2	2	0	cg07387286,cg14742937
ADAMTS20	hypermethylated	1	1	0	cg19619405
ADCY4	hypermethylated	2	2	0	cg16215203,cg23179456
ADGRL4	hypermethylated	1	1	0	cg15084543
AF106564.1	hypermethylated	1	1	0	cg23290344
AHRR	hypermethylated	1	1	0	cg03604011
AKR1B1	hypermethylated	1	1	0	cg08167706
AL009179.2	hypermethylated	3	3	0	cg03161803,cg10903903,cg14558529
AL021808.1	hypermethylated	3	3	0	cg01518607,cg05422029,cg09513990
AL024498.2	hypermethylated	2	2	0	cg05452406,cg14000361
AL034348.1	hypermethylated	1	1	0	cg23997263
AL034417.2	hypermethylated	1	1	0	cg11426075
AL035078.4	hypermethylated	2	2	0	cg03405909,cg08364561
AL035448.1	hypermethylated	2	2	0	cg01444716,cg20981848
AL049637.1	hypermethylated	1	1	0	cg26560222
AL049692.2	hypermethylated	1	1	0	cg25247290
AL049692.4	hypermethylated	1	1	0	cg25247290
AL049777.1	hypermethylated	3	3	0	cg07489048,cg21195256,cg25078444
AL079303.1	hypermethylated	1	1	0	cg13023870
AL096814.2	hypermethylated	1	1	0	cg19653212
AL096870.1	hypermethylated	2	2	0	cg16215203,cg23179456
AL117335.1	hypermethylated	1	1	0	cg19256731
AL121758.1	hypermethylated	1	1	0	cg01235820
AL121932.2	hypermethylated	1	1	0	cg01735384
AL122058.1	hypermethylated	1	1	0	cg18759209
AL132857.1	hypermethylated	4	4	0	cg04224064,cg13023870,cg13980454,cg23906738
AL353604.1	hypermethylated	1	1	0	cg01765111
AL354833.1	hypermethylated	1	1	0	cg27485906
AL355481.1	hypermethylated	2	2	0	cg16727923,cg18789918
AL355835.1	hypermethylated	2	2	0	cg05057720,cg16404157
AL357497.1	hypermethylated	2	2	0	cg05452406,cg14000361
AL358613.3	hypermethylated	1	1	0	cg17538572
AL445209.1	hypermethylated	2	2	0	cg24221648,cg26132774
AL445288.1	hypermethylated	1	1	0	cg26444528
AL645929.2	hypermethylated	1	1	0	cg22425474
AL713999.2	hypermethylated	1	1	0	cg15497761
ALX1	hypermethylated	1	1	0	cg13916459
ANK2	hypermethylated	1	1	0	cg07328688
ANKRD34C-AS1	hypermethylated	1	1	0	cg00722320
ARHGAP23	hypermethylated	1	1	0	cg03930313
ARHGAP24	hypermethylated	1	1	0	cg05688618
ARHGEF7	hypermethylated	1	1	0	cg27485596
ARL6IP5	hypermethylated	1	1	0	cg18156592
ASIC2	hypermethylated	1	1	0	cg24613080
ATXN8OS	hypermethylated	1	1	0	cg20523861
BABAM2	hypermethylated	1	1	0	cg11906781
BARHL2	hypermethylated	3	3	0	cg01921432,cg11823511,cg18322569
BCAT1	hypermethylated	1	1	0	cg20399616
BMP7	hypermethylated	1	1	0	cg18759209
BTBD3	hypermethylated	2	2	0	cg01444716,cg20981848
BX248415.1	hypermethylated	1	1	0	cg00564737
BX284613.2	hypermethylated	1	1	0	cg05376227
C10orf53	hypermethylated	1	1	0	cg09233392
C12orf42	hypermethylated	1	1	0	cg27663938
C14orf39	hypermethylated	4	4	0	cg13019491,cg13539545,cg21026830,cg23989821
C17orf64	hypermethylated	1	1	0	cg12788108
C1orf94	hypermethylated	1	1	0	cg16348470
CA3	hypermethylated	2	2	0	cg05355225,cg18674980
CACNG7	hypermethylated	1	1	0	cg08393317
CACNG8	hypermethylated	1	1	0	cg17780246
CALN1	hypermethylated	1	1	0	cg17239236
CBLN4	hypermethylated	1	1	0	cg27563985
CCDC140	hypermethylated	1	1	0	cg18077971
CCDC181	hypermethylated	7	7	0	cg00002719,cg08047907,cg08104202,cg16998150,cg23818870,cg24808280,cg25464921
CCDC184	hypermethylated	1	1	0	cg15959252
CCDC8	hypermethylated	1	1	0	cg03576469
CD9	hypermethylated	1	1	0	cg22222281
CERKL	hypermethylated	1	1	0	cg22976218
CFAP97D2	hypermethylated	1	1	0	cg01973456
CFH	hypermethylated	1	1	0	cg23557926
CFTR	hypermethylated	2	2	0	cg00735923,cg09626894
CHD6	hypermethylated	1	1	0	cg14276730
CLDN10	hypermethylated	1	1	0	cg25032595
CLEC14A	hypermethylated	2	2	0	cg05057720,cg16404157
CLTA	hypermethylated	1	1	0	cg25813936
CNGA3	hypermethylated	1	1	0	cg21488538
COL11A1	hypermethylated	1	1	0	cg03520644
CPT2	hypermethylated	1	1	0	cg13863396
CPXM1	hypermethylated	1	1	0	cg07113642
CRPPA	hypermethylated	1	1	0	cg06126713
CRYAB	hypermethylated	1	1	0	cg11694519
CRYGD	hypermethylated	1	1	0	cg22399133
CRYM	hypermethylated	1	1	0	cg16596604
CSGALNACT1	hypermethylated	1	1	0	cg15232539
CSMD3	hypermethylated	1	1	0	cg22052659
CUL1	hypermethylated	1	1	0	cg03789645
CUX1	hypermethylated	2	2	0	cg06173663,cg06471596
CYP26A1	hypermethylated	1	1	0	cg17538572
CYP2C23P	hypermethylated	2	2	0	cg03679755,cg18267049
CYTL1	hypermethylated	1	1	0	cg06007271
DBX1	hypermethylated	1	1	0	cg13445796
DCDC2C	hypermethylated	1	1	0	cg11857704
DCLK3	hypermethylated	1	1	0	cg24144083
DEGS1	hypermethylated	2	2	0	cg10502231,cg17239057
DLEU1	hypermethylated	1	1	0	cg17241776
DLEU7	hypermethylated	1	1	0	cg17241776
DLK1	hypermethylated	1	1	0	cg10528576
DMRTA2	hypermethylated	2	2	0	cg23097402,cg26560222
DNAAF3	hypermethylated	1	1	0	cg18417954
DNAH1	hypermethylated	1	1	0	cg22084642
DNAJB1	hypermethylated	1	1	0	cg23690893
DNM3	hypermethylated	3	3	0	cg04399751,cg17154724,cg27429080
DOCK2	hypermethylated	1	1	0	cg08862890
DPP6	hypermethylated	4	4	0	cg03532926,cg06495961,cg14523847,cg27032232
DPYS	hypermethylated	1	1	0	cg16419441
DRGX	hypermethylated	1	1	0	cg04425920
EGFL6	hypermethylated	1	1	0	cg00650640
EIF3I	hypermethylated	1	1	0	cg02830936
EIF4A1	hypermethylated	1	1	0	cg00004421
EIF4E3	hypermethylated	1	1	0	cg01295782
ENPP2	hypermethylated	4	4	0	cg02534163,cg02709432,cg06998282,cg14409958
EOGT	hypermethylated	1	1	0	cg20743134
EPHA10	hypermethylated	1	1	0	cg21306240
EPHX3	hypermethylated	1	1	0	cg26010734
ERBB4	hypermethylated	1	1	0	cg14931118
ERC1	hypermethylated	1	1	0	cg21648069
ERRFI1	hypermethylated	1	1	0	cg11426075
ESRRG	hypermethylated	1	1	0	cg09106903
EVX1	hypermethylated	1	1	0	cg15564098
EVX1-AS	hypermethylated	1	1	0	cg15564098
EYA1	hypermethylated	1	1	0	cg20386316
FAM118A	hypermethylated	1	1	0	cg06315390
FAM238C	hypermethylated	1	1	0	cg09084462
FBN2	hypermethylated	1	1	0	cg27223047
FERD3L	hypermethylated	1	1	0	cg25691167
FEV	hypermethylated	1	1	0	cg00082219
FEZF1	hypermethylated	1	1	0	cg02644510
FEZF1-AS1	hypermethylated	1	1	0	cg02644510
FEZF2	hypermethylated	1	1	0	cg20072171
FGD4	hypermethylated	1	1	0	cg19540425
FGF19	hypermethylated	1	1	0	cg11207763
FMN2	hypermethylated	1	1	0	cg15031661
FMO6P	hypermethylated	1	1	0	cg05376227
FNDC3B	hypermethylated	1	1	0	cg17797940
FOXA2	hypermethylated	1	1	0	cg16963144
FOXD3	hypermethylated	1	1	0	cg18279094
FOXD3-AS1	hypermethylated	1	1	0	cg18279094
FOXE3	hypermethylated	1	1	0	cg22796507
FOXG1	hypermethylated	2	2	0	cg07489048,cg25078444
FOXG1-AS1	hypermethylated	1	1	0	cg25078444
FOXQ1	hypermethylated	1	1	0	cg26422161
FSD1	hypermethylated	2	2	0	cg25902889,cg26354493
FUT9	hypermethylated	1	1	0	cg23997263
GABRA1	hypermethylated	1	1	0	cg26597242
GABRG2	hypermethylated	1	1	0	cg03886192
GAL3ST3	hypermethylated	2	2	0	cg14780632,cg24960947
GALR1	hypermethylated	2	2	0	cg03502002,cg04534765
GCK	hypermethylated	1	1	0	cg13476133
GCM2	hypermethylated	2	2	0	cg05452406,cg14000361
GNE	hypermethylated	1	1	0	cg25813936
GNG4	hypermethylated	2	2	0	cg02780849,cg17816394
GPRC5B	hypermethylated	1	1	0	cg07519235
GRM1	hypermethylated	1	1	0	cg08958294
GRM6	hypermethylated	1	1	0	cg00582971
GUCA1A	hypermethylated	1	1	0	cg19653212
H1-1	hypermethylated	1	1	0	cg07816556
H2BU2P	hypermethylated	1	1	0	cg26911220
HCG9	hypermethylated	1	1	0	cg04109898
HCK	hypermethylated	2	2	0	cg17326769,cg17508991
HJV	hypermethylated	1	1	0	cg19624849
HK1	hypermethylated	1	1	0	cg16536855
HMGA2	hypermethylated	1	1	0	cg00865774
HOOK2	hypermethylated	1	1	0	cg08305551
HOTAIRM1	hypermethylated	2	2	0	cg00106345,cg17485838
HOXA9	hypermethylated	1	1	0	cg12600174
HOXC4	hypermethylated	1	1	0	cg16370398
HOXD-AS2	hypermethylated	2	2	0	cg05167251,cg09238180
HOXD8	hypermethylated	1	1	0	cg09238180
HOXD9	hypermethylated	1	1	0	cg05167251
HPCAL4	hypermethylated	1	1	0	cg18438793
HSPB2	hypermethylated	1	1	0	cg11694519
HSPB2-C11orf52	hypermethylated	1	1	0	cg11694519
HSPB6	hypermethylated	1	1	0	cg14120049
HTR6	hypermethylated	1	1	0	cg27549720
IGLON5	hypermethylated	1	1	0	cg15985184
IHO1	hypermethylated	1	1	0	cg12468774
IL17REL	hypermethylated	1	1	0	cg14913695
ISLR	hypermethylated	1	1	0	cg15480336
ITIH5	hypermethylated	1	1	0	cg10119075
ITPKA	hypermethylated	1	1	0	cg08680048
ITPRIPL1	hypermethylated	1	1	0	cg05497345
IZUMO2	hypermethylated	1	1	0	cg10374084
JAK1	hypermethylated	1	1	0	cg11743000
JCHAIN	hypermethylated	1	1	0	cg17075352
KCNC3	hypermethylated	1	1	0	cg13670833
KIF5C	hypermethylated	1	1	0	cg19053239
KIF5C-AS1	hypermethylated	1	1	0	cg19053239
KLHDC7B	hypermethylated	1	1	0	cg07600533
KLHDC8A	hypermethylated	1	1	0	cg08159989
KLHL1	hypermethylated	1	1	0	cg20523861
KLHL29	hypermethylated	1	1	0	cg02338778
KRTCAP2	hypermethylated	1	1	0	cg15497761
L1TD1	hypermethylated	1	1	0	cg23049458
LEP	hypermethylated	1	1	0	cg00840332
LHX1	hypermethylated	1	1	0	cg19760241
LHX4	hypermethylated	1	1	0	cg09671258
LHX5-AS1	hypermethylated	1	1	0	cg09887059
LHX8	hypermethylated	1	1	0	cg08146483
LHX9	hypermethylated	2	2	0	cg04868078,cg08883223
LIFR	hypermethylated	1	1	0	cg26690648
LIN28B	hypermethylated	2	2	0	cg03738025,cg23746497
LIN28B-AS1	hypermethylated	2	2	0	cg03738025,cg23746497
LINC00237	hypermethylated	1	1	0	cg25881804
LINC00461	hypermethylated	2	2	0	cg06958563,cg24804195
LINC00608	hypermethylated	1	1	0	cg00082219
LINC00682	hypermethylated	1	1	0	cg17231999
LINC01138	hypermethylated	1	1	0	cg25200152
LINC01414	hypermethylated	1	1	0	cg15316843
LINC01551	hypermethylated	1	1	0	cg21195256
LINC01833	hypermethylated	1	1	0	cg22884656
LINC02376	hypermethylated	1	1	0	cg23900203
LINC02384	hypermethylated	1	1	0	cg11799593
LMF1	hypermethylated	1	1	0	cg09664373
LNCDAT	hypermethylated	1	1	0	cg06463958
LOXL1	hypermethylated	1	1	0	cg10974980
LRP2BP	hypermethylated	1	1	0	cg15990090
LRRC28	hypermethylated	1	1	0	cg02467858
LTBP2	hypermethylated	1	1	0	cg27317046
MACF1	hypermethylated	2	2	0	cg11676353,cg20286956
MACROH2A1	hypermethylated	1	1	0	cg15613420
MAF	hypermethylated	1	1	0	cg04317962
MAGI1	hypermethylated	1	1	0	cg02090033
MAML3	hypermethylated	1	1	0	cg00875805
MAP3K8	hypermethylated	1	1	0	cg25182066
MAST1	hypermethylated	1	1	0	cg08305551
MATN2	hypermethylated	1	1	0	cg14088921
MATR3	hypermethylated	1	1	0	cg17668981
MCF2L	hypermethylated	1	1	0	cg20248056
MDGA1	hypermethylated	1	1	0	cg00807871
MEF2C-AS2	hypermethylated	2	2	0	cg01764252,cg06958563
METTL21A	hypermethylated	1	1	0	cg19997502
MGST2	hypermethylated	1	1	0	cg00875805
MIDEAS	hypermethylated	1	1	0	cg13158272
MIR124-2	hypermethylated	1	1	0	cg07792478
MIR124-2HG	hypermethylated	1	1	0	cg07792478
MIR129-2	hypermethylated	2	2	0	cg01939477,cg14416371
MIR181C	hypermethylated	1	1	0	cg06855983
MIR181D	hypermethylated	1	1	0	cg06855983
MIR184	hypermethylated	1	1	0	cg00722320
MIR3649	hypermethylated	1	1	0	cg05227549
MIR663A	hypermethylated	4	4	0	cg04150495,cg08304190,cg10715092,cg20395967
MIR663AHG	hypermethylated	5	5	0	cg01408508,cg04150495,cg08304190,cg10715092,cg20395967
MMP9	hypermethylated	1	1	0	cg26132320
MPZ	hypermethylated	2	2	0	cg10896862,cg13210580
MRPL33	hypermethylated	1	1	0	cg11906781
MRPL44	hypermethylated	1	1	0	cg11268834
MSI2	hypermethylated	1	1	0	cg03233624
MTMR9LP	hypermethylated	1	1	0	cg02830936
MXRA7	hypermethylated	1	1	0	cg13387113
N4BP1	hypermethylated	1	1	0	cg27319917
NANOS3	hypermethylated	1	1	0	cg06855983
NCALD	hypermethylated	1	1	0	cg00680551
NCOR2	hypermethylated	1	1	0	cg00765705
NECAB2	hypermethylated	1	1	0	cg21405799
NEFM	hypermethylated	1	1	0	cg23290344
NES	hypermethylated	1	1	0	cg06355129
NEUROD1	hypermethylated	1	1	0	cg22976218
NID2	hypermethylated	1	1	0	cg04701034
NKAPL	hypermethylated	3	3	0	cg01031101,cg17384889,cg18675097
NKX2-1	hypermethylated	2	2	0	cg13980454,cg23906738
NKX2-1-AS1	hypermethylated	1	1	0	cg23906738
NKX3-2	hypermethylated	1	1	0	cg19852958
NPAS4	hypermethylated	1	1	0	cg14699728
NPTX2	hypermethylated	2	2	0	cg08315202,cg18952796
NR1H2	hypermethylated	1	1	0	cg13670833
NR1I2	hypermethylated	1	1	0	cg12702981
NRSN1	hypermethylated	1	1	0	cg08908855
NRXN2	hypermethylated	2	2	0	cg10940462,cg27466845
NXPH1	hypermethylated	4	4	0	cg06335867,cg08604097,cg10443049,cg23075337
OBI1-AS1	hypermethylated	2	2	0	cg24221648,cg26132774
OLIG3	hypermethylated	1	1	0	cg01972751
ONECUT2	hypermethylated	1	1	0	cg25547580
OR2I1P	hypermethylated	1	1	0	cg20034792
OTP	hypermethylated	1	1	0	cg26365545
OTX1	hypermethylated	3	3	0	cg07974511,cg10122865,cg21472506
OTX2	hypermethylated	4	4	0	cg09624466,cg13023623,cg21039708,cg25092838
OTX2-AS1	hypermethylated	3	3	0	cg09624466,cg21039708,cg25092838
PANTR1	hypermethylated	2	2	0	cg08189989,cg19513834
PAUPAR	hypermethylated	2	2	0	cg03405909,cg08364561
PAX3	hypermethylated	1	1	0	cg18077971
PAX6	hypermethylated	3	3	0	cg11827910,cg16865446,cg20014398
PCDH17	hypermethylated	1	1	0	cg26444528
PCDHB18P	hypermethylated	2	2	0	cg11286063,cg18661205
PCDHGA1	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA10	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA11	hypermethylated	3	3	0	cg07489502,cg09639151,cg23244790
PCDHGA12	hypermethylated	3	3	0	cg07489502,cg09639151,cg23244790
PCDHGA2	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA3	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA4	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA5	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA6	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA7	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA8	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGA9	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGB1	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGB2	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGB3	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGB4	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGB5	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGB6	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PCDHGB7	hypermethylated	4	4	0	cg02707176,cg07489502,cg09639151,cg23244790
PDCD6-AHRR	hypermethylated	1	1	0	cg03604011
PDE4C	hypermethylated	1	1	0	cg15215348
PDLIM2	hypermethylated	1	1	0	cg01710189
PDP1	hypermethylated	1	1	0	cg10558233
PDX1	hypermethylated	1	1	0	cg26299169
PELI2	hypermethylated	1	1	0	cg11121623
PFN3	hypermethylated	1	1	0	cg06847624
PGLYRP2	hypermethylated	3	3	0	cg07931411,cg16206460,cg18652900
PHACTR2	hypermethylated	1	1	0	cg11157127
PIK3CA	hypermethylated	1	1	0	cg14553895
PITX2	hypermethylated	1	1	0	cg05835105
POLR1D	hypermethylated	1	1	0	cg13799919
POU3F3	hypermethylated	1	1	0	cg19513834
POU4F2	hypermethylated	1	1	0	cg06083330
PPP1R12C	hypermethylated	1	1	0	cg02474116
PRAC1	hypermethylated	1	1	0	cg12374721
PRAC2	hypermethylated	1	1	0	cg12374721
PRDM13	hypermethylated	3	3	0	cg04974062,cg17302155,cg18924324
PRKAR1B	hypermethylated	1	1	0	cg23605961
PRKCB	hypermethylated	2	2	0	cg03217795,cg03306374
PRKCE	hypermethylated	1	1	0	cg12598524
PRRT1	hypermethylated	1	1	0	cg14644001
PRRX1	hypermethylated	2	2	0	cg07149609,cg23089825
PTPRN	hypermethylated	1	1	0	cg03970036
PXK	hypermethylated	1	1	0	cg09627520
RARRES2	hypermethylated	1	1	0	cg27494647
RASGEF1A	hypermethylated	1	1	0	cg12451631
RBMS1	hypermethylated	1	1	0	cg00314029
RFX1	hypermethylated	1	1	0	cg06905453
RGS17	hypermethylated	1	1	0	cg17264670
RGS6	hypermethylated	1	1	0	cg05111779
RNA5SP243	hypermethylated	1	1	0	cg13248778
RNA5SP77	hypermethylated	2	2	0	cg14789818,cg20699586
RNF220	hypermethylated	1	1	0	cg10224098
RPSAP52	hypermethylated	1	1	0	cg00865774
RPTOR	hypermethylated	1	1	0	cg04191427
RTN4RL1	hypermethylated	1	1	0	cg14769786
RYR2	hypermethylated	1	1	0	cg07790615
SALL2	hypermethylated	1	1	0	cg00800229
SATB2	hypermethylated	1	1	0	cg10168149
SATB2-AS1	hypermethylated	1	1	0	cg10168149
SCAMP5	hypermethylated	1	1	0	cg21523564
SCDP1	hypermethylated	1	1	0	cg02058408
SCG5	hypermethylated	1	1	0	cg12134633
SCGB1B2P	hypermethylated	1	1	0	cg23200020
SCRT2	hypermethylated	1	1	0	cg01235820
SELENOW	hypermethylated	1	1	0	cg07953015
SEMA4A	hypermethylated	1	1	0	cg21996227
SENP3	hypermethylated	1	1	0	cg00004421
SENP3-EIF4A1	hypermethylated	1	1	0	cg00004421
SEZ6L2	hypermethylated	1	1	0	cg27267227
SFRP2	hypermethylated	1	1	0	cg05164933
SFT2D2	hypermethylated	1	1	0	cg12427162
SFTA3	hypermethylated	2	2	0	cg13980454,cg23906738
SHE	hypermethylated	1	1	0	cg18081940
SHF	hypermethylated	2	2	0	cg18582992,cg24033558
SIL1	hypermethylated	1	1	0	cg17668981
SIM1	hypermethylated	3	3	0	cg04927931,cg21063722,cg27252696
SIRPA	hypermethylated	1	1	0	cg19256731
SIX1	hypermethylated	1	1	0	cg15425541
SIX3	hypermethylated	1	1	0	cg08696165
SIX6	hypermethylated	1	1	0	cg13019491
SKI	hypermethylated	1	1	0	cg12483545
SLC27A6	hypermethylated	1	1	0	cg27223047
SLC35D1	hypermethylated	1	1	0	cg23015917
SLC38A4	hypermethylated	1	1	0	cg11146691
SLC4A10	hypermethylated	1	1	0	cg23161999
SLC6A3	hypermethylated	2	2	0	cg14502484,cg16703956
SLC7A14	hypermethylated	2	2	0	cg05937737,cg21884231
SLC7A14-AS1	hypermethylated	2	2	0	cg05937737,cg21884231
SLITRK1	hypermethylated	2	2	0	cg16727923,cg18789918
SLITRK3	hypermethylated	1	1	0	cg25831075
SMG6	hypermethylated	1	1	0	cg17648080
SNHG4	hypermethylated	1	1	0	cg17668981
SOSTDC1	hypermethylated	1	1	0	cg06126713
SOX1	hypermethylated	2	2	0	cg16705627,cg24604013
SOX1-OT	hypermethylated	2	2	0	cg16705627,cg24604013
SOX2-OT	hypermethylated	4	4	0	cg02650401,cg05513806,cg11324832,cg13294849
SPRY2	hypermethylated	1	1	0	cg22369786
SPTBN4	hypermethylated	2	2	0	cg07515422,cg22498143
SRGAP3	hypermethylated	1	1	0	cg00907288
SSH1	hypermethylated	1	1	0	cg19256314
SSPOP	hypermethylated	1	1	0	cg07703462
SST	hypermethylated	1	1	0	cg02164046
SSTR1	hypermethylated	1	1	0	cg23248887
ST8SIA3	hypermethylated	2	2	0	cg03614193,cg13096208
STAP2	hypermethylated	1	1	0	cg24294041
STXBP5L	hypermethylated	2	2	0	cg00193200,cg18423935
SYCP1	hypermethylated	1	1	0	cg10440578
SYNPO2L	hypermethylated	2	2	0	cg12317414,cg17723653
TAC1	hypermethylated	2	2	0	cg16288089,cg17437939
TAL1	hypermethylated	1	1	0	cg25764899
TAMALIN	hypermethylated	1	1	0	cg00817367
TBCD	hypermethylated	1	1	0	cg18121066
TBR1	hypermethylated	1	1	0	cg26210445
TBX15	hypermethylated	1	1	0	cg02177231
TBX20	hypermethylated	1	1	0	cg18011916
TBXT	hypermethylated	1	1	0	cg06463958
TCF20	hypermethylated	1	1	0	cg01324372
TCTEX1D1	hypermethylated	1	1	0	cg25339566
TDRD10	hypermethylated	1	1	0	cg18081940
TECR	hypermethylated	1	1	0	cg23690893
TET3	hypermethylated	1	1	0	cg14702570
TGFB2	hypermethylated	1	1	0	cg07810039
TGFBR3	hypermethylated	1	1	0	cg21116284
THSD1	hypermethylated	1	1	0	cg26493224
TIMP2	hypermethylated	1	1	0	cg05306745
TLX1	hypermethylated	1	1	0	cg14861089
TMEM145	hypermethylated	1	1	0	cg11957331
TMEM196	hypermethylated	1	1	0	cg04111071
TMIGD3	hypermethylated	1	1	0	cg14669379
TNFRSF19	hypermethylated	1	1	0	cg11082691
TNR	hypermethylated	1	1	0	cg24932457
