gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
H2BU2P	hypermethylated	2	2	0	cg20411935,cg23239574
HCG9	hypermethylated	1	1	0	cg04109898
HCK	hypermethylated	2	2	0	cg17326769,cg17508991
HLA-DPA1	hypermethylated	5	5	0	cg02692313,cg06437840,cg09234582,cg19990651,cg26645432
HLA-DPB1	hypermethylated	5	5	0	cg02692313,cg06437840,cg09234582,cg19990651,cg26645432
HNRNPLP2	hypermethylated	1	1	0	cg12485185
HOTAIRM1	hypermethylated	2	2	0	cg00106345,cg17485838
HOXA2	hypermethylated	1	1	0	cg02803819
HOXB-AS4	hypermethylated	1	1	0	cg23690166
HOXB13	hypermethylated	1	1	0	cg21865150
HOXB7	hypermethylated	1	1	0	cg23690166
HOXC4	hypermethylated	1	1	0	cg16370398
HOXD10	hypermethylated	1	1	0	cg10364040
HOXD12	hypermethylated	3	3	0	cg01405040,cg02694427,cg03964958
HOXD13	hypermethylated	1	1	0	cg07802350
HPCAL4	hypermethylated	1	1	0	cg18438793
HSF1	hypermethylated	1	1	0	cg06546677
HTR1A	hypermethylated	1	1	0	cg27615388
HTR1B	hypermethylated	1	1	0	cg15368905
IFNL4P1	hypermethylated	1	1	0	cg01496199
IHO1	hypermethylated	1	1	0	cg12468774
INSRR	hypermethylated	1	1	0	cg13574390
JARID2	hypermethylated	1	1	0	cg00412851
KCNC2	hypermethylated	3	3	0	cg10148473,cg17203063,cg26074603
KCNQ4	hypermethylated	2	2	0	cg11386025,cg19276343
KCP	hypermethylated	1	1	0	cg07293445
KCTD16	hypermethylated	1	1	0	cg15955522
KIF28P	hypermethylated	1	1	0	cg03596016
KLC1	hypermethylated	1	1	0	cg18984103
KLHDC8A	hypermethylated	1	1	0	cg08159989
KLHL1	hypermethylated	1	1	0	cg20523861
KLHL29	hypermethylated	2	2	0	cg02338778,cg14067761
KLHL33	hypermethylated	1	1	0	cg02852670
L1TD1	hypermethylated	1	1	0	cg23049458
LHX1	hypermethylated	2	2	0	cg19760241,cg20950167
LHX5-AS1	hypermethylated	2	2	0	cg09338032,cg09887059
LHX8	hypermethylated	1	1	0	cg26688527
LHX9	hypermethylated	4	4	0	cg04868078,cg08128826,cg08610862,cg08883223
LIN28B	hypermethylated	5	5	0	cg02829743,cg03738025,cg17885226,cg22620090,cg23746497
LIN28B-AS1	hypermethylated	3	3	0	cg03738025,cg17885226,cg23746497
LINC00261	hypermethylated	1	1	0	cg15058464
LINC00461	hypermethylated	2	2	0	cg18318649,cg24804195
LINC00682	hypermethylated	2	2	0	cg01871214,cg17231999
LINC00943	hypermethylated	1	1	0	cg14885748
LINC01081	hypermethylated	1	1	0	cg26650638
LINC01097	hypermethylated	3	3	0	cg05710540,cg17922359,cg25781755
LINC01138	hypermethylated	1	1	0	cg25200152
LINC01341	hypermethylated	1	1	0	cg03596016
LINC01414	hypermethylated	4	4	0	cg05210266,cg15316843,cg15715477,cg18249580
LINC01475	hypermethylated	2	2	0	cg02798576,cg19103219
LINC01551	hypermethylated	1	1	0	cg21195256
LINC01798	hypermethylated	1	1	0	cg22827063
LINC01833	hypermethylated	2	2	0	cg03714619,cg22884656
LINC02135	hypermethylated	1	1	0	cg26650638
LINC02376	hypermethylated	1	1	0	cg23900203
LNCDAT	hypermethylated	1	1	0	cg06463958
LPAR6	hypermethylated	1	1	0	cg03646329
LPP	hypermethylated	1	1	0	cg21779805
LVRN	hypermethylated	1	1	0	cg07224726
MACF1	hypermethylated	1	1	0	cg20286956
MAML3	hypermethylated	1	1	0	cg19007141
MARCHF11	hypermethylated	2	2	0	cg16150752,cg17712694
MCF2L	hypermethylated	1	1	0	cg20248056
MEF2C-AS2	hypermethylated	4	4	0	cg01764252,cg04970570,cg08850461,cg18318649
MEI1	hypermethylated	1	1	0	cg11260046
MEIG1	hypermethylated	1	1	0	cg03928431
MIR100HG	hypermethylated	1	1	0	cg20150982
MIR124-2	hypermethylated	5	5	0	cg04559779,cg05455720,cg05474726,cg07792478,cg25900085
MIR124-2HG	hypermethylated	7	7	0	cg04559779,cg05455720,cg05474726,cg06829299,cg07792478,cg25633678,cg25900085
MIR196A1	hypermethylated	1	1	0	cg23690166
MIR663A	hypermethylated	4	4	0	cg04150495,cg08304190,cg10715092,cg20395967
MIR663AHG	hypermethylated	5	5	0	cg01408508,cg04150495,cg08304190,cg10715092,cg20395967
MKNK1-AS1	hypermethylated	1	1	0	cg24465685
MLLT1	hypermethylated	1	1	0	cg06633438
MMP9	hypermethylated	1	1	0	cg26132320
MTMR9LP	hypermethylated	1	1	0	cg02830936
MXRA7	hypermethylated	2	2	0	cg13387113,cg15052447
MYO3A	hypermethylated	1	1	0	cg02232704
NEFM	hypermethylated	1	1	0	cg23290344
NEUROD1	hypermethylated	1	1	0	cg22976218
NKAPL	hypermethylated	6	6	0	cg01031101,cg09523275,cg10253847,cg17384889,cg18675097,cg18694169
NKX2-1	hypermethylated	2	2	0	cg13980454,cg23906738
NKX2-1-AS1	hypermethylated	1	1	0	cg23906738
NKX2-6	hypermethylated	1	1	0	cg14428146
NOL4	hypermethylated	1	1	0	cg13721404
NPBWR1	hypermethylated	1	1	0	cg26205771
NPTX2	hypermethylated	2	2	0	cg08315202,cg18952796
NPY	hypermethylated	2	2	0	cg11475550,cg24245418
NR2E1	hypermethylated	1	1	0	cg04407470
NRN1	hypermethylated	1	1	0	cg10304637
NRSN1	hypermethylated	2	2	0	cg08908855,cg14549524
NRXN2	hypermethylated	2	2	0	cg10940462,cg27466845
NT5E	hypermethylated	1	1	0	cg25262528
NTRK1	hypermethylated	1	1	0	cg13574390
NXPH1	hypermethylated	4	4	0	cg06335867,cg10443049,cg15285250,cg23075337
OAZ1P1	hypermethylated	1	1	0	cg07405182
OBI1-AS1	hypermethylated	3	3	0	cg13438893,cg24221648,cg26132774
ONECUT2	hypermethylated	1	1	0	cg25547580
OSBPL5	hypermethylated	1	1	0	cg23357130
OSTM1	hypermethylated	2	2	0	cg08382226,cg20295992
OTP	hypermethylated	1	1	0	cg26365545
OTX1	hypermethylated	4	4	0	cg07974511,cg10122865,cg19763461,cg21472506
OTX2	hypermethylated	4	4	0	cg13023623,cg14248715,cg21039708,cg25092838
OTX2-AS1	hypermethylated	3	3	0	cg14248715,cg21039708,cg25092838
PANCR	hypermethylated	2	2	0	cg09780241,cg23806894
PAUPAR	hypermethylated	7	7	0	cg03405909,cg03692563,cg07329360,cg08364561,cg12500879,cg13502741,cg20512711
PAX3	hypermethylated	1	1	0	cg04688351
PAX5	hypermethylated	1	1	0	cg13482308
PAX6	hypermethylated	4	4	0	cg13596833,cg16865446,cg20014398,cg26029734
PCDH17	hypermethylated	2	2	0	cg04413320,cg26444528
PCDHA1	hypermethylated	7	7	0	cg02004851,cg02051771,cg06282446,cg11095383,cg16987900,cg18117367,cg18283342
PCDHA10	hypermethylated	2	2	0	cg02051771,cg18283342
PCDHA11	hypermethylated	1	1	0	cg02051771
PCDHA12	hypermethylated	1	1	0	cg02051771
PCDHA13	hypermethylated	1	1	0	cg02051771
PCDHA2	hypermethylated	7	7	0	cg02004851,cg02051771,cg06282446,cg11095383,cg16987900,cg18117367,cg18283342
PCDHA3	hypermethylated	5	5	0	cg02004851,cg02051771,cg16987900,cg18117367,cg18283342
PCDHA4	hypermethylated	5	5	0	cg02004851,cg02051771,cg16987900,cg18117367,cg18283342
PCDHA5	hypermethylated	5	5	0	cg02004851,cg02051771,cg16987900,cg18117367,cg18283342
PCDHA6	hypermethylated	5	5	0	cg02004851,cg02051771,cg16987900,cg18117367,cg18283342
PCDHA7	hypermethylated	3	3	0	cg02051771,cg18117367,cg18283342
PCDHA8	hypermethylated	2	2	0	cg02051771,cg18283342
PCDHA9	hypermethylated	2	2	0	cg02051771,cg18283342
PCDHB15	hypermethylated	1	1	0	cg22732749
PCDHB18P	hypermethylated	2	2	0	cg11286063,cg18661205
PCDHB19P	hypermethylated	1	1	0	cg17514558
PCDHB4	hypermethylated	1	1	0	cg07129523
PCDHB6	hypermethylated	1	1	0	cg09178190
PCDHB7	hypermethylated	1	1	0	cg25026992
PCDHGA1	hypermethylated	24	24	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg07520649,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg18781988,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGA10	hypermethylated	11	11	0	cg02707176,cg06572465,cg07489502,cg09639151,cg12304520,cg13933262,cg18118262,cg21185686,cg21627409,cg23244790,cg26647197
PCDHGA11	hypermethylated	9	9	0	cg06572465,cg07489502,cg09639151,cg12304520,cg18118262,cg21185686,cg21627409,cg23244790,cg26647197
PCDHGA12	hypermethylated	6	6	0	cg07489502,cg09639151,cg12304520,cg21185686,cg21627409,cg23244790
PCDHGA2	hypermethylated	24	24	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg07520649,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg18781988,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGA3	hypermethylated	24	24	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg07520649,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg18781988,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGA4	hypermethylated	23	23	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg07520649,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGA5	hypermethylated	23	23	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg07520649,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGA6	hypermethylated	21	21	0	cg00048743,cg02707176,cg06572465,cg06757585,cg07489502,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGA7	hypermethylated	18	18	0	cg00048743,cg02707176,cg06572465,cg07489502,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197
PCDHGA8	hypermethylated	16	16	0	cg00048743,cg02707176,cg06572465,cg07489502,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18507379,cg18617005,cg21185686,cg21627409,cg23244790,cg24172509,cg26647197
PCDHGA9	hypermethylated	15	15	0	cg00048743,cg02707176,cg06572465,cg07489502,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18507379,cg18617005,cg21185686,cg21627409,cg23244790,cg26647197
PCDHGB1	hypermethylated	23	23	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg07520649,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGB2	hypermethylated	23	23	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg07520649,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGB3	hypermethylated	22	22	0	cg00048743,cg02575448,cg02707176,cg06572465,cg06757585,cg07489502,cg09066326,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18164784,cg18507379,cg18617005,cg21185686,cg21627409,cg22861116,cg23244790,cg24172509,cg26647197,cg26843711
PCDHGB4	hypermethylated	16	16	0	cg00048743,cg02707176,cg06572465,cg07489502,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18507379,cg18617005,cg21185686,cg21627409,cg23244790,cg24172509,cg26647197
PCDHGB5	hypermethylated	16	16	0	cg00048743,cg02707176,cg06572465,cg07489502,cg09639151,cg11014124,cg12304520,cg13933262,cg18118262,cg18507379,cg18617005,cg21185686,cg21627409,cg23244790,cg24172509,cg26647197
PCDHGB6	hypermethylated	13	13	0	cg02707176,cg06572465,cg07489502,cg09639151,cg12304520,cg13933262,cg18118262,cg18507379,cg18617005,cg21185686,cg21627409,cg23244790,cg26647197
PCDHGB7	hypermethylated	11	11	0	cg02707176,cg06572465,cg07489502,cg09639151,cg12304520,cg13933262,cg18118262,cg21185686,cg21627409,cg23244790,cg26647197
PDE4C	hypermethylated	1	1	0	cg15215348
PDX1	hypermethylated	1	1	0	cg26299169
PENK	hypermethylated	2	2	0	cg04127342,cg04612444
PFN3	hypermethylated	2	2	0	cg00642460,cg06847624
PKLR	hypermethylated	2	2	0	cg01971813,cg25651783
PNPLA1	hypermethylated	1	1	0	cg15634980
POM121L2	hypermethylated	1	1	0	cg12078155
POU4F2	hypermethylated	2	2	0	cg06083330,cg16887264
PPFIA3	hypermethylated	3	3	0	cg00421363,cg04113418,cg13484549
PPP1R12C	hypermethylated	1	1	0	cg02474116
PRAC1	hypermethylated	3	3	0	cg12374721,cg20945566,cg27170782
PRAC2	hypermethylated	3	3	0	cg12374721,cg20945566,cg27170782
PRDM13	hypermethylated	1	1	0	cg17302155
PRKAR1B	hypermethylated	1	1	0	cg23605961
PRMT2	hypermethylated	1	1	0	cg09374293
PRRT1	hypermethylated	4	4	0	cg12387154,cg12602633,cg13035743,cg17218813
PRRX1	hypermethylated	2	2	0	cg07149609,cg23089825
PSMG4	hypermethylated	1	1	0	cg15012484
PTPRG-AS1	hypermethylated	1	1	0	cg12378187
PWRN1	hypermethylated	1	1	0	cg13749113
RARG	hypermethylated	1	1	0	cg10592478
RARRES2	hypermethylated	1	1	0	cg27494647
RASGEF1A	hypermethylated	1	1	0	cg12451631
RAX	hypermethylated	1	1	0	cg27189087
RB1	hypermethylated	1	1	0	cg03646329
RERE	hypermethylated	1	1	0	cg04995521
RFX1	hypermethylated	1	1	0	cg06905453
RIMS3	hypermethylated	1	1	0	cg16328007
RN7SL160P	hypermethylated	1	1	0	cg04751811
RNA5SP243	hypermethylated	1	1	0	cg13248778
RNA5SP77	hypermethylated	2	2	0	cg14789818,cg20699586
RPH3A	hypermethylated	1	1	0	cg17453780
RPL23AP49	hypermethylated	1	1	0	cg04572206
RTN4RL1	hypermethylated	1	1	0	cg14769786
SAMD13	hypermethylated	1	1	0	cg03204322
SAPCD1-AS1	hypermethylated	1	1	0	cg13187827
SATB2	hypermethylated	2	2	0	cg10168149,cg25740565
SATB2-AS1	hypermethylated	2	2	0	cg10168149,cg25740565
SCDP1	hypermethylated	1	1	0	cg02058408
SCG5	hypermethylated	1	1	0	cg12134633
SCGB1B2P	hypermethylated	1	1	0	cg23200020
SCRT2	hypermethylated	1	1	0	cg01235820
SEL1L	hypermethylated	1	1	0	cg16379999
SELENOP	hypermethylated	1	1	0	cg08626131
SELENOW	hypermethylated	1	1	0	cg07953015
SEMA4A	hypermethylated	1	1	0	cg21996227
SFTA3	hypermethylated	2	2	0	cg13980454,cg23906738
SHE	hypermethylated	1	1	0	cg18081940
SIM1	hypermethylated	1	1	0	cg18782604
SIM2	hypermethylated	1	1	0	cg26701242
SIX3	hypermethylated	1	1	0	cg08696165
SIX6	hypermethylated	1	1	0	cg13019491
SKI	hypermethylated	1	1	0	cg12483545
SKOR1	hypermethylated	1	1	0	cg11601252
SLC12A5	hypermethylated	1	1	0	cg10439765
SLC12A8	hypermethylated	1	1	0	cg26107890
SLC13A5	hypermethylated	1	1	0	cg13545212
SLC38A4	hypermethylated	1	1	0	cg11146691
SLC4A10	hypermethylated	2	2	0	cg01419831,cg23161999
SLC6A3	hypermethylated	1	1	0	cg14502484
SLC6A5	hypermethylated	1	1	0	cg14524936
SLITRK1	hypermethylated	3	3	0	cg16727923,cg18789918,cg21448057
SOX1	hypermethylated	4	4	0	cg15653173,cg16705627,cg24604013,cg26151467
