gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
ADGRL4	hypermethylated	3	3	0	cg04360793,cg15084543,cg26422458
AF106564.1	hypermethylated	1	1	0	cg23290344
AF186192.1	hypermethylated	1	1	0	cg20661138
AF186192.2	hypermethylated	1	1	0	cg20661138
AFF1	hypermethylated	2	2	0	cg13943333,cg19320820
AGGF1P3	hypermethylated	1	1	0	cg04572206
AHNAK	hypermethylated	1	1	0	cg20518446
AKAP13	hypermethylated	1	1	0	cg25947619
AL009179.2	hypermethylated	8	8	0	cg01461847,cg02925601,cg03161803,cg04274288,cg10903903,cg13163930,cg14558529,cg27641532
AL021808.1	hypermethylated	3	3	0	cg01518607,cg05422029,cg09513990
AL021918.1	hypermethylated	1	1	0	cg17553149
AL021918.3	hypermethylated	2	2	0	cg07951347,cg17553149
AL024498.2	hypermethylated	2	2	0	cg15244049,cg26640601
AL034348.1	hypermethylated	1	1	0	cg23997263
AL035078.4	hypermethylated	10	10	0	cg03405909,cg03692563,cg06312283,cg07329360,cg07441518,cg08364561,cg09656389,cg12500879,cg13502741,cg20512711
AL035252.2	hypermethylated	3	3	0	cg04299389,cg05446860,cg18009321
AL035448.1	hypermethylated	2	2	0	cg01444716,cg20981848
AL049543.1	hypermethylated	1	1	0	cg18383538
AL049651.2	hypermethylated	3	3	0	cg07676859,cg18197392,cg22534145
AL049692.2	hypermethylated	2	2	0	cg06845853,cg25247290
AL049692.4	hypermethylated	2	2	0	cg06845853,cg25247290
AL049777.1	hypermethylated	2	2	0	cg16804284,cg21195256
AL049840.5	hypermethylated	1	1	0	cg18984103
AL079303.1	hypermethylated	2	2	0	cg07068674,cg13023870
AL096711.2	hypermethylated	1	1	0	cg21097036
AL096814.2	hypermethylated	1	1	0	cg19653212
AL117379.1	hypermethylated	1	1	0	cg24804517
AL121758.1	hypermethylated	1	1	0	cg01235820
AL132857.1	hypermethylated	7	7	0	cg01630690,cg04224064,cg07068674,cg07345734,cg13023870,cg13980454,cg23906738
AL135960.1	hypermethylated	1	1	0	cg06087421
AL137781.1	hypermethylated	1	1	0	cg20100768
AL138688.1	hypermethylated	1	1	0	cg10939579
AL138954.1	hypermethylated	1	1	0	cg21893663
AL161781.2	hypermethylated	1	1	0	cg13482308
AL353604.1	hypermethylated	1	1	0	cg01765111
AL355481.1	hypermethylated	3	3	0	cg16727923,cg18789918,cg21448057
AL355835.1	hypermethylated	2	2	0	cg05057720,cg16404157
AL357497.1	hypermethylated	2	2	0	cg15244049,cg26640601
AL358613.3	hypermethylated	1	1	0	cg17538572
AL390294.1	hypermethylated	1	1	0	cg00407546
AL445209.1	hypermethylated	5	5	0	cg13438893,cg23619399,cg24221648,cg26132774,cg26678970
AL445288.1	hypermethylated	4	4	0	cg04413320,cg07921625,cg12432236,cg26444528
AL513128.2	hypermethylated	1	1	0	cg25324047
AL513128.3	hypermethylated	1	1	0	cg25324047
AL513542.1	hypermethylated	1	1	0	cg19103219
AL589843.1	hypermethylated	1	1	0	cg00767010
AL645929.2	hypermethylated	1	1	0	cg22425474
AL662884.4	hypermethylated	5	5	0	cg00403498,cg12387154,cg12602633,cg13035743,cg17218813
ALOX5	hypermethylated	1	1	0	cg07355189
ALX1	hypermethylated	1	1	0	cg13916459
ALX3	hypermethylated	1	1	0	cg06215569
ANKS1A	hypermethylated	1	1	0	cg02665650
ANO7L1	hypermethylated	1	1	0	cg16680438
ANTXR2	hypermethylated	1	1	0	cg15555527
AP001363.2	hypermethylated	1	1	0	cg20518446
AP001476.1	hypermethylated	1	1	0	cg25439798
AP001636.3	hypermethylated	3	3	0	cg03131724,cg12635602,cg18789929
APBA2	hypermethylated	1	1	0	cg15605858
ARHGEF25	hypermethylated	1	1	0	cg15409097
ATP10D	hypermethylated	1	1	0	cg26383193
ATP11A	hypermethylated	1	1	0	cg21786786
ATP6V1B1	hypermethylated	1	1	0	cg04751811
ATP9A	hypermethylated	1	1	0	cg21380183
ATXN8OS	hypermethylated	1	1	0	cg20523861
BANK1	hypermethylated	1	1	0	cg27064287
BOLL	hypermethylated	1	1	0	cg13356896
BRSK1	hypermethylated	1	1	0	cg27389454
BTBD3	hypermethylated	2	2	0	cg01444716,cg20981848
BX248415.1	hypermethylated	1	1	0	cg00564737
C10orf53	hypermethylated	2	2	0	cg06094615,cg09233392
C12orf71	hypermethylated	1	1	0	cg14110969
C14orf39	hypermethylated	5	5	0	cg05255275,cg13019491,cg13539545,cg21026830,cg23989821
C1QTNF4	hypermethylated	1	1	0	cg18356785
C1orf94	hypermethylated	2	2	0	cg02656891,cg16348470
C5orf66	hypermethylated	2	2	0	cg09839170,cg13441766
C5orf66-AS1	hypermethylated	2	2	0	cg09839170,cg13441766
C6orf58	hypermethylated	1	1	0	cg21097036
CA10	hypermethylated	1	1	0	cg13125157
CACNA2D2	hypermethylated	2	2	0	cg09451427,cg22120095
CACNG7	hypermethylated	1	1	0	cg08393317
CACNG8	hypermethylated	2	2	0	cg17780246,cg24415208
CALCB	hypermethylated	2	2	0	cg14768245,cg24304093
CALD1	hypermethylated	1	1	0	cg18075666
CALN1	hypermethylated	1	1	0	cg17239236
CAPN2	hypermethylated	1	1	0	cg23440816
CAPZB	hypermethylated	1	1	0	cg11962640
CBLN1	hypermethylated	2	2	0	cg02809746,cg08464190
CBLN4	hypermethylated	2	2	0	cg20779964,cg27563985
CCDC105	hypermethylated	1	1	0	cg04768697
CCDC181	hypermethylated	2	2	0	cg16136262,cg25464921
CCDC184	hypermethylated	1	1	0	cg15959252
CCDC26	hypermethylated	1	1	0	cg06931444
CCL28	hypermethylated	4	4	0	cg04187185,cg10864145,cg12634932,cg22724765
CDH9	hypermethylated	3	3	0	cg07350977,cg11155432,cg12864235
CDK15	hypermethylated	1	1	0	cg17851604
CDK17	hypermethylated	1	1	0	cg12149299
CDKL2	hypermethylated	2	2	0	cg10344081,cg14263942
CDX2	hypermethylated	1	1	0	cg07984133
CELF4	hypermethylated	1	1	0	cg05649108
CERKL	hypermethylated	1	1	0	cg22976218
CFTR	hypermethylated	4	4	0	cg00735923,cg09626894,cg17616554,cg21461649
CHD6	hypermethylated	1	1	0	cg14276730
CIDEA	hypermethylated	3	3	0	cg05700339,cg07204280,cg16727201
CIRBP	hypermethylated	1	1	0	cg02281970
CIRBP-AS1	hypermethylated	1	1	0	cg02281970
CLASP2	hypermethylated	1	1	0	cg00744866
CLDN10	hypermethylated	1	1	0	cg09469554
CLEC14A	hypermethylated	2	2	0	cg05057720,cg16404157
CLIC6	hypermethylated	1	1	0	cg17935217
CMSS1	hypermethylated	2	2	0	cg00210994,cg15963552
CNGA3	hypermethylated	1	1	0	cg21488538
CNMD	hypermethylated	1	1	0	cg08567279
CNPY1	hypermethylated	1	1	0	cg01198033
CNRIP1	hypermethylated	1	1	0	cg22400703
CNTNAP5	hypermethylated	1	1	0	cg13358636
COL11A1	hypermethylated	3	3	0	cg03520644,cg24495344,cg26436330
COX4I2	hypermethylated	1	1	0	cg12033622
COX7A1	hypermethylated	3	3	0	cg08686960,cg09307985,cg24335895
CPAMD8	hypermethylated	2	2	0	cg08154437,cg09874289
CPT2	hypermethylated	1	1	0	cg13863396
CRMP1	hypermethylated	1	1	0	cg03544320
CRYGD	hypermethylated	1	1	0	cg22399133
CSGALNACT1	hypermethylated	2	2	0	cg06386478,cg15232539
CSMD3	hypermethylated	1	1	0	cg22052659
CTNNA1	hypermethylated	2	2	0	cg08771171,cg23184518
CXXC5	hypermethylated	1	1	0	cg05227215
CYP26A1	hypermethylated	1	1	0	cg17538572
CYP2C23P	hypermethylated	2	2	0	cg03679755,cg18267049
DAW1	hypermethylated	3	3	0	cg00063174,cg20647610,cg23807890
DBX1	hypermethylated	4	4	0	cg02878244,cg03983645,cg04290346,cg13445796
DCAF12L1	hypermethylated	1	1	0	cg02261899
DCDC2C	hypermethylated	1	1	0	cg11857704
DEGS1	hypermethylated	2	2	0	cg10502231,cg17239057
DIDO1	hypermethylated	1	1	0	cg24804517
DLEU1	hypermethylated	5	5	0	cg06679720,cg08274637,cg13846270,cg17241776,cg20170533
DLEU7	hypermethylated	5	5	0	cg06679720,cg08274637,cg13846270,cg17241776,cg20170533
DLGAP1	hypermethylated	1	1	0	cg15673034
DLK1	hypermethylated	1	1	0	cg10528576
DLX6-AS1	hypermethylated	3	3	0	cg02530022,cg07788369,cg22421859
DMRTA2	hypermethylated	2	2	0	cg16732616,cg23097402
DNAAF3	hypermethylated	1	1	0	cg18417954
DNAH1	hypermethylated	1	1	0	cg22084642
DNAJB1	hypermethylated	1	1	0	cg23690893
DNALI1	hypermethylated	2	2	0	cg14830003,cg21171625
DPYS	hypermethylated	2	2	0	cg16419441,cg16783744
DRGX	hypermethylated	1	1	0	cg04425920
DST	hypermethylated	2	2	0	cg01358444,cg06311422
DZIP1	hypermethylated	2	2	0	cg11337289,cg22991101
EHD2	hypermethylated	1	1	0	cg09243824
EIF3I	hypermethylated	1	1	0	cg02830936
ELAVL4	hypermethylated	1	1	0	cg13678973
EN2	hypermethylated	1	1	0	cg09134794
ENG	hypermethylated	1	1	0	cg13458609
EOMES	hypermethylated	5	5	0	cg06014401,cg15540820,cg16971668,cg22383888,cg24961583
EPHA10	hypermethylated	1	1	0	cg21306240
EPHB1	hypermethylated	1	1	0	cg10791959
EPHX3	hypermethylated	1	1	0	cg26010734
ERAP1	hypermethylated	1	1	0	cg08618451
EVX1	hypermethylated	1	1	0	cg15564098
EVX1-AS	hypermethylated	1	1	0	cg15564098
EVX2	hypermethylated	4	4	0	cg01749491,cg07536910,cg11359133,cg14118515
EXOC1L	hypermethylated	2	2	0	cg13547725,cg16606320
EYA1	hypermethylated	2	2	0	cg20386316,cg26818625
FAIM2	hypermethylated	1	1	0	cg04920032
FAM198B-AS1	hypermethylated	1	1	0	cg24170465
FERD3L	hypermethylated	3	3	0	cg10477621,cg23536473,cg25691167
FEZF2	hypermethylated	3	3	0	cg12378187,cg18525486,cg20072171
FGF5	hypermethylated	1	1	0	cg14349667
FGR	hypermethylated	1	1	0	cg03538499
FILIP1L	hypermethylated	2	2	0	cg00210994,cg15963552
FLRT2	hypermethylated	1	1	0	cg04862347
FMN2	hypermethylated	2	2	0	cg06400704,cg15031661
FNDC3B	hypermethylated	1	1	0	cg00589541
FOXA1	hypermethylated	1	1	0	cg00955911
FOXA2	hypermethylated	2	2	0	cg16963144,cg26686732
FOXE3	hypermethylated	1	1	0	cg22796507
FOXG1	hypermethylated	1	1	0	cg16804284
FOXP1	hypermethylated	1	1	0	cg04794662
FRY	hypermethylated	1	1	0	cg23705155
FSD1	hypermethylated	2	2	0	cg25902889,cg26354493
FUT9	hypermethylated	1	1	0	cg23997263
GABRA1	hypermethylated	1	1	0	cg26597242
GABRG2	hypermethylated	1	1	0	cg03886192
GAL3ST3	hypermethylated	3	3	0	cg14780632,cg15916004,cg24960947
GALNTL6	hypermethylated	1	1	0	cg09772954
GALR1	hypermethylated	1	1	0	cg03502002
GALR3	hypermethylated	1	1	0	cg07879739
GASK1B	hypermethylated	1	1	0	cg24170465
GATA3	hypermethylated	1	1	0	cg00407546
GATA3-AS1	hypermethylated	1	1	0	cg00407546
GATA4	hypermethylated	1	1	0	cg13434842
GCK	hypermethylated	2	2	0	cg13476133,cg14871932
GCM2	hypermethylated	1	1	0	cg15244049
GDF7	hypermethylated	1	1	0	cg14780466
GFI1	hypermethylated	3	3	0	cg09935388,cg18146737,cg18316974
GHSR	hypermethylated	5	5	0	cg04851268,cg10109500,cg14768785,cg17152757,cg24599434
GJA3	hypermethylated	1	1	0	cg00963378
GJB2	hypermethylated	1	1	0	cg10939579
GLT1D1	hypermethylated	1	1	0	cg06419750
GLYATL1	hypermethylated	3	3	0	cg03131724,cg12635602,cg18789929
GPR25	hypermethylated	1	1	0	cg13300273
GPR37L1	hypermethylated	3	3	0	cg13300939,cg15096829,cg17219660
GRM1	hypermethylated	1	1	0	cg08958294
GSTM1	hypermethylated	1	1	0	cg24506221
GSTM2	hypermethylated	1	1	0	cg24506221
GUCA1A	hypermethylated	1	1	0	cg19653212
H2BU2P	hypermethylated	3	3	0	cg07101354,cg20411935,cg23239574
H4C9	hypermethylated	1	1	0	cg07636194
HCG9	hypermethylated	1	1	0	cg04109898
HCK	hypermethylated	2	2	0	cg17326769,cg17508991
HLA-DPA1	hypermethylated	9	9	0	cg01132696,cg02692313,cg06437840,cg09059466,cg09234582,cg15829535,cg19990651,cg25511667,cg26645432
HLA-DPB1	hypermethylated	9	9	0	cg01132696,cg02692313,cg06437840,cg09059466,cg09234582,cg15829535,cg19990651,cg25511667,cg26645432
HNRNPLP2	hypermethylated	1	1	0	cg12485185
HOTAIR	hypermethylated	2	2	0	cg10641615,cg18040901
HOTAIRM1	hypermethylated	2	2	0	cg00106345,cg17485838
HOXA2	hypermethylated	3	3	0	cg02803819,cg06786372,cg13661519
HOXA9	hypermethylated	4	4	0	cg01381846,cg12600174,cg25999578,cg26521404
HOXB-AS4	hypermethylated	2	2	0	cg01452847,cg23690166
HOXB13	hypermethylated	1	1	0	cg21865150
HOXB7	hypermethylated	3	3	0	cg01452847,cg04917446,cg23690166
HOXB9	hypermethylated	1	1	0	cg04917446
HOXC4	hypermethylated	1	1	0	cg16370398
HOXD10	hypermethylated	2	2	0	cg10364040,cg18115040
HOXD12	hypermethylated	4	4	0	cg01405040,cg02694427,cg03874199,cg03964958
HOXD13	hypermethylated	2	2	0	cg07802350,cg10418524
HPCAL4	hypermethylated	1	1	0	cg18438793
HSF1	hypermethylated	1	1	0	cg06546677
HTR1A	hypermethylated	1	1	0	cg27615388
HTR1B	hypermethylated	1	1	0	cg15368905
IFNL4P1	hypermethylated	3	3	0	cg01496199,cg04656042,cg10918735
IGLON5	hypermethylated	1	1	0	cg15985184
IHO1	hypermethylated	3	3	0	cg02938205,cg03540175,cg12468774
IL6ST	hypermethylated	1	1	0	cg24729879
INSRR	hypermethylated	1	1	0	cg13574390
ITGA9	hypermethylated	1	1	0	cg11390741
ITGA9-AS1	hypermethylated	1	1	0	cg11390741
ITPRIPL1	hypermethylated	1	1	0	cg05497345
JARID2	hypermethylated	1	1	0	cg00412851
KCNC2	hypermethylated	4	4	0	cg10148473,cg16370491,cg17203063,cg26074603
KCNQ4	hypermethylated	2	2	0	cg11386025,cg19276343
KCP	hypermethylated	2	2	0	cg07293445,cg12582654
KCTD16	hypermethylated	1	1	0	cg15955522
KIAA1217	hypermethylated	1	1	0	cg19505458
KIF13A	hypermethylated	1	1	0	cg18213495
KIF28P	hypermethylated	1	1	0	cg03596016
KLC1	hypermethylated	1	1	0	cg18984103
KLHDC7B	hypermethylated	1	1	0	cg07600533
KLHDC8A	hypermethylated	1	1	0	cg08159989
KLHL1	hypermethylated	1	1	0	cg20523861
KLHL26	hypermethylated	1	1	0	cg18404706
KLHL29	hypermethylated	4	4	0	cg02338778,cg05587394,cg14067761,cg17419888
KLHL33	hypermethylated	2	2	0	cg02852670,cg10982443
L1TD1	hypermethylated	1	1	0	cg23049458
LHX1	hypermethylated	2	2	0	cg19760241,cg20950167
LHX5-AS1	hypermethylated	3	3	0	cg08658787,cg09338032,cg09887059
LHX8	hypermethylated	6	6	0	cg03326762,cg09222749,cg13478928,cg22694818,cg23845450,cg26688527
LHX9	hypermethylated	5	5	0	cg04868078,cg08128826,cg08610862,cg08883223,cg12444328
LIMA1	hypermethylated	1	1	0	cg17046586
LIN28B	hypermethylated	8	8	0	cg02391713,cg02829743,cg03738025,cg04744409,cg09723833,cg17885226,cg22620090,cg23746497
LIN28B-AS1	hypermethylated	4	4	0	cg03738025,cg04744409,cg17885226,cg23746497
LINC00237	hypermethylated	1	1	0	cg25881804
LINC00261	hypermethylated	2	2	0	cg07991288,cg15058464
LINC00391	hypermethylated	1	1	0	cg02671880
LINC00461	hypermethylated	5	5	0	cg08480826,cg13982529,cg18318649,cg18894648,cg24804195
LINC00682	hypermethylated	6	6	0	cg01871214,cg05036656,cg16258337,cg17231999,cg24722073,cg24947764
LINC00943	hypermethylated	1	1	0	cg14885748
LINC01081	hypermethylated	1	1	0	cg26650638
LINC01097	hypermethylated	4	4	0	cg05710540,cg17922359,cg22881652,cg25781755
LINC01138	hypermethylated	2	2	0	cg18140268,cg25200152
LINC01341	hypermethylated	1	1	0	cg03596016
LINC01391	hypermethylated	1	1	0	cg24625136
LINC01414	hypermethylated	6	6	0	cg05210266,cg15316843,cg15715477,cg18249580,cg21699044,cg25260137
LINC01415	hypermethylated	2	2	0	cg07519816,cg22232327
LINC01475	hypermethylated	2	2	0	cg02798576,cg19103219
LINC01551	hypermethylated	1	1	0	cg21195256
LINC01726	hypermethylated	1	1	0	cg16937268
LINC01788	hypermethylated	1	1	0	cg20457732
LINC01798	hypermethylated	1	1	0	cg22827063
LINC01833	hypermethylated	4	4	0	cg03714619,cg18969232,cg22884656,cg24981593
LINC01896	hypermethylated	1	1	0	cg17299899
LINC02135	hypermethylated	1	1	0	cg26650638
LINC02376	hypermethylated	1	1	0	cg23900203
LINC02674	hypermethylated	1	1	0	cg19912142
LNCDAT	hypermethylated	1	1	0	cg06463958
LPAR5	hypermethylated	1	1	0	cg25136495
LPAR6	hypermethylated	1	1	0	cg03646329
LPP	hypermethylated	1	1	0	cg21779805
LRRTM2	hypermethylated	2	2	0	cg08771171,cg23184518
LVRN	hypermethylated	1	1	0	cg07224726
M1AP	hypermethylated	1	1	0	cg17019053
MACF1	hypermethylated	1	1	0	cg20286956
MAEA	hypermethylated	1	1	0	cg00689492
MAF	hypermethylated	2	2	0	cg04317962,cg09422450
MAML3	hypermethylated	1	1	0	cg19007141
MAPK10	hypermethylated	1	1	0	cg19124509
MARCHF11	hypermethylated	6	6	0	cg01791874,cg16150752,cg17712694,cg18325622,cg21901718,cg23065934
MBP	hypermethylated	1	1	0	cg17199181
MCF2L	hypermethylated	1	1	0	cg20248056
ME3	hypermethylated	1	1	0	cg02493602
MEF2C-AS2	hypermethylated	7	7	0	cg01764252,cg04970570,cg08480826,cg08850461,cg13982529,cg18318649,cg18894648
MEF2D	hypermethylated	1	1	0	cg10128479
MEI1	hypermethylated	2	2	0	cg11260046,cg22804236
MEIG1	hypermethylated	1	1	0	cg03928431
MEIS1	hypermethylated	1	1	0	cg17454831
MEIS1-AS2	hypermethylated	1	1	0	cg17454831
MIR100HG	hypermethylated	2	2	0	cg20150982,cg24150623
MIR124-2	hypermethylated	8	8	0	cg02226645,cg04559779,cg05455720,cg05474726,cg07792478,cg20653075,cg25900085,cg27313642
MIR124-2HG	hypermethylated	14	14	0	cg01517740,cg01716975,cg02226645,cg03480337,cg04559779,cg05455720,cg05474726,cg06829299,cg07792478,cg19848629,cg20653075,cg25633678,cg25900085,cg27313642
MIR125B1	hypermethylated	1	1	0	cg24150623
MIR196A1	hypermethylated	2	2	0	cg01452847,cg23690166
MIR29B2CHG	hypermethylated	1	1	0	cg24315421
MIR663A	hypermethylated	4	4	0	cg04150495,cg08304190,cg10715092,cg20395967
MIR663AHG	hypermethylated	5	5	0	cg01408508,cg04150495,cg08304190,cg10715092,cg20395967
MIR9-1	hypermethylated	1	1	0	cg26371731
MIR9-1HG	hypermethylated	1	1	0	cg26371731
MIR9-3HG	hypermethylated	1	1	0	cg03951603
MKNK1-AS1	hypermethylated	2	2	0	cg00514268,cg24465685
MLLT1	hypermethylated	1	1	0	cg06633438
MMP9	hypermethylated	1	1	0	cg26132320
MPZ	hypermethylated	1	1	0	cg13210580
MTMR9LP	hypermethylated	1	1	0	cg02830936
MXRA7	hypermethylated	2	2	0	cg13387113,cg15052447
MYO3A	hypermethylated	1	1	0	cg02232704
NCOR2	hypermethylated	1	1	0	cg06242243
NDUFA13	hypermethylated	1	1	0	cg25352836
NEFM	hypermethylated	1	1	0	cg23290344
NETO1	hypermethylated	2	2	0	cg18651870,cg21922574
NEUROD1	hypermethylated	1	1	0	cg22976218
NFIA	hypermethylated	1	1	0	cg18946602
NKAPL	hypermethylated	7	7	0	cg01031101,cg02578944,cg09523275,cg10253847,cg17384889,cg18675097,cg18694169
