category	gene	probe_id	locus	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	cgi_relation	healthy_beta	healthy_state	tcga_normal_beta	tcga_normal_n	gse_normal_beta	gse_normal_n	tumor_direction	tumor_delta_beta	fdr
08. Mitochondrial Function	ABAT	cg26915924	chr16:8713185-8713187	chr16	8713185.0	8713187.0	-	TSS200	True	OpenSea	0.8136694938512203	HYPER_methylated	0.8477020263671875	97	0.7311406024999999	40	hypermethylated	0.012977783357449	0.1884728507774889
08. Mitochondrial Function	ABAT	cg07431888	chr16:8719416-8719418	chr16	8719416.0	8719418.0	+	TSS1500	True	OpenSea	0.6958230849309991	intermediate	0.7072851436654317	97	0.6680275925	40	hypermethylated	0.0887834360842917	1.1175044087056552e-11
08. Mitochondrial Function	ABAT	cg07439546	chr16:8719499-8719501	chr16	8719499.0	8719501.0	+	TSS1500	True	OpenSea	0.5854883545959026	intermediate	0.5919502100993678	97	0.569818355	40	hypermethylated	0.1297987688928098	9.640167884846728e-20
08. Mitochondrial Function	ABAT	cg03500056	chr16:8720649-8720651	chr16	8720649.0	8720651.0	-	TSS200	True	OpenSea	0.3711807835688013	intermediate	0.3792064706074823	97	0.3517184925	40	hypermethylated	0.0727037677429048	6.099763526266247e-17
08. Mitochondrial Function	ABAT	cg06604249	chr16:8720897-8720899	chr16	8720897.0	8720899.0	+	5UTR_1stExon	True	OpenSea	0.7334820694108317	HYPER_methylated	0.7853836551789315	93	0.6128108825	40	hypomethylated	-0.0676537231558407	1.9443215603829562e-08
08. Mitochondrial Function	ABAT	cg03142071	chr16:8764456-8764458	chr16	8764456.0	8764458.0	+	TSS1500	True	OpenSea	0.8061263977995268	HYPER_methylated	0.8401323298818058	97	0.7236620125	40	hypermethylated	0.0534497075489696	9.324482375767754e-13
08. Mitochondrial Function	ABAT	cg06228737	chr16:8676139-8676141	chr16	8676139.0	8676141.0	-	gene_body	False	S_Shore	0.8393890875000001	HYPER_methylated		0	0.8393890875000001	40	hypomethylated		
08. Mitochondrial Function	ABAT	cg03718620	chr16:8677822-8677824	chr16	8677822.0	8677824.0	+	gene_body	False	S_Shelf	0.8744731062229568	HYPER_methylated	0.9110090467664932	90	0.7922672399999999	40	hypermethylated	0.0165328086018391	9.515396834573809e-09
08. Mitochondrial Function	ABAT	cg03389720	chr16:8686190-8686192	chr16	8686190.0	8686192.0	+	gene_body	False	OpenSea	0.44660461104976906	intermediate	0.4408867826166841	97	0.46047034500000006	40	hypomethylated	-0.1018401548437898	1.2486559630794409e-23
08. Mitochondrial Function	ABAT	cg09410453	chr16:8721497-8721499	chr16	8721497.0	8721499.0	-	gene_body	False	OpenSea	0.9420235990184479	HYPER_methylated	0.9563965944899726	97	0.9071690850000002	40	hypomethylated	-0.0198866603431252	1.7553741276001472e-14
08. Mitochondrial Function	ABAT	cg05007180	chr16:8752381-8752383	chr16	8752381.0	8752383.0	-	gene_body	False	OpenSea	0.9183671959312272	HYPER_methylated	0.947990810748228	97	0.84652993	40	hypomethylated	-0.0372485923834209	6.85088920529378e-25
08. Mitochondrial Function	ABAT	cg08414528	chr16:8768504-8768506	chr16	8768504.0	8768506.0	+	gene_body	False	OpenSea	0.9445551571766653	HYPER_methylated	0.9652694230227128	97	0.8943230625	40	hypomethylated	-0.0077241196586955	4.794719411585613e-10
08. Mitochondrial Function	ABAT	cg26662674	chr16:8768544-8768546	chr16	8768544.0	8768546.0	+	gene_body	False	OpenSea	0.9063071685817748	HYPER_methylated	0.9281499803680736	97	0.8533383500000001	40	hypomethylated	-0.0178251313587103	1.2220752276014267e-09
08. Mitochondrial Function	ABAT	cg08877512	chr16:8768768-8768770	chr16	8768768.0	8768770.0	+	gene_body	False	OpenSea	0.904313892388515	HYPER_methylated	0.9314130016208924	97	0.8385985524999999	40	hypomethylated	-0.0157351147737447	3.2409329950225664e-05
08. Mitochondrial Function	ABAT	cg03441945	chr16:8768795-8768797	chr16	8768795.0	8768797.0	-	gene_body	False	OpenSea	0.7492393521132525	HYPER_methylated	0.8072417740969314	97	0.6049769179487179	39	hypermethylated	0.0417191603126808	0.0022187481086238
08. Mitochondrial Function	ABAT	cg02040387	chr16:8783247-8783249	chr16	8783247.0	8783249.0	-	gene_body	False	OpenSea	0.8769454275000002	HYPER_methylated		0	0.8769454275000002	40	hypomethylated		
08. Mitochondrial Function	ABHD10	cg22488352	chr3:111978631-111978633	chr3	111978631.0	111978633.0	-	TSS1500	True	N_Shore	0.1425804582173101	HYPO_unmethylated	0.1353312620182627	97	0.160159759	40	hypermethylated	0.0419636019119686	2.6375370785597704e-09
08. Mitochondrial Function	ABHD10	cg10672681	chr3:111978689-111978691	chr3	111978689.0	111978691.0	+	TSS1500	True	N_Shore	0.17906446279760166	HYPO_unmethylated	0.1753030645436254	87	0.187245504	40	hypermethylated	0.0452178129115076	6.20485869262236e-07
08. Mitochondrial Function	ABHD10	cg08979515	chr3:111978727-111978729	chr3	111978727.0	111978729.0	+	TSS1500	True	N_Shore	0.08646896173637443	HYPO_unmethylated	0.0696033300812711	97	0.12736811850000002	40	hypermethylated	0.0382804753395766	5.197473505021141e-15
08. Mitochondrial Function	ABHD10	cg00569620	chr3:111978805-111978807	chr3	111978805.0	111978807.0	+	TSS1500	True	N_Shore	0.057622987042851084	HYPO_unmethylated	0.0565680572667072	97	0.06018119175000001	40	hypermethylated	0.0014126790811712	0.5679334926288955
08. Mitochondrial Function	ABHD10	cg19947061	chr3:111978824-111978826	chr3	111978824.0	111978826.0	+	TSS200	True	N_Shore	0.053667016362529074	HYPO_unmethylated	0.0531749577866387	97	0.05489085435897435	39	hypermethylated	0.0006361649485017	0.7729434193374473
08. Mitochondrial Function	ABHD10	cg27279460	chr3:111978865-111978867	chr3	111978865.0	111978867.0	-	TSS200	True	N_Shore	0.029361273648808917	HYPO_unmethylated	0.0380701994158558	97	0.007700612125641026	39	hypomethylated	-0.0028814825964277	0.3315218053183196
08. Mitochondrial Function	ABHD10	cg08109969	chr3:111978906-111978908	chr3	111978906.0	111978908.0	-	TSS200	True	Island	0.017512181316546856	HYPO_unmethylated	0.0165291508448492	97	0.01995715454102564	39	hypermethylated	0.0104178224132644	4.875924464307106e-10
08. Mitochondrial Function	ABHD10	cg13422008	chr3:111978946-111978948	chr3	111978946.0	111978948.0	-	TSS200	True	Island	0.04038053856689899	HYPO_unmethylated	0.0332652637638996	97	0.05807750410256412	39	hypermethylated	0.0057071351121892	0.0014614850141224
08. Mitochondrial Function	ABHD10	cg23490715	chr3:111978968-111978970	chr3	111978968.0	111978970.0	+	TSS200	True	Island	0.04142945397650275	HYPO_unmethylated	0.0389515812864008	97	0.04743829525	40	hypermethylated	0.0037233887978847	0.0629908343077845
08. Mitochondrial Function	ABHD10	cg15059162	chr3:111979044-111979046	chr3	111979044.0	111979046.0	+	TSS200	True	Island	0.010909251793703206	HYPO_unmethylated	0.0123496436581169	97	0.007416301522499999	40	hypermethylated	0.0036465888388367	0.005559877053571
08. Mitochondrial Function	ABHD10	cg21675030	chr3:111979126-111979128	chr3	111979126.0	111979128.0	+	5UTR_1stExon	True	Island	0.05152830249011852	HYPO_unmethylated	0.0462949054757344	97	0.06421929025	40	hypermethylated	0.0033303658645019	0.1093998513865612
08. Mitochondrial Function	ABHD10	cg24631360	chr3:111979240-111979242	chr3	111979240.0	111979242.0	+	5UTR_1stExon	True	Island	0.017716107171019596	HYPO_unmethylated	0.0180177983549452	97	0.01698450605	40	hypermethylated	0.003354778526203	0.0287151978313346
08. Mitochondrial Function	ABHD10	cg15684481	chr3:111979417-111979419	chr3	111979417.0	111979419.0	-	5UTR_1stExon	True	S_Shore	0.06448217610793029	HYPO_unmethylated	0.0715183186274702	93	0.04812314475	40	hypomethylated	-0.0008639087244031	0.8019967264655402
08. Mitochondrial Function	ACAA2	cg06135495	chr18:49812614-49812616	chr18	49812614.0	49812616.0	+	5UTR_1stExon	True	N_Shore	0.6379491795328183	intermediate	0.6650204216082072	97	0.5723014175000001	40	hypermethylated	0.1055112339553595	1.5031927859164064e-31
08. Mitochondrial Function	ACAA2	cg00231140	chr18:49813331-49813333	chr18	49813331.0	49813333.0	+	5UTR_1stExon	True	Island	0.06534463841219493	HYPO_unmethylated	0.065224441056399	97	0.06563611700000001	40	hypermethylated	0.0500558742800767	6.706411311171537e-31
08. Mitochondrial Function	ACAA2	cg20393622	chr18:49813840-49813842	chr18	49813840.0	49813842.0	+	5UTR_1stExon	True	S_Shore	0.05303897478828372	HYPO_unmethylated	0.0508354373813904	97	0.058382553000000004	40	hypomethylated	-4.104090257110726e-05	0.9801774440491252
08. Mitochondrial Function	ACAA2	cg04171329	chr18:49813863-49813865	chr18	49813863.0	49813865.0	-	5UTR_1stExon	True	S_Shore	0.035110631973639034	HYPO_unmethylated	0.0351430450876553	96	0.0350328405	40	hypermethylated	0.0005882934326116	0.7456708195437389
08. Mitochondrial Function	ACAA2	cg21886851	chr18:49814034-49814036	chr18	49814034.0	49814036.0	+	5UTR_1stExon	True	Island	0.015938649969113174	HYPO_unmethylated	0.0186919526955516	97	0.0092618908575	40	hypermethylated	0.0009133463172992	0.0092997580728575
08. Mitochondrial Function	ACAA2	cg13487956	chr18:49814037-49814039	chr18	49814037.0	49814039.0	+	5UTR_1stExon	True	Island	0.02214992015906112	HYPO_unmethylated	0.0170321685751688	97	0.034560467750000004	40	hypermethylated	0.0003322128123029	0.5184811046574722
08. Mitochondrial Function	ACAA2	cg26137790	chr18:49814130-49814132	chr18	49814130.0	49814132.0	-	TSS200	True	Island	0.08723238343710794	HYPO_unmethylated	0.0772658869163277	97	0.1114011375	40	hypomethylated	-0.0058164528071354	0.0912400712275717
08. Mitochondrial Function	ACAA2	cg23825830	chr18:49814564-49814566	chr18	49814564.0	49814566.0	-	gene_body	True	Island	0.08063572900935925	HYPO_unmethylated	0.0784021161266208	97	0.08605224025	40	hypermethylated	0.0680071914256684	8.404491750656866e-25
08. Mitochondrial Function	ACAA2	cg03345145	chr18:49814929-49814931	chr18	49814929.0	49814931.0	+	gene_body	True	S_Shore	0.8810852508496806	HYPER_methylated	0.9131419388289304	97	0.8033477824999998	40	hypomethylated	-0.0043284622664304	0.2987793327868414
08. Mitochondrial Function	ACAA2	ch.18.925473R	chr18:49793246-49793247	chr18	49793246.0	49793247.0	+	gene_body	False	OpenSea	0.12042086533131191	HYPO_unmethylated	0.1337119075987074	72	0.09649698924999998	40	hypomethylated	-0.0136849885516696	0.0027405351447054
08. Mitochondrial Function	ACAA2	cg18032893	chr18:49809311-49809313	chr18	49809311.0	49809313.0	+	gene_body	False	OpenSea	0.6260992350000001	intermediate		0	0.6260992350000001	40	hypomethylated		
08. Mitochondrial Function	ACADL	cg00289546	chr2:210224953-210224955	chr2	210224953.0	210224955.0	+	TSS200	True	Island	0.10421355403273976	HYPO_unmethylated	0.093909135798818	97	0.12920176825000002	40	hypermethylated	0.2113784917962949	1.5644583403588043e-55
08. Mitochondrial Function	ACADL	cg14795968	chr2:210225090-210225092	chr2	210225090.0	210225092.0	-	TSS200	True	Island	0.1565024716012595	HYPO_unmethylated	0.1576213934986861	97	0.15378908600000002	40	hypermethylated	0.1761611256621861	1.7282260903785816e-54
08. Mitochondrial Function	ACADL	cg04529066	chr2:210225392-210225394	chr2	210225392.0	210225394.0	+	5UTR_1stExon	True	Island	0.04153305646512442	HYPO_unmethylated	0.0390489691311551	97	0.04755696825	40	hypermethylated	0.1825159205765428	2.2546959748163818e-102
08. Mitochondrial Function	ACADL	cg09068528	chr2:210225446-210225448	chr2	210225446.0	210225448.0	-	5UTR_1stExon	True	Island	0.06565356826114843	HYPO_unmethylated	0.0589507584719313	97	0.08190788200000002	40	hypermethylated	0.244235920987169	1.926828947849207e-110
08. Mitochondrial Function	ACADL	cg09308336	chr2:210225522-210225524	chr2	210225522.0	210225524.0	+	TSS200	True	S_Shore	0.09442836879112962	HYPO_unmethylated	0.091453355612214	97	0.10164277575	40	hypermethylated	0.1997160725801947	8.430706639803729e-100
08. Mitochondrial Function	ACADL	cg21933859	chr2:210225546-210225548	chr2	210225546.0	210225548.0	+	TSS200	True	S_Shore	0.05805659229182998	HYPO_unmethylated	0.0552441950925846	97	0.0648766555	40	hypermethylated	0.1725071208284705	5.25049340196549e-94
08. Mitochondrial Function	ACADL	cg19427188	chr2:210225556-210225558	chr2	210225556.0	210225558.0	-	TSS200	True	S_Shore	0.19188062514892576	HYPO_unmethylated	0.1972687871832596	57	0.18420249425000002	40	hypermethylated	0.2708631388183123	6.463276901565387e-72
08. Mitochondrial Function	ACADL	cg06062084	chr2:210225598-210225600	chr2	210225598.0	210225600.0	+	TSS200	True	S_Shore	0.19767842780761716	HYPO_unmethylated	0.1947516805117892	97	0.20477578999999996	40	hypermethylated	0.1566742114277661	5.319343579484334e-58
08. Mitochondrial Function	ACADL	cg16316649	chr2:210225624-210225626	chr2	210225624.0	210225626.0	-	TSS200	True	S_Shore	0.14553080001790977	HYPO_unmethylated	0.1570491685972108	91	0.1193265115	40	hypermethylated	0.2274254098905499	1.0774971224128124e-87
08. Mitochondrial Function	ACADL	cg07308161	chr2:210225762-210225764	chr2	210225762.0	210225764.0	+	TSS1500	True	S_Shore	0.6042548202954395	intermediate	0.6754561135935229	43	0.52771343	40	hypermethylated	0.0445636219582553	0.0043629554015361
08. Mitochondrial Function	ACADL	cg01812328	chr2:210226785-210226787	chr2	210226785.0	210226787.0	+	TSS1500	True	S_Shore	0.8241504576837225	HYPER_methylated	0.8757982441023284	51	0.75829953	40	hypomethylated	-0.0556434504475124	6.256058025095313e-19
