category	gene	probe_id	locus	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	cgi_relation	healthy_beta	healthy_state	tcga_normal_beta	tcga_normal_n	gse_normal_beta	gse_normal_n	tumor_direction	tumor_delta_beta	fdr
01. Telomere Maintenance	ICAM1	cg08427717	chr19:10270706-10270708	chr19	10270706.0	10270708.0	-	TSS1500	True	Island	0.16668453703458241	HYPO_unmethylated	0.1649468313787401	97	0.17089847325000002	40	hypermethylated	0.0216532665861579	0.002740958675063
01. Telomere Maintenance	ICAM1	cg05106269	chr19:10270716-10270718	chr19	10270716.0	10270718.0	-	TSS1500	True	Island	0.2003126880157248	HYPO_unmethylated	0.2000003696716938	97	0.20107006	40	hypomethylated	-0.0158706715850649	0.0096526948017578
01. Telomere Maintenance	ICAM1	cg12151124	chr19:10270739-10270741	chr19	10270739.0	10270741.0	+	TSS1500	True	Island	0.2715909153733747	HYPO_unmethylated	0.2784835186201272	97	0.2548763525	40	hypomethylated	-0.0036957604668798	0.6665671714509126
01. Telomere Maintenance	ICAM1	cg23095260	chr19:10270777-10270779	chr19	10270777.0	10270779.0	+	TSS1500	True	Island	0.06977948301968984	HYPO_unmethylated	0.0711738596257475	97	0.06639811975000001	40	hypermethylated	0.0072521011802683	0.0276672480417993
01. Telomere Maintenance	ICAM1	cg04754916	chr19:10270821-10270823	chr19	10270821.0	10270823.0	+	TSS1500	True	Island	0.04863495537717944	HYPO_unmethylated	0.0517008427492122	97	0.0412001785	40	hypermethylated	0.0021508464297193	0.3736992875274329
01. Telomere Maintenance	ICAM1	cg03342114	chr19:10270900-10270902	chr19	10270900.0	10270902.0	-	TSS200	True	Island	0.023390613791122936	HYPO_unmethylated	0.0178857353544726	97	0.036739944000000004	40	hypermethylated	0.0071003892878149	0.0008710188894881
01. Telomere Maintenance	ICAM1	cg22874046	chr19:10271086-10271088	chr19	10271086.0	10271088.0	-	TSS200	True	Island	0.018052927305582788	HYPO_unmethylated	0.0157613643665903	97	0.02375245564102564	39	hypermethylated	0.0029786506271471	0.0094187314371719
01. Telomere Maintenance	ICAM1	cg08607082	chr19:10271247-10271249	chr19	10271247.0	10271249.0	+	5UTR_1stExon	True	Island	0.05500352401319962	HYPO_unmethylated	0.0503656593794675	97	0.06625034575	40	hypomethylated	-0.0094743114219047	5.8688524188942125e-06
01. Telomere Maintenance	ICAM1	cg10651168	chr19:10271371-10271373	chr19	10271371.0	10271373.0	-	5UTR_1stExon	True	S_Shore	0.16405821381613178	HYPO_unmethylated	0.1571117184825779	97	0.180903465	40	hypomethylated	-0.0522662350378432	8.26093032712157e-19
01. Telomere Maintenance	ICAM1	cg02776148	chr19:10284812-10284814	chr19	10284812.0	10284814.0	-	5UTR_1stExon	True	N_Shelf	0.8907995474146043	HYPER_methylated	0.9115311927402142	97	0.8405253075000001	40	hypomethylated	-0.0123279368734317	5.646694689056438e-05
01. Telomere Maintenance	ICAM1	cg00500176	chr19:10285481-10285483	chr19	10285481.0	10285483.0	-	TSS1500	True	N_Shore	0.8773564173264998	HYPER_methylated	0.9007857017910358	97	0.8205404025	40	hypomethylated	-0.0350697586366031	9.717314594457195e-11
01. Telomere Maintenance	ICAM1	cg20036207	chr19:10286354-10286356	chr19	10286354.0	10286356.0	+	TSS1500	True	N_Shore	0.8047193651652316	HYPER_methylated	0.818226529150894	97	0.7719644925	40	hypermethylated	0.0560623456910781	3.1211728386456053e-12
01. Telomere Maintenance	ICAM1	cg24354612	chr19:10274170-10274172	chr19	10274170.0	10274172.0	+	gene_body	False	S_Shelf	0.6558026406321281	intermediate	0.6768599048103254	97	0.6047387750000001	40	hypermethylated	0.0721228683061805	2.112827184771569e-12
01. Telomere Maintenance	ICAM2	cg10275770	chr17:64006844-64006846	chr17	64006844.0	64006846.0	-	TSS200	True	OpenSea	0.29445784406560077	HYPO_unmethylated	0.2959209127524464	97	0.2909099025	40	hypermethylated	0.0916538726754138	5.801389799679579e-28
01. Telomere Maintenance	ICAM2	cg12793803	chr17:64006856-64006858	chr17	64006856.0	64006858.0	+	5UTR_1stExon	True	OpenSea	0.30694826496867156	intermediate	0.3104094082547217	97	0.2985549925	40	hypermethylated	0.1088695913921848	7.85239344925145e-32
01. Telomere Maintenance	ICAM2	cg12076102	chr17:64006961-64006963	chr17	64006961.0	64006963.0	+	TSS200	True	OpenSea	0.635201873638515	intermediate	0.656490522561614	97	0.5835769	40	hypermethylated	0.1175151213770316	2.5286709335055572e-14
01. Telomere Maintenance	ICAM2	cg20701457	chr17:64006981-64006983	chr17	64006981.0	64006983.0	+	TSS200	True	OpenSea	0.5724314955641252	intermediate	0.5952617999204656	97	0.5170680075	40	hypermethylated	0.2010401949337538	1.0510416986838253e-21
01. Telomere Maintenance	ICAM2	cg23556715	chr17:64006998-64007000	chr17	64006998.0	64007000.0	-	TSS200	True	OpenSea	0.5649058038346116	intermediate	0.586667522941668	97	0.512133635	40	hypermethylated	0.2059779182028484	9.020850928915396e-28
01. Telomere Maintenance	ICAM2	cg03023900	chr17:64007875-64007877	chr17	64007875.0	64007877.0	-	TSS1500	True	OpenSea	0.6776278063604869	intermediate	0.6913086409421311	97	0.6444517825	40	hypermethylated	0.1491875910822052	2.4069629392436465e-62
01. Telomere Maintenance	ICAM2	cg10930101	chr17:64008105-64008107	chr17	64008105.0	64008107.0	-	TSS1500	True	OpenSea	0.4577959161895529	intermediate	0.4551907568862757	97	0.46411342750000006	40	hypermethylated	0.1244402142193263	4.5691366980602725e-55
01. Telomere Maintenance	ICAM2	cg04034685	chr17:64008171-64008173	chr17	64008171.0	64008173.0	+	TSS1500	True	OpenSea	0.3705646137567005	intermediate	0.3717140905635873	97	0.3677771325	40	hypermethylated	0.2105491084625663	4.979895851563351e-81
01. Telomere Maintenance	ICAM2	cg02898493	chr17:64020557-64020559	chr17	64020557.0	64020559.0	+	TSS200	True	OpenSea	0.30722925456739	intermediate	0.3201682100590971	97	0.27585228749999996	40	hypermethylated	0.0364811959785529	0.0004663300752238
01. Telomere Maintenance	ICAM2	cg24080793	chr17:64020590-64020592	chr17	64020590.0	64020592.0	+	5UTR_1stExon	True	OpenSea	0.4663733967449105	intermediate	0.4738592954026055	97	0.4482200925	40	hypermethylated	0.0812518626573067	1.588241661411292e-09
01. Telomere Maintenance	ICAM2	cg16047144	chr17:64020592-64020594	chr17	64020592.0	64020594.0	+	5UTR_1stExon	True	OpenSea	0.4466235284789148	intermediate	0.461775828882591	97	0.40987919999999994	40	hypermethylated	0.0692111643790042	4.628318839130877e-07
01. Telomere Maintenance	ICAM2	cg07259110	chr17:64020861-64020863	chr17	64020861.0	64020863.0	-	TSS1500	True	OpenSea	0.5265725325	intermediate		0	0.5265725325	40	hypomethylated		
01. Telomere Maintenance	ICAM2	cg10237362	chr17:64020869-64020871	chr17	64020869.0	64020871.0	-	TSS1500	True	OpenSea	0.52302789	intermediate		0	0.52302789	40	hypomethylated		
01. Telomere Maintenance	ICAM2	cg13748570	chr17:64002717-64002719	chr17	64002717.0	64002719.0	+	gene_body	False	S_Shelf	0.7855422579372433	HYPER_methylated	0.7977781787361067	97	0.75587015	40	hypomethylated	-0.0579898002002343	8.214001283664239e-20
01. Telomere Maintenance	ICAM2	cg07918509	chr17:64006046-64006048	chr17	64006046.0	64006048.0	+	gene_body	False	OpenSea	0.6055211515471742	intermediate	0.6254018016697205	97	0.557310575	40	hypomethylated	-0.1165560250864793	1.0139541115699418e-26
01. Telomere Maintenance	ICAM3	cg00397283	chr19:10333802-10333804	chr19	10333802.0	10333804.0	-	TSS200	True	Island	0.055983548401217456	HYPO_unmethylated	0.0553999045460494	97	0.05739888474999999	40	hypomethylated	-0.0015581291992524	0.5474490767701505
01. Telomere Maintenance	ICAM3	cg07976603	chr19:10333829-10333831	chr19	10333829.0	10333831.0	+	TSS200	True	Island	0.09979272130907488	HYPO_unmethylated	0.095137635457147	97	0.1110813045	40	hypomethylated	-0.0024951547253811	0.3805522576329004
01. Telomere Maintenance	ICAM3	cg25279553	chr19:10334138-10334140	chr19	10334138.0	10334140.0	-	TSS1500	True	Island	0.19113515116960644	HYPO_unmethylated	0.1910997024954182	73	0.191199845	40	hypermethylated	0.058797422165584	2.343707296860877e-05
01. Telomere Maintenance	ICAM3	cg19645616	chr19:10334240-10334242	chr19	10334240.0	10334242.0	+	5UTR_1stExon	True	Island	0.29889854457098963	HYPO_unmethylated	0.314344170167274	97	0.26144290249999996	40	hypermethylated	0.0383140543626854	0.0052836483756114
01. Telomere Maintenance	ICAM3	cg13911392	chr19:10334447-10334449	chr19	10334447.0	10334449.0	+	5UTR_1stExon	True	Island	0.23873531331101017	HYPO_unmethylated	0.2448919827176123	97	0.22380538999999997	40	hypermethylated	0.0186268414196545	0.0013163566046977
01. Telomere Maintenance	ICAM3	cg17126555	chr19:10334839-10334841	chr19	10334839.0	10334841.0	+	TSS200	True	Island	0.23371594017342887	HYPO_unmethylated	0.2352572175645336	97	0.22997834250000002	40	hypermethylated	0.0391089659032879	4.4197420741504e-07
01. Telomere Maintenance	ICAM3	cg14667838	chr19:10335231-10335233	chr19	10335231.0	10335233.0	-	TSS1500	True	Island	0.5097073459533246	intermediate	0.521766190676345	97	0.4804646475	40	hypomethylated	-0.030036685834274	8.632881080850427e-07
01. Telomere Maintenance	ICAM3	cg13981319	chr19:10335879-10335881	chr19	10335879.0	10335881.0	-	TSS200	True	S_Shore	0.6524122003799327	intermediate	0.6516900603304204	97	0.65416339	40	hypermethylated	0.1774822597400994	1.0660422946262092e-48
01. Telomere Maintenance	ICAM3	cg05323251	chr19:10339265-10339267	chr19	10339265.0	10339267.0	-	5UTR_1stExon	True	S_Shelf	0.7225128415338447	HYPER_methylated	0.7449440710323373	97	0.66811711	40	hypomethylated	-0.0682807820044059	1.130971352932051e-16
01. Telomere Maintenance	ICAM3	cg14145194	chr19:10339345-10339347	chr19	10339345.0	10339347.0	-	5UTR_1stExon	True	OpenSea	0.8208560474003478	HYPER_methylated	0.8446640329262645	97	0.7631216824999999	40	hypomethylated	-0.0729650703541642	7.098883946353076e-22
01. Telomere Maintenance	ICAM3	cg23671824	chr19:10339646-10339648	chr19	10339646.0	10339648.0	+	TSS200	True	OpenSea	0.4688518058836108	intermediate	0.4757563010933472	97	0.45210840500000005	40	hypermethylated	0.0664290229377447	1.3694941668172008e-10
01. Telomere Maintenance	ICAM3	cg06855803	chr19:10339687-10339689	chr19	10339687.0	10339689.0	-	TSS200	True	OpenSea	0.4794264584084169	intermediate	0.4959103299170425	97	0.43945307000000006	40	hypermethylated	0.0558125281887965	4.2770182324044576e-17
01. Telomere Maintenance	ICAM3	cg18054725	chr19:10339795-10339797	chr19	10339795.0	10339797.0	-	TSS200	True	OpenSea	0.5091021992978729	intermediate	0.5260779783897793	97	0.46793593499999997	40	hypermethylated	0.002931082283024	0.8233842278117863
01. Telomere Maintenance	ICAM3	cg26972937	chr19:10340185-10340187	chr19	10340185.0	10340187.0	-	TSS1500	True	OpenSea	0.57236265	intermediate		0	0.57236265	40	hypomethylated		
01. Telomere Maintenance	ICAM3	cg21901386	chr19:10340746-10340748	chr19	10340746.0	10340748.0	-	TSS1500	True	OpenSea	0.9299305415103216	HYPER_methylated	0.9484059441949904	97	0.8851276899999998	40	hypomethylated	-0.0178149541260507	2.651632794881511e-15
01. Telomere Maintenance	ICAM3	cg05202822	chr19:10340976-10340978	chr19	10340976.0	10340978.0	-	TSS1500	True	OpenSea	0.9289991738929915	HYPER_methylated	0.9458771538488644	97	0.8880700724999999	40	hypomethylated	-0.0267696467869965	7.682497931244697e-18
01. Telomere Maintenance	ICAM4	cg00500176	chr19:10285481-10285483	chr19	10285481.0	10285483.0	-	TSS1500	True	N_Shore	0.8773564173264998	HYPER_methylated	0.9007857017910358	97	0.8205404025	40	hypomethylated	-0.0350697586366031	9.717314594457195e-11
01. Telomere Maintenance	ICAM4	cg20036207	chr19:10286354-10286356	chr19	10286354.0	10286356.0	+	TSS1500	True	N_Shore	0.8047193651652316	HYPER_methylated	0.818226529150894	97	0.7719644925	40	hypermethylated	0.0560623456910781	3.1211728386456053e-12
01. Telomere Maintenance	ICAM4	cg09258150	chr19:10286752-10286754	chr19	10286752.0	10286754.0	+	TSS1500	True	N_Shore	0.324061412816357	intermediate	0.3479768294322339	79	0.276828465	40	hypermethylated	0.0963673061794704	4.3723245875700154e-12
01. Telomere Maintenance	ICAM4	cg03740216	chr19:10286884-10286886	chr19	10286884.0	10286886.0	+	TSS200	True	N_Shore	0.15612556435056807	HYPO_unmethylated	0.157468864598225	97	0.15286806125000002	40	hypermethylated	0.1028025574298643	1.7940145411955919e-31
01. Telomere Maintenance	ICAM4	cg05890620	chr19:10286935-10286937	chr19	10286935.0	10286937.0	+	TSS200	True	Island	0.3330927409411353	intermediate	0.3438300299890262	97	0.307054815	40	hypermethylated	0.1779933949181323	3.1946301078622335e-24
01. Telomere Maintenance	ICAM4	cg00389463	chr19:10286943-10286945	chr19	10286943.0	10286945.0	+	TSS200	True	Island	0.19985394386800717	HYPO_unmethylated	0.197808314844505	97	0.20481459424999998	40	hypermethylated	0.3192117358602002	5.60309473623991e-51
01. Telomere Maintenance	ICAM4	cg14993276	chr19:10286965-10286967	chr19	10286965.0	10286967.0	+	TSS200	True	Island	0.07495622030962772	HYPO_unmethylated	0.068096042908344	97	0.09201871282051283	39	hypermethylated	0.2310071068143664	2.5033121541338223e-73
01. Telomere Maintenance	ICAM4	cg21494776	chr19:10287103-10287105	chr19	10287103.0	10287105.0	-	5UTR_1stExon	True	Island	0.4418861156317718	intermediate	0.4576201684696158	97	0.40373103749999995	40	hypermethylated	0.1991870956244897	1.1899658038548375e-26
01. Telomere Maintenance	ICAM4	cg14016200	chr19:10288480-10288482	chr19	10288480.0	10288482.0	-	gene_body	True	S_Shore	0.44790568382755475	intermediate	0.4691703245811855	97	0.39633893000000003	40	hypomethylated	-0.0854514023555613	1.550231362045185e-08
01. Telomere Maintenance	ICAM4	cg03247892	chr19:10287538-10287540	chr19	10287538.0	10287540.0	-	gene_body	False	Island	0.2751375746613039	HYPO_unmethylated	0.2940611101917385	97	0.22924800100000003	40	hypermethylated	0.1477611974093993	8.138542615674221e-21
01. Telomere Maintenance	ICAM4	cg00595030	chr19:10287905-10287907	chr19	10287905.0	10287907.0	-	gene_body	False	Island	0.47010462176023604	intermediate	0.4968106771252819	97	0.40534243750000004	40	hypermethylated	0.1415484602157026	2.856332665992759e-18
01. Telomere Maintenance	ICAM4	cg19298774	chr19:10288121-10288123	chr19	10288121.0	10288123.0	-	gene_body	False	S_Shore	0.45789043118634254	intermediate	0.4819138844807942	96	0.3987557769230769	39	hypermethylated	0.1236858094637774	1.8917995637414096e-17
01. Telomere Maintenance	ICAM5	cg14016200	chr19:10288480-10288482	chr19	10288480.0	10288482.0	-	gene_body	True	S_Shore	0.44790568382755475	intermediate	0.4691703245811855	97	0.39633893000000003	40	hypomethylated	-0.0854514023555613	1.550231362045185e-08
01. Telomere Maintenance	ICAM5	cg03031902	chr19:10289087-10289089	chr19	10289087.0	10289089.0	-	TSS200	True	N_Shore	0.07804986912763387	HYPO_unmethylated	0.082865990314287	97	0.06637077525	40	hypermethylated	0.0210837192633095	0.0001567345191407
01. Telomere Maintenance	ICAM5	cg11195002	chr19:10289128-10289130	chr19	10289128.0	10289130.0	+	TSS200	True	N_Shore	0.16509353810928232	HYPO_unmethylated	0.166940099185275	97	0.1606156275	40	hypermethylated	0.086676561761114	1.3225938650920209e-23
01. Telomere Maintenance	ICAM5	cg21098990	chr19:10289168-10289170	chr19	10289168.0	10289170.0	-	TSS200	True	Island	0.026249666294781936	HYPO_unmethylated	0.0218187091276817	97	0.036994737425	40	hypermethylated	0.0426658015231458	4.5011389587924255e-27
01. Telomere Maintenance	ICAM5	cg18902930	chr19:10289631-10289633	chr19	10289631.0	10289633.0	-	TSS1500	True	Island	0.13906528787724481	HYPO_unmethylated	0.163150117203996	37	0.11678682074999999	40	hypermethylated	0.0037603420802008	0.5675727030147293
01. Telomere Maintenance	ICAM5	cg27192597	chr19:10289787-10289789	chr19	10289787.0	10289789.0	-	TSS200	True	Island	0.06721729351813763	HYPO_unmethylated	0.0640675357936583	97	0.074855456	40	hypermethylated	0.102985397505024	9.165825081781713e-60
01. Telomere Maintenance	ICAM5	cg09486260	chr19:10289971-10289973	chr19	10289971.0	10289973.0	-	5UTR_1stExon	True	Island	0.019823017393711482	HYPO_unmethylated	0.0226581416179224	97	0.01294784115	40	hypermethylated	0.026742332650705	5.892027458483593e-15
01. Telomere Maintenance	ICAM5	cg11373429	chr19:10290074-10290076	chr19	10290074.0	10290076.0	-	5UTR_1stExon	True	Island	0.08947708803767963	HYPO_unmethylated	0.0803131024862073	97	0.11169975300000001	40	hypermethylated	0.0720136855570215	2.044958290386198e-20
01. Telomere Maintenance	ICAM5	cg15011232	chr19:10290647-10290649	chr19	10290647.0	10290649.0	+	TSS1500	True	Island	0.04038967144747322	HYPO_unmethylated	0.0359816526629261	97	0.05107911699999999	40	hypermethylated	0.0167562090957629	1.7335710467920215e-10
01. Telomere Maintenance	ICAM5	cg07097925	chr19:10290684-10290686	chr19	10290684.0	10290686.0	-	TSS1500	True	Island	0.056091851655300125	HYPO_unmethylated	0.055771734296661	97	0.05686813625	40	hypermethylated	0.0107171610472593	0.0006835344801472
01. Telomere Maintenance	ICAM5	cg02770946	chr19:10291054-10291056	chr19	10291054.0	10291056.0	+	5UTR_1stExon	True	Island	0.07125319241211822	HYPO_unmethylated	0.0698476230975278	97	0.074661698	40	hypermethylated	0.0743421753275027	3.4199708111386026e-37
01. Telomere Maintenance	ICAM5	cg25291355	chr19:10291490-10291492	chr19	10291490.0	10291492.0	+	5UTR_1stExon	True	Island	0.031280653647132985	HYPO_unmethylated	0.0249806236974971	97	0.046558226275	40	hypermethylated	0.1128463561409934	2.8938820069740914e-52
