category	gene	probe_id	locus	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	cgi_relation	healthy_beta	healthy_state	tcga_normal_beta	tcga_normal_n	gse_normal_beta	gse_normal_n	tumor_direction	tumor_delta_beta	fdr
12. Stem Cell Regulation	CCL24	cg17315454	chr7:75813855-75813857	chr7	75813855.0	75813857.0	-	TSS200	True	OpenSea	0.5550872758024575	intermediate	0.5913541672077585	94	0.46986008100000004	40	hypomethylated	-0.1960528221754787	1.9331859386887224e-19
12. Stem Cell Regulation	CCL24	cg05034363	chr7:75813874-75813876	chr7	75813874.0	75813876.0	-	TSS200	True	OpenSea	0.6828547661139941	intermediate	0.7062716139960534	97	0.6260689100000001	40	hypomethylated	-0.0818352439566452	2.1225901650394537e-14
12. Stem Cell Regulation	CCL24	cg12788666	chr7:75813927-75813929	chr7	75813927.0	75813929.0	-	TSS200	True	OpenSea	0.5293145014783873	intermediate	0.542782655696279	97	0.4966542275	40	hypomethylated	-0.0013797159468519	0.904733840004423
12. Stem Cell Regulation	CCL24	cg04156900	chr7:75814658-75814660	chr7	75814658.0	75814660.0	-	TSS1500	True	OpenSea	0.8784206004797274	HYPER_methylated	0.904312369749718	97	0.81563306	40	hypomethylated	-0.0151710410321137	0.0074354186995677
12. Stem Cell Regulation	CCL24	cg02932854	chr7:75814796-75814798	chr7	75814796.0	75814798.0	+	TSS1500	True	OpenSea	0.511132985996664	intermediate	0.524488232799412	97	0.47874651250000005	40	hypomethylated	-0.0493054668435413	3.5925610474960305e-10
12. Stem Cell Regulation	CCL24	cg22044951	chr7:75811929-75811931	chr7	75811929.0	75811931.0	+	gene_body	False	OpenSea	0.8162123103251883	HYPER_methylated	0.8363006434489771	97	0.7674981025	40	hypomethylated	-0.1237354878409651	5.791636347495309e-84
12. Stem Cell Regulation	CD34	cg09788693	chr1:207890387-207890389	chr1	207890387.0	207890389.0	-	5UTR_1stExon	True	OpenSea	0.1284379213125855	HYPO_unmethylated	0.1330307636064352	97	0.11730027875	40	hypermethylated	0.1319751848135335	7.507239911081757e-92
12. Stem Cell Regulation	CD34	cg04197452	chr1:207910567-207910569	chr1	207910567.0	207910569.0	+	5UTR_1stExon	True	N_Shore	0.34387130265560845	intermediate	0.3616744759156532	97	0.30069860750000005	40	hypermethylated	0.1752825043429504	5.083116361816804e-27
12. Stem Cell Regulation	CD34	cg03990033	chr1:207910684-207910686	chr1	207910684.0	207910686.0	-	5UTR_1stExon	True	N_Shore	0.3744220849612939	intermediate	0.3901619272133739	97	0.3362529675	40	hypermethylated	0.2886883855859556	8.318614308494506e-44
12. Stem Cell Regulation	CD34	cg16291276	chr1:207910725-207910727	chr1	207910725.0	207910727.0	-	5UTR_1stExon	True	N_Shore	0.285028675914572	HYPO_unmethylated	0.2957593790690104	75	0.2649086075	40	hypermethylated	0.33557754834493	1.4062715320956308e-46
12. Stem Cell Regulation	CD34	cg27566858	chr1:207910753-207910755	chr1	207910753.0	207910755.0	+	5UTR_1stExon	True	Island	0.11564199949607235	HYPO_unmethylated	0.1181912176387826	97	0.10946014550000001	40	hypermethylated	0.1330349639894964	7.723296779532886e-96
12. Stem Cell Regulation	CD34	cg01566217	chr1:207910909-207910911	chr1	207910909.0	207910911.0	+	5UTR_1stExon	True	Island	0.08650740531677689	HYPO_unmethylated	0.0874563000865818	97	0.08420633549999999	40	hypermethylated	0.0589112805538999	1.2129618826949589e-30
12. Stem Cell Regulation	CD34	cg16115720	chr1:207911069-207911071	chr1	207911069.0	207911071.0	-	5UTR_1stExon	True	Island	0.017241641242085895	HYPO_unmethylated	0.0167791376408842	97	0.018363212475	40	hypermethylated	0.0678610855764879	4.386027385750431e-31
12. Stem Cell Regulation	CD34	cg21455438	chr1:207911090-207911092	chr1	207911090.0	207911092.0	-	5UTR_1stExon	True	Island	0.018686123995502107	HYPO_unmethylated	0.0169707032823071	97	0.022846019224999996	40	hypermethylated	0.0581207057378093	1.0094007416955988e-25
12. Stem Cell Regulation	CD34	cg04292718	chr1:207911110-207911112	chr1	207911110.0	207911112.0	-	5UTR_1stExon	True	Island	0.022720579747909156	HYPO_unmethylated	0.0171822801078717	97	0.036150956375	40	hypermethylated	0.0927567549533146	1.9383855823085163e-37
12. Stem Cell Regulation	CD34	cg19591881	chr1:207911294-207911296	chr1	207911294.0	207911296.0	+	5UTR_1stExon	True	S_Shore	0.11271937201795589	HYPO_unmethylated	0.108149479344948	97	0.12380136175	40	hypermethylated	0.2167625713869182	7.206572328497255e-123
12. Stem Cell Regulation	CD34	cg20293352	chr1:207911596-207911598	chr1	207911596.0	207911598.0	-	TSS200	True	S_Shore	0.4782428480358611	intermediate	0.5060458439652638	93	0.41360088249999993	40	hypermethylated	0.092856156237301	1.8585931085583108e-06
12. Stem Cell Regulation	CD34	cg03583857	chr1:207911676-207911678	chr1	207911676.0	207911678.0	-	TSS1500	True	S_Shore	0.6592155251389998	intermediate	0.6846142798354945	97	0.597623545	40	hypermethylated	0.133012750647118	3.702629908057359e-12
12. Stem Cell Regulation	CD34	cg26266618	chr1:207911697-207911699	chr1	207911697.0	207911699.0	-	TSS1500	True	S_Shore	0.5266201285812044	intermediate	0.5576499073775774	97	0.451372915	40	hypermethylated	0.1794597917028982	3.1024561473844947e-18
12. Stem Cell Regulation	CD34	cg02852407	chr1:207912109-207912111	chr1	207912109.0	207912111.0	+	TSS1500	True	S_Shore	0.7749786102531934	HYPER_methylated	0.799914173244201	97	0.71450987	40	hypermethylated	0.007728400559726	0.59616956246656
12. Stem Cell Regulation	CD34	cg17439800	chr1:207883147-207883149	chr1	207883147.0	207883149.0	+	gene_body	False	OpenSea	0.5588537156891538	intermediate	0.5677781252516914	97	0.5372120225	40	hypomethylated	-0.1159719013015886	2.3772336508905733e-35
12. Stem Cell Regulation	CD34	cg00785482	chr1:207885640-207885642	chr1	207885640.0	207885642.0	+	gene_body	False	OpenSea	0.619420149545934	intermediate	0.6444393039978656	97	0.5587487	40	hypermethylated	0.1830400042353833	9.27525126792542e-29
12. Stem Cell Regulation	CD34	cg13476664	chr1:207886935-207886937	chr1	207886935.0	207886937.0	-	gene_body	False	OpenSea	0.7573286356623518	HYPER_methylated	0.7755697977911565	97	0.7130938175000001	40	hypermethylated	0.0080796323210432	0.3204348186048577
12. Stem Cell Regulation	CD34	cg03004102	chr1:207887404-207887406	chr1	207887404.0	207887406.0	+	gene_body	False	OpenSea	0.870385475320056	HYPER_methylated	0.8942975702973985	97	0.812398645	40	hypermethylated	0.0179562520003259	0.0207643443428798
12. Stem Cell Regulation	CD34	cg21697512	chr1:207908195-207908197	chr1	207908195.0	207908197.0	+	gene_body	False	N_Shelf	0.6721407101678241	intermediate	0.7195627312911185	95	0.55951341	40	hypermethylated	0.1734640136816216	1.9591566311173748e-19
12. Stem Cell Regulation	CDCA8	cg22449745	chr1:37691266-37691268	chr1	37691266.0	37691268.0	+	TSS1500	True	N_Shore	0.36660137237504276	intermediate	0.3800441702616583	97	0.3340025875	40	hypomethylated	-0.072687423862964	1.2309096381768646e-11
12. Stem Cell Regulation	CDCA8	cg03714163	chr1:37691684-37691686	chr1	37691684.0	37691686.0	-	gene_body	True	Island	0.047496609203148125	HYPO_unmethylated	0.045573485266302	97	0.05216018474999999	40	hypomethylated	-0.0001533172444645	0.9500122717878072
12. Stem Cell Regulation	CDCA8	cg14522793	chr1:37691894-37691896	chr1	37691894.0	37691896.0	-	5UTR_1stExon	True	Island	0.015350089299167135	HYPO_unmethylated	0.0123912833400608	97	0.02252519375	40	hypermethylated	0.0013428336783771	3.740397148522589e-05
12. Stem Cell Regulation	CDCA8	cg12751733	chr1:37692072-37692074	chr1	37692072.0	37692074.0	+	5UTR_1stExon	True	Island	0.019941396538910115	HYPO_unmethylated	0.018945716091038	97	0.022355921624999997	40	hypomethylated	-0.0019723194714751	0.0674048121551465
12. Stem Cell Regulation	CDCA8	cg18172330	chr1:37692111-37692113	chr1	37692111.0	37692113.0	-	5UTR_1stExon	True	Island	0.04167755535065809	HYPO_unmethylated	0.0382017671447439	97	0.050106341750000005	40	hypomethylated	-0.0006082467026021	0.7036015171152408
12. Stem Cell Regulation	CDCA8	cg15626777	chr1:37692236-37692238	chr1	37692236.0	37692238.0	+	5UTR_1stExon	True	Island	0.060469830661594344	HYPO_unmethylated	0.0625370212436951	97	0.05545689350000001	40	hypermethylated	0.001095832783389	0.5851308452343621
12. Stem Cell Regulation	CDCA8	cg16341373	chr1:37692289-37692291	chr1	37692289.0	37692291.0	+	TSS200	True	Island	0.050246856867470616	HYPO_unmethylated	0.0544763999649241	79	0.04189350925	40	hypomethylated	-0.0019205516122667	0.5398155258399469
12. Stem Cell Regulation	CDCA8	cg05262634	chr1:37692295-37692297	chr1	37692295.0	37692297.0	+	TSS200	True	Island	0.07046079167786976	HYPO_unmethylated	0.0540961236068882	97	0.11014511175000001	40	hypermethylated	0.0102402501655313	0.0004089376173175
12. Stem Cell Regulation	CDCA8	cg27170383	chr1:37692359-37692361	chr1	37692359.0	37692361.0	+	TSS200	True	Island	0.021710745390927946	HYPO_unmethylated	0.0172403964799704	97	0.032551341500000004	40	hypomethylated	-0.0009836565706018	0.4756468796532666
12. Stem Cell Regulation	CDCA8	cg08641750	chr1:37692456-37692458	chr1	37692456.0	37692458.0	+	TSS200	True	Island	0.050923494495957275	HYPO_unmethylated	0.0561741391817728	96	0.03832194725	40	hypomethylated	-0.0068687646238653	0.0242360552016352
12. Stem Cell Regulation	CDCA8	cg14374347	chr1:37692522-37692524	chr1	37692522.0	37692524.0	+	5UTR_1stExon	True	Island	0.05895778777553846	HYPO_unmethylated	0.069450519979	64	0.04216941625	40	hypomethylated	-0.0059101803107388	0.0762645014768964
12. Stem Cell Regulation	CDCA8	cg21010197	chr1:37692752-37692754	chr1	37692752.0	37692754.0	+	5UTR_1stExon	True	Island	0.03850557625	HYPO_unmethylated		0	0.03850557625	40	hypomethylated		
12. Stem Cell Regulation	CDCA8	cg27171474	chr1:37696288-37696290	chr1	37696288.0	37696290.0	-	gene_body	False	S_Shelf	0.9239557805557139	HYPER_methylated	0.9425434230529156	97	0.8788807474999999	40	hypermethylated	0.0028210841472265	0.0602873144805906
12. Stem Cell Regulation	CDCA8	cg03443676	chr1:37708706-37708708	chr1	37708706.0	37708708.0	-	gene_body	False	OpenSea	0.8529350324999999	HYPER_methylated		0	0.8529350324999999	40	hypomethylated		
12. Stem Cell Regulation	CLEC11A	cg20308817	chr19:50722590-50722592	chr19	50722590.0	50722592.0	+	TSS1500	True	N_Shore	0.5009189604214188	intermediate	0.5259553575024163	97	0.4402056975	40	hypermethylated	0.1679977792262104	1.298866150358876e-40
12. Stem Cell Regulation	CLEC11A	cg10773601	chr19:50722788-50722790	chr19	50722788.0	50722790.0	+	TSS1500	True	N_Shore	0.6486783565529483	intermediate	0.6852685200799372	97	0.55994721	40	hypermethylated	0.1308734500083608	2.4778153003036593e-22
12. Stem Cell Regulation	CLEC11A	cg25309343	chr19:50722949-50722951	chr19	50722949.0	50722951.0	-	TSS1500	True	N_Shore	0.4979499578313897	intermediate	0.5273466208546432	97	0.42666305	40	hypermethylated	0.0436464095632416	4.7656469088700105e-06
12. Stem Cell Regulation	CLEC11A	cg24790297	chr19:50723099-50723101	chr19	50723099.0	50723101.0	+	TSS1500	True	N_Shore	0.2862660666657162	HYPO_unmethylated	0.2984685209608569	97	0.256675115	40	hypermethylated	0.2084934606955708	5.773540988634593e-31
12. Stem Cell Regulation	CLEC11A	cg16651537	chr19:50723278-50723280	chr19	50723278.0	50723280.0	+	TSS200	True	N_Shore	0.1171312990514598	HYPO_unmethylated	0.1093819240729014	96	0.13572979899999998	40	hypermethylated	0.3733071677493059	1.5792601493484857e-152
12. Stem Cell Regulation	CLEC11A	cg13152535	chr19:50723299-50723301	chr19	50723299.0	50723301.0	+	TSS200	True	N_Shore	0.15687582536754746	HYPO_unmethylated	0.1546207801582887	97	0.16234431	40	hypermethylated	0.283610098476351	3.6270942811817e-93
12. Stem Cell Regulation	CLEC11A	cg08678044	chr19:50723591-50723593	chr19	50723591.0	50723593.0	+	5UTR_1stExon	True	N_Shore	0.19557218981327698	HYPO_unmethylated	0.2034605557156592	97	0.1764429025	40	hypermethylated	0.2973232174823298	3.9742269873981594e-97
12. Stem Cell Regulation	CLEC11A	cg09511427	chr19:50724144-50724146	chr19	50724144.0	50724146.0	-	gene_body	False	N_Shore	0.20210531283680713	HYPO_unmethylated	0.2100926428726039	97	0.1827360375	40	hypermethylated	0.3142346895191471	9.01145678610465e-136
12. Stem Cell Regulation	CLEC11A	cg02759846	chr19:50724685-50724687	chr19	50724685.0	50724687.0	+	gene_body	False	Island	0.10150470480408155	HYPO_unmethylated	0.0997171107026719	97	0.1058396205	40	hypermethylated	0.0901017809916021	1.3327924605482034e-29
12. Stem Cell Regulation	CLEC11A	cg01270246	chr19:50725012-50725014	chr19	50725012.0	50725014.0	-	gene_body	False	Island	0.05921689315304941	HYPO_unmethylated	0.0579793674429667	97	0.062217893	40	hypermethylated	0.0295665458868027	4.404454490180743e-11
12. Stem Cell Regulation	CLEC11A	cg01130127	chr19:50725563-50725565	chr19	50725563.0	50725565.0	-	gene_body	False	Island	0.13180497236385144	HYPO_unmethylated	0.1408141617922438	97	0.10995768800000001	40	hypermethylated	0.1104851694291135	1.129615874547011e-32
12. Stem Cell Regulation	CLEC11A	cg18723560	chr19:50725573-50725575	chr19	50725573.0	50725575.0	-	gene_body	False	Island	0.07640072388373376	HYPO_unmethylated	0.0664575370316652	97	0.10051295200000002	40	hypermethylated	0.0913716897647899	5.147066754856846e-49
12. Stem Cell Regulation	CLEC11A	cg06947430	chr19:50725679-50725681	chr19	50725679.0	50725681.0	+	gene_body	False	S_Shore	0.13126469522544695	HYPO_unmethylated	0.1301969056276931	97	0.133854085	40	hypermethylated	0.0954739293826281	3.3847779924603075e-41
12. Stem Cell Regulation	CXCL2	cg06312813	chr4:74098775-74098777	chr4	74098775.0	74098777.0	+	5UTR_1stExon	True	N_Shore	0.11563879675	HYPO_unmethylated		0	0.11563879675	40	hypomethylated		
12. Stem Cell Regulation	CXCL2	cg19031658	chr4:74099138-74099140	chr4	74099138.0	74099140.0	+	5UTR_1stExon	True	Island	0.03419728271794872	HYPO_unmethylated		0	0.03419728271794872	39	hypomethylated		
12. Stem Cell Regulation	CXCL2	cg22847221	chr4:74099202-74099204	chr4	74099202.0	74099204.0	+	TSS200	True	Island	0.0931287628493171	HYPO_unmethylated	0.0918140411376953	97	0.09631696299999999	40	hypermethylated	0.0364904801553178	4.5980332475106e-17
12. Stem Cell Regulation	CXCL2	cg09745243	chr4:74099350-74099352	chr4	74099350.0	74099352.0	-	TSS200	True	Island	0.03171821660784865	HYPO_unmethylated	0.0228763142811883	97	0.05315982975	40	hypermethylated	0.0161269542247327	1.2362955590314033e-08
12. Stem Cell Regulation	CXCL2	cg16249454	chr4:74099357-74099359	chr4	74099357.0	74099359.0	-	TSS200	True	Island	0.0760307895	HYPO_unmethylated		0	0.0760307895	40	hypomethylated		
12. Stem Cell Regulation	CXCL2	cg10420517	chr4:74099361-74099363	chr4	74099361.0	74099363.0	-	TSS200	True	Island	0.07695022525	HYPO_unmethylated		0	0.07695022525	40	hypomethylated		
12. Stem Cell Regulation	CXCL2	cg00630212	chr4:74099417-74099419	chr4	74099417.0	74099419.0	+	TSS1500	True	Island	0.06628894114284538	HYPO_unmethylated	0.0558676473873177	97	0.0915605785	40	hypermethylated	0.0287177811520113	3.122709067173924e-13
12. Stem Cell Regulation	CXCL2	cg05205953	chr4:74099436-74099438	chr4	74099436.0	74099438.0	+	TSS1500	True	Island	0.03614744510632587	HYPO_unmethylated	0.0342806639130582	97	0.0406743895	40	hypermethylated	0.0177885679170075	4.302923654460339e-06
12. Stem Cell Regulation	CXCL2	cg08017326	chr4:74099444-74099446	chr4	74099444.0	74099446.0	+	TSS1500	True	Island	0.035748300113266074	HYPO_unmethylated	0.0330123975104892	97	0.042382863925	40	hypermethylated	0.0192911915881843	3.320117744383486e-08
12. Stem Cell Regulation	CXCL2	cg18804985	chr4:74099508-74099510	chr4	74099508.0	74099510.0	-	TSS1500	True	Island	0.01916421028433275	HYPO_unmethylated	0.0160773636139545	97	0.026649813460000005	40	hypermethylated	0.0176382690983891	4.5021030391143975e-11
12. Stem Cell Regulation	CXCL2	cg23244559	chr4:74099544-74099546	chr4	74099544.0	74099546.0	-	TSS1500	True	Island	0.12956738397769227	HYPO_unmethylated	0.1187656933499365	97	0.15576148375	40	hypermethylated	0.0683906848933373	1.4728815941678051e-28
12. Stem Cell Regulation	CXCL2	cg02741554	chr4:74099560-74099562	chr4	74099560.0	74099562.0	-	TSS1500	True	Island	0.08137067330248311	HYPO_unmethylated	0.0740824384787648	97	0.09904464275	40	hypermethylated	0.0481759564401471	4.108652701167501e-24
12. Stem Cell Regulation	CXCL2	cg26013975	chr4:74100037-74100039	chr4	74100037.0	74100039.0	-	TSS1500	True	S_Shore	0.793303728033759	HYPER_methylated	0.8251474911404639	97	0.7160826025	40	hypomethylated	-0.0623238582045047	1.8505267429722226e-18
12. Stem Cell Regulation	CXCL2	cg01470535	chr4:74097394-74097396	chr4	74097394.0	74097396.0	+	gene_body	False	N_Shore	0.8198737361057253	HYPER_methylated	0.8440479396544781	97	0.7612512925000001	40	hypomethylated	-0.0580673287466457	8.536809844386288e-11
12. Stem Cell Regulation	CXCL2	cg18356190	chr4:74098542-74098544	chr4	74098542.0	74098544.0	+	gene_body	False	N_Shore	0.4937008648654909	intermediate	0.5087463142945594	97	0.45721565000000003	40	hypermethylated	0.2139455073957455	1.538153085778337e-66
12. Stem Cell Regulation	DPPA2	cg09821685	chr3:109316096-109316098	chr3	109316096.0	109316098.0	+	5UTR_1stExon	True	OpenSea	0.8997967942425581	HYPER_methylated	0.9247769227961904	97	0.8392199825000001	40	hypomethylated	-0.0785443120285702	3.216425213402465e-50
12. Stem Cell Regulation	DPPA2	cg15286037	chr3:109316457-109316459	chr3	109316457.0	109316459.0	-	5UTR_1stExon	True	OpenSea	0.6539722270350993	intermediate	0.6907042670495731	97	0.56489703	40	hypomethylated	-0.1531904761946483	8.045838686296533e-39
12. Stem Cell Regulation	DPPA2	cg18992201	chr3:109316533-109316535	chr3	109316533.0	109316535.0	+	TSS200	True	OpenSea	0.8517627052078581	HYPER_methylated	0.8782406836440882	97	0.7875536075	40	hypomethylated	-0.1470049431850174	7.02715236188185e-58
12. Stem Cell Regulation	DPPA2	cg18098079	chr3:109316535-109316537	chr3	109316535.0	109316537.0	+	TSS200	True	OpenSea	0.8356942766081205	HYPER_methylated	0.8619737133537371	97	0.7719666425	40	hypomethylated	-0.1171140926698717	1.0619765752785632e-57
12. Stem Cell Regulation	DPPA2	cg01895333	chr3:109316557-109316559	chr3	109316557.0	109316559.0	+	TSS200	True	OpenSea	0.9610001388251314	HYPER_methylated	0.9753480105055976	97	0.9262065500000002	40	hypomethylated	-0.178482590707338	3.8439165346989877e-91
12. Stem Cell Regulation	DPPA2	cg11759378	chr3:109316621-109316623	chr3	109316621.0	109316623.0	+	TSS200	True	OpenSea	0.8427062643310547	HYPER_methylated	0.8701585592682829	97	0.7744274794871795	39	hypomethylated	-0.2066006988661021	6.495637514667417e-88
12. Stem Cell Regulation	DPPA2	cg07480440	chr3:109316801-109316803	chr3	109316801.0	109316803.0	+	TSS1500	True	OpenSea	0.87641725	HYPER_methylated		0	0.87641725	40	hypomethylated		
12. Stem Cell Regulation	DPPA2	cg06611850	chr3:109316933-109316935	chr3	109316933.0	109316935.0	-	TSS1500	True	OpenSea	0.4572547575	intermediate		0	0.4572547575	40	hypomethylated		
12. Stem Cell Regulation	DPPA2	cg17216301	chr3:109317239-109317241	chr3	109317239.0	109317241.0	+	TSS1500	True	OpenSea	0.8427175212173	HYPER_methylated	0.8781103880509086	92	0.7613139275	40	hypomethylated	-0.1730707536899851	6.062613420087776e-48
12. Stem Cell Regulation	DPPA2	cg21105590	chr3:109317254-109317256	chr3	109317254.0	109317256.0	+	TSS1500	True	OpenSea	0.8110688161952827	HYPER_methylated	0.8714895562811212	91	0.6736116325	40	hypomethylated	-0.1324028349612199	6.181555665918378e-44
12. Stem Cell Regulation	DPPA2	cg08491661	chr3:109298870-109298872	chr3	109298870.0	109298872.0	+	gene_body	False	OpenSea	0.5707368024999999	intermediate		0	0.5707368024999999	40	hypomethylated		
12. Stem Cell Regulation	DPPA2	cg16928393	chr3:109315042-109315044	chr3	109315042.0	109315044.0	-	gene_body	False	OpenSea	0.8632452478066549	HYPER_methylated	0.9063461932939352	97	0.7587254550000001	40	hypomethylated	-0.274396265971273	2.5171436650310535e-138
12. Stem Cell Regulation	IL1A	cg00839584	chr2:112784513-112784515	chr2	112784513.0	112784515.0	+	TSS200	True	OpenSea	0.38371299544330234	intermediate	0.3921720760384786	97	0.363199725	40	hypermethylated	0.2272561703836729	6.149194479313544e-67
12. Stem Cell Regulation	IL1A	cg27606396	chr2:112784539-112784541	chr2	112784539.0	112784541.0	+	TSS200	True	OpenSea	0.4284483116511592	intermediate	0.4569291787988999	68	0.3800308375	40	hypermethylated	0.2032889665843844	4.416602412869742e-25
12. Stem Cell Regulation	IL1A	cg27083787	chr2:112785667-112785669	chr2	112785667.0	112785669.0	-	TSS1500	True	OpenSea	0.9314208576007926	HYPER_methylated	0.9541848566114288	97	0.87621816	40	hypomethylated	-0.0591143984295388	1.2528803274326223e-47
12. Stem Cell Regulation	IL1A	cg20548977	chr2:112779588-112779590	chr2	112779588.0	112779590.0	-	gene_body	False	OpenSea	0.85480299515069	HYPER_methylated	0.8755890364499436	97	0.804396845	40	hypomethylated	-0.2369872976076042	1.934756578770764e-101
12. Stem Cell Regulation	IL3	cg25474070	chr5:132059305-132059307	chr5	132059305.0	132059307.0	+	TSS1500	True	OpenSea	0.7704031210317347	HYPER_methylated	0.7913759369211099	97	0.7195440425	40	hypomethylated	-0.0947452010053386	6.669578717096493e-85
12. Stem Cell Regulation	IL3	cg11212312	chr5:132059989-132059991	chr5	132059989.0	132059991.0	-	TSS1500	True	OpenSea	0.861222475560276	HYPER_methylated	0.8844555726985341	97	0.8048822149999999	40	hypomethylated	-0.017099936661279	0.0031502890049751
12. Stem Cell Regulation	IL3	cg11086697	chr5:132060155-132060157	chr5	132060155.0	132060157.0	-	TSS1500	True	OpenSea	0.9130380631322709	HYPER_methylated	0.9309399005064032	97	0.8696261075	40	hypomethylated	-0.0161641919738888	1.9106015763263153e-08
12. Stem Cell Regulation	IL3	cg04704634	chr5:132060510-132060512	chr5	132060510.0	132060512.0	-	TSS200	True	OpenSea	0.8771663956710483	HYPER_methylated	0.908419815535398	97	0.8013768525	40	hypomethylated	-0.0285393950579563	2.1942448104284333e-08
12. Stem Cell Regulation	IL3	cg16545743	chr5:132060556-132060558	chr5	132060556.0	132060558.0	+	TSS200	True	OpenSea	0.9268861528018727	HYPER_methylated	0.944486165784069	97	0.8831117615384614	39	hypomethylated	-0.0304225083537987	1.6673376524896616e-23
12. Stem Cell Regulation	IL3	cg00771722	chr5:132060559-132060561	chr5	132060559.0	132060561.0	+	TSS200	True	OpenSea	0.7990446312464359	HYPER_methylated	0.8256086369150692	97	0.7346269175000001	40	hypomethylated	-0.0934551314137259	8.812036294501907e-54
12. Stem Cell Regulation	IL3	cg17983064	chr5:132060663-132060665	chr5	132060663.0	132060665.0	-	5UTR_1stExon	True	OpenSea	0.6979122531364051	intermediate	0.7183057647390464	97	0.6484579874999999	40	hypermethylated	0.0070934406773568	0.2945582663815619
12. Stem Cell Regulation	IL3	cg17600233	chr5:132062052-132062054	chr5	132062052.0	132062054.0	-	gene_body	False	OpenSea	0.9280426552591812	HYPER_methylated	0.9508970594897712	97	0.872620725	40	hypomethylated	-0.0140741561978543	2.1566295368233085e-12
12. Stem Cell Regulation	IL3	cg22788465	chr5:132063151-132063153	chr5	132063151.0	132063153.0	-	gene_body	False	OpenSea	0.3980981629169993	intermediate	0.4010057744291639	97	0.391047205	40	hypomethylated	-0.1501107528917015	8.541504821910939e-48
12. Stem Cell Regulation	KITLG	cg27512205	chr12:88579620-88579622	chr12	88579620.0	88579622.0	-	gene_body	True	N_Shore	0.08133285533915047	HYPO_unmethylated	0.0784226987779754	97	0.088389985	40	hypermethylated	0.0011910410844785	0.6113231253724173
12. Stem Cell Regulation	KITLG	cg02919030	chr12:88579683-88579685	chr12	88579683.0	88579685.0	+	gene_body	True	Island	0.06685091704934669	HYPO_unmethylated	0.0602276153171185	97	0.08291242375	40	hypermethylated	0.0028962540664125	0.1741369457380396
12. Stem Cell Regulation	KITLG	cg13981545	chr12:88580359-88580361	chr12	88580359.0	88580361.0	+	TSS200	True	Island	0.08815775672382876	HYPO_unmethylated	0.0844562668161293	97	0.09713386975	40	hypermethylated	0.0038536855255218	0.2760607691664111
