probe_id	tumor_mean_beta	normal_mean_beta	delta_beta	tumor_n	normal_n	p_value	fdr	abs_delta_beta	direction	gene	chrom	chromStart	chromEnd	strand
cg18423935	0.7425552933304398	0.258252603667123	0.4843026896633168	405	28	2.3565597916956665e-59	2.2190476959820417e-58	0.4843026896633168	hypermethylated	AC072026.2,STXBP5L	chr3	120907819.0	120907821.0	-
cg03502002	0.5782144693598886	0.09432938172645175	0.48388508763343685	791	97	5.728359571181555e-91	1.308539415491483e-89	0.48388508763343685	hypermethylated	GALR1	chr18	77250176.0	77250178.0	+
cg13916459	0.7427426451387704	0.2591486442379835	0.4835940009007869	733	82	6.412038783287418e-50	4.7279846267536865e-49	0.4835940009007869	hypermethylated	ALX1	chr12	85279442.0	85279444.0	-
cg26210445	0.5876705523618718	0.10451071461041768	0.48315983775145416	776	96	1.2847083174159551e-171	6.502507913224789e-169	0.48315983775145416	hypermethylated	TBR1	chr2	161416814.0	161416816.0	-
cg05422029	0.5850138579312778	0.10214744646524646	0.4828664114660314	786	97	3.5934702070116086e-207	1.2203714618995858e-203	0.4828664114660314	hypermethylated	AL021808.1	chr6	27268063.0	27268065.0	-
cg01764252	0.6378125035485556	0.1550410495084875	0.48277145404006805	688	68	2.153107820762976e-145	3.433183819889359e-143	0.48277145404006805	hypermethylated	AC008525.1,MEF2C-AS2	chr5	88695253.0	88695255.0	-
cg25547580	0.592707425393588	0.11091321768219937	0.48179420771138864	791	97	1.8832193772082785e-96	5.114142289376971e-95	0.48179420771138864	hypermethylated	ONECUT2	chr18	57436501.0	57436503.0	-
cg13804575	0.6872438294081965	0.20561941249950513	0.4816244169086914	586	37	1.2379167301615904e-135	1.342529142171692e-133	0.4816244169086914	hypermethylated	ZNF462	chr9	106864717.0	106864719.0	-
cg18675097	0.7181902667213179	0.2369632524313386	0.4812270142899793	791	97	7.59625007005243e-77	1.1501410318915827e-75	0.4812270142899793	hypermethylated	NKAPL	chr6	28259348.0	28259350.0	-
cg17239057	0.7084625630439082	0.22726198570015504	0.48120057734375316	790	97	2.6964467087140256e-86	5.34811350458458e-85	0.48120057734375316	hypermethylated	AC092809.3,DEGS1	chr1	224175872.0	224175874.0	-
cg00795900	0.6892257972999856	0.2091495543718338	0.48007624292815176	54	1			0.48007624292815176	hypermethylated	ABCA17P,ABCA3	chr16	2342199.0	2342201.0	+
cg09578475	0.6485821787837784	0.1689797234289425	0.4796024553548359	791	97	1.6401304897156699e-74	2.3294499529380256e-73	0.4796024553548359	hypermethylated	ZNF177,ZNF559-ZNF177	chr19	9363011.0	9363013.0	-
cg26132320	0.5949820073606392	0.11550140380859375	0.47948060355204547	791	97	1.0118481530330025e-146	1.6989769661736038e-144	0.47948060355204547	hypermethylated	MMP9	chr20	46011713.0	46011715.0	-
cg14861089	0.5732791562623616	0.09460894594487455	0.478670210317487	790	97	5.82591278292517e-126	4.4125421504833635e-124	0.478670210317487	hypermethylated	TLX1	chr10	101135285.0	101135287.0	+
cg19760241	0.6582212037678006	0.17984736334417284	0.47837384042362774	790	97	1.1586591091022987e-70	1.4762422003827466e-69	0.47837384042362774	hypermethylated	AC243773.1,LHX1	chr17	36942712.0	36942714.0	-
cg06355129	0.636099618348483	0.15854836493423305	0.47755125341425	789	97	1.6099622311382285e-120	1.000262075838808e-118	0.47755125341425	hypermethylated	NES	chr1	156676500.0	156676502.0	-
cg20286956	0.7192588363155242	0.24179595708847046	0.47746287922705377	775	96	3.301349133126794e-94	8.34630689108217e-93	0.47746287922705377	hypermethylated	MACF1	chr1	39082245.0	39082247.0	+
cg07489502	0.5755164123621	0.09818071064196135	0.4773357017201387	711	95	3.5184875352269143e-190	4.3836815381939257e-187	0.4773357017201387	hypermethylated	PCDHGA1,PCDHGA10;PCDHGA11;PCDHGA12;PCDHGA2;PCDHGA3;PCDHGA4;PCDHGA5;PCDHGA6;PCDHGA7;PCDHGA8;PCDHGA9;PCDHGB1;PCDHGB2;PCDHGB3;PCDHGB4;PCDHGB5;PCDHGB6;PCDHGB7	chr5	141432074.0	141432076.0	-
cg11157172	0.4367318850511696	0.9130646725918384	-0.4763327875406688	684	94	6.2101430645517705e-198	1.1419992080723381e-194	0.4763327875406688	hypomethylated	PRDM16	chr1	3293852.0	3293854.0	+
cg11589139	0.5952029293530607	0.11906938893454415	0.4761335404185166	219	7	2.6401937990296867e-44	1.679287354223942e-43	0.4761335404185166	hypermethylated	ACTA1	chr1	229431391.0	229431393.0	+
cg11030264	0.698453260977057	0.22259200971151136	0.47586125126554557	790	97	3.287802789406978e-76	4.894615137194931e-75	0.47586125126554557	hypermethylated		chr17	57136294.0	57136296.0	+
cg11957331	0.518041019946073	0.04233247717631232	0.47570854276976066	791	97	4.858935400862433e-210	2.1094491983492605e-206	0.47570854276976066	hypermethylated	TMEM145	chr19	42324003.0	42324005.0	-
cg20494374	0.7171845027378627	0.24226097265879312	0.4749235300790696	560	48	6.089456969581684e-37	3.193628054060503e-36	0.4749235300790696	hypermethylated		chr6	27557898.0	27557900.0	+
cg20014398	0.6456296510334256	0.17077534469132571	0.4748543063420999	790	97	2.479612154207e-104	8.692968637252136e-103	0.4748543063420999	hypermethylated	PAX6	chr11	31804243.0	31804245.0	+
cg15300436	0.24559774771109	0.7203565794846107	-0.47475883177352074	666	58	3.642025656017424e-50	2.7023310582470643e-49	0.47475883177352074	hypomethylated	MYT1L,MYT1L-AS1	chr2	2318015.0	2318017.0	-
cg00193200	0.7253245600947628	0.25068965554237366	0.4746349045523891	432	32	3.5587496190263176e-44	2.2556959677694225e-43	0.4746349045523891	hypermethylated	AC072026.2,STXBP5L	chr3	120907805.0	120907807.0	-
cg24604013	0.5699030011703935	0.09580551226114489	0.47409748890924863	791	97	2.534078143418843e-114	1.2587117047507463e-112	0.47409748890924863	hypermethylated	SOX1,SOX1-OT	chr13	112067010.0	112067012.0	-
cg08380477	0.7222294416583952	0.2484893500804901	0.4737400915779051	61	2	0.003907288178705999	0.0056909920037893445	0.4737400915779051	hypermethylated		chr2	172092539.0	172092541.0	+
cg26432869	0.8008647414873231	0.32719344184512184	0.4736712996422013	636	21	8.267407813973332e-20	2.624987690698609e-19	0.4736712996422013	hypermethylated		chr8	122338972.0	122338974.0	+
cg18924324	0.5578988783852348	0.08460843161250768	0.4732904467727271	716	89	1.8379455282396088e-173	1.0184007804988086e-170	0.4732904467727271	hypermethylated	PRDM13	chr6	99609266.0	99609268.0	-
cg16206460	0.5791990181287532	0.1061011835471871	0.47309783458156607	791	97	9.950635831012065e-68	1.169639942315864e-66	0.47309783458156607	hypermethylated	PGLYRP2	chr19	15469888.0	15469890.0	-
