gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
AC004882.2	hypermethylated	2	2	0	cg10941566,cg15868105
AC004943.2	hypermethylated	2	2	0	cg02246055,cg08961664
AC004974.1	hypermethylated	1	1	0	cg02058870
AC005041.1	hypermethylated	3	3	0	cg03292743,cg05413277,cg13888593
AC005041.2	hypermethylated	1	1	0	cg05413277
AC005041.4	hypermethylated	3	3	0	cg03292743,cg05413277,cg13888593
AC005042.1	hypermethylated	1	1	0	cg16705395
AC005082.1	hypermethylated	1	1	0	cg09755872
AC005082.2	hypermethylated	1	1	0	cg09755872
AC005224.1	hypermethylated	1	1	0	cg23280506
AC005229.4	hypermethylated	2	2	0	cg03789645,cg11109845
AC005252.4	hypermethylated	1	1	0	cg10857167
AC005258.1	hypermethylated	4	4	0	cg07498239,cg08059112,cg08461451,cg22294740
AC005261.4	hypermethylated	1	1	0	cg19395056
AC005274.1	hypermethylated	2	2	0	cg06766427,cg17278864
AC005520.2	hypermethylated	1	1	0	cg13158272
AC005586.1	hypermethylated	4	4	0	cg13722127,cg17279839,cg27455017,cg27494647
AC005597.1	hypermethylated	12	12	0	cg00003305,cg00382463,cg00757082,cg01518188,cg03706436,cg05525743,cg05804948,cg10507508,cg17802600,cg24059119,cg24708471,cg25451303
AC005606.2	hypermethylated	6	6	0	cg04514123,cg05915293,cg09229918,cg10022722,cg26486663,cg27616661
AC005609.1	hypermethylated	3	3	0	cg00275741,cg02051771,cg19876814
AC005609.5	hypermethylated	11	11	0	cg00748875,cg02004851,cg03758467,cg06282446,cg08288811,cg09820378,cg11095383,cg11429969,cg16607685,cg16987900,cg17777676
AC005622.1	hypermethylated	3	3	0	cg08669447,cg09489306,cg24399430
AC005703.3	hypermethylated	1	1	0	cg25417335
AC005740.5	hypermethylated	2	2	0	cg09032310,cg22995692
AC005746.2	hypermethylated	4	4	0	cg02577108,cg04245057,cg12046758,cg19021197
AC005775.1	hypermethylated	4	4	0	cg02783799,cg08403345,cg13777292,cg14985989
AC005786.1	hypermethylated	1	1	0	cg07937803
AC005786.4	hypermethylated	1	1	0	cg07937803
AC005790.1	hypermethylated	2	2	0	cg14725952,cg20559657
AC005796.1	hypermethylated	1	1	0	cg24881657
AC005837.4	hypermethylated	2	2	0	cg12472603,cg14042121
AC005856.1	hypermethylated	1	1	0	cg19457909
AC005865.1	hypermethylated	1	1	0	cg11256956
AC006058.2	hypermethylated	2	2	0	cg04741853,cg14858267
AC006058.3	hypermethylated	1	1	0	cg09650880
AC006063.4	hypermethylated	1	1	0	cg04891086
AC006230.1	hypermethylated	5	5	0	cg00368055,cg01089498,cg07260927,cg24029517,cg24431872
AC006254.1	hypermethylated	1	1	0	cg21547371
AC006450.2	hypermethylated	1	1	0	cg14425564
AC006452.1	hypermethylated	1	1	0	cg09478396
AC006487.1	hypermethylated	2	2	0	cg02619001,cg08250742
AC006487.2	hypermethylated	1	1	0	cg08250742
AC006511.4	hypermethylated	1	1	0	cg17509039
AC006971.1	hypermethylated	1	1	0	cg22624022
AC007040.2	hypermethylated	4	4	0	cg04751811,cg06288697,cg15165122,cg22697962
AC007091.1	hypermethylated	1	1	0	cg14643390
AC007099.1	hypermethylated	1	1	0	cg24405470
AC007216.1	hypermethylated	1	1	0	cg08957564
AC007222.2	hypermethylated	3	3	0	cg00590139,cg07027430,cg27282264
AC007223.1	hypermethylated	2	2	0	cg04671611,cg07849944
AC007225.1	hypermethylated	2	2	0	cg00874817,cg09705457
AC007277.1	hypermethylated	1	1	0	cg03467825
AC007319.1	hypermethylated	3	3	0	cg21350115,cg23477967,cg27342837
AC007326.1	hypermethylated	2	2	0	cg06148736,cg09619624
AC007351.3	hypermethylated	1	1	0	cg27315341
AC007351.4	hypermethylated	1	1	0	cg27315341
AC007375.3	hypermethylated	1	1	0	cg14238662
AC007391.3	hypermethylated	1	1	0	cg18790856
AC007405.1	hypermethylated	5	5	0	cg00858840,cg00860808,cg07813142,cg24772753,cg27293992
AC007405.2	hypermethylated	3	3	0	cg03443455,cg11281641,cg27293992
AC007405.4	hypermethylated	2	2	0	cg01089319,cg14005211
AC007450.4	hypermethylated	1	1	0	cg00748589
AC007541.1	hypermethylated	3	3	0	cg08817693,cg10082647,cg14573817
AC007601.1	hypermethylated	1	1	0	cg04635642
AC007608.3	hypermethylated	1	1	0	cg02304226
AC007728.3	hypermethylated	1	1	0	cg08195491
AC007991.3	hypermethylated	1	1	0	cg02669055
AC008060.1	hypermethylated	2	2	0	cg02078943,cg10214421
AC008060.3	hypermethylated	8	8	0	cg01597641,cg11469391,cg12034383,cg12371933,cg16987754,cg17803868,cg20183619,cg23772205
AC008063.1	hypermethylated	1	1	0	cg22143064
AC008127.1	hypermethylated	2	2	0	cg02332982,cg12096363
AC008147.1	hypermethylated	1	1	0	cg23497020
AC008149.2	hypermethylated	1	1	0	cg19737746
AC008397.2	hypermethylated	2	2	0	cg15215348,cg17861230
AC008443.3	hypermethylated	1	1	0	cg16027343
AC008481.3	hypermethylated	5	5	0	cg16667279,cg17478228,cg18582342,cg24227728,cg24714497
AC008525.1	hypermethylated	4	4	0	cg01764252,cg04970570,cg08850461,cg23337620
AC008537.1	hypermethylated	1	1	0	cg21111256
AC008543.1	hypermethylated	7	7	0	cg00777011,cg00965023,cg02274869,cg10123421,cg10608596,cg21771200,cg24159514
AC008555.2	hypermethylated	1	1	0	cg15695738
AC008567.2	hypermethylated	8	8	0	cg04062391,cg05221167,cg10638780,cg16646743,cg18452695,cg18568589,cg19254119,cg19544372
AC008581.2	hypermethylated	1	1	0	cg06889971
AC008591.1	hypermethylated	2	2	0	cg02571738,cg20694933
AC008620.2	hypermethylated	1	1	0	cg26879813
AC008649.1	hypermethylated	2	2	0	cg05258935,cg07501988
AC008738.2	hypermethylated	4	4	0	cg02493939,cg06621373,cg10099799,cg21715751
AC008750.2	hypermethylated	1	1	0	cg18563413
AC008763.3	hypermethylated	3	3	0	cg00187535,cg00630794,cg24699296
AC008763.4	hypermethylated	2	2	0	cg05842480,cg09772661
AC008808.1	hypermethylated	6	6	0	cg03847373,cg04087742,cg12440258,cg14685796,cg15473084,cg18063733
AC008808.2	hypermethylated	1	1	0	cg11216064
AC008875.1	hypermethylated	4	4	0	cg03209812,cg05839377,cg09164108,cg15622672
AC008875.2	hypermethylated	7	7	0	cg04223424,cg14979301,cg18161950,cg18323912,cg23052568,cg23942974,cg24676817
AC008875.3	hypermethylated	7	7	0	cg01091951,cg04223424,cg07137955,cg14979301,cg18323912,cg21795544,cg21889472
AC008892.1	hypermethylated	1	1	0	cg05511755
AC008945.2	hypermethylated	2	2	0	cg07749597,cg08626131
AC009041.3	hypermethylated	1	1	0	cg00863661
AC009061.2	hypermethylated	2	2	0	cg08830672,cg10189135
AC009065.1	hypermethylated	5	5	0	cg05581415,cg06235653,cg09219877,cg12619509,cg27557378
AC009070.1	hypermethylated	1	1	0	cg07676361
AC009078.3	hypermethylated	1	1	0	cg05229802
AC009152.6	hypermethylated	1	1	0	cg05057352
AC009292.1	hypermethylated	4	4	0	cg05925327,cg06554090,cg14210607,cg25903779
AC009292.2	hypermethylated	4	4	0	cg05925327,cg06554090,cg14210607,cg25903779
AC009404.1	hypermethylated	4	4	0	cg05295388,cg08838158,cg14318477,cg23729417
AC009487.1	hypermethylated	2	2	0	cg06382344,cg06488443
AC009487.2	hypermethylated	9	9	0	cg01419831,cg03457195,cg06382344,cg06488443,cg09019936,cg10945079,cg16653620,cg23161999,cg27404023
AC009495.1	hypermethylated	1	1	0	cg12032648
AC009531.1	hypermethylated	4	4	0	cg01066602,cg08732352,cg19239040,cg22584618
AC009562.1	hypermethylated	1	1	0	cg21394729
AC009570.2	hypermethylated	1	1	0	cg17075352
AC009630.4	hypermethylated	1	1	0	cg18918321
AC009779.3	hypermethylated	6	6	0	cg02192520,cg12683929,cg12926596,cg13558328,cg21156320,cg26037504
AC009779.4	hypermethylated	1	1	0	cg08013331
AC009902.2	hypermethylated	6	6	0	cg00896540,cg07701018,cg07961887,cg16128701,cg19904463,cg23048068
AC009949.1	hypermethylated	1	1	0	cg04659582
AC009951.2	hypermethylated	1	1	0	cg19190728
AC009951.6	hypermethylated	1	1	0	cg16405026
AC010197.2	hypermethylated	2	2	0	cg08148261,cg19878987
AC010198.2	hypermethylated	11	11	0	cg04681810,cg07139284,cg08949339,cg11821068,cg12064372,cg13114921,cg17037963,cg24091995,cg24684077,cg27411712,cg27657333
AC010203.1	hypermethylated	1	1	0	cg16217794
AC010210.1	hypermethylated	2	2	0	cg14709292,cg19962116
AC010226.1	hypermethylated	1	1	0	cg15395441
AC010255.2	hypermethylated	1	1	0	cg02601475
AC010280.2	hypermethylated	1	1	0	cg06433467
AC010327.2	hypermethylated	4	4	0	cg04045009,cg18417954,cg18838701,cg22753548
AC010327.4	hypermethylated	2	2	0	cg15047026,cg18417954
AC010332.3	hypermethylated	9	9	0	cg08681855,cg11909748,cg12665460,cg13461241,cg14582763,cg21553182,cg21657577,cg25763393,cg26928418
AC010343.3	hypermethylated	1	1	0	cg19723805
AC010420.1	hypermethylated	1	1	0	cg22961212
AC010422.3	hypermethylated	6	6	0	cg00422699,cg12063490,cg17737967,cg18339718,cg18530645,cg21535253
AC010422.6	hypermethylated	1	1	0	cg24932585
AC010457.1	hypermethylated	2	2	0	cg25224048,cg25625968
AC010463.1	hypermethylated	2	2	0	cg15110403,cg21956434
AC010478.1	hypermethylated	18	18	0	cg01587896,cg04022561,cg04068980,cg05501996,cg08734740,cg08917478,cg10536898,cg11039614,cg11711420,cg14834938,cg14879760,cg16318053,cg17037282,cg17412886,cg21410991,cg22115076,cg25339054,cg26277754
AC010501.2	hypermethylated	1	1	0	cg07222505
AC010542.4	hypermethylated	1	1	0	cg03448915
AC010547.1	hypermethylated	1	1	0	cg09436545
AC010547.4	hypermethylated	1	1	0	cg09436545
AC010618.3	hypermethylated	1	1	0	cg08244301
AC010624.3	hypermethylated	2	2	0	cg13425960,cg25533993
AC010894.1	hypermethylated	1	1	0	cg25586410
AC010907.1	hypermethylated	3	3	0	cg09234936,cg11857704,cg23578346
AC010931.2	hypermethylated	4	4	0	cg02077702,cg05562203,cg13420075,cg15480336
AC011092.2	hypermethylated	1	1	0	cg18993113
AC011239.2	hypermethylated	4	4	0	cg02338778,cg14067761,cg14377922,cg17419888
AC011396.2	hypermethylated	24	24	0	cg01142710,cg01593834,cg01598250,cg02480199,cg03319497,cg04701505,cg05781504,cg06792340,cg07353303,cg09151762,cg10627091,cg11012061,cg15161394,cg16289929,cg18032969,cg18274480,cg18482268,cg19819837,cg20755170,cg21214293,cg22203547,cg23174616,cg24799909,cg26836696
AC011416.4	hypermethylated	1	1	0	cg27346707
AC011448.1	hypermethylated	3	3	0	cg10172584,cg12861170,cg15839431
AC011450.1	hypermethylated	1	1	0	cg26289436
AC011452.1	hypermethylated	1	1	0	cg04315771
AC011481.3	hypermethylated	1	1	0	cg13496662
AC011484.1	hypermethylated	2	2	0	cg10400652,cg16167052
AC011495.3	hypermethylated	1	1	0	cg21604803
AC011509.2	hypermethylated	2	2	0	cg06729532,cg22914338
AC011511.5	hypermethylated	2	2	0	cg00389463,cg14993276
AC011603.2	hypermethylated	1	1	0	cg10481202
AC011603.3	hypermethylated	2	2	0	cg20260607,cg25950278
AC011611.3	hypermethylated	1	1	0	cg23520422
AC011632.1	hypermethylated	1	1	0	cg24349665
AC011815.2	hypermethylated	3	3	0	cg00487232,cg13606990,cg23624808
AC012101.2	hypermethylated	2	2	0	cg12975230,cg16171281
AC012123.1	hypermethylated	1	1	0	cg09381134
AC012158.1	hypermethylated	1	1	0	cg14643892
AC012213.1	hypermethylated	2	2	0	cg01566592,cg20129213
AC012313.10	hypermethylated	2	2	0	cg03630821,cg25623524
AC012313.2	hypermethylated	1	1	0	cg08504662
AC012313.3	hypermethylated	3	3	0	cg03630821,cg08504662,cg25623524
AC012313.8	hypermethylated	9	9	0	cg00547077,cg03735888,cg07878486,cg11618529,cg12042659,cg13877915,cg16929496,cg19776201,cg24366702
AC012354.4	hypermethylated	1	1	0	cg03447967
AC012354.5	hypermethylated	3	3	0	cg21401879,cg22663372,cg23637385
AC012354.7	hypermethylated	4	4	0	cg02155398,cg03714619,cg22663372,cg24981593
AC012354.8	hypermethylated	2	2	0	cg21401879,cg23637385
AC012354.9	hypermethylated	8	8	0	cg02442509,cg06497668,cg10963518,cg14168530,cg17470067,cg17980283,cg18969232,cg19025113
AC012378.2	hypermethylated	1	1	0	cg11480800
AC012485.1	hypermethylated	8	8	0	cg06732439,cg07323141,cg11904906,cg12608247,cg13530938,cg21272465,cg23497383,cg24127874
AC012501.2	hypermethylated	1	1	0	cg26649384
AC012508.1	hypermethylated	5	5	0	cg02139871,cg03766620,cg19153828,cg19590598,cg22830113
AC012508.2	hypermethylated	5	5	0	cg02139871,cg03766620,cg19153828,cg19590598,cg22830113
AC012508.3	hypermethylated	5	5	0	cg02139871,cg03766620,cg19153828,cg19590598,cg22830113
AC012531.1	hypermethylated	4	4	0	cg00567703,cg07080050,cg15772924,cg19164987
AC012531.2	hypermethylated	10	10	0	cg00040312,cg00218447,cg00567703,cg07080050,cg10005224,cg13826247,cg15772924,cg19164987,cg21041775,cg23697546
AC012531.3	hypermethylated	13	13	0	cg00040312,cg00218447,cg00567703,cg02344911,cg07080050,cg10005224,cg13826247,cg14301713,cg15772924,cg19164987,cg19634247,cg21041775,cg23697546
AC012531.7	hypermethylated	3	3	0	cg05516489,cg10641615,cg17573720
AC012560.1	hypermethylated	1	1	0	cg05757757
AC012574.1	hypermethylated	23	23	0	cg00126320,cg01336781,cg03079395,cg03694713,cg03749016,cg04466549,cg05477514,cg07143418,cg08460621,cg09618933,cg09916157,cg10136012,cg10603004,cg12812583,cg13021619,cg13197216,cg13324546,cg14428146,cg15854847,cg16544169,cg18026631,cg20892260,cg22747746
AC012574.2	hypermethylated	7	7	0	cg00126320,cg03079395,cg08460621,cg09618933,cg09916157,cg10136012,cg18026631
AC012613.1	hypermethylated	2	2	0	cg09651145,cg19437285
AC012613.2	hypermethylated	2	2	0	cg09651145,cg19437285
AC012615.3	hypermethylated	1	1	0	cg07355926
AC012618.3	hypermethylated	3	3	0	cg03192598,cg07379055,cg22195627
AC012645.1	hypermethylated	2	2	0	cg26709300,cg27106909
AC013270.1	hypermethylated	1	1	0	cg10278162
AC013477.1	hypermethylated	1	1	0	cg15410675
AC013564.1	hypermethylated	1	1	0	cg15931471
AC013733.2	hypermethylated	6	6	0	cg02582957,cg04299439,cg05785155,cg05928053,cg10596451,cg24275957
AC015631.1	hypermethylated	1	1	0	cg18236571
AC015845.2	hypermethylated	4	4	0	cg00734904,cg06817490,cg15326513,cg18347010
AC015849.1	hypermethylated	1	1	0	cg14796318
AC015909.1	hypermethylated	1	1	0	cg18390610
AC015917.2	hypermethylated	1	1	0	cg25910803
AC016044.1	hypermethylated	4	4	0	cg01663018,cg06999762,cg12352124,cg23989673
AC016168.2	hypermethylated	1	1	0	cg09777525
AC016168.3	hypermethylated	1	1	0	cg09777525
AC016266.1	hypermethylated	1	1	0	cg25846723
AC016292.1	hypermethylated	1	1	0	cg06237543
AC016396.2	hypermethylated	1	1	0	cg19894382
AC016582.1	hypermethylated	1	1	0	cg04168853
AC016582.2	hypermethylated	1	1	0	cg08679971
AC016582.3	hypermethylated	3	3	0	cg01436998,cg02663382,cg27353143
AC016595.1	hypermethylated	3	3	0	cg06060135,cg07881405,cg08492173
AC016629.3	hypermethylated	2	2	0	cg21042248,cg23652859
AC016747.1	hypermethylated	6	6	0	cg05037927,cg16328106,cg18158151,cg19790321,cg24757310,cg26147678
AC016747.4	hypermethylated	6	6	0	cg05037927,cg16328106,cg18158151,cg19790321,cg24757310,cg26147678
AC016876.2	hypermethylated	1	1	0	cg00004421
AC016877.3	hypermethylated	2	2	0	cg02010682,cg03301200
AC016912.1	hypermethylated	1	1	0	cg26818573
AC016924.1	hypermethylated	1	1	0	cg18717423
AC016931.1	hypermethylated	2	2	0	cg07842403,cg10791959
AC017002.2	hypermethylated	1	1	0	cg03444722
AC017028.1	hypermethylated	2	2	0	cg05758467,cg07215298
AC017033.1	hypermethylated	4	4	0	cg03287111,cg03465652,cg13713922,cg21791662
AC017048.1	hypermethylated	1	1	0	cg13661243
AC017100.1	hypermethylated	1	1	0	cg02930996
AC017101.1	hypermethylated	1	1	0	cg00184203
AC017116.1	hypermethylated	1	1	0	cg07075347
AC018358.1	hypermethylated	6	6	0	cg03724463,cg07871202,cg11142705,cg17621718,cg21821833,cg25493589
AC018470.1	hypermethylated	7	7	0	cg00827989,cg02071005,cg03181248,cg08575330,cg08813062,cg11418477,cg14459130
AC018638.5	hypermethylated	1	1	0	cg21374324
AC018755.3	hypermethylated	1	1	0	cg08461949
AC019171.1	hypermethylated	2	2	0	cg12206199,cg22158769
AC019205.1	hypermethylated	1	1	0	cg23238119
AC019257.1	hypermethylated	2	2	0	cg01109279,cg08867707
AC019257.2	hypermethylated	1	1	0	cg08867707
AC020907.2	hypermethylated	5	5	0	cg03078169,cg05247914,cg07780528,cg17540545,cg18503912
AC020907.5	hypermethylated	5	5	0	cg03078169,cg05247914,cg07780528,cg17540545,cg18503912
AC020911.2	hypermethylated	5	5	0	cg02381279,cg11762018,cg21865533,cg22732101,cg24361291
AC020915.2	hypermethylated	1	1	0	cg08291996
AC020915.4	hypermethylated	1	1	0	cg08291996
AC020922.1	hypermethylated	2	2	0	cg13409645,cg20106459
AC020922.3	hypermethylated	3	3	0	cg01695406,cg06693983,cg09468836
AC020934.1	hypermethylated	2	2	0	cg07583894,cg20107759
AC021037.1	hypermethylated	1	1	0	cg06658147
AC021092.1	hypermethylated	1	1	0	cg08684893
AC021127.1	hypermethylated	8	8	0	cg01304890,cg04214966,cg04343891,cg12572049,cg16117799,cg19595012,cg20142271,cg26162932
AC021220.2	hypermethylated	2	2	0	cg09978860,cg16572876
AC021594.1	hypermethylated	1	1	0	cg17039236
AC021594.2	hypermethylated	2	2	0	cg07036524,cg12212311
AC021739.2	hypermethylated	1	1	0	cg03442712
AC021739.3	hypermethylated	1	1	0	cg01954585
AC022098.1	hypermethylated	3	3	0	cg04416414,cg14565903,cg15417798
AC022154.1	hypermethylated	1	1	0	cg11376305
AC022217.3	hypermethylated	2	2	0	cg02029908,cg07018389
AC022382.2	hypermethylated	1	1	0	cg23681664
AC022384.1	hypermethylated	1	1	0	cg17978425
AC022509.1	hypermethylated	1	1	0	cg13909661
AC022509.2	hypermethylated	1	1	0	cg13909661
AC023300.2	hypermethylated	2	2	0	cg21241424,cg22211672
AC023511.2	hypermethylated	1	1	0	cg22974982
AC024270.4	hypermethylated	1	1	0	cg03063639
AC024563.1	hypermethylated	1	1	0	cg22340508
AC024563.2	hypermethylated	1	1	0	cg22340508
AC024909.1	hypermethylated	1	1	0	cg27365701
AC025034.1	hypermethylated	1	1	0	cg16962463
AC025048.1	hypermethylated	4	4	0	cg01069941,cg10419709,cg20370678,cg21158087
AC025062.2	hypermethylated	1	1	0	cg12174804
AC025062.3	hypermethylated	1	1	0	cg12174804
AC025171.1	hypermethylated	12	12	0	cg00257271,cg03723510,cg04268624,cg11549953,cg12319602,cg14919554,cg17269733,cg19950474,cg20739435,cg22055815,cg26437825,cg26542283
AC025171.2	hypermethylated	6	6	0	cg00257271,cg03723510,cg17269733,cg19950474,cg22055815,cg26542283
AC025171.3	hypermethylated	5	5	0	cg11549953,cg12319602,cg14919554,cg20739435,cg26437825
AC025188.1	hypermethylated	1	1	0	cg09059904
AC025259.1	hypermethylated	1	1	0	cg19107511
AC025262.3	hypermethylated	1	1	0	cg06092265
AC025263.2	hypermethylated	1	1	0	cg23907053
AC025280.1	hypermethylated	1	1	0	cg06465011
AC025287.1	hypermethylated	1	1	0	cg08092318
AC025431.1	hypermethylated	7	7	0	cg00930873,cg02888131,cg02900766,cg03365437,cg12382153,cg13198321,cg14805347
AC025449.2	hypermethylated	1	1	0	cg23933044
AC025580.3	hypermethylated	2	2	0	cg00767496,cg04980849
AC025627.1	hypermethylated	1	1	0	cg14033514
AC025682.1	hypermethylated	1	1	0	cg19184885
AC026191.1	hypermethylated	1	1	0	cg04377609
AC026271.1	hypermethylated	1	1	0	cg10831246
AC026271.4	hypermethylated	1	1	0	cg10831246
AC026310.2	hypermethylated	4	4	0	cg20399616,cg22229906,cg23792314,cg23930313
AC026412.4	hypermethylated	1	1	0	cg11628972
AC026470.2	hypermethylated	1	1	0	cg27319917
AC026471.6	hypermethylated	3	3	0	cg03100639,cg03998066,cg05509753
AC026688.2	hypermethylated	1	1	0	cg18007959
AC026691.1	hypermethylated	6	6	0	cg01550148,cg01874869,cg15613420,cg18394340,cg24628744,cg26214742
AC026774.1	hypermethylated	5	5	0	cg06529756,cg11268385,cg13408430,cg18877252,cg25025437
AC026894.1	hypermethylated	1	1	0	cg08710564
AC027243.1	hypermethylated	3	3	0	cg02245004,cg06371954,cg25649641
AC027243.2	hypermethylated	2	2	0	cg02245004,cg25649641
AC027281.1	hypermethylated	1	1	0	cg06357685
AC027290.1	hypermethylated	1	1	0	cg16953816
AC027451.1	hypermethylated	1	1	0	cg18147485
AC027601.5	hypermethylated	1	1	0	cg11692124
