gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
AC012574.1	hypermethylated	9	9	0	cg01336781,cg03079395,cg03694713,cg09618933,cg13021619,cg14428146,cg15854847,cg20892260,cg22747746
AC012574.2	hypermethylated	2	2	0	cg03079395,cg09618933
AC012618.3	hypermethylated	3	3	0	cg03192598,cg07379055,cg22195627
AC012645.1	hypermethylated	1	1	0	cg26709300
AC013287.1	hypermethylated	1	1	0	cg25495534
AC013733.2	hypermethylated	1	1	0	cg04299439
AC016582.1	hypermethylated	1	1	0	cg04168853
AC016582.3	hypermethylated	1	1	0	cg02663382
AC016629.3	hypermethylated	1	1	0	cg23652859
AC016825.1	hypermethylated	1	1	0	cg07909759
AC016876.2	hypermethylated	1	1	0	cg00004421
AC016931.1	hypermethylated	1	1	0	cg10791959
AC018563.1	hypermethylated	1	1	0	cg25718467
AC018730.1	hypermethylated	2	2	0	cg03928875,cg17912835
AC018755.3	hypermethylated	1	1	0	cg08461949
AC019068.1	hypermethylated	1	1	0	cg02367144
AC020611.2	hypermethylated	1	1	0	cg00781208
AC021127.1	hypermethylated	2	2	0	cg14197071,cg16117799
AC021594.1	hypermethylated	1	1	0	cg17039236
AC022031.2	hypermethylated	2	2	0	cg07519816,cg22232327
AC022154.1	hypermethylated	3	3	0	cg01597066,cg02583309,cg11376305
AC022217.3	hypermethylated	1	1	0	cg07018389
AC022915.2	hypermethylated	1	1	0	cg24884444
AC022915.3	hypermethylated	1	1	0	cg24884444
AC023511.2	hypermethylated	1	1	0	cg22974982
AC024563.1	hypermethylated	1	1	0	cg22340508
AC024563.2	hypermethylated	1	1	0	cg22340508
AC025048.1	hypermethylated	2	2	0	cg20370678,cg21158087
AC026316.4	hypermethylated	3	3	0	cg05663573,cg05937737,cg21884231
AC026341.1	hypermethylated	1	1	0	cg12431891
AC026691.1	hypermethylated	1	1	0	cg15613420
AC027613.1	hypermethylated	1	1	0	cg01397050
AC040977.2	hypermethylated	1	1	0	cg21040575
AC051635.1	hypermethylated	2	2	0	cg02811232,cg24928333
AC055788.2	hypermethylated	1	1	0	cg22052659
AC061709.2	hypermethylated	1	1	0	cg09527126
AC068205.1	hypermethylated	1	1	0	cg16389399
AC068205.2	hypermethylated	1	1	0	cg16389399
AC068787.4	hypermethylated	4	4	0	cg00812438,cg04569082,cg16065021,cg17877704
AC068888.1	hypermethylated	1	1	0	cg17094065
AC069288.1	hypermethylated	1	1	0	cg05434287
AC069368.1	hypermethylated	3	3	0	cg01287936,cg03051384,cg06302690
AC072026.2	hypermethylated	2	2	0	cg00193200,cg18423935
AC073508.2	hypermethylated	1	1	0	cg18435674
AC074099.1	hypermethylated	5	5	0	cg02683759,cg11856078,cg13176012,cg14471364,cg20998319
AC074135.2	hypermethylated	1	1	0	cg06496344
AC079154.1	hypermethylated	4	4	0	cg03696599,cg08523865,cg13358636,cg18582824
AC079313.1	hypermethylated	1	1	0	cg03826594
AC079313.2	hypermethylated	1	1	0	cg03826594
AC079385.1	hypermethylated	1	1	0	cg13126517
AC083870.1	hypermethylated	1	1	0	cg18075666
AC084879.1	hypermethylated	1	1	0	cg17148876
AC090340.1	hypermethylated	3	3	0	cg13633270,cg15222899,cg16061498
AC090386.1	hypermethylated	1	1	0	cg05649108
AC090983.1	hypermethylated	1	1	0	cg02305723
AC090983.2	hypermethylated	1	1	0	cg02305723
AC091076.1	hypermethylated	6	6	0	cg00688447,cg02541778,cg06616729,cg06798106,cg15427886,cg17993900
AC091138.1	hypermethylated	8	8	0	cg03524083,cg06544405,cg18448581,cg18651870,cg21922574,cg23883696,cg24863335,cg26186727
AC091179.1	hypermethylated	1	1	0	cg09130077
AC091179.3	hypermethylated	7	7	0	cg00960395,cg04574034,cg09866983,cg12374721,cg14230397,cg20945566,cg27170782
AC091179.4	hypermethylated	7	7	0	cg00960395,cg04574034,cg09866983,cg12374721,cg14230397,cg20945566,cg27170782
AC091564.5	hypermethylated	1	1	0	cg09236382
AC092335.1	hypermethylated	9	9	0	cg01791874,cg03705912,cg12456714,cg16150752,cg17712694,cg18325622,cg21901718,cg23065934,cg23479922
AC092535.4	hypermethylated	1	1	0	cg23462514
AC092574.2	hypermethylated	3	3	0	cg06594404,cg08668316,cg16142855
AC092675.1	hypermethylated	1	1	0	cg21488538
AC092675.2	hypermethylated	1	1	0	cg21488538
AC092805.1	hypermethylated	6	6	0	cg00088183,cg05039548,cg12656020,cg14795752,cg24884703,cg26568372
AC092809.3	hypermethylated	2	2	0	cg10502231,cg17239057
AC092810.2	hypermethylated	2	2	0	cg00563824,cg11379081
AC092957.1	hypermethylated	14	14	0	cg00025647,cg02253760,cg07906632,cg08462988,cg08522426,cg11272515,cg11437253,cg12361223,cg12989851,cg19112895,cg24847685,cg25637894,cg26398467,cg27507919
AC093765.3	hypermethylated	2	2	0	cg05733181,cg21399832
AC093849.2	hypermethylated	1	1	0	cg16509851
AC097634.4	hypermethylated	2	2	0	cg04794662,cg20525486
AC099521.3	hypermethylated	3	3	0	cg00891541,cg03412735,cg12136772
AC099522.1	hypermethylated	3	3	0	cg00177388,cg09142313,cg15382538
AC099786.1	hypermethylated	10	10	0	cg02861380,cg03326762,cg03445694,cg09222749,cg10029842,cg11196437,cg13478928,cg22694818,cg23845450,cg26688527
AC099786.2	hypermethylated	7	7	0	cg02861380,cg03326762,cg03445694,cg10029842,cg13478928,cg22694818,cg23845450
AC103702.2	hypermethylated	4	4	0	cg08362273,cg16320249,cg20454400,cg22471726
AC103796.1	hypermethylated	1	1	0	cg26949694
AC104123.1	hypermethylated	3	3	0	cg00959249,cg18840956,cg23187653
AC104581.2	hypermethylated	2	2	0	cg13407335,cg23365801
AC105285.1	hypermethylated	1	1	0	cg11470941
AC105389.1	hypermethylated	8	8	0	cg00516513,cg00881585,cg06924976,cg08203253,cg09290600,cg11777515,cg24456654,cg25950325
AC107398.5	hypermethylated	1	1	0	cg26383193
AC111182.2	hypermethylated	1	1	0	cg12858577
AC114971.1	hypermethylated	2	2	0	cg07189332,cg12436377
AC115220.1	hypermethylated	1	1	0	cg21733531
AC115220.2	hypermethylated	2	2	0	cg11586570,cg16132337
AC116317.2	hypermethylated	3	3	0	cg06424065,cg11115235,cg23893898
AC122707.1	hypermethylated	1	1	0	cg27615388
AC123768.4	hypermethylated	1	1	0	cg12134633
AC124301.1	hypermethylated	1	1	0	cg12516359
AC130466.1	hypermethylated	1	1	0	cg09191731
AC133637.1	hypermethylated	1	1	0	cg03951603
AC135584.1	hypermethylated	2	2	0	cg04827692,cg26727693
AC138430.1	hypermethylated	2	2	0	cg01297721,cg22694191
AC138647.1	hypermethylated	1	1	0	cg18343437
AC242426.2	hypermethylated	1	1	0	cg05774978
AC243773.1	hypermethylated	5	5	0	cg06490225,cg14754787,cg15291243,cg19760241,cg20950167
AC244517.10	hypermethylated	19	19	0	cg03572772,cg04511041,cg06302533,cg07487731,cg08713073,cg10553103,cg10757144,cg11286063,cg11368643,cg17023770,cg17514558,cg18661205,cg18664869,cg19727801,cg21105916,cg22732749,cg24951286,cg26380443,cg27086874
AC244517.11	hypermethylated	32	32	0	cg01248745,cg01401015,cg03572772,cg04511041,cg05477834,cg05852276,cg06302533,cg07487731,cg08493776,cg08713073,cg09178190,cg10553103,cg10757144,cg11286063,cg11368643,cg15038110,cg16049600,cg16622906,cg17023770,cg17514558,cg17763019,cg18661205,cg18664869,cg19727801,cg20730770,cg21105916,cg21777188,cg22732749,cg24951286,cg25026992,cg26380443,cg27086874
AC244517.2	hypermethylated	17	17	0	cg01925738,cg03349953,cg05477834,cg06048354,cg07129523,cg08493776,cg09178190,cg09782097,cg15038110,cg16622906,cg17288142,cg18021368,cg19568544,cg21777188,cg24583624,cg24818200,cg25026992
AC244517.4	hypermethylated	5	5	0	cg01248745,cg01401015,cg05852276,cg16049600,cg20730770
AC244517.5	hypermethylated	1	1	0	cg06883126
AC244517.6	hypermethylated	2	2	0	cg01248745,cg20730770
AC244517.9	hypermethylated	1	1	0	cg06883126
AC245100.1	hypermethylated	3	3	0	cg03951833,cg18140268,cg25200152
AC245100.5	hypermethylated	1	1	0	cg25200152
ACHE	hypermethylated	1	1	0	cg04156293
ACOX3	hypermethylated	2	2	0	cg18631798,cg25599924
ACTA1	hypermethylated	2	2	0	cg04568492,cg11589139
ACTL6B	hypermethylated	1	1	0	cg24471254
ACTL9	hypermethylated	1	1	0	cg02825211
ACTR3	hypermethylated	1	1	0	cg13288906
ACVR1C	hypermethylated	1	1	0	cg08146621
ADA2	hypermethylated	2	2	0	cg22910462,cg24127748
ADAM19	hypermethylated	2	2	0	cg09648467,cg13667243
ADAM5	hypermethylated	5	5	0	cg07387286,cg10327428,cg11199639,cg14742937,cg19659741
ADAMTS2	hypermethylated	1	1	0	cg10997906
ADAMTS20	hypermethylated	1	1	0	cg19619405
ADAMTS9	hypermethylated	1	1	0	cg22081832
ADAMTS9-AS2	hypermethylated	1	1	0	cg22081832
ADGRA1-AS1	hypermethylated	2	2	0	cg07779444,cg23474501
ADGRG1	hypermethylated	1	1	0	cg26955845
ADGRL4	hypermethylated	5	5	0	cg04360793,cg14319235,cg15084543,cg21113740,cg26422458
AF106564.1	hypermethylated	2	2	0	cg02002551,cg23290344
AF107885.2	hypermethylated	1	1	0	cg05142445
AF186192.1	hypermethylated	2	2	0	cg17101296,cg20661138
AF186192.2	hypermethylated	2	2	0	cg17101296,cg20661138
AFF1	hypermethylated	3	3	0	cg08197287,cg13943333,cg19320820
AGGF1P3	hypermethylated	2	2	0	cg04572206,cg10989214
AHDC1	hypermethylated	1	1	0	cg13375463
AHNAK	hypermethylated	1	1	0	cg20518446
AJ003147.1	hypermethylated	1	1	0	cg05576262
AJ003147.2	hypermethylated	2	2	0	cg05107535,cg08151623
AKNAD1	hypermethylated	1	1	0	cg06756164
AL009179.2	hypermethylated	9	9	0	cg01461847,cg02925601,cg03161803,cg04274288,cg10903903,cg13163930,cg14558529,cg25106913,cg27641532
AL021808.1	hypermethylated	4	4	0	cg01518607,cg05422029,cg09513990,cg14334441
AL021918.1	hypermethylated	1	1	0	cg17553149
AL021918.3	hypermethylated	4	4	0	cg07951347,cg09987651,cg13974773,cg17553149
AL024498.2	hypermethylated	4	4	0	cg11796455,cg15244049,cg17991695,cg26640601
AL031719.1	hypermethylated	1	1	0	cg04905421
AL034348.1	hypermethylated	1	1	0	cg23997263
AL035078.4	hypermethylated	17	17	0	cg03405909,cg03692563,cg06312283,cg07329360,cg07441518,cg08364561,cg09656389,cg10344369,cg11667086,cg12500879,cg13502741,cg17280740,cg20512711,cg24701575,cg24935332,cg26261502,cg27104448
AL035252.2	hypermethylated	6	6	0	cg01505767,cg04299389,cg05446860,cg11724135,cg18009321,cg22645427
AL035448.1	hypermethylated	3	3	0	cg01444716,cg04682802,cg20981848
AL049543.1	hypermethylated	2	2	0	cg13338798,cg18383538
AL049637.1	hypermethylated	1	1	0	cg17800654
AL049651.2	hypermethylated	3	3	0	cg07676859,cg18197392,cg22534145
AL049692.2	hypermethylated	2	2	0	cg06845853,cg25247290
AL049692.4	hypermethylated	2	2	0	cg06845853,cg25247290
AL049777.1	hypermethylated	5	5	0	cg02008651,cg02273846,cg16804284,cg17007640,cg21195256
AL049840.5	hypermethylated	1	1	0	cg18984103
AL079303.1	hypermethylated	4	4	0	cg05917460,cg07068674,cg13023870,cg23655970
AL096711.2	hypermethylated	2	2	0	cg13841603,cg21097036
AL096814.2	hypermethylated	1	1	0	cg19653212
AL117379.1	hypermethylated	1	1	0	cg24804517
AL121758.1	hypermethylated	3	3	0	cg01235820,cg20543681,cg24595510
AL121932.2	hypermethylated	3	3	0	cg01735384,cg17357285,cg26654934
AL132857.1	hypermethylated	15	15	0	cg01630690,cg04224064,cg04347874,cg04926361,cg05134015,cg07068674,cg07345734,cg13012916,cg13023870,cg13209481,cg13980454,cg18468354,cg20000562,cg23906738,cg25566568
AL133372.2	hypermethylated	1	1	0	cg05055001
AL133516.1	hypermethylated	1	1	0	cg13169968
AL135960.1	hypermethylated	2	2	0	cg06087421,cg19797376
AL136368.1	hypermethylated	1	1	0	cg27408345
AL137781.1	hypermethylated	1	1	0	cg20100768
AL138688.1	hypermethylated	1	1	0	cg10939579
AL138828.1	hypermethylated	1	1	0	cg13893782
AL138954.1	hypermethylated	2	2	0	cg19004775,cg21893663
AL139020.1	hypermethylated	1	1	0	cg07445246
AL157823.1	hypermethylated	1	1	0	cg05946694
AL160191.1	hypermethylated	1	1	0	cg23241781
AL161757.4	hypermethylated	1	1	0	cg04548856
AL161781.2	hypermethylated	1	1	0	cg13482308
AL162274.1	hypermethylated	2	2	0	cg18477674,cg25233900
AL353751.1	hypermethylated	1	1	0	cg26543150
AL354798.1	hypermethylated	1	1	0	cg22558291
AL355338.1	hypermethylated	3	3	0	cg11502555,cg18161327,cg21100077
AL355481.1	hypermethylated	5	5	0	cg04095724,cg16727923,cg18789918,cg18937395,cg21448057
AL355835.1	hypermethylated	3	3	0	cg05057720,cg16404157,cg23288059
AL357497.1	hypermethylated	4	4	0	cg11796455,cg15244049,cg17991695,cg26640601
AL358613.3	hypermethylated	1	1	0	cg17538572
AL358976.1	hypermethylated	1	1	0	cg14189141
AL390294.1	hypermethylated	2	2	0	cg00407546,cg24039697
AL445209.1	hypermethylated	8	8	0	cg00733728,cg13438893,cg13758543,cg18539122,cg23619399,cg24221648,cg26132774,cg26678970
AL445288.1	hypermethylated	6	6	0	cg04413320,cg07921625,cg11312408,cg12432236,cg14427009,cg26444528
AL445433.2	hypermethylated	1	1	0	cg26527487
AL513128.2	hypermethylated	1	1	0	cg25324047
AL513128.3	hypermethylated	1	1	0	cg25324047
AL513327.1	hypermethylated	1	1	0	cg21416692
AL513542.1	hypermethylated	1	1	0	cg19103219
AL589843.1	hypermethylated	1	1	0	cg00767010
AL645929.2	hypermethylated	1	1	0	cg22425474
AL662791.1	hypermethylated	1	1	0	cg08377819
AL662884.4	hypermethylated	7	7	0	cg00403498,cg12387154,cg12602633,cg13035743,cg17218813,cg21037008,cg21398794
ALOX5	hypermethylated	1	1	0	cg07355189
ALX1	hypermethylated	2	2	0	cg13916459,cg25800765
ALX3	hypermethylated	1	1	0	cg06215569
ANKMY1	hypermethylated	3	3	0	cg06476685,cg08276645,cg16909733
ANKRD13B	hypermethylated	2	2	0	cg14215472,cg21101720
ANKRD17	hypermethylated	1	1	0	cg23488414
ANKRD34C-AS1	hypermethylated	2	2	0	cg00722320,cg17916960
ANKS1A	hypermethylated	3	3	0	cg02665650,cg07207982,cg08194377
ANO6	hypermethylated	1	1	0	cg23336996
ANO7L1	hypermethylated	2	2	0	cg14429204,cg16680438
ANTXR2	hypermethylated	1	1	0	cg15555527
AP000282.1	hypermethylated	2	2	0	cg00274965,cg14172108
AP000842.2	hypermethylated	2	2	0	cg11413039,cg23727983
AP001363.2	hypermethylated	1	1	0	cg20518446
AP001476.1	hypermethylated	1	1	0	cg25439798
AP001636.3	hypermethylated	3	3	0	cg03131724,cg12635602,cg18789929
AP001977.1	hypermethylated	1	1	0	cg14331765
AP002008.1	hypermethylated	2	2	0	cg10606490,cg25782847
APBA2	hypermethylated	3	3	0	cg05790451,cg08438435,cg15605858
APOD	hypermethylated	1	1	0	cg15231202
ARHGAP24	hypermethylated	1	1	0	cg05688618
ARHGEF25	hypermethylated	3	3	0	cg11211563,cg15409097,cg22610645
ARHGEF39	hypermethylated	1	1	0	cg13849253
ART3	hypermethylated	1	1	0	cg22301128
ASAP1	hypermethylated	1	1	0	cg07799299
ASB18	hypermethylated	1	1	0	cg02367144
ASB3	hypermethylated	1	1	0	cg19664945
ASCL4	hypermethylated	1	1	0	cg01295392
ASPA	hypermethylated	1	1	0	cg02228185
ASPG	hypermethylated	2	2	0	cg07150062,cg20965743
ATP10D	hypermethylated	1	1	0	cg26383193
ATP11A	hypermethylated	1	1	0	cg21786786
ATP2A3	hypermethylated	2	2	0	cg10095954,cg25599198
ATP2C2	hypermethylated	1	1	0	cg04832450
ATP6V0D2	hypermethylated	1	1	0	cg15541630
ATP6V1B1	hypermethylated	1	1	0	cg04751811
ATP6V1G2	hypermethylated	1	1	0	cg04016730
ATP6V1G2-DDX39B	hypermethylated	1	1	0	cg04016730
ATP9A	hypermethylated	1	1	0	cg21380183
ATXN2	hypermethylated	1	1	0	cg26214026
ATXN8OS	hypermethylated	2	2	0	cg20523861,cg25514273
AVPR1A	hypermethylated	2	2	0	cg04827692,cg26727693
BANK1	hypermethylated	1	1	0	cg27064287
BARHL2	hypermethylated	2	2	0	cg01921432,cg18322569
BCAR1	hypermethylated	2	2	0	cg05389731,cg08774694
BCAS3	hypermethylated	1	1	0	cg21144890
BCL6	hypermethylated	1	1	0	cg06070445
BCL6B	hypermethylated	1	1	0	cg24720583
BDNF	hypermethylated	1	1	0	cg26949694
BHMT	hypermethylated	1	1	0	cg11770080
BNIP3	hypermethylated	2	2	0	cg18477674,cg25233900
BOLL	hypermethylated	2	2	0	cg03774803,cg13356896
BRSK1	hypermethylated	1	1	0	cg27389454
BTBD3	hypermethylated	3	3	0	cg01444716,cg04682802,cg20981848
BX248415.1	hypermethylated	1	1	0	cg00564737
C10orf53	hypermethylated	5	5	0	cg06094615,cg09233392,cg09402276,cg10056132,cg14526047
C10orf67	hypermethylated	1	1	0	cg00067824
C10orf82	hypermethylated	1	1	0	cg07909759
C12orf42	hypermethylated	1	1	0	cg27663938
C12orf71	hypermethylated	1	1	0	cg14110969
C14orf39	hypermethylated	13	13	0	cg05255275,cg06808498,cg10755235,cg13019491,cg13169011,cg13539545,cg14507337,cg18921771,cg19764143,cg19981568,cg21026830,cg23989821,cg24736989
C17orf64	hypermethylated	1	1	0	cg12788108
C1QL3	hypermethylated	1	1	0	cg27177554
C1QTNF4	hypermethylated	1	1	0	cg18356785
C1orf185	hypermethylated	1	1	0	cg25599902
C1orf94	hypermethylated	5	5	0	cg02656891,cg04025150,cg16348470,cg22697574,cg24411961
C20orf96	hypermethylated	2	2	0	cg06524264,cg25006249
C22orf46	hypermethylated	1	1	0	cg14856679
C2CD6	hypermethylated	1	1	0	cg11052143
C3orf22	hypermethylated	2	2	0	cg06698795,cg17911539
C4orf51	hypermethylated	1	1	0	cg09635395
C5orf64	hypermethylated	2	2	0	cg04569837,cg13634242
C5orf66-AS1	hypermethylated	3	3	0	cg09839170,cg13441766,cg14994060
C6orf58	hypermethylated	2	2	0	cg13841603,cg21097036
C9orf135	hypermethylated	1	1	0	cg14359824
C9orf135-DT	hypermethylated	1	1	0	cg14359824
CA10	hypermethylated	1	1	0	cg13125157
CA3	hypermethylated	5	5	0	cg05355225,cg10184889,cg17480760,cg18674980,cg21172458
CA9	hypermethylated	1	1	0	cg13849253
CACNA2D2	hypermethylated	2	2	0	cg09451427,cg22120095
CACNG7	hypermethylated	4	4	0	cg08393317,cg19925849,cg21093192,cg21477176
CACNG8	hypermethylated	3	3	0	cg14055896,cg17780246,cg24415208
CADPS	hypermethylated	1	1	0	cg24505341
CALCB	hypermethylated	2	2	0	cg14768245,cg24304093
CALD1	hypermethylated	1	1	0	cg18075666
CAPN2	hypermethylated	1	1	0	cg23440816
CAPZB	hypermethylated	2	2	0	cg11962640,cg25839439
CARD11	hypermethylated	2	2	0	cg16842053,cg26937500
CARMIL2	hypermethylated	1	1	0	cg08314208
CASR	hypermethylated	1	1	0	cg07629454
CBLN1	hypermethylated	4	4	0	cg02696327,cg02809746,cg08464190,cg16573782
CBLN4	hypermethylated	3	3	0	cg00480389,cg20779964,cg27563985
CBR4	hypermethylated	1	1	0	cg05477457
CCDC105	hypermethylated	2	2	0	cg02241330,cg04768697
CCDC140	hypermethylated	2	2	0	cg08431536,cg14559259
CCDC146	hypermethylated	1	1	0	cg01310473
CCDC181	hypermethylated	7	7	0	cg00002719,cg08047907,cg08104202,cg16136262,cg23818870,cg24808280,cg25464921
CCDC184	hypermethylated	1	1	0	cg15959252
CCDC26	hypermethylated	1	1	0	cg06931444
CCDC61	hypermethylated	1	1	0	cg23947326
CCDC8	hypermethylated	2	2	0	cg03576469,cg06747432
CCDC81	hypermethylated	1	1	0	cg18121003
CCL28	hypermethylated	6	6	0	cg04187185,cg10864145,cg12634932,cg16296902,cg16324633,cg22724765
CD180	hypermethylated	1	1	0	cg10185424
CD37	hypermethylated	1	1	0	cg26289436
CDH3	hypermethylated	2	2	0	cg07061260,cg27417609
CDH9	hypermethylated	4	4	0	cg07350977,cg08659179,cg11155432,cg12864235
CDHR5	hypermethylated	1	1	0	cg25774643
CDK15	hypermethylated	1	1	0	cg17851604
CDK17	hypermethylated	1	1	0	cg12149299
CDKL2	hypermethylated	9	9	0	cg02466113,cg02675308,cg03757145,cg10344081,cg14263942,cg14988503,cg21195185,cg24432073,cg26173997
CDX2	hypermethylated	2	2	0	cg07984133,cg16201038
CELF4	hypermethylated	1	1	0	cg05649108
CENPBD1P1	hypermethylated	1	1	0	cg23652859
CEP41	hypermethylated	1	1	0	cg01539484
CERKL	hypermethylated	4	4	0	cg02836529,cg06714480,cg20806345,cg22976218
CFAP74	hypermethylated	1	1	0	cg04724873
CFTR	hypermethylated	6	6	0	cg00735923,cg06081199,cg09626894,cg17204129,cg17616554,cg21461649
CGNL1	hypermethylated	1	1	0	cg20041710
CHAT	hypermethylated	2	2	0	cg01295399,cg20457796
CHD6	hypermethylated	1	1	0	cg14276730
CHFR	hypermethylated	1	1	0	cg16562275
CHRND	hypermethylated	1	1	0	cg20371266
CHST13	hypermethylated	2	2	0	cg06698795,cg17911539
CIDEA	hypermethylated	5	5	0	cg05700339,cg07204280,cg12395205,cg16727201,cg17991823
CIRBP	hypermethylated	2	2	0	cg02281970,cg10667102
CIRBP-AS1	hypermethylated	1	1	0	cg02281970
CIT	hypermethylated	4	4	0	cg17066349,cg18881778,cg21879102,cg24973993
CLASP2	hypermethylated	1	1	0	cg00744866
CLCC1	hypermethylated	1	1	0	cg06756164
CLDN10	hypermethylated	5	5	0	cg04603730,cg09469554,cg10305311,cg16232183,cg25032595
CLEC14A	hypermethylated	3	3	0	cg05057720,cg16404157,cg23288059
CLIC6	hypermethylated	1	1	0	cg17935217
CMIP	hypermethylated	1	1	0	cg05887079
CNGA3	hypermethylated	1	1	0	cg21488538
CNMD	hypermethylated	1	1	0	cg08567279
CNPY1	hypermethylated	1	1	0	cg01198033
CNRIP1	hypermethylated	3	3	0	cg06275642,cg21581504,cg22400703
CNTNAP5	hypermethylated	4	4	0	cg03696599,cg08523865,cg13358636,cg18582824
COL11A1	hypermethylated	7	7	0	cg00172849,cg00325149,cg03520644,cg12884406,cg24495344,cg26256793,cg26436330
COL14A1	hypermethylated	1	1	0	cg23586322
COL21A1	hypermethylated	1	1	0	cg03064592
