gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
AC012508.1	hypermethylated	2	2	0	cg19153828,cg19590598
AC012508.2	hypermethylated	2	2	0	cg19153828,cg19590598
AC012508.3	hypermethylated	2	2	0	cg19153828,cg19590598
AC012513.3	hypermethylated	1	1	0	cg25364972
AC012531.1	hypermethylated	4	4	0	cg00567703,cg07080050,cg15772924,cg19164987
AC012531.2	hypermethylated	7	7	0	cg00567703,cg07080050,cg13826247,cg15772924,cg19164987,cg23618344,cg23697546
AC012531.7	hypermethylated	3	3	0	cg05516489,cg10641615,cg17573720
AC012533.1	hypermethylated	1	1	0	cg05876246
AC012574.2	hypermethylated	5	5	0	cg03079395,cg08460621,cg09618933,cg10136012,cg14968300
AC012618.3	hypermethylated	4	4	0	cg03192598,cg07379055,cg17971015,cg22195627
AC012645.1	hypermethylated	2	2	0	cg26709300,cg27106909
AC013287.1	hypermethylated	1	1	0	cg25495534
AC013733.2	hypermethylated	4	4	0	cg02582957,cg03578473,cg04299439,cg05785155
AC015813.1	hypermethylated	1	1	0	cg11970806
AC015813.2	hypermethylated	1	1	0	cg11970806
AC015845.2	hypermethylated	1	1	0	cg15326513
AC015917.2	hypermethylated	1	1	0	cg25910803
AC015971.1	hypermethylated	1	1	0	cg26155674
AC016044.1	hypermethylated	1	1	0	cg06999762
AC016396.2	hypermethylated	2	2	0	cg05324273,cg19894382
AC016582.1	hypermethylated	2	2	0	cg04168853,cg15801340
AC016582.2	hypermethylated	2	2	0	cg08679971,cg13350173
AC016582.3	hypermethylated	2	2	0	cg02663382,cg27353143
AC016825.1	hypermethylated	3	3	0	cg07909759,cg18425434,cg20628994
AC016876.2	hypermethylated	1	1	0	cg00004421
AC016931.1	hypermethylated	1	1	0	cg10791959
AC017028.1	hypermethylated	1	1	0	cg07215298
AC017033.1	hypermethylated	3	3	0	cg03287111,cg03465652,cg13713922
AC018638.5	hypermethylated	1	1	0	cg21374324
AC018730.1	hypermethylated	10	10	0	cg02488942,cg03928875,cg07112473,cg07214164,cg07316846,cg10538797,cg11014373,cg13899678,cg17912835,cg25517810
AC019197.1	hypermethylated	1	1	0	cg05090759
AC019205.1	hypermethylated	2	2	0	cg18080509,cg23238119
AC019211.1	hypermethylated	1	1	0	cg10625247
AC019257.1	hypermethylated	2	2	0	cg08867707,cg11737172
AC019257.2	hypermethylated	2	2	0	cg08867707,cg11737172
AC020611.2	hypermethylated	2	2	0	cg00781208,cg01668352
AC020907.5	hypermethylated	3	3	0	cg05247914,cg17540545,cg18503912
AC020909.1	hypermethylated	1	1	0	cg15690347
AC020911.2	hypermethylated	1	1	0	cg02381279
AC020922.3	hypermethylated	2	2	0	cg06693983,cg09468836
AC020928.1	hypermethylated	1	1	0	cg03601372
AC020928.2	hypermethylated	1	1	0	cg03601372
AC021092.1	hypermethylated	1	1	0	cg08684893
AC021097.1	hypermethylated	1	1	0	cg10030458
AC021127.1	hypermethylated	7	7	0	cg01789499,cg06440348,cg07857469,cg09595050,cg14197071,cg16117799,cg27111250
AC021220.2	hypermethylated	3	3	0	cg01777861,cg09978860,cg16572876
AC021491.4	hypermethylated	1	1	0	cg24517066
AC021594.1	hypermethylated	1	1	0	cg17039236
AC021594.2	hypermethylated	1	1	0	cg12212311
AC021739.3	hypermethylated	1	1	0	cg01954585
AC022031.2	hypermethylated	7	7	0	cg00228017,cg01742897,cg02725055,cg07519816,cg22232327,cg23482397,cg27641522
AC022098.1	hypermethylated	1	1	0	cg27499361
AC022098.4	hypermethylated	1	1	0	cg27476456
AC022154.1	hypermethylated	4	4	0	cg01597066,cg02583309,cg11376305,cg17387989
AC022217.3	hypermethylated	4	4	0	cg00593243,cg02029908,cg07018389,cg17378966
AC022400.7	hypermethylated	1	1	0	cg04880412
AC022616.1	hypermethylated	3	3	0	cg04880091,cg11826726,cg21877680
AC022915.3	hypermethylated	1	1	0	cg24884444
AC023300.2	hypermethylated	1	1	0	cg21241424
AC023511.2	hypermethylated	1	1	0	cg22974982
AC023824.3	hypermethylated	1	1	0	cg07425171
AC023866.2	hypermethylated	1	1	0	cg18327061
AC024563.1	hypermethylated	1	1	0	cg22340508
AC024563.2	hypermethylated	1	1	0	cg22340508
AC025048.1	hypermethylated	4	4	0	cg10419709,cg17189639,cg20370678,cg21158087
AC025259.1	hypermethylated	1	1	0	cg19107511
AC025283.2	hypermethylated	2	2	0	cg07388216,cg27295850
AC025431.1	hypermethylated	1	1	0	cg12382153
AC025682.1	hypermethylated	1	1	0	cg27109284
AC026271.1	hypermethylated	1	1	0	cg10831246
AC026271.4	hypermethylated	1	1	0	cg10831246
AC026341.1	hypermethylated	1	1	0	cg12431891
AC026461.3	hypermethylated	1	1	0	cg10443421
AC026470.2	hypermethylated	1	1	0	cg27319917
AC026471.6	hypermethylated	3	3	0	cg03100639,cg03998066,cg05509753
AC026688.2	hypermethylated	1	1	0	cg18007959
AC026691.1	hypermethylated	2	2	0	cg15613420,cg26214742
AC026774.1	hypermethylated	2	2	0	cg11268385,cg25025437
AC026894.1	hypermethylated	1	1	0	cg00498804
AC027088.2	hypermethylated	1	1	0	cg18263455
AC027281.1	hypermethylated	1	1	0	cg06357685
AC027290.1	hypermethylated	1	1	0	cg16953816
AC027613.1	hypermethylated	1	1	0	cg01397050
AC034205.2	hypermethylated	1	1	0	cg15523463
AC034228.1	hypermethylated	1	1	0	cg07870237
AC034228.3	hypermethylated	1	1	0	cg07870237
AC037459.1	hypermethylated	1	1	0	cg12137450
AC040977.1	hypermethylated	2	2	0	cg03407747,cg09737314
AC040977.2	hypermethylated	5	5	0	cg03407747,cg04430582,cg09737314,cg11235787,cg21040575
AC041040.1	hypermethylated	1	1	0	cg11235391
AC051635.1	hypermethylated	5	5	0	cg01106338,cg02811232,cg18447790,cg20026939,cg24928333
AC055788.2	hypermethylated	2	2	0	cg18824585,cg22052659
AC055839.2	hypermethylated	1	1	0	cg15954353
AC055855.2	hypermethylated	1	1	0	cg19561615
AC055860.1	hypermethylated	1	1	0	cg04167854
AC061708.1	hypermethylated	3	3	0	cg07139301,cg14777768,cg25203962
AC061709.2	hypermethylated	1	1	0	cg09527126
AC061961.1	hypermethylated	3	3	0	cg08022436,cg12276123,cg18481230
AC064875.1	hypermethylated	1	1	0	cg15841711
AC066612.1	hypermethylated	1	1	0	cg06625816
AC067852.1	hypermethylated	1	1	0	cg01612247
AC067852.2	hypermethylated	1	1	0	cg01612247
AC067930.1	hypermethylated	1	1	0	cg07691531
AC067930.5	hypermethylated	1	1	0	cg07691531
AC068205.2	hypermethylated	5	5	0	cg01681847,cg04355791,cg14416371,cg16389399,cg23575732
AC068228.3	hypermethylated	1	1	0	cg06802522
AC068389.2	hypermethylated	1	1	0	cg12164922
AC068533.3	hypermethylated	1	1	0	cg19072291
AC068722.1	hypermethylated	2	2	0	cg01629716,cg24381412
AC068888.1	hypermethylated	4	4	0	cg07661899,cg17094065,cg18037834,cg27097846
AC069285.2	hypermethylated	1	1	0	cg19624318
AC069360.1	hypermethylated	1	1	0	cg11234339
AC069368.1	hypermethylated	5	5	0	cg00152322,cg01287936,cg01959123,cg03051384,cg06302690
AC072026.2	hypermethylated	2	2	0	cg00193200,cg18423935
AC073050.1	hypermethylated	1	1	0	cg26275470
AC073082.1	hypermethylated	1	1	0	cg00209038
AC073349.1	hypermethylated	1	1	0	cg13990351
AC073508.2	hypermethylated	4	4	0	cg01289103,cg10050661,cg15056128,cg18435674
AC073593.2	hypermethylated	1	1	0	cg10911287
AC073957.2	hypermethylated	1	1	0	cg23187316
AC074099.1	hypermethylated	8	8	0	cg02683759,cg06232130,cg11856078,cg13176012,cg14471364,cg14912644,cg20998319,cg25371385
AC074135.2	hypermethylated	6	6	0	cg01874877,cg02350677,cg06496344,cg19355079,cg20253468,cg27105390
AC079154.1	hypermethylated	9	9	0	cg01308258,cg03696599,cg04168670,cg08523865,cg11712936,cg12919006,cg13358636,cg16198087,cg18582824
AC079296.1	hypermethylated	1	1	0	cg12782992
AC079384.2	hypermethylated	1	1	0	cg27656459
AC079385.1	hypermethylated	5	5	0	cg00379648,cg00450784,cg10040329,cg13126517,cg21961487
AC079949.1	hypermethylated	2	2	0	cg02072400,cg09187933
AC079949.2	hypermethylated	2	2	0	cg02072400,cg09187933
AC079949.3	hypermethylated	2	2	0	cg02072400,cg09187933
AC079949.5	hypermethylated	2	2	0	cg02072400,cg09187933
AC079950.1	hypermethylated	2	2	0	cg04923020,cg14239655
AC083805.1	hypermethylated	1	1	0	cg23910340
AC083805.3	hypermethylated	1	1	0	cg23910340
AC084337.2	hypermethylated	4	4	0	cg04292941,cg14370752,cg16322014,cg22908616
AC084864.1	hypermethylated	4	4	0	cg01390574,cg06314333,cg10046388,cg15261247
AC084879.1	hypermethylated	1	1	0	cg17148876
AC087269.1	hypermethylated	1	1	0	cg12977346
AC087286.2	hypermethylated	1	1	0	cg16085649
AC087441.2	hypermethylated	1	1	0	cg14849140
AC087457.1	hypermethylated	4	4	0	cg00792849,cg14576896,cg17242351,cg21053529
AC087482.1	hypermethylated	2	2	0	cg07716946,cg12368188
AC087521.2	hypermethylated	1	1	0	cg26985203
AC087645.2	hypermethylated	1	1	0	cg01757124
AC090340.1	hypermethylated	4	4	0	cg03996195,cg13633270,cg15222899,cg16061498
AC090386.1	hypermethylated	3	3	0	cg02345961,cg05649108,cg24202131
AC090515.4	hypermethylated	2	2	0	cg08889009,cg21820656
AC090618.1	hypermethylated	2	2	0	cg04553707,cg22652286
AC090707.1	hypermethylated	1	1	0	cg01461552
AC090707.2	hypermethylated	1	1	0	cg02027945
AC090820.2	hypermethylated	1	1	0	cg04156219
AC090826.1	hypermethylated	2	2	0	cg09490603,cg16332610
AC090844.2	hypermethylated	1	1	0	cg04308185
AC090983.1	hypermethylated	2	2	0	cg02305723,cg22678136
AC090983.2	hypermethylated	3	3	0	cg00229754,cg02305723,cg22678136
AC091076.1	hypermethylated	9	9	0	cg00688447,cg02541778,cg03087912,cg05511722,cg06616729,cg06798106,cg13564533,cg15427886,cg17993900
AC091133.3	hypermethylated	1	1	0	cg02745847
AC091133.5	hypermethylated	1	1	0	cg17629148
AC091138.1	hypermethylated	9	9	0	cg03524083,cg06544405,cg12921750,cg18448581,cg18651870,cg21922574,cg23883696,cg24863335,cg26186727
AC091179.1	hypermethylated	3	3	0	cg01388649,cg09130077,cg18479972
AC091179.3	hypermethylated	8	8	0	cg00960395,cg04574034,cg09866983,cg12374721,cg14230397,cg20094830,cg20945566,cg27170782
AC091179.4	hypermethylated	8	8	0	cg00960395,cg04574034,cg09866983,cg12374721,cg14230397,cg20094830,cg20945566,cg27170782
AC091564.5	hypermethylated	1	1	0	cg09236382
AC091576.1	hypermethylated	1	1	0	cg18233497
AC091959.1	hypermethylated	4	4	0	cg01142710,cg18274480,cg22203547,cg23174616
AC092042.3	hypermethylated	3	3	0	cg13871633,cg24384244,cg26523005
AC092053.2	hypermethylated	1	1	0	cg02254461
AC092053.3	hypermethylated	1	1	0	cg02254461
AC092329.2	hypermethylated	5	5	0	cg04324666,cg08486875,cg12744311,cg22885014,cg23372544
AC092335.1	hypermethylated	14	14	0	cg01791874,cg03705912,cg06782035,cg09017434,cg11452391,cg12456714,cg15015920,cg16150752,cg17712694,cg18325622,cg21901718,cg23065934,cg23479922,cg25092681
AC092447.5	hypermethylated	2	2	0	cg10978753,cg16562776
AC092535.4	hypermethylated	3	3	0	cg12414557,cg21397393,cg23462514
AC092574.2	hypermethylated	3	3	0	cg06594404,cg08668316,cg16142855
AC092623.1	hypermethylated	1	1	0	cg05146544
AC092675.2	hypermethylated	2	2	0	cg19370054,cg21488538
AC092746.1	hypermethylated	1	1	0	cg14108567
AC092802.1	hypermethylated	2	2	0	cg01206378,cg03053290
AC092805.1	hypermethylated	14	14	0	cg00088183,cg05039548,cg12656020,cg14696458,cg14795752,cg15452970,cg15469272,cg17480076,cg19414591,cg20634266,cg21542223,cg22507154,cg24884703,cg26568372
AC092809.3	hypermethylated	2	2	0	cg10502231,cg17239057
AC092849.2	hypermethylated	1	1	0	cg27203184
AC092957.1	hypermethylated	23	23	0	cg00025647,cg02253760,cg04013024,cg04931256,cg06274857,cg07906632,cg08462988,cg08522426,cg09003833,cg09834794,cg10683929,cg11272515,cg11346837,cg11437253,cg12361223,cg12989851,cg16199277,cg19112895,cg20724214,cg24847685,cg25637894,cg26398467,cg27507919
AC093083.1	hypermethylated	1	1	0	cg10625247
AC093418.1	hypermethylated	1	1	0	cg05645292
AC093523.1	hypermethylated	1	1	0	cg14970991
AC093765.3	hypermethylated	2	2	0	cg05733181,cg21399832
AC093849.2	hypermethylated	3	3	0	cg06588201,cg10029186,cg16509851
AC095060.1	hypermethylated	1	1	0	cg23160016
AC096667.1	hypermethylated	1	1	0	cg15577595
AC096677.1	hypermethylated	2	2	0	cg02104952,cg11145461
AC097372.1	hypermethylated	1	1	0	cg07973709
AC097382.2	hypermethylated	1	1	0	cg04497889
AC097467.3	hypermethylated	2	2	0	cg20271517,cg21512644
AC097468.2	hypermethylated	2	2	0	cg01153287,cg27638196
AC097658.2	hypermethylated	1	1	0	cg19876092
AC097724.1	hypermethylated	1	1	0	cg26502666
AC098484.3	hypermethylated	1	1	0	cg13781744
AC098487.1	hypermethylated	1	1	0	cg17692230
AC098582.1	hypermethylated	1	1	0	cg17714987
AC098828.1	hypermethylated	1	1	0	cg26636010
AC099063.1	hypermethylated	1	1	0	cg24400630
AC099329.2	hypermethylated	3	3	0	cg13871633,cg24384244,cg26523005
AC099521.3	hypermethylated	5	5	0	cg00891541,cg03412735,cg05948940,cg10556064,cg12136772
AC099522.1	hypermethylated	7	7	0	cg00177388,cg00462107,cg01927745,cg04494873,cg09142313,cg15382538,cg26472118
AC099754.1	hypermethylated	4	4	0	cg04954680,cg18404374,cg18507138,cg26777836
AC099786.1	hypermethylated	19	19	0	cg00681106,cg01185626,cg01971160,cg02861380,cg03326762,cg03445694,cg05449257,cg07563793,cg09222749,cg10029842,cg10237044,cg11196437,cg13478928,cg13492103,cg17473600,cg21009965,cg22694818,cg23845450,cg26688527
AC099786.2	hypermethylated	12	12	0	cg00681106,cg02861380,cg03326762,cg03445694,cg07563793,cg10029842,cg10237044,cg13478928,cg13492103,cg17473600,cg22694818,cg23845450
AC099786.3	hypermethylated	2	2	0	cg01066472,cg02297043
AC099811.2	hypermethylated	4	4	0	cg07168142,cg08880849,cg16208084,cg26934993
AC100791.3	hypermethylated	1	1	0	cg12700039
AC100849.1	hypermethylated	1	1	0	cg23089425
AC100858.2	hypermethylated	1	1	0	cg07471614
AC103563.7	hypermethylated	2	2	0	cg03129884,cg14410476
AC103702.1	hypermethylated	1	1	0	cg21082028
AC103702.2	hypermethylated	6	6	0	cg08362273,cg16320249,cg20454400,cg20651616,cg22471726,cg26879581
AC103833.2	hypermethylated	1	1	0	cg16675872
AC103952.1	hypermethylated	1	1	0	cg05501320
AC104088.1	hypermethylated	1	1	0	cg26470101
AC104088.3	hypermethylated	1	1	0	cg26470101
AC104123.1	hypermethylated	9	9	0	cg00637687,cg00959249,cg02115960,cg07145843,cg13912090,cg17803175,cg18840956,cg19456953,cg23187653
