gene	direction	n_significant_probes	n_hyper_probes	n_hypo_probes	probe_ids
AC079154.1	hypermethylated	1	1	0	cg13358636
AC079313.1	hypermethylated	1	1	0	cg03826594
AC079313.2	hypermethylated	1	1	0	cg03826594
AC079594.1	hypermethylated	1	1	0	cg15618978
AC084864.1	hypermethylated	2	2	0	cg01390574,cg19776616
AC087564.1	hypermethylated	5	5	0	cg00582524,cg01146232,cg01851378,cg06232807,cg09016242
AC090340.1	hypermethylated	1	1	0	cg15222899
AC090707.2	hypermethylated	3	3	0	cg01642521,cg02027945,cg27142536
AC091076.1	hypermethylated	1	1	0	cg06616729
AC091138.1	hypermethylated	1	1	0	cg18651870
AC091179.3	hypermethylated	2	2	0	cg12374721,cg20945566
AC091179.4	hypermethylated	2	2	0	cg12374721,cg20945566
AC091959.1	hypermethylated	1	1	0	cg18274480
AC091980.2	hypermethylated	1	1	0	cg25720804
AC092335.1	hypermethylated	1	1	0	cg12456714
AC092535.4	hypermethylated	1	1	0	cg23462514
AC092574.2	hypermethylated	1	1	0	cg06594404
AC092675.1	hypermethylated	1	1	0	cg21488538
AC092675.2	hypermethylated	1	1	0	cg21488538
AC092805.1	hypermethylated	3	3	0	cg11823511,cg24884703,cg26568372
AC092809.3	hypermethylated	2	2	0	cg10502231,cg17239057
AC096667.1	hypermethylated	1	1	0	cg15577595
AC097634.4	hypermethylated	1	1	0	cg01295782
AC098484.3	hypermethylated	1	1	0	cg19254906
AC099522.1	hypermethylated	1	1	0	cg09142313
AC099786.1	hypermethylated	1	1	0	cg22694818
AC099786.2	hypermethylated	1	1	0	cg22694818
AC104088.1	hypermethylated	1	1	0	cg26470101
AC104088.3	hypermethylated	1	1	0	cg26470101
AC104667.1	hypermethylated	1	1	0	cg18141622
AC105285.1	hypermethylated	1	1	0	cg11470941
AC106873.8	hypermethylated	1	1	0	cg00764217
AC107398.5	hypermethylated	1	1	0	cg26383193
AC111182.2	hypermethylated	1	1	0	cg12858577
AC112487.1	hypermethylated	1	1	0	cg23198707
AC112722.1	hypermethylated	1	1	0	cg15990090
AC113194.1	hypermethylated	2	2	0	cg12070159,cg24645214
AC114971.1	hypermethylated	2	2	0	cg07189332,cg12436377
AC116317.2	hypermethylated	1	1	0	cg06424065
AC123768.4	hypermethylated	1	1	0	cg12134633
AC129803.1	hypermethylated	1	1	0	cg09439920
AC130466.1	hypermethylated	1	1	0	cg03713642
AC133637.1	hypermethylated	1	1	0	cg03951603
AC133785.1	hypermethylated	1	1	0	cg08901662
AC136297.1	hypermethylated	1	1	0	cg01097384
AC138430.1	hypermethylated	2	2	0	cg01297721,cg22694191
AC138647.1	hypermethylated	1	1	0	cg18343437
AC145098.1	hypermethylated	1	1	0	cg15225325
AC243547.3	hypermethylated	1	1	0	cg04846710
AC243773.1	hypermethylated	3	3	0	cg14754787,cg19760241,cg20950167
AC244517.10	hypermethylated	3	3	0	cg11286063,cg17514558,cg18661205
AC244517.11	hypermethylated	3	3	0	cg11286063,cg17514558,cg18661205
AC245100.1	hypermethylated	1	1	0	cg25200152
AC245100.5	hypermethylated	1	1	0	cg25200152
ACOX3	hypermethylated	1	1	0	cg18631798
ACSS1	hypermethylated	1	1	0	cg01116137
ACTA1	hypermethylated	1	1	0	cg11589139
ACTL6B	hypermethylated	1	1	0	cg24471254
ACVRL1	hypermethylated	1	1	0	cg07170824
AD000090.1	hypermethylated	1	1	0	cg02770054
ADAM19	hypermethylated	1	1	0	cg13667243
ADAM5	hypermethylated	4	4	0	cg07387286,cg11199639,cg14742937,cg19659741
ADAMTS12	hypermethylated	1	1	0	cg18519308
ADAMTS20	hypermethylated	1	1	0	cg19619405
ADCY4	hypermethylated	5	5	0	cg13631572,cg14287235,cg16215203,cg23179456,cg25556905
ADGRL1	hypermethylated	2	2	0	cg04416414,cg14565903
ADGRL4	hypermethylated	3	3	0	cg04360793,cg15084543,cg26422458
AF106564.1	hypermethylated	3	3	0	cg02002551,cg23290344,cg26980244
AFAP1	hypermethylated	1	1	0	cg23750206
AHRR	hypermethylated	2	2	0	cg03604011,cg14453201
AKR1B1	hypermethylated	1	1	0	cg08167706
AKR1C3	hypermethylated	1	1	0	cg14981189
AL009179.2	hypermethylated	4	4	0	cg02925601,cg03161803,cg10903903,cg14558529
AL021808.1	hypermethylated	3	3	0	cg01518607,cg05422029,cg09513990
AL024498.2	hypermethylated	3	3	0	cg05452406,cg14000361,cg24329557
AL034348.1	hypermethylated	1	1	0	cg23997263
AL034417.2	hypermethylated	1	1	0	cg11426075
AL035078.4	hypermethylated	5	5	0	cg03405909,cg07441518,cg08364561,cg12500879,cg13502741
AL035448.1	hypermethylated	3	3	0	cg01444716,cg04682802,cg20981848
AL049637.1	hypermethylated	2	2	0	cg17800654,cg26560222
AL049651.2	hypermethylated	1	1	0	cg07676859
AL049692.2	hypermethylated	1	1	0	cg25247290
AL049692.4	hypermethylated	1	1	0	cg25247290
AL049777.1	hypermethylated	6	6	0	cg02681442,cg07489048,cg16038120,cg16804284,cg21195256,cg25078444
AL078459.1	hypermethylated	1	1	0	cg15991082
AL079303.1	hypermethylated	2	2	0	cg07068674,cg13023870
AL096814.2	hypermethylated	1	1	0	cg19653212
AL096870.1	hypermethylated	5	5	0	cg13631572,cg14287235,cg16215203,cg23179456,cg25556905
AL117335.1	hypermethylated	1	1	0	cg19256731
AL121758.1	hypermethylated	2	2	0	cg01235820,cg24595510
AL121932.2	hypermethylated	1	1	0	cg01735384
AL122058.1	hypermethylated	1	1	0	cg18759209
AL132857.1	hypermethylated	8	8	0	cg04224064,cg04347874,cg07068674,cg13012916,cg13023870,cg13980454,cg18468354,cg23906738
AL136114.1	hypermethylated	1	1	0	cg22081371
AL139020.1	hypermethylated	1	1	0	cg07445246
AL158013.1	hypermethylated	1	1	0	cg21200408
AL160272.2	hypermethylated	1	1	0	cg13601435
AL161781.2	hypermethylated	1	1	0	cg13482308
AL353604.1	hypermethylated	1	1	0	cg01765111
AL354833.1	hypermethylated	1	1	0	cg27485906
AL355481.1	hypermethylated	2	2	0	cg16727923,cg18789918
AL355835.1	hypermethylated	2	2	0	cg05057720,cg16404157
AL357497.1	hypermethylated	3	3	0	cg05452406,cg14000361,cg24329557
AL358613.3	hypermethylated	1	1	0	cg17538572
AL359922.1	hypermethylated	1	1	0	cg12840719
AL391415.1	hypermethylated	2	2	0	cg03166753,cg11764900
AL391832.3	hypermethylated	1	1	0	cg13475583
AL445209.1	hypermethylated	2	2	0	cg24221648,cg26132774
AL445288.1	hypermethylated	1	1	0	cg26444528
AL645929.2	hypermethylated	1	1	0	cg22425474
AL662884.4	hypermethylated	2	2	0	cg00403498,cg12387154
AL713999.2	hypermethylated	1	1	0	cg15497761
AL772363.1	hypermethylated	1	1	0	cg05863502
ALKAL1	hypermethylated	1	1	0	cg09442654
ALOX5	hypermethylated	1	1	0	cg07355189
ALX1	hypermethylated	1	1	0	cg13916459
AMIGO3	hypermethylated	1	1	0	cg22993195
AMZ1	hypermethylated	1	1	0	cg23285459
ANK2	hypermethylated	1	1	0	cg07328688
ANKRD34C-AS1	hypermethylated	1	1	0	cg00722320
ANKRD53	hypermethylated	1	1	0	cg15165122
ANKS1B	hypermethylated	1	1	0	cg12391352
ANO7L1	hypermethylated	1	1	0	cg16680438
AP001372.1	hypermethylated	1	1	0	cg04574090
ARHGAP23	hypermethylated	1	1	0	cg03930313
ARHGAP24	hypermethylated	1	1	0	cg05688618
ARHGEF4	hypermethylated	1	1	0	cg08901662
ARHGEF7	hypermethylated	1	1	0	cg27485596
ARID4B	hypermethylated	1	1	0	cg01730064
ARL6IP5	hypermethylated	1	1	0	cg18156592
ASAP1	hypermethylated	1	1	0	cg07799299
ASCL4	hypermethylated	1	1	0	cg20443254
ASPG	hypermethylated	1	1	0	cg07150062
ATF6	hypermethylated	1	1	0	cg24367957
ATP10D	hypermethylated	1	1	0	cg26383193
ATP4A	hypermethylated	1	1	0	cg02770054
ATP5MC2	hypermethylated	1	1	0	cg13691247
ATP6V1B1	hypermethylated	1	1	0	cg04751811
ATXN8OS	hypermethylated	2	2	0	cg20523861,cg25514273
BABAM2	hypermethylated	1	1	0	cg11906781
BARHL2	hypermethylated	4	4	0	cg01921432,cg11823511,cg18322569,cg25026529
BBX	hypermethylated	1	1	0	cg06818532
BCAS3	hypermethylated	2	2	0	cg10588135,cg21144890
BCAT1	hypermethylated	1	1	0	cg20399616
BCL9L	hypermethylated	1	1	0	cg08983011
BMP7	hypermethylated	1	1	0	cg18759209
BRD4	hypermethylated	1	1	0	cg22522598
BRINP1	hypermethylated	1	1	0	cg03625109
BTBD3	hypermethylated	3	3	0	cg01444716,cg04682802,cg20981848
BX248415.1	hypermethylated	1	1	0	cg00564737
C10orf53	hypermethylated	2	2	0	cg09233392,cg09402276
C12orf42	hypermethylated	2	2	0	cg22274539,cg27663938
C12orf71	hypermethylated	1	1	0	cg14110969
C14orf39	hypermethylated	6	6	0	cg05255275,cg13019491,cg13539545,cg19456540,cg21026830,cg23989821
C17orf64	hypermethylated	2	2	0	cg09695735,cg12788108
C1QL3	hypermethylated	1	1	0	cg27177554
C1orf94	hypermethylated	1	1	0	cg16348470
C9	hypermethylated	1	1	0	cg12290311
CA3	hypermethylated	2	2	0	cg05355225,cg18674980
CACNA1B	hypermethylated	1	1	0	cg05863502
CACNG7	hypermethylated	2	2	0	cg08393317,cg19925849
CACNG8	hypermethylated	3	3	0	cg14055896,cg17780246,cg24415208
CALCB	hypermethylated	1	1	0	cg24304093
CALN1	hypermethylated	1	1	0	cg17239236
CAPZB	hypermethylated	1	1	0	cg11962640
CASR	hypermethylated	1	1	0	cg07629454
CASS4	hypermethylated	1	1	0	cg24587601
CBLN4	hypermethylated	2	2	0	cg20779964,cg27563985
CCDC140	hypermethylated	2	2	0	cg16529477,cg18077971
CCDC181	hypermethylated	8	8	0	cg00002719,cg08047907,cg08104202,cg14826711,cg16998150,cg23818870,cg24808280,cg25464921
CCDC184	hypermethylated	1	1	0	cg15959252
CCDC26	hypermethylated	1	1	0	cg06931444
CCDC8	hypermethylated	1	1	0	cg03576469
CCND2	hypermethylated	1	1	0	cg05952494
CCND3	hypermethylated	1	1	0	cg24684349
CD38	hypermethylated	1	1	0	cg15994026
CD40	hypermethylated	2	2	0	cg06571407,cg22232207
CD9	hypermethylated	1	1	0	cg22222281
CDIP1	hypermethylated	1	1	0	cg09549813
CDK15	hypermethylated	1	1	0	cg17851604
CDKN2A	hypermethylated	1	1	0	cg12840719
CDO1	hypermethylated	2	2	0	cg14470895,cg23180938
CEP41	hypermethylated	1	1	0	cg01539484
CERKL	hypermethylated	1	1	0	cg22976218
CFAP54	hypermethylated	1	1	0	cg07130150
CFAP97D2	hypermethylated	1	1	0	cg01973456
CFH	hypermethylated	1	1	0	cg23557926
CFTR	hypermethylated	3	3	0	cg00735923,cg09626894,cg21461649
CHD4	hypermethylated	1	1	0	cg18173184
CHD6	hypermethylated	1	1	0	cg14276730
CHST11	hypermethylated	1	1	0	cg23855505
CHST2	hypermethylated	1	1	0	cg17373442
CHST3	hypermethylated	1	1	0	cg11863717
CIDEA	hypermethylated	2	2	0	cg07204280,cg16727201
CIT	hypermethylated	1	1	0	cg24973993
CLDN10	hypermethylated	1	1	0	cg25032595
CLDN11	hypermethylated	1	1	0	cg11145160
CLDN6	hypermethylated	1	1	0	cg02732252
CLEC11A	hypermethylated	1	1	0	cg16651537
CLEC14A	hypermethylated	2	2	0	cg05057720,cg16404157
CLTA	hypermethylated	1	1	0	cg25813936
CMSS1	hypermethylated	1	1	0	cg00991994
CNGA3	hypermethylated	1	1	0	cg21488538
CNTNAP5	hypermethylated	1	1	0	cg13358636
COCH	hypermethylated	1	1	0	cg18084609
COL11A1	hypermethylated	1	1	0	cg03520644
COLCA1	hypermethylated	1	1	0	cg26459819
COLCA2	hypermethylated	1	1	0	cg26459819
COX7A1	hypermethylated	2	2	0	cg09307985,cg24335895
CPT2	hypermethylated	1	1	0	cg13863396
CPXM1	hypermethylated	2	2	0	cg04588840,cg07113642
CRADD	hypermethylated	1	1	0	cg25006194
CREB3L2	hypermethylated	1	1	0	cg18091615
CRPPA	hypermethylated	2	2	0	cg06126713,cg11417025
CRYAB	hypermethylated	1	1	0	cg11694519
CRYGD	hypermethylated	1	1	0	cg22399133
CRYM	hypermethylated	1	1	0	cg16596604
CSGALNACT1	hypermethylated	1	1	0	cg15232539
CSMD3	hypermethylated	1	1	0	cg22052659
CTD-2297D10.2	hypermethylated	1	1	0	cg22784954
CUL1	hypermethylated	1	1	0	cg03789645
CUX1	hypermethylated	2	2	0	cg06173663,cg06471596
CXCL1P1	hypermethylated	1	1	0	cg11930554
CYP1A1	hypermethylated	1	1	0	cg13570656
CYP26A1	hypermethylated	1	1	0	cg17538572
CYP2C23P	hypermethylated	2	2	0	cg03679755,cg18267049
CYTL1	hypermethylated	2	2	0	cg04887807,cg06007271
DAB2	hypermethylated	1	1	0	cg12290311
DBX1	hypermethylated	2	2	0	cg02878244,cg13445796
DCAF12L1	hypermethylated	1	1	0	cg02261899
DCDC2C	hypermethylated	1	1	0	cg11857704
DCLK3	hypermethylated	1	1	0	cg24144083
DDAH1	hypermethylated	1	1	0	cg15991082
DDAH2	hypermethylated	2	2	0	cg17983217,cg18055007
DEGS1	hypermethylated	2	2	0	cg10502231,cg17239057
DENND5A	hypermethylated	1	1	0	cg06126019
DEUP1	hypermethylated	1	1	0	cg11203512
DHX8	hypermethylated	1	1	0	cg22982093
DLEU1	hypermethylated	1	1	0	cg17241776
DLEU7	hypermethylated	1	1	0	cg17241776
DLK1	hypermethylated	2	2	0	cg02874376,cg10528576
DLX6	hypermethylated	1	1	0	cg04599026
DLX6-AS1	hypermethylated	1	1	0	cg04599026
DMRTA2	hypermethylated	3	3	0	cg17800654,cg23097402,cg26560222
DNAAF3	hypermethylated	1	1	0	cg18417954
DNAH1	hypermethylated	1	1	0	cg22084642
DNAH8	hypermethylated	2	2	0	cg03166753,cg11764900
DNAJB1	hypermethylated	1	1	0	cg23690893
DNM3	hypermethylated	3	3	0	cg04399751,cg17154724,cg27429080
DOCK2	hypermethylated	1	1	0	cg08862890
DPF1	hypermethylated	1	1	0	cg27493151
DPYS	hypermethylated	2	2	0	cg16419441,cg16783744
DRGX	hypermethylated	1	1	0	cg04425920
DSC3	hypermethylated	1	1	0	cg20029745
EBF1	hypermethylated	1	1	0	cg16126280
EFR3B	hypermethylated	1	1	0	cg07074666
EGFL6	hypermethylated	1	1	0	cg00650640
EHD2	hypermethylated	1	1	0	cg09243824
EIF3I	hypermethylated	2	2	0	cg02830936,cg16985778
EIF4A1	hypermethylated	1	1	0	cg00004421
EIF4E3	hypermethylated	1	1	0	cg01295782
ENPP2	hypermethylated	5	5	0	cg02534163,cg02709432,cg04452959,cg06998282,cg14409958
EOGT	hypermethylated	1	1	0	cg20743134
EPHA1	hypermethylated	1	1	0	cg06556244
EPHA10	hypermethylated	1	1	0	cg21306240
EPHX3	hypermethylated	2	2	0	cg17399362,cg26010734
ERBB4	hypermethylated	1	1	0	cg14931118
ERC1	hypermethylated	1	1	0	cg21648069
ERRFI1	hypermethylated	1	1	0	cg11426075
ESRRG	hypermethylated	1	1	0	cg09106903
EVX1	hypermethylated	1	1	0	cg15564098
EVX1-AS	hypermethylated	1	1	0	cg15564098
EVX2	hypermethylated	2	2	0	cg07536910,cg14118515
EYA1	hypermethylated	2	2	0	cg20386316,cg24809973
FAM118A	hypermethylated	1	1	0	cg06315390
FAM222A	hypermethylated	2	2	0	cg01335367,cg02351381
FAM222A-AS1	hypermethylated	2	2	0	cg01335367,cg02351381
FAM238C	hypermethylated	2	2	0	cg09084462,cg14776321
FAT4	hypermethylated	1	1	0	cg17265829
FBN2	hypermethylated	1	1	0	cg27223047
FERD3L	hypermethylated	2	2	0	cg10477621,cg25691167
FEV	hypermethylated	1	1	0	cg00082219
FEZF1	hypermethylated	1	1	0	cg02644510
FEZF1-AS1	hypermethylated	1	1	0	cg02644510
FEZF2	hypermethylated	2	2	0	cg12378187,cg20072171
FGD4	hypermethylated	1	1	0	cg19540425
FGF19	hypermethylated	1	1	0	cg11207763
FGF8	hypermethylated	1	1	0	cg25209842
FILIP1L	hypermethylated	1	1	0	cg00991994
FLI1	hypermethylated	2	2	0	cg02526522,cg13755070
FMN2	hypermethylated	1	1	0	cg15031661
FNDC3B	hypermethylated	2	2	0	cg14016236,cg17797940
FOXA2	hypermethylated	2	2	0	cg03774514,cg16963144
FOXB1	hypermethylated	1	1	0	cg26517663
FOXC2	hypermethylated	1	1	0	cg09360770
FOXC2-AS1	hypermethylated	1	1	0	cg09360770
FOXD3	hypermethylated	1	1	0	cg18279094
FOXD3-AS1	hypermethylated	1	1	0	cg18279094
FOXE1	hypermethylated	1	1	0	cg13791254
FOXE3	hypermethylated	1	1	0	cg22796507
FOXG1	hypermethylated	5	5	0	cg02681442,cg07489048,cg16038120,cg16804284,cg25078444
FOXG1-AS1	hypermethylated	2	2	0	cg16038120,cg25078444
FOXI3	hypermethylated	1	1	0	cg13491584
FOXQ1	hypermethylated	1	1	0	cg26422161
FRZB	hypermethylated	1	1	0	cg04037038
FSD1	hypermethylated	2	2	0	cg25902889,cg26354493
FUT9	hypermethylated	1	1	0	cg23997263
GABRA1	hypermethylated	1	1	0	cg26597242
GABRG2	hypermethylated	1	1	0	cg03886192
GAD1	hypermethylated	1	1	0	cg00860808
GAL3ST3	hypermethylated	2	2	0	cg14780632,cg24960947
GALNTL6	hypermethylated	1	1	0	cg09772954
GALR1	hypermethylated	2	2	0	cg03502002,cg04534765
GCK	hypermethylated	1	1	0	cg13476133
GCM2	hypermethylated	3	3	0	cg05452406,cg14000361,cg24329557
GDF6	hypermethylated	1	1	0	cg03224572
GHSR	hypermethylated	1	1	0	cg04851268
GLI2	hypermethylated	1	1	0	cg13713922
GLT1D1	hypermethylated	1	1	0	cg00901320
GMPPB	hypermethylated	1	1	0	cg22993195
GNE	hypermethylated	1	1	0	cg25813936
GNG4	hypermethylated	4	4	0	cg00043510,cg02780849,cg09649610,cg17816394
GPC2	hypermethylated	2	2	0	cg04778012,cg15140703
GPRC5B	hypermethylated	1	1	0	cg07519235
GRIA1	hypermethylated	1	1	0	cg08578734
GRIK4	hypermethylated	1	1	0	cg07976064
GRIN1	hypermethylated	1	1	0	cg13759674
GRM1	hypermethylated	2	2	0	cg08958294,cg23696752
GRM6	hypermethylated	1	1	0	cg00582971
GSTA4	hypermethylated	2	2	0	cg15925365,cg22486834
GUCA1A	hypermethylated	1	1	0	cg19653212
GYPC	hypermethylated	2	2	0	cg08129583,cg25390440
H1-1	hypermethylated	1	1	0	cg07816556
H2BU2P	hypermethylated	2	2	0	cg07726139,cg26911220
HAND2	hypermethylated	1	1	0	cg10541864
HAND2-AS1	hypermethylated	1	1	0	cg10541864
HAPLN4	hypermethylated	2	2	0	cg01297721,cg22694191
HBQ1	hypermethylated	2	2	0	cg02401454,cg07703401
HCG9	hypermethylated	1	1	0	cg04109898
HCK	hypermethylated	2	2	0	cg17326769,cg17508991
HDAC9	hypermethylated	1	1	0	cg16475478
HIF3A	hypermethylated	1	1	0	cg14117138
HJV	hypermethylated	1	1	0	cg19624849
HK1	hypermethylated	1	1	0	cg16536855
HNF1B	hypermethylated	1	1	0	cg02435495
HOOK2	hypermethylated	3	3	0	cg06537894,cg08305551,cg26870725
HOPX	hypermethylated	1	1	0	cg21899596
HOTAIRM1	hypermethylated	3	3	0	cg00106345,cg17485838,cg26264232
HOXA-AS2	hypermethylated	3	3	0	cg11015251,cg16651126,cg19142026
HOXA-AS3	hypermethylated	3	3	0	cg11015251,cg16651126,cg19142026
HOXA10	hypermethylated	1	1	0	cg14625175
HOXA3	hypermethylated	3	3	0	cg11015251,cg16651126,cg19142026
HOXA4	hypermethylated	3	3	0	cg11015251,cg16651126,cg19142026
HOXA9	hypermethylated	5	5	0	cg12600174,cg14625175,cg18447772,cg21001184,cg25999578
HOXB-AS4	hypermethylated	1	1	0	cg01452847
HOXB7	hypermethylated	1	1	0	cg01452847
HOXC4	hypermethylated	2	2	0	cg03146625,cg16370398
HOXD-AS2	hypermethylated	5	5	0	cg05167251,cg09238180,cg18448949,cg21235151,cg22674699
HOXD10	hypermethylated	2	2	0	cg10364040,cg18115040
HOXD12	hypermethylated	2	2	0	cg01405040,cg02694427
HOXD3	hypermethylated	1	1	0	cg21235151
HOXD8	hypermethylated	2	2	0	cg09238180,cg18448949
HOXD9	hypermethylated	2	2	0	cg05167251,cg22674699
HPCAL4	hypermethylated	1	1	0	cg18438793
HSPB2	hypermethylated	1	1	0	cg11694519
HSPB2-C11orf52	hypermethylated	1	1	0	cg11694519
HSPB6	hypermethylated	3	3	0	cg14120049,cg16615829,cg18229178
HSPD1P12	hypermethylated	1	1	0	cg17509039
HTR6	hypermethylated	1	1	0	cg27549720
IFNL4P1	hypermethylated	1	1	0	cg01496199
IGFBP4	hypermethylated	1	1	0	cg03635766
IGLON5	hypermethylated	1	1	0	cg15985184
IHO1	hypermethylated	1	1	0	cg12468774
IL17REL	hypermethylated	2	2	0	cg14913695,cg19796981
ILDR2	hypermethylated	1	1	0	cg06445348
INA	hypermethylated	2	2	0	cg18932798,cg24680586
INHCAP	hypermethylated	1	1	0	cg27014380
IRF4	hypermethylated	1	1	0	cg06392169
IRX1	hypermethylated	1	1	0	cg10530883
ISL2	hypermethylated	1	1	0	cg19464917
ISLR	hypermethylated	1	1	0	cg15480336
ITGA5	hypermethylated	1	1	0	cg03826594
ITIH5	hypermethylated	1	1	0	cg10119075
ITPKA	hypermethylated	2	2	0	cg08680048,cg11789612
ITPRIPL1	hypermethylated	1	1	0	cg05497345
IZUMO2	hypermethylated	2	2	0	cg10374084,cg24296452
JAK1	hypermethylated	1	1	0	cg11743000
JAM2	hypermethylated	1	1	0	cg09704750
JCHAIN	hypermethylated	1	1	0	cg17075352
