category	gene	probe_id	locus	chrom	chromStart	chromEnd	strand	functional_region	is_promoter	cgi_relation	healthy_beta	healthy_state	tcga_normal_beta	tcga_normal_n	gse_normal_beta	gse_normal_n	tumor_direction	tumor_delta_beta	fdr
14. FGF Family	CEP43	cg03102087	chr6:166998831-166998833	chr6	166998831.0	166998833.0	+	5UTR_1stExon	True	Island	0.06252409800017639	HYPO_unmethylated	0.0606452263507646	97	0.06708036175000001	40	hypomethylated	-0.0038992848414261	0.0691020290408991
14. FGF Family	CEP43	cg02907176	chr6:166999029-166999031	chr6	166999029.0	166999031.0	+	5UTR_1stExon	True	Island	0.013409763991405418	HYPO_unmethylated	0.0158292423818529	97	0.007233727047368421	38	hypermethylated	0.0006541320196784	0.0383741464365761
14. FGF Family	CEP43	cg20412726	chr6:166999040-166999042	chr6	166999040.0	166999042.0	+	5UTR_1stExon	True	Island	0.10322319580496904	HYPO_unmethylated	0.0927855796420697	97	0.12853441499999999	40	hypomethylated	-0.0009641381845841	0.6831073559988827
14. FGF Family	CEP43	cg25330773	chr6:166999133-166999135	chr6	166999133.0	166999135.0	-	TSS200	True	Island	0.03281665604879999	HYPO_unmethylated	0.0184272060689237	97	0.06771107224999999	40	hypermethylated	0.0011960053830153	0.256961161396893
14. FGF Family	CEP43	cg07287258	chr6:166999138-166999140	chr6	166999138.0	166999140.0	-	TSS200	True	Island	0.023880518868314198	HYPO_unmethylated	0.0178796200408149	97	0.038432698525	40	hypermethylated	0.0027297328522669	6.845990634243614e-06
14. FGF Family	CEP43	cg25395108	chr6:166999215-166999217	chr6	166999215.0	166999217.0	-	TSS200	True	Island	0.0408964084813072	HYPO_unmethylated	0.0374664842467947	97	0.04921397475000001	40	hypomethylated	-0.0008895681634214	0.6217190281782979
14. FGF Family	CEP43	cg03365432	chr6:166999492-166999494	chr6	166999492.0	166999494.0	+	5UTR_1stExon	True	Island	0.056776274954735924	HYPO_unmethylated	0.0491517450391631	97	0.07526576	40	hypomethylated	-0.0015005867678269	0.4152704050404184
14. FGF Family	CEP43	cg19773185	chr6:166999932-166999934	chr6	166999932.0	166999934.0	-	5UTR_1stExon	True	Island	0.049086748953866326	HYPO_unmethylated	0.0428093979039143	97	0.06430932525	40	hypermethylated	0.0003763461586227	0.8080832330433143
14. FGF Family	CEP43	cg13927040	chr6:167040312-167040314	chr6	167040312.0	167040314.0	-	5UTR_1stExon	True	OpenSea	0.8874722676044993	HYPER_methylated	0.9245728954826432	97	0.797503245	40	hypomethylated	-0.0102438007104008	0.0093431471165408
14. FGF Family	CEP43	cg25789370	chr6:167001836-167001838	chr6	167001836.0	167001838.0	+	gene_body	False	S_Shore	0.8209291270842838	HYPER_methylated	0.8590852403149163	97	0.7284005525	40	hypomethylated	-0.2082832847176061	2.8416787710402343e-47
14. FGF Family	CEP43	cg04409872	chr6:167019015-167019017	chr6	167019015.0	167019017.0	-	gene_body	False	OpenSea	0.8558172882043088	HYPER_methylated	0.9250932776409648	92	0.6964825125	40	hypomethylated	-0.0089818396179055	0.0041047061202512
14. FGF Family	CEP43	cg13368186	chr6:167019042-167019044	chr6	167019042.0	167019044.0	+	gene_body	False	OpenSea	0.8820274363587762	HYPER_methylated	0.914497532795385	97	0.8032874525	40	hypomethylated	-0.0012072602070698	0.6830231263912663
14. FGF Family	CEP43	cg16901670	chr6:167019077-167019079	chr6	167019077.0	167019079.0	-	gene_body	False	OpenSea	0.9402560476897525	HYPER_methylated	0.958905328180372	97	0.8950315424999999	40	hypermethylated	0.0006429468472827	0.668858531716714
14. FGF Family	CEP43	ch.6.3333851R	chr6:167042936-167042937	chr6	167042936.0	167042937.0	+	gene_body	False	OpenSea	0.07655319967188033	HYPO_unmethylated	0.0759793655159547	97	0.0779447475	40	hypomethylated	-0.0066114126723213	0.0021388644892219
14. FGF Family	CEP43	cg06454157	chr6:167077381-167077383	chr6	167077381.0	167077383.0	+	gene_body	False	OpenSea	0.6093912621143647	intermediate	0.6359094836048245	97	0.545084575	40	hypermethylated	0.1142906746699068	5.3514712107348067e-14
14. FGF Family	CEP43	cg14705155	chr6:167077491-167077493	chr6	167077491.0	167077493.0	+	gene_body	False	OpenSea	0.7807377903006673	HYPER_methylated	0.8066177368164062	97	0.71797892	40	hypermethylated	0.1001316698291633	1.0711645508717273e-12
14. FGF Family	CEP43	cg07741184	chr6:167091375-167091377	chr6	167091375.0	167091377.0	+	gene_body	False	OpenSea	0.5696770604133375	intermediate	0.618909213853919	92	0.4564431075	40	hypomethylated	-0.1632901099297972	1.7386412167007414e-18
14. FGF Family	CEP43	cg23249717	chr6:167093616-167093618	chr6	167093616.0	167093618.0	-	gene_body	False	OpenSea	0.8830014723190864	HYPER_methylated	0.9263232516259262	97	0.7779461575000001	40	hypomethylated	-0.0337480587826107	2.618181001467274e-14
14. FGF Family	CEP43	cg05877104	chr6:167093958-167093960	chr6	167093958.0	167093960.0	-	gene_body	False	OpenSea	0.5489062095271869	intermediate	0.5634560732497382	97	0.51362279	40	hypermethylated	0.0672179585829892	5.158157971552095e-06
14. FGF Family	CEP43	cg26954951	chr6:167094079-167094081	chr6	167094079.0	167094081.0	-	gene_body	False	OpenSea	0.6077190049569458	intermediate	0.6339817637020779	97	0.544031815	40	hypermethylated	0.0247537792222267	0.0053591979943279
14. FGF Family	CEP43	cg06323479	chr6:167094240-167094242	chr6	167094240.0	167094242.0	-	gene_body	False	OpenSea	0.5365745219441436	intermediate	0.5648335722303882	97	0.4680463250000001	40	hypermethylated	0.0431853824650131	0.0007064203666759
14. FGF Family	CEP43	cg03839717	chr6:167094273-167094275	chr6	167094273.0	167094275.0	-	gene_body	False	OpenSea	0.5352605110526203	intermediate	0.5578845702495772	97	0.48039716749999994	40	hypermethylated	0.0480559097475585	0.002429726557877
14. FGF Family	CEP43	cg25938025	chr6:167094512-167094514	chr6	167094512.0	167094514.0	+	gene_body	False	OpenSea	0.5279482912116503	intermediate	0.5554037978968669	97	0.4613686875	40	hypermethylated	0.023417512153702	0.1844892906740652
14. FGF Family	CEP43	cg21839211	chr6:167094552-167094554	chr6	167094552.0	167094554.0	-	gene_body	False	OpenSea	0.5721698268421846	intermediate	0.6042184432347616	96	0.49525314750000005	40	hypermethylated	0.0346812679481183	0.0982554070900132
14. FGF Family	CEP43	cg16151362	chr6:167094564-167094566	chr6	167094564.0	167094566.0	-	gene_body	False	OpenSea	0.562420188782362	intermediate	0.5961463377647793	97	0.4806342775	40	hypermethylated	0.0119453669346786	0.5518909206479891
14. FGF Family	CEP43	cg10661263	chr6:167094681-167094683	chr6	167094681.0	167094683.0	-	gene_body	False	OpenSea	0.6698076571040639	intermediate	0.7367793933765309	74	0.545909945	40	hypomethylated	-0.0349963240320768	0.0124068058405633
14. FGF Family	CEP43	cg01205058	chr6:167094702-167094704	chr6	167094702.0	167094704.0	+	gene_body	False	OpenSea	0.5814656162244811	intermediate	0.6048682301314836	97	0.5247142775	40	hypermethylated	0.0323091323225895	0.0043817806782445
14. FGF Family	CEP43	cg05259303	chr6:167094737-167094739	chr6	167094737.0	167094739.0	+	gene_body	False	OpenSea	0.6458717627815637	intermediate	0.6693196247533425	97	0.5890106975	40	hypermethylated	0.0214356864626815	0.0154485855068144
14. FGF Family	FGF1	cg13724550	chr5:142621467-142621469	chr5	142621467.0	142621469.0	+	TSS200	True	OpenSea	0.6442785154047388	intermediate	0.6863515794891673	97	0.542251335	40	hypomethylated	-0.0301324442963732	0.0006700130021433
14. FGF Family	FGF1	cg23243857	chr5:142621619-142621621	chr5	142621619.0	142621621.0	+	TSS1500	True	OpenSea	0.8707867873759695	HYPER_methylated	0.8896857192835856	97	0.8249568775	40	hypomethylated	-0.0780083435576454	1.740190017252118e-35
14. FGF Family	FGF1	cg08661751	chr5:142622204-142622206	chr5	142622204.0	142622206.0	-	TSS1500	True	OpenSea	0.8526574426102018	HYPER_methylated	0.8966282323463676	97	0.7460282775	40	hypomethylated	-0.0881161974526776	1.925881275806129e-46
14. FGF Family	FGF1	cg21619138	chr5:142622682-142622684	chr5	142622682.0	142622684.0	+	TSS1500	True	OpenSea	0.8816170930350422	HYPER_methylated	0.9101217210907298	97	0.81249337	40	hypomethylated	-0.0051865684301229	0.3061074788127441
14. FGF Family	FGF1	cg04478875	chr5:142644208-142644210	chr5	142644208.0	142644210.0	-	TSS200	True	OpenSea	0.7483214737874944	HYPER_methylated	0.7883507640091414	97	0.651250445	40	hypomethylated	-0.0497157261565418	5.560739830283455e-12
14. FGF Family	FGF1	cg08816023	chr5:142685973-142685975	chr5	142685973.0	142685975.0	+	5UTR_1stExon	True	OpenSea	0.4713085999857436	intermediate	0.4696180205984214	97	0.47540825499999995	40	hypomethylated	-0.0723528817191349	1.2640912945087896e-08
14. FGF Family	FGF1	cg19954000	chr5:142686105-142686107	chr5	142686105.0	142686107.0	-	TSS200	True	OpenSea	0.5097559495616162	intermediate	0.5083685019581589	97	0.51312051	40	hypomethylated	-0.1103058164606675	2.2959169356823377e-15
14. FGF Family	FGF1	cg17593472	chr5:142686110-142686112	chr5	142686110.0	142686112.0	-	TSS200	True	OpenSea	0.42957740300203867	intermediate	0.4324146939307144	97	0.4226969725	40	hypomethylated	-0.0996943485288299	8.89215224869955e-16
14. FGF Family	FGF1	cg10476085	chr5:142686171-142686173	chr5	142686171.0	142686173.0	+	TSS200	True	OpenSea	0.3530035984436035	intermediate	0.3553072349312379	97	0.347274041025641	39	hypomethylated	-0.0842196656088808	2.7261222903913607e-20
14. FGF Family	FGF1	cg07666840	chr5:142686195-142686197	chr5	142686195.0	142686197.0	+	TSS200	True	OpenSea	0.2371159622916785	HYPO_unmethylated	0.2424016539583501	97	0.22429815999999997	40	hypomethylated	-0.0665087505182821	2.8120876983801982e-14
14. FGF Family	FGF1	cg15371881	chr5:142686253-142686255	chr5	142686253.0	142686255.0	-	TSS200	True	OpenSea	0.42692077148009805	intermediate	0.4318682483791076	97	0.41492313999999997	40	hypermethylated	0.0472671033685812	0.0008451423107045
14. FGF Family	FGF1	cg11839863	chr5:142686555-142686557	chr5	142686555.0	142686557.0	+	TSS200	True	OpenSea	0.3981525674876493	intermediate	0.4144066174825032	96	0.35914284750000003	40	hypomethylated	-0.0289940043350968	0.0667151430471245
14. FGF Family	FGF1	cg05198969	chr5:142686562-142686564	chr5	142686562.0	142686564.0	+	TSS200	True	OpenSea	0.5530467999324483	intermediate	0.5810799547421035	93	0.4878697150000001	40	hypermethylated	0.0572161481865849	0.0001094345215995
14. FGF Family	FGF1	cg06778567	chr5:142686679-142686681	chr5	142686679.0	142686681.0	-	TSS200	True	OpenSea	0.5632612854923443	intermediate	0.586404190850012	97	0.5071397400000001	40	hypermethylated	0.0993450801232417	1.1316091108195224e-26
14. FGF Family	FGF1	cg00564426	chr5:142686832-142686834	chr5	142686832.0	142686834.0	-	TSS1500	True	OpenSea	0.6151702611633301	intermediate	0.6305413393630195	97	0.5769396307692307	39	hypermethylated	0.0294238474200105	0.0007801739043647
14. FGF Family	FGF1	cg07247133	chr5:142687092-142687094	chr5	142687092.0	142687094.0	+	TSS1500	True	OpenSea	0.8519559433002889	HYPER_methylated	0.8795502095282832	79	0.7974572675	40	hypomethylated	-0.0151083114329365	0.0020172206529847
14. FGF Family	FGF1	cg07206630	chr5:142687202-142687204	chr5	142687202.0	142687204.0	+	TSS1500	True	OpenSea	0.7855470881770287	HYPER_methylated	0.8326799416843849	79	0.6924597025000001	40	hypomethylated	-0.1295901180351567	2.261183246253547e-40
14. FGF Family	FGF1	cg20684197	chr5:142687372-142687374	chr5	142687372.0	142687374.0	-	TSS1500	True	OpenSea	0.8116612310595219	HYPER_methylated	0.8626497612624872	61	0.7339037225	40	hypomethylated	-0.0200606987624871	0.0007986678030838
14. FGF Family	FGF1	cg19445684	chr5:142697963-142697965	chr5	142697963.0	142697965.0	-	5UTR_1stExon	True	OpenSea	0.47046668875990816	intermediate	0.479496395465025	97	0.44856964999999993	40	hypermethylated	0.1735447448537961	1.736688733460253e-55
14. FGF Family	FGF1	cg19683675	chr5:142698146-142698148	chr5	142698146.0	142698148.0	+	TSS200	True	OpenSea	0.303620765	intermediate		0	0.303620765	40	hypomethylated		
14. FGF Family	FGF1	cg23051887	chr5:142698330-142698332	chr5	142698330.0	142698332.0	-	TSS1500	True	OpenSea	0.8956980325508953	HYPER_methylated	0.9217646490667284	97	0.8324864875	40	hypermethylated	0.0117672941568414	0.0012907652346249
14. FGF Family	FGF1	cg14825736	chr5:142698383-142698385	chr5	142698383.0	142698385.0	+	TSS1500	True	OpenSea	0.6992542311279296	intermediate	0.7651321704571064	52	0.61361291	40	hypomethylated	-0.1271574567357042	2.335868996924931e-17
14. FGF Family	FGF1	cg18808506	chr5:142698454-142698456	chr5	142698454.0	142698456.0	+	TSS1500	True	OpenSea	0.5288301743509779	intermediate	0.552858293670969	97	0.47056198499999996	40	hypomethylated	-0.0678246772662004	1.4158400597344765e-15
14. FGF Family	FGF1	cg17874670	chr5:142593265-142593267	chr5	142593265.0	142593267.0	+	gene_body	False	OpenSea	0.7745958897223908	HYPER_methylated	0.8548264276413691	63	0.6482327925	40	hypomethylated	-0.0216617678186576	1.4515004787389402e-05
14. FGF Family	FGF1	cg18502317	chr5:142611181-142611183	chr5	142611181.0	142611183.0	-	gene_body	False	OpenSea	0.0987995869496856	HYPO_unmethylated	0.0983439868258446	97	0.09990441725000002	40	hypermethylated	0.006178438539965	0.0439358108077184
14. FGF Family	FGF1	cg02406096	chr5:142613616-142613618	chr5	142613616.0	142613618.0	-	gene_body	False	OpenSea	0.8922668054594833	HYPER_methylated	0.9197500169891673	97	0.8256200175	40	hypomethylated	-0.0680385942943979	2.728827848953532e-26
14. FGF Family	FGF1	cg17412464	chr5:142613810-142613812	chr5	142613810.0	142613812.0	+	gene_body	False	OpenSea	0.9256339356716182	HYPER_methylated	0.9458818730619764	97	0.8765326874999999	40	hypomethylated	-0.074709880775709	2.2258865254667236e-47
14. FGF Family	FGF1	cg07145531	chr5:142614150-142614152	chr5	142614150.0	142614152.0	+	gene_body	False	OpenSea	0.830994525188897	HYPER_methylated	0.8549009500090609	97	0.773021445	40	hypomethylated	-0.0483033814151133	7.203336698724576e-09
14. FGF Family	FGF1	cg12810152	chr5:142614647-142614649	chr5	142614647.0	142614649.0	+	gene_body	False	OpenSea	0.9311414825159672	HYPER_methylated	0.9580166216978092	97	0.8659692700000001	40	hypermethylated	0.0050965385621464	0.24388017709837
14. FGF Family	FGF1	cg14682419	chr5:142614929-142614931	chr5	142614929.0	142614931.0	+	gene_body	False	OpenSea	0.8927611299719149	HYPER_methylated	0.9178198588263128	97	0.8319937124999999	40	hypomethylated	-0.1256684089211295	2.9520113212410956e-72
14. FGF Family	FGF1	cg09906224	chr5:142615620-142615622	chr5	142615620.0	142615622.0	+	gene_body	False	OpenSea	0.9236327788919936	HYPER_methylated	0.9347241588474547	97	0.8967361825	40	hypomethylated	-0.0708865350089066	4.6259061501448855e-43
14. FGF Family	FGF1	cg24065270	chr5:142625586-142625588	chr5	142625586.0	142625588.0	-	gene_body	False	OpenSea	0.3197796160544656	intermediate	0.3369915589042332	92	0.2801921475	40	hypermethylated	0.2191281208906636	9.837492033278889e-46
14. FGF Family	FGF1	cg25349370	chr5:142655773-142655775	chr5	142655773.0	142655775.0	-	gene_body	False	OpenSea	0.05576172414663049	HYPO_unmethylated	0.0528981415266843	97	0.062705912	40	hypermethylated	0.0049592368675185	2.9778634276617792e-05
14. FGF Family	FGF1	cg01096381	chr5:142670844-142670846	chr5	142670844.0	142670846.0	+	gene_body	False	OpenSea	0.6828913011937383	intermediate	0.7347020899995844	94	0.5611359475000001	40	hypomethylated	-0.1185314436811612	2.6026014321103426e-21
14. FGF Family	FGF1	cg22739858	chr5:142673799-142673801	chr5	142673799.0	142673801.0	+	gene_body	False	OpenSea	0.7165066501603843	HYPER_methylated	0.7393085440409553	97	0.6612120575	40	hypomethylated	-0.2312242794135058	5.044430723741616e-108
14. FGF Family	FGF1	cg04500312	chr5:142675097-142675099	chr5	142675097.0	142675099.0	-	gene_body	False	OpenSea	0.711118574774749	HYPER_methylated	0.7552216520014498	97	0.6041686125	40	hypermethylated	0.1254659603464485	4.0427813320374654e-27
14. FGF Family	FGF10	cg22574802	chr5:44388493-44388495	chr5	44388493.0	44388495.0	+	TSS1500	True	OpenSea	0.051882767187096085	HYPO_unmethylated	0.048078335437578	97	0.0613450717948718	39	hypermethylated	0.1056152290340658	1.4235598652940602e-57
14. FGF Family	FGF10	cg14654926	chr5:44388585-44388587	chr5	44388585.0	44388587.0	-	TSS200	True	OpenSea	0.11984128449053018	HYPO_unmethylated	0.1183873107752849	97	0.12336717075	40	hypermethylated	0.1468144810802335	1.650214150544941e-67
14. FGF Family	FGF10	cg00167491	chr5:44388696-44388698	chr5	44388696.0	44388698.0	+	TSS200	True	OpenSea	0.05759532756827911	HYPO_unmethylated	0.0590843072871571	97	0.05398455175	40	hypermethylated	0.0467082531214434	8.21463516615016e-20
14. FGF Family	FGF10	cg02443428	chr5:44388804-44388806	chr5	44388804.0	44388806.0	-	5UTR_1stExon	True	OpenSea	0.08119272728748181	HYPO_unmethylated	0.0760654813235568	97	0.09362629874999999	40	hypermethylated	0.1234219661136765	4.945173180634302e-62
14. FGF Family	FGF10	cg16384588	chr5:44388846-44388848	chr5	44388846.0	44388848.0	+	5UTR_1stExon	True	OpenSea	0.11623353499274705	HYPO_unmethylated	0.120896260762952	97	0.104926425	40	hypermethylated	0.0792439387656806	8.460652814063773e-34
14. FGF Family	FGF10	cg25103492	chr5:44388855-44388857	chr5	44388855.0	44388857.0	+	5UTR_1stExon	True	OpenSea	0.08195619163283743	HYPO_unmethylated	0.0756214082855539	97	0.09731804125	40	hypermethylated	0.1004443573653725	1.81859146213509e-45
14. FGF Family	FGF10	cg00272200	chr5:44388869-44388871	chr5	44388869.0	44388871.0	-	5UTR_1stExon	True	OpenSea	0.11996241655157597	HYPO_unmethylated	0.0992506656450094	97	0.1701884125	40	hypermethylated	0.0957643940660465	6.334766206485564e-43
14. FGF Family	FGF10	cg09792008	chr5:44388959-44388961	chr5	44388959.0	44388961.0	+	5UTR_1stExon	True	OpenSea	0.06268101778821064	HYPO_unmethylated	0.0492680834740707	97	0.09520738349999999	40	hypermethylated	0.0852496692380471	3.995900377416135e-41
14. FGF Family	FGF10	cg20387341	chr5:44389179-44389181	chr5	44389179.0	44389181.0	-	5UTR_1stExon	True	OpenSea	0.07808177187037557	HYPO_unmethylated	0.0773813749097057	97	0.0797802345	40	hypermethylated	0.1545342207995922	9.30509483081294e-80
14. FGF Family	FGF10	cg08976810	chr5:44389303-44389305	chr5	44389303.0	44389305.0	+	5UTR_1stExon	True	OpenSea	0.06443038876580676	HYPO_unmethylated	0.0612977706279951	97	0.07202698775000001	40	hypermethylated	0.0708190559080846	1.5803926071735723e-40
14. FGF Family	FGF10	cg06850283	chr5:44389666-44389668	chr5	44389666.0	44389668.0	-	5UTR_1stExon	True	OpenSea	0.07132847397109868	HYPO_unmethylated	0.0611090021035105	97	0.09611069325	40	hypermethylated	0.1461219817801216	2.982856856640231e-56
14. FGF Family	FGF10	cg13996155	chr5:44389745-44389747	chr5	44389745.0	44389747.0	+	TSS200	True	OpenSea	0.026141061471245737	HYPO_unmethylated	0.0224506265109347	97	0.035090366250000005	40	hypermethylated	0.1188677610282018	1.6400323899917076e-61
14. FGF Family	FGF10	cg16536718	chr5:44390112-44390114	chr5	44390112.0	44390114.0	+	TSS1500	True	OpenSea	0.3430260916760521	intermediate	0.3633313129857643	97	0.29378593	40	hypermethylated	0.1809314982162729	2.6626601147907856e-20
14. FGF Family	FGF10	cg04239786	chr5:44315985-44315987	chr5	44315985.0	44315987.0	+	gene_body	False	OpenSea	0.9089057068174042	HYPER_methylated	0.9441909003503544	97	0.8233391125	40	hypomethylated	-0.0312262615426741	1.5262745429090248e-11
14. FGF Family	FGF10	cg16204420	chr5:44332654-44332656	chr5	44332654.0	44332656.0	+	gene_body	False	OpenSea	0.5971039629236734	intermediate	0.6341514133271717	42	0.5582041400000001	40	hypomethylated	-0.1427028976892883	1.5874610471340314e-07
14. FGF Family	FGF10	cg25021530	chr5:44332900-44332902	chr5	44332900.0	44332902.0	-	gene_body	False	OpenSea	0.5235272622468836	intermediate	0.5300659735997518	96	0.507834355	40	hypomethylated	-0.1210939849169014	3.585900795624454e-19
14. FGF Family	FGF11	cg03108238	chr17:7437055-7437057	chr17	7437055.0	7437057.0	-	5UTR_1stExon	True	Island	0.07891347816414267	HYPO_unmethylated	0.0679746460668819	97	0.105440146	40	hypermethylated	0.0155824731941158	1.5439157026843547e-06
14. FGF Family	FGF11	cg04374102	chr17:7437493-7437495	chr17	7437493.0	7437495.0	-	5UTR_1stExon	True	Island	0.12237039428899833	HYPO_unmethylated	0.1181260531710595	97	0.1326629215	40	hypermethylated	0.0298068458121302	7.854981528356894e-20
14. FGF Family	FGF11	cg24073393	chr17:7437547-7437549	chr17	7437547.0	7437549.0	+	TSS200	True	Island	0.581855825	intermediate		0	0.581855825	40	hypomethylated		
14. FGF Family	FGF11	cg03613649	chr17:7437871-7437873	chr17	7437871.0	7437873.0	-	TSS1500	True	S_Shore	0.46666806085196166	intermediate	0.4815227075950387	97	0.43064554250000003	40	hypermethylated	0.149390835141608	3.6375562567706613e-59
14. FGF Family	FGF11	cg13492227	chr17:7438116-7438118	chr17	7438116.0	7438118.0	-	TSS200	True	S_Shore	0.33418062437164964	intermediate	0.3389949601950104	97	0.32250586	40	hypermethylated	0.1940029524180782	8.46622232263573e-66
14. FGF Family	FGF11	cg18105842	chr17:7438120-7438122	chr17	7438120.0	7438122.0	-	TSS200	True	S_Shore	0.4293106842894617	intermediate	0.4395644984294459	97	0.404445185	40	hypermethylated	0.1801328119495245	1.3576767345467769e-56
14. FGF Family	FGF11	cg19056772	chr17:7438296-7438298	chr17	7438296.0	7438298.0	-	5UTR_1stExon	True	S_Shore	0.2831523418877594	HYPO_unmethylated	0.2926045447280726	97	0.26023075	40	hypermethylated	0.2198695056852688	1.153492581828053e-29
14. FGF Family	FGF11	cg25563256	chr17:7438321-7438323	chr17	7438321.0	7438323.0	-	5UTR_1stExon	True	S_Shore	0.33890029160477014	intermediate	0.3449587871118919	97	0.32420844	40	hypermethylated	0.1632539136945437	7.646651635957149e-22
14. FGF Family	FGF11	cg13194425	chr17:7438616-7438618	chr17	7438616.0	7438618.0	-	5UTR_1stExon	True	N_Shore	0.4624322920146413	intermediate	0.47987755057738	97	0.42012754	40	hypermethylated	0.1951172908675359	1.6152835238669697e-44
14. FGF Family	FGF11	cg06462874	chr17:7439265-7439267	chr17	7439265.0	7439267.0	+	TSS1500	True	N_Shore	0.37846597489273187	intermediate	0.3728019012801948	87	0.390785335	40	hypermethylated	0.1337040466915394	1.921559483406971e-26
14. FGF Family	FGF11	cg01557754	chr17:7439341-7439343	chr17	7439341.0	7439343.0	-	TSS200	True	N_Shore	0.4390387134655138	intermediate	0.4487459241729422	97	0.4154987275	40	hypermethylated	0.123495857763491	2.0497055373567656e-49
